
[00:00:00.000 --> 00:00:03.000]  頂姐妹午安
[00:00:03.000 --> 00:00:06.000]  剛才在敬拜裏面
[00:00:06.000 --> 00:00:08.000]  我自己的體會
[00:00:08.000 --> 00:00:11.000]  確實是我們人很容易本末倒置
[00:00:11.000 --> 00:00:15.000]  我們敬拜上帝其實應該尊祂偉大
[00:00:15.000 --> 00:00:17.000]  應該只是想著歸榮要給祂
[00:00:17.000 --> 00:00:19.000]  但很容易我們去敬拜祂
[00:00:19.000 --> 00:00:21.000]  或者活出敬拜的生命
[00:00:21.000 --> 00:00:22.000]  我們很想自己有些東西
[00:00:22.000 --> 00:00:23.000]  我們有些東西得到
[00:00:23.000 --> 00:00:26.000]  但相信如果我們真的真的體會到
[00:00:26.000 --> 00:00:28.000]  其實整個信仰都是關乎上帝
[00:00:28.000 --> 00:00:29.000]  而不是我們自己的時候
[00:00:29.000 --> 00:00:32.000]  我們就可以很自由地將整個生命交上
[00:00:32.000 --> 00:00:35.000]  剛才我們祈禱之前有分享
[00:00:35.000 --> 00:00:39.000]  敬拜隊練歌練到聲音沙
[00:00:39.000 --> 00:00:42.000]  彈結他那個就起枕
[00:00:42.000 --> 00:00:44.000]  肉是不再彈出來
[00:00:44.000 --> 00:00:46.000]  可能不知道是腦還是什麼
[00:00:46.000 --> 00:00:47.000]  應該是按得太多
[00:00:47.000 --> 00:00:49.000]  打鼓的打到手都軟
[00:00:49.000 --> 00:00:50.000]  腳都震
[00:00:50.000 --> 00:00:54.000]  我相信當我們能夠很自由的
[00:00:54.000 --> 00:00:57.000]  將我們全副人交給上帝
[00:00:57.000 --> 00:01:00.000]  其實我們就可以這樣盡情去敬拜上帝
[00:01:00.000 --> 00:01:03.000]  願意我們去學習
[00:01:03.000 --> 00:01:05.000]  我們人應該很難很難
[00:01:05.000 --> 00:01:07.000]  完全是沒有自己
[00:01:07.000 --> 00:01:08.000]  或者只是看著上帝
[00:01:08.000 --> 00:01:10.000]  我們實在是罪人
[00:01:10.000 --> 00:01:12.000]  但我們盼望的去學習
[00:01:12.000 --> 00:01:13.000]  什麼叫做尊主偉大
[00:01:13.000 --> 00:01:15.000]  只是看著祂
[00:01:15.000 --> 00:01:18.000]  開始之前我們有個祈禱
[00:01:18.000 --> 00:01:22.000]  七天父真的很感謝你愛我們
[00:01:22.000 --> 00:01:26.000]  很感謝你純粹的去愛我們
[00:01:26.000 --> 00:01:29.000]  縱然我們人都很容易去想錯了
[00:01:29.000 --> 00:01:31.000]  很容易就是用我們自己的方法
[00:01:31.000 --> 00:01:34.000]  可能都是很想去敬拜你
[00:01:34.000 --> 00:01:36.000]  很想為你做很多事
[00:01:36.000 --> 00:01:41.000]  但過程中我們總是會將視線放在我們自己身上
[00:01:41.000 --> 00:01:43.000]  或者放在人的身上
[00:01:43.000 --> 00:01:44.000]  但神奶你的愛就是這樣
[00:01:44.000 --> 00:01:46.000]  在我們一直掙扎的裏面
[00:01:46.000 --> 00:01:47.000]  你一直的提醒
[00:01:47.000 --> 00:01:48.000]  你就是一直的包容
[00:01:48.000 --> 00:01:50.000]  你一直幫我們去成長多一點
[00:01:50.000 --> 00:01:51.000]  帶領我們多一點
[00:01:51.000 --> 00:01:53.000]  我估計這個就是我們信仰心明
[00:01:53.000 --> 00:01:54.000]  跌跌碰碰的
[00:01:54.000 --> 00:01:56.000]  真真摘摘的 想想樂樂的
[00:01:56.000 --> 00:01:58.000]  你就是要我們去明白
[00:01:58.000 --> 00:02:00.000]  我們一定要回到你身邊
[00:02:00.000 --> 00:02:02.000]  我們在這個地上永遠都不會完全
[00:02:02.000 --> 00:02:03.000]  但有你的
[00:02:03.000 --> 00:02:05.000]  在我們身邊永遠的
[00:02:05.000 --> 00:02:07.000]  有十字架我們可以回去的話
[00:02:07.000 --> 00:02:08.000]  這個是我們的保障
[00:02:08.000 --> 00:02:09.000]  是我們的安慰
[00:02:09.000 --> 00:02:10.000]  我們感謝你
[00:02:10.000 --> 00:02:12.000]  每個星期我們可以這樣去敬拜
[00:02:12.000 --> 00:02:13.000]  聽你的說話
[00:02:13.000 --> 00:02:14.000]  一起有團契
[00:02:14.000 --> 00:02:16.000]  這個都是你給我們的安慰
[00:02:16.000 --> 00:02:17.000]  感謝你
[00:02:17.000 --> 00:02:21.000]  待會你的講道求你幫我們去聽明白
