
[00:00:00.000 --> 00:00:02.000]  (觀眾問)
[00:00:02.000 --> 00:00:05.000]  Hello 大兄姐妹,你們好
[00:00:05.000 --> 00:00:10.000]  剛才子軒問我們期不期待《敬拜》
[00:00:10.000 --> 00:00:14.000]  剛才在《敬拜》中,我也覺得很享受
[00:00:14.000 --> 00:00:16.000]  可能我們人比較少
[00:00:16.000 --> 00:00:20.000]  但我覺得人比較少,這個狀況給我的感覺
[00:00:20.000 --> 00:00:24.000]  上次我講道的時候,都是粉輕型
[00:00:24.000 --> 00:00:26.000]  大尊粉輕型的時候
[00:00:26.000 --> 00:00:31.000]  還有中六在我們當中,可能比較多人
[00:00:31.000 --> 00:00:36.000]  上次我也說,其實小人的群體對我來說很親切
[00:00:36.000 --> 00:00:39.000]  因為我自己在小教會出生
[00:00:39.000 --> 00:00:43.000]  平時我們成敗都是上下人,我自己無悔
[00:00:43.000 --> 00:00:45.000]  所以當小人的時候,起碼有一件事
[00:00:45.000 --> 00:00:47.000]  我很清楚看到你們的樣子
[00:00:47.000 --> 00:00:50.000]  有時候人多,睡著了不覺
[00:00:50.000 --> 00:00:52.000]  所以今天睡著了,我會看到
[00:00:52.000 --> 00:00:54.000]  看得很清楚
[00:00:54.000 --> 00:00:57.000]  剛才子軒問我們如何一起敬拜
[00:00:57.000 --> 00:00:58.000]  期不期待?
[00:00:58.000 --> 00:01:01.000]  我也很期待能夠跟一班認識的大兄姐妹
[00:01:01.000 --> 00:01:04.000]  感覺上看著你們長大
[00:01:04.000 --> 00:01:06.000]  之後子軒、Johnny
[00:01:06.000 --> 00:01:08.000]  一起同工我的一班大兄姐妹
[00:01:08.000 --> 00:01:11.000]  能夠這樣敬拜,我覺得自己很享受
[00:01:11.000 --> 00:01:14.000]  但願你們也是因為這樣
[00:01:14.000 --> 00:01:17.000]  我們可以一起去敬拜神,一起享受
[00:01:17.000 --> 00:01:21.000]  今天開始有點熱嗎?
[00:01:21.000 --> 00:01:24.000]  要不要開大小冷氣?
[00:01:24.000 --> 00:01:27.000]  今天我分享的題目
[00:01:27.000 --> 00:01:30.000]  給了一個名字,叫身份的輕重
[00:01:30.000 --> 00:01:34.000]  看創世紀25:29-3
[00:01:34.000 --> 00:01:36.000]  說起身份的時候
[00:01:36.000 --> 00:01:42.000]  其實我們今天會看一個人身份沒有了
[00:01:42.000 --> 00:01:45.000]  不知道你有沒有去問你自己的時候
[00:01:45.000 --> 00:01:47.000]  你有沒有留意,有沒有去發覺
[00:01:47.000 --> 00:01:51.000]  有沒有試過,有沒有失去身份?
[00:01:51.000 --> 00:01:53.000]  不是身份證
[00:01:53.000 --> 00:01:54.000]  這個身份
[00:01:54.000 --> 00:01:56.000]  我有試過,但可能你們比較少
[00:01:56.000 --> 00:01:59.000]  我試過的經歷,如果我問自己這個問題
[00:01:59.000 --> 00:02:00.000]  我自己的經歷就是
[00:02:00.000 --> 00:02:02.000]  我身份什麼時候有不見過?
[00:02:02.000 --> 00:02:05.000]  大概就是我讀完書出來工作的時候
[00:02:05.000 --> 00:02:08.000]  我不見的身份就是學生的身份
[00:02:08.000 --> 00:02:11.000]  不見了這個身份對我來說是怎樣的感覺?
[00:02:11.000 --> 00:02:14.000]  你們未經歷,還有沒有,只有幾多年
[00:02:14.000 --> 00:02:16.000]  不是的,你們有段時間讀書
[00:02:16.000 --> 00:02:20.000]  但是你們不見了學生身份對我來說就是
[00:02:20.000 --> 00:02:22.000]  搭車又要付全費
[00:02:22.000 --> 00:02:25.000]  游泳池游水又要付很貴
[00:02:25.000 --> 00:02:27.000]  那些長輩就感覺到那個感覺
[00:02:27.000 --> 00:02:30.000]  然後那些學生看電影又要付很貴
[00:02:30.000 --> 00:02:32.000]  全部都沒有優惠
[00:02:32.000 --> 00:02:34.000]  沒有了這個身份就很不值得
[00:02:34.000 --> 00:02:38.000]  然後家裡又沒有新大手板問媽媽拿錢
[00:02:38.000 --> 00:02:41.000]  又要開始付錢給家裡
[00:02:41.000 --> 00:02:44.000]  所以失去學生的身份對我來說是
[00:02:44.000 --> 00:02:49.000]  沒有了學生證,沒有了學生身份對我來說是
[00:02:49.000 --> 00:02:50.000]  是一種損失
[00:02:50.000 --> 00:02:52.000]  直到什麼時候我覺得再沉回的時候
[00:02:52.000 --> 00:02:55.000]  我覺得很開心?就是我讀神學的時候
[00:02:55.000 --> 00:02:58.000]  當幾十歲的人還拿著全職的學生
[00:02:58.000 --> 00:03:00.000]  然後學生證又去看電影的時候
[00:03:00.000 --> 00:03:03.000]  我全職學生,又便宜又可以便宜
[00:03:03.000 --> 00:03:07.000]  又去游泳池又要付半價的時候就覺得很爽
[00:03:07.000 --> 00:03:10.000]  今天說身份的輕重
[00:03:10.000 --> 00:03:12.000]  不知道你們知不知道原來身份都會有
[00:03:12.000 --> 00:03:14.000]  沒有了的一天
[00:03:14.000 --> 00:03:16.000]  今天我們看的故事其實就是講
[00:03:16.000 --> 00:03:18.000]  一個人沒有了一個身份
[00:03:18.000 --> 00:03:20.000]  我想這個故事大家都很熟悉
[00:03:20.000 --> 00:03:23.000]  就是伊蘇和亞角的故事
[00:03:23.000 --> 00:03:25.000]  我們進入經文裡面
[00:03:25.000 --> 00:03:27.000]  首先進入經文裡面的時候
[00:03:27.000 --> 00:03:30.000]  講一點經文背景
[00:03:30.000 --> 00:03:31.000]  雖然大家都很熟悉
[00:03:31.000 --> 00:03:35.000]  今天要看的兩位主角是一對孖生的兄弟
[00:03:35.000 --> 00:03:37.000]  伊蘇和亞角
[00:03:37.000 --> 00:03:39.000]  他們的父母是誰?
[00:03:39.000 --> 00:03:43.000]  是以撒和李伯加年老時所生的一對孩子
[00:03:43.000 --> 00:03:45.000]  以撒是誰?
[00:03:45.000 --> 00:03:47.000]  是阿巴拉罕的兒子
[00:03:47.000 --> 00:03:51.000]  所以伊蘇和亞角就是阿巴拉罕的後裔
[00:03:51.000 --> 00:03:53.000]  其實是他的孫子
[00:03:53.000 --> 00:03:55.000]  他簡直是阿巴拉罕的孫子
[00:03:55.000 --> 00:03:58.000]  這兩位同一天出生的兄弟
[00:03:58.000 --> 00:04:02.000]  哥哥其實是名副其實真的贏在起跑線
[00:04:02.000 --> 00:04:04.000]  在什麼呢?
[00:04:04.000 --> 00:04:06.000]  在出生的這條起跑線上
[00:04:06.000 --> 00:04:10.000]  伊蘇因為出生的時間組了一個新位
[00:04:10.000 --> 00:04:13.000]  成為了家裡的長子
[00:04:13.000 --> 00:04:15.000]  長子是什麼呢?
[00:04:15.000 --> 00:04:17.000]  長子是他父親
[00:04:17.000 --> 00:04:19.000]  就是他爸爸的寵兒
[00:04:19.000 --> 00:04:21.000]  也是家族的承繼者
[00:04:21.000 --> 00:04:23.000]  成為長子
[00:04:23.000 --> 00:04:27.000]  其實就是好像得到一張很巨額的期票
[00:04:27.000 --> 00:04:28.000]  就是還沒兌現
[00:04:28.000 --> 00:04:30.000]  但是一張期票
[00:04:30.000 --> 00:04:31.000]  你只要保持這張票
[00:04:31.000 --> 00:04:34.000]  你將會可以兌現的
[00:04:34.000 --> 00:04:35.000]  接管的
[00:04:35.000 --> 00:04:36.000]  你將會擁有的
[00:04:36.000 --> 00:04:38.000]  是你父親所建立的一切
[00:04:38.000 --> 00:04:42.000]  包括財產、地位和權力
[00:04:42.000 --> 00:04:44.000]  伊蘇出生的這一刻
[00:04:44.000 --> 00:04:46.000]  就有了這一份優勢
[00:04:46.000 --> 00:04:49.000]  不過從經文可以看到
[00:04:49.000 --> 00:04:51.000]  伊蘇並沒有珍惜
[00:04:51.000 --> 00:04:54.000]  這個誰手可得的巨額支票
[00:04:54.000 --> 00:04:57.000]  他手握的這個長子名分
[00:04:57.000 --> 00:04:58.000]  很快就失去了
[00:04:58.000 --> 00:05:00.000]  我們也很熟悉這個故事
[00:05:00.000 --> 00:05:01.000]  為什麼呢?
[00:05:01.000 --> 00:05:02.000]  因為他有一個弟弟
[00:05:02.000 --> 00:05:05.000]  一個抓住哥哥的腳出生的弟弟
[00:05:05.000 --> 00:05:08.000]  他雖然是輸在起跑線
[00:05:08.000 --> 00:05:10.000]  但是他急起直追
[00:05:10.000 --> 00:05:12.000]  要把這個身位拿回來
[00:05:12.000 --> 00:05:14.000]  這次看的經文裡面
[00:05:14.000 --> 00:05:17.000]  其實就是這一場季套賽跑的過程
[00:05:17.000 --> 00:05:20.000]  弟弟亞角要在哥哥伊蘇的手中
[00:05:20.000 --> 00:05:22.000]  拿回長子的名分
[00:05:22.000 --> 00:05:24.000]  我們也記得
[00:05:24.000 --> 00:05:27.000]  用一碗湯去換一個長子的名分
[00:05:27.000 --> 00:05:30.000]  這個很明顯是一個不平等的交易
[00:05:30.000 --> 00:05:32.000]  但是這個不平等的交易
[00:05:32.000 --> 00:05:36.000]  卻是在雙方的同意之下成交
[00:05:36.000 --> 00:05:39.000]  為什麼伊蘇會這樣
[00:05:39.000 --> 00:05:40.000]  因為那碗湯
[00:05:40.000 --> 00:05:43.000]  而不見了一個長子的名分呢?
[00:05:43.000 --> 00:05:46.000]  讓我們今天從我們要看的經文裡面去看
[00:05:46.000 --> 00:05:49.000]  讓經文對我們的生命作出提醒
[00:05:49.000 --> 00:05:52.000]  以免我們也好像伊蘇一樣會後悔
[00:05:52.000 --> 00:05:54.000]  我們今天會看的經文
[00:05:54.000 --> 00:05:59.000]  在創世紀25章第29至34節
[00:05:59.000 --> 00:06:01.000]  請你幫我一起讀
[00:06:01.000 --> 00:06:02.000]  準備好了
[00:06:02.000 --> 00:06:03.000]  一二三
[00:06:03.000 --> 00:06:06.000]  有一天亞角熬湯
[00:06:06.000 --> 00:06:11.000]  (伊蘇對亞角說)
[00:06:11.000 --> 00:06:13.000]  (我類分了)
[00:06:13.000 --> 00:06:16.000]  (求你把這紅湯給我喝)
[00:06:16.000 --> 00:06:18.000]  (因此伊蘇又叫以東)
[00:06:18.000 --> 00:06:19.000]  (亞角說)
[00:06:19.000 --> 00:06:23.000]  (你今日把長子的名分賣給我吧)
[00:06:23.000 --> 00:06:24.000]  (伊蘇說)
[00:06:24.000 --> 00:06:25.000]  (我將要死)
[00:06:25.000 --> 00:06:29.000]  (這長子的名分於我有什麼益處呢?)
[00:06:29.000 --> 00:06:30.000]  (亞角說)
[00:06:30.000 --> 00:06:32.000]  (你今日對我喜世伯)
[00:06:32.000 --> 00:06:35.000]  (伊蘇就他喜療世)
[00:06:35.000 --> 00:06:38.000]  (把長子的名分賣給亞角)
[00:06:38.000 --> 00:06:42.000]  (於是亞角將餅和紅豆湯給了伊蘇)
[00:06:42.000 --> 00:06:45.000]  (伊蘇吃了喝了變起來走了)
[00:06:45.000 --> 00:06:49.000]  (這就是伊蘇輕看他長子)
[00:06:49.000 --> 00:06:51.000]  我們一起祈禱
[00:06:51.000 --> 00:06:52.000]  神下幫助我們
[00:06:52.000 --> 00:06:55.000]  幫助我們從今天的經文中學習
[00:06:55.000 --> 00:06:59.000]  去捉緊神理給我們的身份
[00:06:59.000 --> 00:07:04.000]  以致我們不會重蹈以素的覆轍
[00:07:04.000 --> 00:07:07.000]  去失去我們重要的身份
[00:07:07.000 --> 00:07:10.000]  幫助我們託告奉主耶穌基督名字祈求
[00:07:10.000 --> 00:07:15.000]  這應該是大家很熟悉的經文故事
[00:07:15.000 --> 00:07:18.000]  用一碗湯換成長子的名分
[00:07:18.000 --> 00:07:19.000]  當我們看這個故事的時候
[00:07:19.000 --> 00:07:22.000]  聽起來已經覺得很奇怪
