
[00:00:00.000 --> 00:00:03.000]  鄧姐妹你們好
[00:00:03.000 --> 00:00:07.000]  我也想感謝文姐姐
[00:00:07.000 --> 00:00:10.000]  或者我也很感謝她
[00:00:10.000 --> 00:00:12.000]  不知道你聽不聽到
[00:00:12.000 --> 00:00:14.000]  但我想我聽到的是
[00:00:14.000 --> 00:00:18.000]  其實文姐姐用她信仰的經驗
[00:00:18.000 --> 00:00:19.000]  一個經歷
[00:00:19.000 --> 00:00:21.000]  帶我們一起從詩歌裡面
[00:00:21.000 --> 00:00:23.000]  去有一個這樣的敬拜
[00:00:23.000 --> 00:00:25.000]  就是當我們軟弱困難的時候
[00:00:25.000 --> 00:00:27.000]  神不撇下我們
[00:00:27.000 --> 00:00:30.000]  剛才我在敬拜裡面也有這樣的感覺
[00:00:30.000 --> 00:00:34.000]  神不只是不撇下我們的上帝
[00:00:34.000 --> 00:00:37.000]  神更加是祝神不放
[00:00:37.000 --> 00:00:39.000]  我們怎樣拔走祂
[00:00:39.000 --> 00:00:41.000]  祂也祝神不放的上帝
[00:00:41.000 --> 00:00:44.000]  感謝文姐姐
[00:00:44.000 --> 00:00:45.000]  感謝敬拜隊
[00:00:45.000 --> 00:00:47.000]  感謝聖靈體在我們的中間
[00:00:47.000 --> 00:00:49.000]  跟我們一起去經歷
[00:00:49.000 --> 00:00:51.000]  就算是低谷的時候
[00:00:51.000 --> 00:00:54.000]  好 今天我分享信息
[00:00:54.000 --> 00:00:58.000]  我講到的時候說一下
[00:00:58.000 --> 00:01:00.000]  我的題目叫做
[00:01:00.000 --> 00:01:04.000]  You mess up, I clean up, 障極了愛情
[00:01:04.000 --> 00:01:06.000]  我練了一陣子
[00:01:06.000 --> 00:01:08.000]  mess up這個字
[00:01:08.000 --> 00:01:10.000]  但不重要
[00:01:10.000 --> 00:01:15.000]  今個月講到的主題是關係
[00:01:15.000 --> 00:01:18.000]  我講的是第四講
[00:01:18.000 --> 00:01:20.000]  我考考自己的記性
[00:01:20.000 --> 00:01:21.000]  我沒有寫下來
[00:01:21.000 --> 00:01:23.000]  第一次講的是Esther
[00:01:23.000 --> 00:01:26.000]  她說在關係不似預期的時候
[00:01:26.000 --> 00:01:29.000]  她問聖經裡面怎樣去講
[00:01:29.000 --> 00:01:30.000]  原來在關係裡面
[00:01:30.000 --> 00:01:32.000]  如果關係不似預期
[00:01:32.000 --> 00:01:33.000]  我們首先要進入
[00:01:33.000 --> 00:01:35.000]  跟上帝裡面的一些根生
[00:01:35.000 --> 00:01:38.000]  原來那些才是幫助我們建立在上帝裡面
[00:01:38.000 --> 00:01:40.000]  建立我們的根生的生命
[00:01:40.000 --> 00:01:42.000]  才能夠在那個關係裡面
[00:01:42.000 --> 00:01:45.000]  第二講是Forens
[00:01:45.000 --> 00:01:46.000]  Forens帶我們去看
[00:01:46.000 --> 00:01:48.000]  跟上帝的關係裡面
[00:01:48.000 --> 00:01:50.000]  其實我們怎樣避開他的時候
[00:01:50.000 --> 00:01:53.000]  原來上帝是怎樣看顧著我們
[00:01:53.000 --> 00:01:55.000]  祂一直都在我們身邊
[00:01:55.000 --> 00:01:56.000]  那個我們跟上帝的關係
[00:01:56.000 --> 00:01:57.000]  到上一次
[00:01:57.000 --> 00:01:58.000]  上一次是阿Hou
[00:01:58.000 --> 00:02:00.000]  Hou講的是
[00:02:00.000 --> 00:02:03.000]  耶穌預備為門徒洗腳的時候
[00:02:03.000 --> 00:02:05.000]  耶穌的預備
[00:02:05.000 --> 00:02:07.000]  既然是這樣
[00:02:07.000 --> 00:02:09.000]  今天我照樣會講是關係
[00:02:09.000 --> 00:02:10.000]  我是第四講
[00:02:10.000 --> 00:02:11.000]  今天我講一個關係
[00:02:11.000 --> 00:02:15.000]  是緊接阿Hou講預備洗腳的
[00:02:15.000 --> 00:02:17.000]  我進入到今天的講道
[00:02:17.000 --> 00:02:20.000]  剛才的題目叫《象極了愛情》
[00:02:20.000 --> 00:02:22.000]  除了它是一個潮語之外
[00:02:22.000 --> 00:02:24.000]  其實也真的與我講道士有關
[00:02:24.000 --> 00:02:26.000]  不是硬撿下去的
[00:02:26.000 --> 00:02:28.000]  上星期看電視的時候
[00:02:28.000 --> 00:02:30.000]  經常都在家
[00:02:30.000 --> 00:02:31.000]  現在晚上沒得吃
[00:02:31.000 --> 00:02:33.000]  所以就會看電視
[00:02:33.000 --> 00:02:36.000]  看電視裡面有一個這樣的情節
[00:02:36.000 --> 00:02:39.000]  情節裡面就是有一個中年的女士
[00:02:39.000 --> 00:02:42.000]  她嫁給一個帶她很多
[00:02:42.000 --> 00:02:43.000]  我覺得我看她
[00:02:43.000 --> 00:02:47.000]  像帶她很多約裁譜的老闆
[00:02:47.000 --> 00:02:49.000]  其實我沒有看前沒有看後
[00:02:49.000 --> 00:02:51.000]  所以其實我不知道她說什麼
[00:02:51.000 --> 00:02:53.000]  但是那一節就是說
[00:02:53.000 --> 00:02:57.000]  老婆不知道她賭錢還是欠債還是怎樣
[00:02:57.000 --> 00:02:59.000]  她欠人300萬
[00:02:59.000 --> 00:03:01.000]  就被大耳窿追債
[00:03:01.000 --> 00:03:04.000]  老公初時他知道的時候
[00:03:04.000 --> 00:03:05.000]  就很生氣
[00:03:05.000 --> 00:03:07.000]  避開電話不給老婆知道
[00:03:07.000 --> 00:03:08.000]  不理會老婆
[00:03:08.000 --> 00:03:12.000]  然後老婆就寫下一封道歉信
[00:03:12.000 --> 00:03:14.000]  老婆很內疚那一刻
[00:03:14.000 --> 00:03:17.000]  就寫下一封道歉信離開家
[00:03:17.000 --> 00:03:18.000]  想自己賺錢
[00:03:18.000 --> 00:03:19.000]  到處找工作
[00:03:19.000 --> 00:03:22.000]  想自食其力去還錢
[00:03:22.000 --> 00:03:25.000]  當然一個中年的女人
[00:03:25.000 --> 00:03:30.000]  當然是沒辦法突然賺一份賺300多萬的工
[00:03:30.000 --> 00:03:32.000]  她去找工作的時候
[00:03:32.000 --> 00:03:35.000]  到處都被人玩被人取笑
[00:03:35.000 --> 00:03:37.000]  最後老公出場
[00:03:37.000 --> 00:03:40.000]  在他被人玩出來門口的時候
[00:03:40.000 --> 00:03:42.000]  老公就出場了
[00:03:42.000 --> 00:03:44.000]  他出來的時候就很激動
[00:03:44.000 --> 00:03:46.000]  他就原諒老婆
[00:03:46.000 --> 00:03:48.000]  不知道他哄她回家
[00:03:48.000 --> 00:03:50.000]  跟她說你不要還
[00:03:50.000 --> 00:03:53.000]  你一個女人怎樣賺300萬
