
[00:00:00.000 --> 00:00:06.000]  謝謝Johnny帶我們進行一個敬拜
[00:00:06.000 --> 00:00:12.000]  剛才敬拜的時候Johnny帶著我們一段安靜的時間
[00:00:12.000 --> 00:00:16.000]  說把真我呈現在神的面前
[00:00:16.000 --> 00:00:21.000]  我都在想,其實我這個真我
[00:00:21.000 --> 00:00:24.000]  其實真的有很多不可愛的地方
[00:00:24.000 --> 00:00:28.000]  我不是那麼多人喜歡
[00:00:28.000 --> 00:00:30.000]  我都有很多缺點
[00:00:30.000 --> 00:00:32.000]  我都有很多恨恨的地方
[00:00:32.000 --> 00:00:33.000]  我都想到自己
[00:00:33.000 --> 00:00:36.000]  不過他在神的面前的時候
[00:00:36.000 --> 00:00:37.000]  我覺得很感動
[00:00:37.000 --> 00:00:39.000]  我這個人就是那麼不濟
[00:00:39.000 --> 00:00:40.000]  就是那麼差,就是那麼可愛
[00:00:40.000 --> 00:00:42.000]  但是神卻那麼愛我
[00:00:42.000 --> 00:00:44.000]  耶穌基督的愛就是那麼大
[00:00:44.000 --> 00:00:45.000]  接納我
[00:00:45.000 --> 00:00:47.000]  我覺得很感動
[00:00:47.000 --> 00:00:49.000]  我希望,丁姐妹你也是
[00:00:49.000 --> 00:00:52.000]  在敬拜的裡面你能夠再一次經歷
[00:00:52.000 --> 00:00:54.000]  原來神的接納就是那麼大
[00:00:54.000 --> 00:00:56.000]  神的愛就是那麼大
[00:00:56.000 --> 00:01:00.000]  如果你也同樣在剛才敬拜裡面
[00:01:00.000 --> 00:01:02.000]  再一次經歷到神的大愛
[00:01:02.000 --> 00:01:04.000]  你也留個言給我們
[00:01:04.000 --> 00:01:06.000]  好不好?你可以留什麼都可以
[00:01:06.000 --> 00:01:08.000]  你可以留感謝主
[00:01:08.000 --> 00:01:09.000]  多謝主
[00:01:09.000 --> 00:01:11.000]  或者你留主好愛我
[00:01:11.000 --> 00:01:15.000]  留言讓我們知道原來在敬拜裡面
[00:01:15.000 --> 00:01:19.000]  你也經歷到神再一次的大愛
[00:01:19.000 --> 00:01:22.000]  神的愛留不到你的生命裡面
[00:01:22.000 --> 00:01:25.000]  好,現在就是講到的時間
[00:01:25.000 --> 00:01:30.000]  一月講到的主題就是關於見證
[00:01:30.000 --> 00:01:32.000]  基督徒就是要成為
[00:01:32.000 --> 00:01:35.000]  耶穌基督的見證
[00:01:35.000 --> 00:01:37.000]  透過我們口所說的
[00:01:37.000 --> 00:01:39.000]  或者我們的生活行為
[00:01:39.000 --> 00:01:42.000]  去展現一個屬神的生命
[00:01:42.000 --> 00:01:45.000]  讓人能夠認識天父的大愛
[00:01:45.000 --> 00:01:47.000]  讓人知道、明白
[00:01:47.000 --> 00:01:49.000]  基督、耶穌的救恩
[00:01:49.000 --> 00:01:51.000]  但是呢?
[00:01:51.000 --> 00:01:53.000]  我們知道我們要成為耶穌的見證
[00:01:53.000 --> 00:01:55.000]  但是有時候
[00:01:55.000 --> 00:01:57.000]  為什麼我們都不能夠
[00:01:57.000 --> 00:01:59.000]  活出這個屬神的生命
[00:01:59.000 --> 00:02:01.000]  為什麼有時候我們都不能夠
[00:02:01.000 --> 00:02:03.000]  做好我們的見證呢?
[00:02:03.000 --> 00:02:06.000]  有什麼東西在阻礙我們這個人呢?
[00:02:06.000 --> 00:02:09.000]  我相信在現今的世界
[00:02:09.000 --> 00:02:11.000]  有很多不同的思想
[00:02:11.000 --> 00:02:13.000]  世俗的文化
[00:02:13.000 --> 00:02:15.000]  甚至乎我們成長的經歷
[00:02:15.000 --> 00:02:17.000]  可能都在衝擊著
[00:02:17.000 --> 00:02:19.000]  基督教的信仰
[00:02:19.000 --> 00:02:21.000]  以致我們都不能夠活出一個
[00:02:21.000 --> 00:02:23.000]  屬神的生命
[00:02:23.000 --> 00:02:25.000]  我們信徒的群體
[00:02:25.000 --> 00:02:28.000]  我們都不能夠做好這個見證
[00:02:28.000 --> 00:02:31.000]  就像今天我們
[00:02:31.000 --> 00:02:33.000]  和大家分享的經文
[00:02:33.000 --> 00:02:37.000]  是關於哥林多教會的一群信徒
[00:02:37.000 --> 00:02:40.000]  他們都受到當時的文化的衝擊
[00:02:40.000 --> 00:02:43.000]  影響到他們的生活行為
[00:02:43.000 --> 00:02:45.000]  都和一群未信的人一樣
[00:02:45.000 --> 00:02:48.000]  都不能夠展現一個屬神的生命
[00:02:48.000 --> 00:02:50.000]  很想透過經文
[00:02:50.000 --> 00:02:52.000]  讓神提醒我們
[00:02:52.000 --> 00:02:54.000]  要注意的地方
[00:02:54.000 --> 00:02:56.000]  和要學習的地方
[00:02:56.000 --> 00:02:58.000]  今天的經文很短
[00:02:58.000 --> 00:02:59.000]  只有兩節
[00:02:59.000 --> 00:03:01.000]  是哥林多前書十六章
[00:03:01.000 --> 00:03:03.000]  十三至十四節
[00:03:03.000 --> 00:03:06.000]  我是選用了新漢語譯本
[00:03:06.000 --> 00:03:07.000]  我也想鼓勵大家
[00:03:07.000 --> 00:03:08.000]  跟我一起讀出
[00:03:08.000 --> 00:03:09.000]  不用擔心的
[00:03:09.000 --> 00:03:10.000]  有前有後
[00:03:10.000 --> 00:03:12.000]  當然沒問題的
[00:03:12.000 --> 00:03:15.000]  我也想鼓勵大家一起讀出經文
[00:03:15.000 --> 00:03:16.000]  預備起
[00:03:16.000 --> 00:03:18.000]  你們要警醒
[00:03:18.000 --> 00:03:20.000]  要在信仰上站穩
[00:03:20.000 --> 00:03:22.000]  要作大丈夫
[00:03:22.000 --> 00:03:23.000]  要剛強
[00:03:23.000 --> 00:03:25.000]  你們所做的一切
[00:03:25.000 --> 00:03:27.000]  都要憑著愛心來做
[00:03:27.000 --> 00:03:29.000]  好 我們一起討局
[00:03:29.000 --> 00:03:31.000]  七位天父
[00:03:31.000 --> 00:03:34.000]  求你祝福我們
[00:03:34.000 --> 00:03:36.000]  祝福我們今天託經文
[00:03:36.000 --> 00:03:38.000]  能夠認識你更多
[00:03:38.000 --> 00:03:40.000]  明白你的心意更多
[00:03:40.000 --> 00:03:41.000]  可能經文
[00:03:41.000 --> 00:03:42.000]  都是我們熟悉的
[00:03:42.000 --> 00:03:44.000]  可能有些東西我們都知道的
[00:03:44.000 --> 00:03:46.000]  大天父願你再一次提醒我們
[00:03:46.000 --> 00:03:49.000]  聖靈亞元你在我們生命裡面去工作
[00:03:49.000 --> 00:03:51.000]  提醒、作教導
[00:03:51.000 --> 00:03:53.000]  也給我們力量能夠實踐出來
[00:03:53.000 --> 00:03:54.000]  我們的禱告
[00:03:54.000 --> 00:03:56.000]  是奉耶穌基督命祈求
[00:03:56.000 --> 00:03:57.000]  阿末
[00:03:57.000 --> 00:04:01.000]  說了一點哥林多前書
[00:04:01.000 --> 00:04:02.000]  這本書的背景
[00:04:02.000 --> 00:04:03.000]  讓大家先認識一下
[00:04:03.000 --> 00:04:06.000]  哥林多是一個地方名
[00:04:06.000 --> 00:04:10.000]  哥林多城是位於沿海的地區
[00:04:10.000 --> 00:04:12.000]  我看到我自己不知道怎樣好
[00:04:13.000 --> 00:04:16.000]  你看到紅色的圈子
[00:04:16.000 --> 00:04:17.000]  這裡
[00:04:17.000 --> 00:04:21.000]  那就是哥林多城
[00:04:21.000 --> 00:04:25.000]  哥林多城當時是一個商貿的通道
[00:04:25.000 --> 00:04:27.000]  海上交通的重要轉運站
[00:04:27.000 --> 00:04:29.000]  是一個極繁盛的城市
[00:04:29.000 --> 00:04:31.000]  極繁榮的城市
[00:04:31.000 --> 00:04:34.000]  哥林多城是一個外邦人的地區
[00:04:34.000 --> 00:04:38.000]  當中住了很多的希臘人、羅馬人
[00:04:38.000 --> 00:04:40.000]  也有猶太人居住在當中
[00:04:40.000 --> 00:04:43.000]  因為聖經也提到
[00:04:43.000 --> 00:04:44.000]  在哥林多這個地方
[00:04:44.000 --> 00:04:46.000]  也有猶太人的會堂
[00:04:46.000 --> 00:04:50.000]  而當時的人是受到希臘的文化影響
[00:04:50.000 --> 00:04:54.000]  包括平等主義、個人主義、自由主義
[00:04:54.000 --> 00:04:56.000]  追求智慧的學說等等
[00:04:56.000 --> 00:04:59.000]  也受到宜教思想的影響
[00:04:59.000 --> 00:05:02.000]  當中有希臘的宗教
[00:05:02.000 --> 00:05:06.000]  也有來自東方和埃及的神秘宗教
[00:05:06.000 --> 00:05:08.000]  當地也有不少拜偶像的廟
[00:05:08.000 --> 00:05:10.000]  也有一些廟祭
[00:05:10.000 --> 00:05:14.000]  可以想像這些文化對當時的信徒
[00:05:14.000 --> 00:05:18.000]  是有很大的挑戰和衝擊
[00:05:18.000 --> 00:05:20.000]  哥林多教會是何時成立的呢?
[00:05:20.000 --> 00:05:26.000]  就是在保羅第二次宣教旅程的時候建立的
[00:05:26.000 --> 00:05:27.000]  而哥林多前書
[00:05:27.000 --> 00:05:30.000]  就是我們今天看的這本書或者這封信
[00:05:30.000 --> 00:05:32.000]  是何時寫的呢?
[00:05:32.000 --> 00:05:35.000]  就是保羅第三次宣教旅程的時候寫的
[00:05:35.000 --> 00:05:39.000]  當時保羅在以忽所的教會裡在服侍
[00:05:39.000 --> 00:05:44.000]  不過收到格萊加的人帶來哥林多教會
[00:05:44.000 --> 00:05:46.000]  出現了很多紛爭的消息
[00:05:46.000 --> 00:05:49.000]  之後保羅就寫哥林多前書這封信
[00:05:49.000 --> 00:05:53.000]  給哥林多的教會作出真理的教導
