
[00:00:00.000 --> 00:00:02.000]  我們繼續看下去
[00:00:02.000 --> 00:00:04.000]  講到這個地景的時候
[00:00:04.000 --> 00:00:06.000]  就可以看一下氣候
[00:00:06.000 --> 00:00:10.000]  整個嘉南地的氣候到底是怎樣的呢?
[00:00:10.000 --> 00:00:12.000]  就是那個氣候是怎樣的呢?
[00:00:12.000 --> 00:00:15.000]  就是長年累月的循環是怎樣的呢?
[00:00:15.000 --> 00:00:21.000]  在這裡我用了一個圖來表述出來
[00:00:21.000 --> 00:00:23.000]  藍色這個地方
[00:00:23.000 --> 00:00:25.000]  藍色的1,2,3,4,5,6,7,8,9,10,11,12
[00:00:25.000 --> 00:00:27.000]  就是今天的西力
[00:00:27.000 --> 00:00:29.000]  今天的西力
[00:00:29.000 --> 00:00:34.000]  中文紅色這些數字就是農曆
[00:00:34.000 --> 00:00:35.000]  猶太人的農曆
[00:00:35.000 --> 00:00:37.000]  或者好像我們華人的農曆一樣
[00:00:37.000 --> 00:00:39.000]  都是跟月份的
[00:00:39.000 --> 00:00:41.000]  跟月亮的
[00:00:41.000 --> 00:00:42.000]  月曆是不是?
[00:00:42.000 --> 00:00:46.000]  所以由1月就是今天的西力3-4月左右的時間
[00:00:46.000 --> 00:00:50.000]  直到12月春節的時候
[00:00:50.000 --> 00:00:52.000]  1月就到春節了
[00:00:52.000 --> 00:00:55.000]  在這個12月的循環裡面
[00:00:55.000 --> 00:00:57.000]  你就看到有兩個季節
[00:00:57.000 --> 00:00:59.000]  第一個季節就是雨季
[00:00:59.000 --> 00:01:01.000]  雨季是9月左右開始
[00:01:01.000 --> 00:01:05.000]  有第一陣雨在希伯來聖經裡面叫做初雨
[00:01:05.000 --> 00:01:07.000]  有一個特別的字給它
[00:01:07.000 --> 00:01:11.000]  然後過了這個初雨之後
[00:01:11.000 --> 00:01:13.000]  那些泥土開始鬆了
[00:01:13.000 --> 00:01:16.000]  因為已經過了夏季了
[00:01:16.000 --> 00:01:18.000]  泥土開始鬆了
[00:01:18.000 --> 00:01:20.000]  灑了一陣水
[00:01:20.000 --> 00:01:23.000]  然後就開始農夫可以耕地了
[00:01:23.000 --> 00:01:25.000]  乾不可以
[00:01:25.000 --> 00:01:27.000]  因為乾到裂了
[00:01:27.000 --> 00:01:31.000]  所以浸了第一陣的初雨之後
[00:01:31.000 --> 00:01:33.000]  特別是鑄棚節之後
[00:01:33.000 --> 00:01:36.000]  這些土地開始鬆的時候
[00:01:36.000 --> 00:01:37.000]  他們就可以耕地
[00:01:37.000 --> 00:01:39.000]  然後就去撒種
[00:01:39.000 --> 00:01:41.000]  播種
[00:01:41.000 --> 00:01:43.000]  撒種的比喻
[00:01:43.000 --> 00:01:45.000]  就是這段時間
[00:01:45.000 --> 00:01:47.000]  就是這個背景
[00:01:47.000 --> 00:01:50.000]  然後第二個的雨季就是冬雨
[00:01:50.000 --> 00:01:51.000]  Winter Rain
[00:01:51.000 --> 00:01:53.000]  就是12月至2月
[00:01:53.000 --> 00:01:55.000]  撒了種之後有Winter Rain
[00:01:55.000 --> 00:01:58.000]  那些種子就開始可以發芽
[00:01:58.000 --> 00:02:00.000]  可以成長
[00:02:00.000 --> 00:02:02.000]  然後到最後一陣的雨
[00:02:02.000 --> 00:02:06.000]  就是3月至5月
[00:02:06.000 --> 00:02:08.000]  西暦的時間
[00:02:08.000 --> 00:02:09.000]  下究的時候
[00:02:09.000 --> 00:02:11.000]  夠8吋以上
[00:02:11.000 --> 00:02:13.000]  大麥就可以成長了
[00:02:13.000 --> 00:02:15.000]  就可以做收割
[00:02:15.000 --> 00:02:17.000]  夠12吋就是小麥
[00:02:17.000 --> 00:02:19.000]  就可以收割了
[00:02:19.000 --> 00:02:22.000]  這段時間剛好就是Passover
[00:02:22.000 --> 00:02:24.000]  就是雨節的時間
[00:02:24.000 --> 00:02:26.000]  就是我們的Good Friday
[00:02:26.000 --> 00:02:29.000]  秀蘭節和復節的時間
[00:02:29.000 --> 00:02:31.000]  過了這些雨季
[00:02:31.000 --> 00:02:33.000]  4-5月左右
[00:02:33.000 --> 00:02:36.000]  就開始乾旱的季節就到了
[00:02:36.000 --> 00:02:41.000]  6-7月正式沒有雨水
[00:02:41.000 --> 00:02:44.000]  黃色這個地方就是所謂的夏季
[00:02:44.000 --> 00:02:46.000]  是沒有雨水的
[00:02:46.000 --> 00:02:48.000]  整個天很藍的
[00:02:48.000 --> 00:02:50.000]  這個地方
[00:02:50.000 --> 00:02:53.000]  這個時間唯有靠金露
[00:02:53.000 --> 00:02:56.000]  記得黑門山的金露
[00:02:56.000 --> 00:02:59.000]  早上很薄的一層霧水
[00:02:59.000 --> 00:03:07.000]  就可以使果樹能夠熬過最乾旱的夏天
[00:03:07.000 --> 00:03:08.000]  過了這個夏天
[00:03:08.000 --> 00:03:09.000]  8月至9月左右
[00:03:09.000 --> 00:03:11.000]  就開始有收成
[00:03:11.000 --> 00:03:13.000]  一個Good Year的時候
[00:03:13.000 --> 00:03:16.000]  一個夠雨水的年度
[00:03:16.000 --> 00:03:20.000]  果樹吸收了足夠的水份之後
[00:03:20.000 --> 00:03:22.000]  首先有葡萄的收割
[00:03:22.000 --> 00:03:28.000]  然後有無花果樹、石榴、綠橄欖、蜜棗
[00:03:28.000 --> 00:03:30.000]  不是蜂蜜
[00:03:30.000 --> 00:03:31.000]  雖然也有蜂蜜
[00:03:31.000 --> 00:03:34.000]  但主要是那些Day Palm、蜜棗
[00:03:34.000 --> 00:03:38.000]  最後有黑橄欖的收成
[00:03:38.000 --> 00:03:43.000]  說了這些農耕的循環
[00:03:43.000 --> 00:03:45.000]  我們知道這些紅色的地方
[00:03:45.000 --> 00:03:47.000]  是大節日
[00:03:47.000 --> 00:03:50.000]  其實是跟著農耕的循環
[00:03:50.000 --> 00:03:54.000]  雨節、大小麥的收割中間
[00:03:54.000 --> 00:03:57.000]  然後到收割節
[00:03:57.000 --> 00:04:02.000]  收割節就是七七節
[00:04:02.000 --> 00:04:03.000]  就是五旬節的時候
[00:04:03.000 --> 00:04:05.000]  夏季來到的時候
[00:04:05.000 --> 00:04:06.000]  可以上路
[00:04:06.000 --> 00:04:08.000]  因為乾了
[00:04:08.000 --> 00:04:09.000]  不再有雨水
[00:04:09.000 --> 00:04:10.000]  走路就方便一點
[00:04:10.000 --> 00:04:12.000]  去別的地方就方便一點
[00:04:12.000 --> 00:04:14.000]  行軍行商就方便一點
[00:04:14.000 --> 00:04:16.000]  五旬節起不就是說這件事
[00:04:16.000 --> 00:04:19.000]  從耶魯省出發
[00:04:19.000 --> 00:04:21.000]  出發到其他地方
[00:04:21.000 --> 00:04:24.000]  宣教、福音傳到地極
[00:04:24.000 --> 00:04:29.000]  都是這個季節最適合去說的
[00:04:29.000 --> 00:04:31.000]  所以過了夏季
[00:04:31.000 --> 00:04:33.000]  有足夠的金露
[00:04:33.000 --> 00:04:35.000]  就有另外一個循環
[00:04:35.000 --> 00:04:39.000]  就是果樹就可以收割
[00:04:39.000 --> 00:04:44.000]  所以看看新面記第八章第八節
[00:04:44.000 --> 00:04:45.000]  我們就了解了
[00:04:45.000 --> 00:04:50.000]  裡面說到一些七種本地的植物
[00:04:50.000 --> 00:04:51.000]  果實
[00:04:51.000 --> 00:04:55.000]  有小麥、大麥、葡萄樹、無花果樹、石榴樹
[00:04:55.000 --> 00:04:58.000]  也有橄欖樹或者橄欖油
[00:04:58.000 --> 00:05:03.000]  還有一個棗蜜、蜜棗等等
[00:05:03.000 --> 00:05:04.000]  七樣
[00:05:04.000 --> 00:05:06.000]  這七樣就是整年裡面
[00:05:06.000 --> 00:05:11.000]  有的最基本本地的出產
[00:05:11.000 --> 00:05:13.000]  OK
[00:05:13.000 --> 00:05:19.000]  所以就想起有很多不同的聖經
[00:05:19.000 --> 00:05:21.000]  都可以放在這個
[00:05:21.000 --> 00:05:27.000]  迦林地氣候循環、龍更循環的時間裡去理解
[00:05:27.000 --> 00:05:29.000]  譬如葡萄園的比喻
[00:05:29.000 --> 00:05:34.000]  那些工人去等進去葡萄園裡面去工作
[00:05:34.000 --> 00:05:37.000]  家主就給他們多少銀子
[00:05:37.000 --> 00:05:40.000]  這個就是去到收割的時候
[00:05:40.000 --> 00:05:42.000]  就是葡萄收割的時候
[00:05:42.000 --> 00:05:47.000]  這些就是其中一些的例子
[00:05:47.000 --> 00:05:51.000]  另外如果你看迦林地
[00:05:51.000 --> 00:05:55.000]  你就知道整個迦林地本身對雨水來說
