
[00:00:00.000 --> 00:00:01.360]  Thank you, Nelson
[00:00:01.360 --> 00:00:02.680]  我們繼續去
[00:00:02.680 --> 00:00:05.740]  今天我們講到的topic
[00:00:05.740 --> 00:00:07.480]  就是基督眼中的教會
[00:00:07.480 --> 00:00:08.560]  By the way
[00:00:08.560 --> 00:00:11.680]  我去年答應去多倫多講道的時候
[00:00:11.680 --> 00:00:13.680]  我沒有想過會有這麼大的印象
[00:00:13.680 --> 00:00:15.560]  我以為是一個人去
[00:00:15.560 --> 00:00:17.160]  然後我回來
[00:00:17.160 --> 00:00:20.880]  不過那是一個多倫多區的聯會
[00:00:20.880 --> 00:00:22.280]  舉辦的培靈會
[00:00:22.280 --> 00:00:23.680]  他們每年舉辦一次
[00:00:23.680 --> 00:00:25.960]  去年的時候
[00:00:25.960 --> 00:00:31.080]  他們問我有沒有興趣去他們中間做講員
[00:00:31.080 --> 00:00:33.960]  所以我去那裡一年三晚
[00:00:33.960 --> 00:00:35.960]  還有一個星期六下午
[00:00:35.960 --> 00:00:38.640]  大概有四個環節
[00:00:38.640 --> 00:00:39.960]  我是負責的
[00:00:39.960 --> 00:00:42.440]  負責人問
[00:00:42.440 --> 00:00:45.320]  你們教會想不想有一個
[00:00:45.320 --> 00:00:47.600]  因為是一個conference
[00:00:47.600 --> 00:00:50.880]  他就問你們教會或者你們的士工
[00:00:50.880 --> 00:00:53.320]  會不會有一個攤位
[00:00:53.320 --> 00:00:54.760]  給你一個攤位
[00:00:54.760 --> 00:00:56.120]  我想了一會
[00:00:56.120 --> 00:00:56.760]  不如這樣吧
[00:00:56.760 --> 00:00:57.800]  我們也拿個攤位
[00:00:57.800 --> 00:00:59.240]  隨便拿張桌子
[00:00:59.240 --> 00:01:00.520]  放張桌子在這裡
[00:01:00.520 --> 00:01:01.720]  放一些東西在這裡
[00:01:01.720 --> 00:01:04.080]  所以有些同工跟我一起去
[00:01:04.080 --> 00:01:06.560]  所以是非常美好的安排
[00:01:06.560 --> 00:01:09.680]  三天希望能夠祝福當地的教會
[00:01:09.680 --> 00:01:12.200]  講到教會
[00:01:12.200 --> 00:01:14.680]  我們繼續看這個series
[00:01:14.680 --> 00:01:17.520]  就是啟示錄七教會的書信
[00:01:17.520 --> 00:01:21.480]  這次我們去到第五間
[00:01:21.480 --> 00:01:23.200]  第五間的教會
[00:01:23.200 --> 00:01:24.480]  第五封的書信
[00:01:24.480 --> 00:01:27.040]  這個地方叫做薩迪
[00:01:27.040 --> 00:01:29.800]  因為這封書信比較短
[00:01:29.800 --> 00:01:32.000]  不如我們有聖經的話打開
[00:01:32.000 --> 00:01:32.960]  如果沒有的話
[00:01:32.960 --> 00:01:34.760]  我們就在powerpoint上
[00:01:34.760 --> 00:01:36.160]  我們能夠看得到
[00:01:36.160 --> 00:01:38.160]  因為短的書信
[00:01:38.160 --> 00:01:40.840]  不如我們讀一次
[00:01:40.840 --> 00:01:43.760]  我們一起看完整封書信
[00:01:43.760 --> 00:01:44.480]  有多少節
[00:01:44.480 --> 00:01:45.600]  六節
[00:01:45.600 --> 00:01:48.680]  你要寫信給薩迪教會的使者
[00:01:48.680 --> 00:01:50.240]  哪有上帝的七靈
[00:01:50.240 --> 00:01:51.840]  七火星的這人說
[00:01:51.840 --> 00:01:53.200]  我知道你的行為
[00:01:53.200 --> 00:01:56.840]  就算名義上你是活的
[00:01:56.840 --> 00:01:58.840]  實際上你是死的
[00:01:58.840 --> 00:02:00.160]  你要警醒
[00:02:00.160 --> 00:02:03.440]  堅固那些盛夏快要死的
[00:02:03.440 --> 00:02:05.840]  因為我發現你的行為
[00:02:05.840 --> 00:02:09.040]  在我上帝面前沒有一樣是完全的
[00:02:09.040 --> 00:02:10.560]  所以要記得
[00:02:10.560 --> 00:02:13.480]  你所領受和聽見的
[00:02:13.480 --> 00:02:14.880]  要遵守
[00:02:14.880 --> 00:02:16.160]  要悔改
[00:02:16.160 --> 00:02:17.800]  你若不警醒
[00:02:17.800 --> 00:02:20.080]  我必如賊一樣來到
[00:02:20.080 --> 00:02:22.320]  我何時來到你那裡
[00:02:22.320 --> 00:02:24.320]  你絕對不會知道
[00:02:24.320 --> 00:02:26.320]  然而在薩迪
[00:02:26.320 --> 00:02:28.320]  你還有幾位
[00:02:28.320 --> 00:02:32.320]  是未受污穢自己衣服的
[00:02:32.320 --> 00:02:35.320]  他們會穿白衣與我同行
[00:02:35.320 --> 00:02:38.320]  因為他們是陪穿的
[00:02:38.320 --> 00:02:40.320]  得勝的必這樣穿白衣
