
[00:00:00.000 --> 00:00:02.000]  (字幕:Sky Vision)
[00:00:02.000 --> 00:00:15.000]  今天我們繼續這個系列
[00:00:15.000 --> 00:00:17.600]  叫做與人同在的神
[00:00:17.600 --> 00:00:19.600]  我們由開始第一次
[00:00:19.600 --> 00:00:21.600]  到現在有幾次
[00:00:21.600 --> 00:00:24.400]  我們說到聖經由第一章開始
[00:00:24.400 --> 00:00:28.280]  上帝是創造萬有和創造人
[00:00:28.280 --> 00:00:30.800]  也願意與人同在
[00:00:30.800 --> 00:00:32.800]  與我們同在
[00:00:32.800 --> 00:00:34.800]  不過人犯罪
[00:00:34.800 --> 00:00:37.400]  或者人是叛變
[00:00:37.400 --> 00:00:39.400]  來背叛上帝
[00:00:39.400 --> 00:00:41.800]  所以沒有了上帝的同在
[00:00:41.800 --> 00:00:43.800]  但是神仍然去救贖人
[00:00:43.800 --> 00:00:46.600]  仍然在伊連以外
[00:00:46.600 --> 00:00:49.400]  與人同在同行
[00:00:49.400 --> 00:00:53.280]  所以我們看到創世紀第十二章
[00:00:53.280 --> 00:00:55.280]  那裡說到阿不拉罕
[00:00:55.280 --> 00:00:57.280]  上帝特別呼召他
[00:00:57.280 --> 00:01:00.280]  由一個別國的地方
[00:01:00.280 --> 00:01:02.280]  去到迦南地
[00:01:02.280 --> 00:01:04.280]  當時世界的中心
[00:01:04.280 --> 00:01:06.280]  上帝藉著他
[00:01:06.280 --> 00:01:08.280]  以至他能夠成為一個家
[00:01:08.280 --> 00:01:09.280]  成為一個國
[00:01:09.280 --> 00:01:11.280]  就是所謂舊約的以色列國
[00:01:11.280 --> 00:01:15.280]  讓這個國家、國民、天國的子民
[00:01:15.280 --> 00:01:18.280]  能夠去作上帝自己的見證
[00:01:18.280 --> 00:01:20.280]  以致萬國
[00:01:20.280 --> 00:01:23.280]  能夠與上帝同在
[00:01:23.280 --> 00:01:24.280]  最後我們知道
[00:01:24.280 --> 00:01:27.280]  耶穌基督來到的時候
[00:01:27.280 --> 00:01:29.280]  所謂舊約和新約中間
[00:01:29.280 --> 00:01:30.280]  耶穌來到的時候
