
[00:00:00.000 --> 00:00:01.000]  各位好
[00:00:01.000 --> 00:00:03.880]  我們繼續去預備聖誕
[00:00:03.880 --> 00:00:05.080]  我都沒有聖誕帽
[00:00:05.080 --> 00:00:06.880]  總之我帶頂聖誕帽上來
[00:00:06.880 --> 00:00:08.480]  Anyways
[00:00:08.480 --> 00:00:09.600]  聖誕快到了
[00:00:09.600 --> 00:00:11.080]  我們繼續去看一些經文
[00:00:11.080 --> 00:00:12.360]  今天可能會看多一點
[00:00:12.360 --> 00:00:14.480]  因為下個星期已經是聖誕的主日
[00:00:14.480 --> 00:00:17.360]  所以我們要去完結盧家福音
[00:00:17.360 --> 00:00:18.880]  一至到第二章
[00:00:18.880 --> 00:00:20.800]  我們看看張臨哲
[00:00:20.800 --> 00:00:22.280]  所謂的Advent
[00:00:22.280 --> 00:00:24.080]  給我們一些什麼提醒
[00:00:24.080 --> 00:00:29.440]  上一次我們去看盧家福音第一二章的時候
[00:00:29.440 --> 00:00:30.960]  我們說到一二章
[00:00:30.960 --> 00:00:34.440]  就是一對一對的經文
[00:00:34.440 --> 00:00:36.560]  放出來的
[00:00:36.560 --> 00:00:38.120]  所以一開始的時候
[00:00:38.120 --> 00:00:40.640]  你會發現有施洗約翰出生的報喜
[00:00:40.640 --> 00:00:41.560]  Annunciation
[00:00:41.560 --> 00:00:43.240]  Annunciation就是說
[00:00:43.240 --> 00:00:46.040]  The news of giving birth
[00:00:46.040 --> 00:00:48.720]  就是說他快要出生了
[00:00:48.720 --> 00:00:51.240]  所以有施洗約翰出生的報喜
[00:00:51.240 --> 00:00:52.960]  一章五至二十五節
[00:00:52.960 --> 00:00:54.960]  然後第二部分
[00:00:54.960 --> 00:00:55.800]  一對一對的
[00:00:55.800 --> 00:00:57.600]  就是耶穌出生的報喜
[00:00:57.600 --> 00:00:59.200]  二十六至三十八節
[00:00:59.200 --> 00:01:00.680]  然後兩個母親
[00:01:00.680 --> 00:01:02.560]  就是施洗約翰的母親伊麗莎白
[00:01:02.560 --> 00:01:05.520]  還有耶穌的母親瑪利亞
[00:01:05.520 --> 00:01:08.960]  他們相遇的一段的記述
[00:01:08.960 --> 00:01:11.080]  然後就是施洗約翰出生
[00:01:11.080 --> 00:01:12.200]  然後耶穌的出生
