
[00:00:00.000 --> 00:00:03.000]  我們今天來到《舊日網上》第十二集
[00:00:03.000 --> 00:00:05.000]  我們正在看阿伯拉罕的故事
[00:00:05.000 --> 00:00:07.000]  今天看到蒼世紀第十八章
[00:00:07.000 --> 00:00:11.500]  這裡提到一個情節就是阿伯拉罕接待三位神的使者
[00:00:11.500 --> 00:00:17.000]  神好像遠行的旅客來到阿伯拉罕的面前
[00:00:17.000 --> 00:00:19.500]  阿伯拉罕去款待他們
[00:00:19.500 --> 00:00:21.500]  這個故事很有名
[00:00:21.500 --> 00:00:26.500]  在古今中外很多時候一些名畫都這樣刻畫
[00:00:26.500 --> 00:00:29.000]  去描述這個故事
[00:00:29.000 --> 00:00:33.000]  就是神去探訪阿伯拉罕
[00:00:33.000 --> 00:00:35.000]  阿伯拉罕去款待他們
[00:00:35.000 --> 00:00:38.000]  我們說讀聖經就有如去旅行
[00:00:38.000 --> 00:00:40.500]  我們能夠用我們現代的世界套上去
[00:00:40.500 --> 00:00:42.500]  一定要明白古代的世界
[00:00:42.500 --> 00:00:46.000]  說到客旅 說到遠行
[00:00:46.000 --> 00:00:49.000]  在古代因為交通不便
[00:00:49.000 --> 00:00:51.000]  天氣很多時候是耗熱
[00:00:51.000 --> 00:00:53.000]  或者路上有山賊
[00:00:53.000 --> 00:00:55.000]  所以旅行是非常危險的
[00:00:55.000 --> 00:00:59.000]  當時也沒有一些客棧或者旅館
[00:00:59.000 --> 00:01:01.000]  大致上都不會有
[00:01:01.000 --> 00:01:03.000]  所以遠行的風險就很大
[00:01:03.000 --> 00:01:05.000]  正因為這個緣故
[00:01:05.000 --> 00:01:07.000]  近東的文化就有一種特色
[00:01:07.000 --> 00:01:09.000]  叫做款待
[00:01:09.000 --> 00:01:11.000]  款待客旅
[00:01:11.000 --> 00:01:13.000]  Hospitality
[00:01:13.000 --> 00:01:15.000]  這些是文化上約定的禮節
[00:01:15.000 --> 00:01:19.000]  就是主客之間有某一種的預期
[00:01:19.000 --> 00:01:21.000]  某一種的規矩
[00:01:21.000 --> 00:01:24.000]  以致大家的關係可以維持得到
[00:01:24.000 --> 00:01:26.000]  即使我們今天也是
[00:01:26.000 --> 00:01:28.000]  就算我們今天去旅行
[00:01:28.000 --> 00:01:30.000]  或者我們用Airbnb
[00:01:30.000 --> 00:01:32.000]  主客之間雖然付了租金
[00:01:32.000 --> 00:01:36.000]  都有某一程度上的預期
[00:01:36.000 --> 00:01:38.000]  主人要提供什麼
[00:01:38.000 --> 00:01:40.000]  一個清潔的地方
[00:01:40.000 --> 00:01:42.000]  客人需要手藥
[00:01:42.000 --> 00:01:44.000]  不會弄壞東西等等
[00:01:44.000 --> 00:01:46.000]  如果不是的話
[00:01:46.000 --> 00:01:48.000]  大家的評價就要寫得很差
[00:01:48.000 --> 00:01:50.000]  或者我們想想這些禮節的時候
[00:01:50.000 --> 00:01:52.000]  習慣 習俗的時候
[00:01:52.000 --> 00:01:54.000]  我們想起我們文化上
[00:01:54.000 --> 00:01:56.000]  華人文化也有不少這些東西
[00:01:56.000 --> 00:01:58.000]  譬如舉個例子
[00:01:58.000 --> 00:02:00.000]  我們去別人的婚禮
[00:02:00.000 --> 00:02:02.000]  去別人的婚禮
[00:02:02.000 --> 00:02:04.000]  如果兩手空空 什麼都不帶
[00:02:04.000 --> 00:02:06.000]  這是一個羞辱
[00:02:06.000 --> 00:02:08.000]  為什麼呢
[00:02:08.000 --> 00:02:10.000]  因為你去一個婚禮
[00:02:10.000 --> 00:02:12.000]  習慣的習俗禮節
[00:02:12.000 --> 00:02:14.000]  就是你一定要給舊人情
[00:02:14.000 --> 00:02:16.000]  給多人情
[00:02:16.000 --> 00:02:18.000]  反過來說
[00:02:18.000 --> 00:02:20.000]  主人家去擺酒
[00:02:20.000 --> 00:02:22.000]  也不能擺得太差
[00:02:22.000 --> 00:02:24.000]  因為客人吃得不好的時候
[00:02:24.000 --> 00:02:26.000]  這也是一個羞辱
[00:02:26.000 --> 00:02:28.000]  這種情況
[00:02:28.000 --> 00:02:30.000]  我們可以很簡單的
[00:02:30.000 --> 00:02:32.000]  稱為Honor and Shame
[00:02:32.000 --> 00:02:34.000]  是一種榮辱的
[00:02:34.000 --> 00:02:36.000]  一種社會的狀況
[00:02:36.000 --> 00:02:38.000]  Honor and Shame
[00:02:38.000 --> 00:02:40.000]  近東的Hospitality款客
[00:02:40.000 --> 00:02:42.000]  也是這樣的
[00:02:42.000 --> 00:02:44.000]  有不同的元素在裡面
[00:02:44.000 --> 00:02:46.000]  未必是明文規定
[00:02:46.000 --> 00:02:48.000]  寫得很清楚
[00:02:48.000 --> 00:02:50.000]  但是大家的Expectations
[00:02:50.000 --> 00:02:52.000]  預期
[00:02:52.000 --> 00:02:54.000]  是弄得很清楚的
[00:02:54.000 --> 00:02:56.000]  有什麼元素呢
[00:02:56.000 --> 00:02:58.000]  第一 接待是家主的榮譽
[00:02:58.000 --> 00:03:00.000]  是天經地義的
[00:03:00.000 --> 00:03:02.000]  所以那個責任
[00:03:02.000 --> 00:03:04.000]  很多時候是一家之主
[00:03:04.000 --> 00:03:06.000]  是男人
[00:03:06.000 --> 00:03:08.000]  在城市裡面的男人
[00:03:08.000 --> 00:03:10.000]  在鄉村
[00:03:10.000 --> 00:03:12.000]  或者市鎮裡面
[00:03:12.000 --> 00:03:14.000]  那些人民的榮譽
[00:03:14.000 --> 00:03:16.000]  可以接待
[00:03:16.000 --> 00:03:18.000]  是榮譽
[00:03:18.000 --> 00:03:20.000]  可以接待一個人
[00:03:20.000 --> 00:03:22.000]  能夠保護他
[00:03:22.000 --> 00:03:24.000]  能夠提供他的需要
[00:03:24.000 --> 00:03:26.000]  陌生人來到你的門口
[00:03:26.000 --> 00:03:28.000]  來到你城鎮的城門的時候
[00:03:28.000 --> 00:03:30.000]  一定是帶著一些威脅
[00:03:30.000 --> 00:03:32.000]  所以藉著一個主人
[00:03:32.000 --> 00:03:34.000]  來邀請陌生人
[00:03:34.000 --> 00:03:36.000]  進入家裡的時候
[00:03:36.000 --> 00:03:38.000]  這個舉動
[00:03:38.000 --> 00:03:40.000]  就將這個本身的威脅
[00:03:40.000 --> 00:03:42.000]  變成友好
[00:03:42.000 --> 00:03:44.000]  主人家就會在自己的範圍裡面
[00:03:44.000 --> 00:03:46.000]  盡力去保護旅客的安全
[00:03:46.000 --> 00:03:50.000]  家主接待客人的時候
[00:03:50.000 --> 00:03:52.000]  通常會講清楚留多久
[00:03:52.000 --> 00:03:54.000]  但是完結之後
[00:03:54.000 --> 00:03:56.000]  也會誠意拳拳
[00:03:56.000 --> 00:03:58.000]  留下客人
[00:03:58.000 --> 00:04:00.000]  客人就需要給面子
[00:04:00.000 --> 00:04:02.000]  所以有所謂的extended stay
[00:04:02.000 --> 00:04:04.000]  客人接受了
[00:04:04.000 --> 00:04:06.000]  家主的邀請
[00:04:06.000 --> 00:04:08.000]  進入了別人家裡的時候
[00:04:08.000 --> 00:04:10.000]  就有一套
[00:04:10.000 --> 00:04:12.000]  不明的規矩
[00:04:12.000 --> 00:04:14.000]  譬如主人
[00:04:14.000 --> 00:04:16.000]  請客人進入家裡的時候
[00:04:16.000 --> 00:04:18.000]  就需要為他洗腳
[00:04:18.000 --> 00:04:20.000]  需要有膏油抹上
[00:04:20.000 --> 00:04:22.000]  很多時候
[00:04:22.000 --> 00:04:24.000]  主人口頭上會
[00:04:24.000 --> 00:04:26.000]  答應提供一些東西
[00:04:26.000 --> 00:04:28.000]  很少的
[00:04:28.000 --> 00:04:30.000]  但最後會大排筵席
[00:04:30.000 --> 00:04:32.000]  另外客人怎樣回饋呢?
[00:04:32.000 --> 00:04:34.000]  就是需要講出
[00:04:34.000 --> 00:04:36.000]  多謝
[00:04:36.000 --> 00:04:38.000]  去到讚賞主人
[00:04:38.000 --> 00:04:40.000]  從頭讚到尾
[00:04:40.000 --> 00:04:42.000]  特別當客人
[00:04:42.000 --> 00:04:44.000]  有神聖的地位
[00:04:44.000 --> 00:04:46.000]  先知、神的使者
[00:04:46.000 --> 00:04:48.000]  往往在這個時候
[00:04:48.000 --> 00:04:50.000]  就會帶來好的喜訊
[00:04:50.000 --> 00:04:52.000]  一些祝福的說話
