
[00:00:00.000 --> 00:00:03.500]  好,這次我們就講地理
[00:00:03.500 --> 00:00:04.540]  《聖經》的地理
[00:00:04.540 --> 00:00:06.540]  我對這方面很有興趣
[00:00:06.540 --> 00:00:09.180]  因為除了考古之外就是地理
[00:00:09.180 --> 00:00:15.100]  考古和地理當然是兩者非常有關係
[00:00:15.100 --> 00:00:17.100]  因為地理就是講到在哪裡
[00:00:17.100 --> 00:00:18.300]  地點
[00:00:18.300 --> 00:00:20.300]  然後考古就是背景
[00:00:20.300 --> 00:00:22.300]  就是那個地方的歷史
[00:00:22.300 --> 00:00:23.700]  那個歷史的背景
[00:00:23.700 --> 00:00:25.700]  所以兩者都走在一起
[00:00:25.700 --> 00:00:27.700]  Geography和Archaeology
[00:00:27.700 --> 00:00:31.300]  我們首先有些概念來開始
[00:00:31.300 --> 00:00:32.700]  為什麼要讀《聖經》的地理呢?
[00:00:32.700 --> 00:00:35.700]  很多時候我們都覺得這件事不是很重要
[00:00:35.700 --> 00:00:39.100]  因為你知道大家的聖經
[00:00:39.100 --> 00:00:41.100]  特別是舊的聖經
[00:00:41.100 --> 00:00:43.100]  紅色那些印出來的
[00:00:43.100 --> 00:00:45.100]  裡面有地圖
[00:00:45.100 --> 00:00:49.100]  地圖夾雜在不同的地方
[00:00:49.100 --> 00:00:51.100]  或者集在最後
[00:00:51.100 --> 00:00:53.100]  我們很多時候都不會看
[00:00:53.100 --> 00:00:56.100]  因為我們覺得最重要的是經文
[00:00:56.100 --> 00:00:58.100]  當然最重要的是經文
[00:00:58.100 --> 00:01:00.100]  因為上帝的啟示就是在
[00:01:00.100 --> 00:01:02.100]  在他的話語
[00:01:02.100 --> 00:01:04.100]  這些text
[00:01:04.100 --> 00:01:06.100]  就是經文的書
[00:01:06.100 --> 00:01:08.100]  但是經文有背景
[00:01:08.100 --> 00:01:10.100]  正如我們之前
[00:01:10.100 --> 00:01:12.100]  比對的研究也好
[00:01:12.100 --> 00:01:14.100]  或者背景也好
[00:01:14.100 --> 00:01:16.100]  我們經常都要解釋的
[00:01:16.100 --> 00:01:18.100]  有些東西是翻譯不了出來的
[00:01:18.100 --> 00:01:20.100]  甚至你就算看原文也好
[00:01:20.100 --> 00:01:22.100]  原文希伯來文
[00:01:22.100 --> 00:01:24.100]  或者希臘文
[00:01:24.100 --> 00:01:26.100]  背後都有它的背景
[00:01:26.100 --> 00:01:30.100]  就算我們看原文也好
[00:01:30.100 --> 00:01:34.100]  作者寫的經文給讀者
[00:01:34.100 --> 00:01:36.100]  其實都有一個大前提在那裡
[00:01:36.100 --> 00:01:40.100]  就是預設了大家知道那個背景
[00:01:40.100 --> 00:01:42.100]  知道那個地理
[00:01:42.100 --> 00:01:46.100]  知道裡面提到那個地方的名字是什麼名字
[00:01:46.100 --> 00:01:48.100]  或者那個地帶是什麼地帶
[00:01:48.100 --> 00:01:51.100]  或者那個地理的動態是怎麼樣
[00:01:51.100 --> 00:01:55.100]  這些全部都是有預設在那裡的
[00:01:55.100 --> 00:01:56.100]  假設了的
[00:01:56.100 --> 00:01:58.100]  所以我們更加
[00:01:58.100 --> 00:02:00.100]  作為現代的信徒
[00:02:00.100 --> 00:02:02.100]  我們拿一本聖經的時候
[00:02:02.100 --> 00:02:04.100]  翻譯了我們現代的語文
[00:02:04.100 --> 00:02:09.100]  我們就和那個的距離更加遠了
[00:02:09.100 --> 00:02:11.100]  但是不要緊的
[00:02:11.100 --> 00:02:13.100]  我們有一些工具可以幫到我們
[00:02:13.100 --> 00:02:16.100]  但是我們先拿捏到一些概念
[00:02:16.100 --> 00:02:17.100]  什麼概念呢
[00:02:17.100 --> 00:02:19.100]  就是一些神學
[00:02:19.100 --> 00:02:21.100]  系統神學的一些概念
[00:02:21.100 --> 00:02:23.100]  其中一個的概念就是
[00:02:23.100 --> 00:02:25.100]  講到聖經的本質
[00:02:25.100 --> 00:02:27.100]  我們要知道聖經的本質
[00:02:27.100 --> 00:02:30.100]  是百分之一百神的話語
[00:02:30.100 --> 00:02:31.100]  是不是
[00:02:31.100 --> 00:02:33.100]  上帝啟示他的說話
[00:02:33.100 --> 00:02:36.100]  聖經每一句的說話
[00:02:36.100 --> 00:02:39.100]  都是有神聖的權威的
[00:02:39.100 --> 00:02:40.100]  是神的話語
[00:02:40.100 --> 00:02:42.100]  但是同時我們不要忘記
[00:02:42.100 --> 00:02:44.100]  也是百分之一百人的話語
[00:02:44.100 --> 00:02:45.100]  是不是
[00:02:45.100 --> 00:02:49.100]  希伯來文不是一些魔術的
[00:02:49.100 --> 00:02:54.100]  外星的一些特別的語言
[00:02:54.100 --> 00:02:56.100]  都是人的語言
[00:02:56.100 --> 00:02:57.100]  希伯來文
[00:02:57.100 --> 00:02:59.100]  希臘文也是一樣
[00:02:59.100 --> 00:03:01.100]  都是當時人用的
[00:03:01.100 --> 00:03:04.100]  一些常用的語言
[00:03:04.100 --> 00:03:07.100]  所以讀者和作者
[00:03:07.100 --> 00:03:09.100]  就能夠去溝通了
[00:03:09.100 --> 00:03:11.100]  正如我們現在能夠溝通了
[00:03:11.100 --> 00:03:13.100]  我們都懂得這種話
[00:03:13.100 --> 00:03:14.100]  能夠聽得懂
[00:03:14.100 --> 00:03:16.100]  裡面的一些概念
[00:03:16.100 --> 00:03:19.100]  我們用這些說話去表達的時候
[00:03:19.100 --> 00:03:20.100]  都是人的說話
[00:03:20.100 --> 00:03:22.100]  所以是百分之一百神的話語
[00:03:22.100 --> 00:03:23.100]  但是不要忘記
[00:03:23.100 --> 00:03:26.100]  百分之一百都是人的話語
[00:03:26.100 --> 00:03:28.100]  在十六世紀的時候
[00:03:28.100 --> 00:03:32.100]  有一個改教的神學家
[00:03:32.100 --> 00:03:34.100]  就是宗教改革
[00:03:34.100 --> 00:03:36.100]  馬丁路德等等
[00:03:36.100 --> 00:03:39.100]  其中一位很著名的改教家
[00:03:39.100 --> 00:03:40.100]  叫做嘉爾文
[00:03:40.100 --> 00:03:43.100]  嘉爾文就是今天的獎勵會
[00:03:43.100 --> 00:03:47.100]  改革中的始祖
[00:03:47.100 --> 00:03:51.100]  他所引申出來的傳統
[00:03:51.100 --> 00:03:54.100]  他就提出了一個概念
[00:03:54.100 --> 00:03:58.100]  叫做神的遷就的教義
[00:03:58.100 --> 00:04:00.100]  什麼叫神的遷就呢
[00:04:00.100 --> 00:04:02.100]  神的遷就的意思就是說
[00:04:02.100 --> 00:04:08.100]  人是不能夠真正認知到神的本體
[00:04:08.100 --> 00:04:10.100]  God in himself
[00:04:10.100 --> 00:04:12.100]  因為神太高了
[00:04:12.100 --> 00:04:14.100]  太超越我們了
[00:04:14.100 --> 00:04:16.100]  所以我們是不能夠
[00:04:16.100 --> 00:04:18.100]  talk about God
[00:04:18.100 --> 00:04:21.100]  我們不能夠去描述神
[00:04:21.100 --> 00:04:23.100]  或者講論神
[00:04:23.100 --> 00:04:26.100]  只有神先開口跟我們說
[00:04:26.100 --> 00:04:30.100]  我們才能夠認知到神自己
[00:04:30.100 --> 00:04:34.100]  或者神自己無限本體的其中一部分
[00:04:34.100 --> 00:04:36.100]  我們自己認知都是非常有限
[00:04:36.100 --> 00:04:41.100]  所以同時聖經也告訴我們
[00:04:41.100 --> 00:04:44.100]  神與人 神與我們之間是可以溝通的
[00:04:44.100 --> 00:04:46.100]  建立關係
[00:04:46.100 --> 00:04:48.100]  為什麼呢
[00:04:48.100 --> 00:04:50.100]  嘉爾文就認為
[00:04:50.100 --> 00:04:56.100]  神一定是將他自己降臂
[00:04:56.100 --> 00:04:58.100]  他先去跟我們溝通
[00:04:58.100 --> 00:05:00.100]  而且他溝通的方法
[00:05:00.100 --> 00:05:05.100]  是遷就了我們人的程度
[00:05:05.100 --> 00:05:07.100]  就是用我們人類的語言
[00:05:07.100 --> 00:05:10.100]  希伯來文 希臘文
