
[00:00:00.000 --> 00:00:02.240]  Again 中秋節
[00:00:02.240 --> 00:00:04.840]  中秋節的時候想起我生日
[00:00:04.840 --> 00:00:10.160]  有誰在中秋節附近生日的
[00:00:10.160 --> 00:00:12.320]  沒有 只有我一個
[00:00:12.320 --> 00:00:14.560]  好 生日快樂
[00:00:14.560 --> 00:00:16.560]  我主要是想提醒自己
[00:00:16.560 --> 00:00:19.040]  因為有時候我自己也忘記自己生日
[00:00:19.040 --> 00:00:19.920]  Anyway
[00:00:19.920 --> 00:00:22.720]  我們繼續看這個系列
[00:00:22.720 --> 00:00:25.000]  我們看基督眼中的教會
[00:00:25.000 --> 00:00:26.720]  如果你今天第一次來教會的話
[00:00:26.720 --> 00:00:28.360]  我們每逢講道的時候
[00:00:28.360 --> 00:00:30.720]  我們都會看看聖經對我們有什麼形容
[00:00:30.720 --> 00:00:32.440]  聖經是上帝的話語
[00:00:32.440 --> 00:00:34.040]  上帝對我們的提醒
[00:00:34.040 --> 00:00:36.040]  對以前的信徒的提醒
[00:00:36.040 --> 00:00:37.840]  也是對我們今天的提醒
[00:00:37.840 --> 00:00:39.920]  所以我們正在看一個系列
[00:00:39.920 --> 00:00:40.880]  就是聖經裡面
[00:00:40.880 --> 00:00:44.520]  曾經耶穌基督寫了七封信給當時七個教會
[00:00:44.520 --> 00:00:47.960]  上一次我們看了第一個教會的信
[00:00:47.960 --> 00:00:49.120]  叫做什麼教會
[00:00:49.120 --> 00:00:52.240]  以弗所教會
[00:00:52.240 --> 00:00:55.400]  然後這次我們看第二封信
[00:00:55.400 --> 00:00:58.000]  這封信寫給一個地方
[00:00:58.000 --> 00:00:59.000]  叫做史美蘭
[00:00:59.000 --> 00:01:03.320]  在今天的土耳其的西邊
[00:01:03.320 --> 00:01:06.200]  你看到這條路線由以弗所開始
[00:01:06.200 --> 00:01:07.320]  第一個城市
[00:01:07.320 --> 00:01:09.000]  然後去到史美蘭
[00:01:09.000 --> 00:01:10.040]  然後別加摩
[00:01:10.040 --> 00:01:10.800]  推亞推拉
[00:01:10.800 --> 00:01:11.440]  薩迪
[00:01:11.440 --> 00:01:12.080]  菲拉迪菲
[00:01:12.080 --> 00:01:14.680]  然後最後就是魯迪加
[00:01:14.680 --> 00:01:15.480]  利奧特斯
[00:01:15.480 --> 00:01:17.200]  這裡就講到
[00:01:17.200 --> 00:01:21.680]  說耶穌會寫七封信給這七個教會
[00:01:21.680 --> 00:01:24.680]  這條路線大概可能是當時柔政的路線
[00:01:25.120 --> 00:01:28.800]  由以弗所直到去魯迪加
[00:01:28.800 --> 00:01:30.720]  大家想像一下
[00:01:30.720 --> 00:01:32.240]  如果上帝寫一封信給你
[00:01:32.240 --> 00:01:34.440]  耶穌今天寫一封信給你
[00:01:34.440 --> 00:01:38.600]  你覺得這封信會講些什麼呢
[00:01:38.600 --> 00:01:41.240]  或者這封信寫給我們教會
[00:01:41.240 --> 00:01:43.320]  這封信的內容應該會怎樣呢
[00:01:43.320 --> 00:01:45.840]  我想這樣可以幫到我們
[00:01:45.840 --> 00:01:47.520]  去看這七封信
[00:01:47.520 --> 00:01:49.920]  我上一次說了
[00:01:49.920 --> 00:01:51.280]  以弗所的教會
[00:01:51.280 --> 00:01:54.800]  然後我們這次看史美蘭
[00:01:55.200 --> 00:01:57.880]  史美蘭這個教會
[00:01:57.880 --> 00:02:00.320]  史美蘭當然是一個城市
[00:02:00.320 --> 00:02:01.720]  當時是一個古城
[00:02:01.720 --> 00:02:04.480]  有兩件事值得留意
[00:02:04.480 --> 00:02:05.520]  Smyrna這個地方
[00:02:05.520 --> 00:02:07.280]  雖然今天是一個現代化的城市
[00:02:07.280 --> 00:02:08.640]  但是以前的古城
[00:02:08.640 --> 00:02:10.240]  到底我們有什麼知道呢
[00:02:10.240 --> 00:02:12.360]  以前的城市是怎樣的呢
[00:02:12.360 --> 00:02:14.440]  和我們今天的城市有什麼分別呢
[00:02:14.440 --> 00:02:18.080]  史美蘭的古城可以這麼說
[00:02:18.080 --> 00:02:18.960]  第一件事就是
[00:02:18.960 --> 00:02:22.280]  可以叫做一個死過翻生的城市
[00:02:22.920 --> 00:02:25.200]  因為大家知道古城
[00:02:25.200 --> 00:02:27.720]  一定經歷過很多打仗、戰爭
[00:02:27.720 --> 00:02:29.400]  然後被拆毀、被燒毀
[00:02:29.400 --> 00:02:31.000]  然後他們再重建
[00:02:31.000 --> 00:02:33.160]  特別是史美蘭這個地方
[00:02:33.160 --> 00:02:34.200]  Smyrna這個地方
[00:02:34.200 --> 00:02:35.920]  曾經被燒毀多次
[00:02:35.920 --> 00:02:37.920]  又再重建
[00:02:37.920 --> 00:02:40.080]  當時有一個
[00:02:40.080 --> 00:02:42.320]  可以說這封信
[00:02:42.320 --> 00:02:43.480]  是2000年之前
[00:02:43.480 --> 00:02:45.480]  記載在聖經裡面
[00:02:45.480 --> 00:02:50.520]  但是我們知道當時的作家
[00:02:50.520 --> 00:02:52.560]  特別是羅馬的作家
[00:02:52.840 --> 00:02:54.840]  他們就會稱讚這個城市
[00:02:54.840 --> 00:02:57.240]  說這個城市好像火鳳凰一樣
[00:02:57.240 --> 00:02:58.920]  有沒有聽過火鳳凰是怎樣的呢
[00:02:58.920 --> 00:03:00.360]  Phoenix
[00:03:00.360 --> 00:03:02.720]  死灰復燃
[00:03:02.720 --> 00:03:06.800]  在灰燼裡面再復生
[00:03:06.800 --> 00:03:08.960]  整個城市被燒毀過
[00:03:08.960 --> 00:03:10.960]  然後再復生
[00:03:10.960 --> 00:03:12.040]  如果你想一下
[00:03:12.040 --> 00:03:13.080]  你在街上
[00:03:13.080 --> 00:03:17.640]  你和一個史美蘭城鎮裡面的居民
[00:03:17.640 --> 00:03:19.120]  聊天的時候
[00:03:19.120 --> 00:03:20.360]  他們會想起什麼
[00:03:20.360 --> 00:03:21.720]  和說起什麼故事
[00:03:22.160 --> 00:03:24.760]  就是這個史美蘭的城市
[00:03:24.760 --> 00:03:27.360]  是一個很有驕傲的城市
[00:03:27.360 --> 00:03:30.080]  是一個很有驕傲的城市
[00:03:30.080 --> 00:03:32.080]  等於我們住在芝加哥
[00:03:32.080 --> 00:03:34.640]  住在芝加哥的人都很有驕傲的
[00:03:34.640 --> 00:03:35.880]  是不是
[00:03:35.880 --> 00:03:39.800]  我曾經認識一個白人的牧師
[00:03:39.800 --> 00:03:40.720]  他以前住在芝加哥
[00:03:40.720 --> 00:03:42.640]  現在搬回東岸
[00:03:42.640 --> 00:03:45.760]  有時候和他一起喝咖啡
[00:03:45.760 --> 00:03:46.680]  他有個說笑
[00:03:46.680 --> 00:03:48.480]  他說他住在芝加哥的人
[00:03:48.480 --> 00:03:51.000]  芝加哥以外的都是第三世界
[00:03:51.840 --> 00:03:52.680]  是
[00:03:52.680 --> 00:03:55.080]  芝加哥以外的都是第三世界
[00:03:55.080 --> 00:03:59.200]  你聞到那種味道
[00:03:59.200 --> 00:04:01.000]  芝加哥的驕傲
[00:04:01.000 --> 00:04:02.000]  是吧
[00:04:02.000 --> 00:04:03.000]  無論如何
[00:04:03.000 --> 00:04:04.520]  史美蘭都是一樣
[00:04:04.520 --> 00:04:05.760]  死過復生的城市
[00:04:05.760 --> 00:04:06.560]  就是死不去
[00:04:06.560 --> 00:04:07.640]  是吧
[00:04:07.640 --> 00:04:10.040]  第二方面
[00:04:10.040 --> 00:04:11.160]  除了死過復生之外
[00:04:11.160 --> 00:04:12.960]  就是亞洲的第一城市
[00:04:12.960 --> 00:04:14.560]  亞洲第一城市
[00:04:14.560 --> 00:04:15.880]  亞洲第一城市
[00:04:15.880 --> 00:04:17.760]  為什麼當時屬於亞洲
[00:04:17.760 --> 00:04:19.480]  就是現在土耳其的地方
[00:04:19.480 --> 00:04:20.560]  都是屬於亞洲
[00:04:21.040 --> 00:04:21.920]  當時
[00:04:21.920 --> 00:04:23.720]  2000年之前
[00:04:23.720 --> 00:04:26.200]  是哪個帝國去到統治天下
[00:04:26.200 --> 00:04:27.720]  羅馬帝國
[00:04:27.720 --> 00:04:28.880]  第一世紀的時候
[00:04:28.880 --> 00:04:30.720]  羅馬帝國統治天下的時候
[00:04:30.720 --> 00:04:32.120]  他們認為那邊
[00:04:32.120 --> 00:04:33.840]  土耳其
[00:04:33.840 --> 00:04:35.840]  以色列巴勒斯坦地
[00:04:35.840 --> 00:04:37.520]  埃及等等
[00:04:37.520 --> 00:04:40.720]  這些地方是屬於地中海東邊的地方
[00:04:40.720 --> 00:04:42.480]  或者他們叫Roman East
[00:04:42.480 --> 00:04:45.840]  你知道羅馬帝國的祖家在哪裡嗎
[00:04:45.840 --> 00:04:49.200]  羅馬帝國的祖家當然是京城羅馬
[00:04:49.200 --> 00:04:49.960]  是吧
[00:04:50.720 --> 00:04:53.840]  他們一直擴展到東邊的時候
[00:04:53.840 --> 00:04:55.640]  他們會怎麼處理
[00:04:55.640 --> 00:04:58.200]  羅馬帝國東邊的世界
[00:04:58.200 --> 00:04:59.520]  所謂Roman East
[00:04:59.520 --> 00:05:02.120]  就是在重要的城市那裡
[00:05:02.120 --> 00:05:03.760]  然後建一些
[00:05:03.760 --> 00:05:06.160]  重要的建設
[00:05:06.160 --> 00:05:09.160]  譬如拜羅馬王的廟
[00:05:09.160 --> 00:05:13.760]  拜羅馬王為神的一些皇廟
[00:05:13.760 --> 00:05:18.040]  就是哪個城市能夠爭取到這個樹榮
[00:05:18.480 --> 00:05:22.960]  能夠幫羅馬帝國的羅馬王
[00:05:22.960 --> 00:05:24.160]  幫你的老闆
[00:05:24.160 --> 00:05:27.640]  去做一座聖殿出來
[00:05:27.640 --> 00:05:31.640]  做一座廟出來供奉他拜祭他的話
[00:05:31.640 --> 00:05:35.400]  這是一個很大的得到中央的讚賞
[00:05:35.400 --> 00:05:37.760]  以及得到中央的樹榮
[00:05:37.760 --> 00:05:40.080]  所以很多城市就會爭取這件事
[00:05:40.080 --> 00:05:41.040]  史美蘭
[00:05:41.040 --> 00:05:42.200]  Smyrna
[00:05:42.200 --> 00:05:45.120]  就是其中一個爭取到第一線城市
[00:05:45.120 --> 00:05:45.600]  第一城
[00:05:45.600 --> 00:05:46.920]  First City
[00:05:47.520 --> 00:05:51.080]  甚至說自己是第一城市在亞洲
[00:05:51.080 --> 00:05:54.600]  在亞洲裡面第一個的城市
[00:05:54.600 --> 00:05:56.440]  所以
[00:05:56.440 --> 00:05:58.560]  是一個很有驕傲的城市
[00:05:58.560 --> 00:06:02.080]  就是第一城市在亞洲
[00:06:02.080 --> 00:06:05.080]  在這個城市裡面有一間小的教會
[00:06:05.080 --> 00:06:07.240]  我們叫史美蘭教會
[00:06:07.240 --> 00:06:10.200]  基督寫信給教會
[00:06:10.200 --> 00:06:13.680]  第二封就是寫給這裡的信徒
[00:06:13.680 --> 00:06:15.320]  史美蘭教會
[00:06:15.320 --> 00:06:17.000]  我們看看這封信的內容
[00:06:17.760 --> 00:06:18.520]  二章第八節
[00:06:18.520 --> 00:06:21.800]  他說你要寫信給史美蘭教會的使者
[00:06:21.800 --> 00:06:24.760]  說那首先的 末後的
[00:06:24.760 --> 00:06:27.000]  死過又活著的
[00:06:27.000 --> 00:06:27.800]  這樣說
[00:06:27.800 --> 00:06:30.200]  這裡每一封信很短的
[00:06:30.200 --> 00:06:30.920]  幾節
[00:06:30.920 --> 00:06:35.000]  開頭都會有一個基督自己介紹自己的
[00:06:35.000 --> 00:06:36.400]  這裡怎樣介紹自己
[00:06:36.400 --> 00:06:38.280]  他說他是首先的
[00:06:38.280 --> 00:06:40.480]  也是末後的
[00:06:40.480 --> 00:06:42.400]  你聽到我剛才怎麼說
[00:06:42.400 --> 00:06:43.920]  史美蘭是一個怎樣的地方
[00:06:43.920 --> 00:06:45.720]  We are the first
[00:06:46.840 --> 00:06:47.640]  We are the number one
[00:06:47.640 --> 00:06:50.440]  耶穌說我才是number one
[00:06:50.440 --> 00:06:52.960]  耶穌怎樣介紹自己
[00:06:52.960 --> 00:06:53.920]  我是first
[00:06:53.920 --> 00:06:56.760]  And I am also the last
[00:06:56.760 --> 00:06:58.040]  我是第一
[00:06:58.040 --> 00:06:59.840]  也是最後的
[00:06:59.840 --> 00:07:00.760]  什麼意思
[00:07:00.760 --> 00:07:04.280]  這些每封教會的書信
[00:07:04.280 --> 00:07:06.360]  開頭耶穌基督的自稱
[00:07:06.360 --> 00:07:07.360]  他自己的介紹
[00:07:07.360 --> 00:07:09.880]  都可以在第一章找到
[00:07:09.880 --> 00:07:10.760]  這是《啟示錄》
[00:07:10.760 --> 00:07:12.680]  聖經裡面最後最後那一段書
[00:07:12.680 --> 00:07:15.720]  第一章已經是耶穌介紹了他自己是怎樣的
[00:07:16.040 --> 00:07:17.360]  然後七封書信裡面
[00:07:17.360 --> 00:07:18.600]  他都會用
[00:07:18.600 --> 00:07:22.120]  是符合當時當地的教會
[00:07:22.120 --> 00:07:23.080]  當地的城市
[00:07:23.080 --> 00:07:25.120]  他會再自稱自己一次
[00:07:25.120 --> 00:07:26.440]  說到史美蘭的時候
[00:07:26.440 --> 00:07:26.920]  他就說
[00:07:26.920 --> 00:07:27.960]  I am the first
[00:07:27.960 --> 00:07:29.200]  我就是首先
[00:07:29.200 --> 00:07:30.600]  我就是末後
[00:07:30.600 --> 00:07:33.320]  這個第一章已經出現了
[00:07:33.320 --> 00:07:34.120]  第一章第八節
[00:07:34.120 --> 00:07:35.360]  下面說什麼
[00:07:35.360 --> 00:07:37.040]  他說主上帝說
[00:07:37.040 --> 00:07:38.280]  我是阿拉伐
[00:07:38.280 --> 00:07:39.280]  我是俄梅亞
[00:07:39.280 --> 00:07:41.560]  是今在昔在
[00:07:41.560 --> 00:07:44.400]  以後永在的傳能者
[00:07:44.400 --> 00:07:45.720]  這裡是耶穌自己介紹
[00:07:46.320 --> 00:07:47.720]  什麼叫做Alpha
[00:07:47.720 --> 00:07:48.560]  Omega
[00:07:48.560 --> 00:07:51.480]  希臘文有
[00:07:51.480 --> 00:07:53.480]  二十幾個字母
