
[00:00:00.000 --> 00:00:01.560]  麥教授,時間交給他
[00:00:01.560 --> 00:00:04.280]  大家好,早安
[00:00:04.280 --> 00:00:08.440]  我們大一歲,麗仙提醒我們
[00:00:08.440 --> 00:00:11.720]  所以我們也有些需要成長的地方
[00:00:11.720 --> 00:00:14.440]  想先告訴大家發生甚麼事
[00:00:14.440 --> 00:00:15.800]  在我自己的生命中
[00:00:15.800 --> 00:00:17.280]  我過去生病了
[00:00:17.280 --> 00:00:19.040]  我剛才計算過是四個星期
[00:00:19.040 --> 00:00:21.600]  你也嚇壞了吧
[00:00:21.600 --> 00:00:23.800]  我以為我生病兩天就解決了
[00:00:23.800 --> 00:00:26.240]  我每次生病時都會告訴自己
[00:00:26.240 --> 00:00:28.400]  給自己兩天時間解決
[00:00:28.480 --> 00:00:31.280]  誰知這次很嚴重
[00:00:31.280 --> 00:00:34.480]  我在土耳其旅行的最後一星期
[00:00:34.480 --> 00:00:35.720]  我開始咳嗽
[00:00:35.720 --> 00:00:37.840]  也是很輕的咳嗽
[00:00:37.840 --> 00:00:40.800]  然後回來後,咳嗽還不清晰
[00:00:40.800 --> 00:00:43.240]  很少會這樣
[00:00:43.240 --> 00:00:44.640]  一直咳嗽下去
[00:00:44.640 --> 00:00:48.920]  在唐慶前兩個星期
[00:00:48.920 --> 00:00:52.760]  我發燒,發燒至102度
[00:00:52.760 --> 00:00:55.240]  我很少會這樣
[00:00:55.320 --> 00:01:00.000]  我吃了退燒肉,吃了就沒事
[00:01:00.000 --> 00:01:02.080]  但吃完又不退燒
[00:01:02.080 --> 00:01:05.520]  真的很霸道
[00:01:05.520 --> 00:01:09.440]  我已經退燒了
[00:01:09.440 --> 00:01:11.080]  現在已經退燒了
[00:01:11.080 --> 00:01:14.120]  結果有很關心的人跟我說
[00:01:14.120 --> 00:01:15.200]  「你一定要看醫生」
[00:01:15.200 --> 00:01:16.680]  結果我就去看醫生
[00:01:16.680 --> 00:01:18.680]  你知道我的男人不喜歡看醫生
[00:01:18.680 --> 00:01:21.680]  我們到最後,死之前才去
[00:01:21.680 --> 00:01:24.000]  結果我真的去
[00:01:24.080 --> 00:01:25.320]  用了很大的意志力
[00:01:25.320 --> 00:01:27.400]  我就說「好吧,我去看醫生」
[00:01:27.400 --> 00:01:28.880]  跟醫生談過後
[00:01:28.880 --> 00:01:32.000]  他就說「你還是驗一下新冠肺炎吧」
[00:01:32.000 --> 00:01:33.400]  我就驗了新冠肺炎
[00:01:33.400 --> 00:01:34.880]  他說「不是新冠肺炎」
[00:01:34.880 --> 00:01:37.600]  然後就說「不如你去照肺」
[00:01:37.600 --> 00:01:38.840]  「去照X光」
[00:01:38.840 --> 00:01:40.040]  我說「這麼嚴重?」
[00:01:40.040 --> 00:01:41.640]  他說「因為咳嗽了那麼久」
[00:01:41.640 --> 00:01:44.280]  「然後又發燒」
[00:01:44.280 --> 00:01:47.040]  「所以最好先檢查X光」
[00:01:47.040 --> 00:01:49.320]  「以免你患上瘟疫」
[00:01:49.320 --> 00:01:51.240]  即是有肺… 肺炎
[00:01:51.240 --> 00:01:53.240]  對,肺炎
[00:01:53.320 --> 00:01:55.080]  所以我就去照肺
[00:01:55.080 --> 00:01:59.400]  他就說「恭喜你,不是得到肺炎」
[00:01:59.400 --> 00:02:01.560]  「恭喜你,全部都是負面的」
[00:02:01.560 --> 00:02:04.720]  「沒事,只是脂氣管炎而已」
[00:02:04.720 --> 00:02:07.560]  脂氣管炎開了藥給我
[00:02:07.560 --> 00:02:09.600]  今天壓著我的咳嗽
[00:02:09.600 --> 00:02:13.800]  結果燒退了,但我的咳嗽還未清
[00:02:13.800 --> 00:02:21.040]  所以這三、四個星期令我有點辛苦
[00:02:22.800 --> 00:02:25.960]  我一向…我很少跟大家說
[00:02:25.960 --> 00:02:27.440]  我想你也知道
[00:02:27.440 --> 00:02:30.960]  我有個弱點,我不太喜歡認帝威
[00:02:30.960 --> 00:02:33.840]  我覺得自己很無可挑剔
[00:02:33.840 --> 00:02:35.720]  老虎打死幾隻
[00:02:35.720 --> 00:02:37.440]  不會生病
[00:02:37.440 --> 00:02:42.440]  生病一、兩天就會沒事
[00:02:42.440 --> 00:02:45.160]  我以往給別人的感覺也是這樣
[00:02:45.160 --> 00:02:46.880]  對別人的要求也是這樣
[00:02:46.880 --> 00:02:49.240]  別人生病,我覺得你生病兩天就好了
[00:02:49.240 --> 00:02:52.480]  要開工
[00:02:52.560 --> 00:02:54.200]  但這次我有個教訓
[00:02:54.200 --> 00:02:57.560]  原來自己很脆弱,對吧
[00:02:57.560 --> 00:03:01.480]  我們真的很不堪一擊
[00:03:01.480 --> 00:03:06.720]  有疾病或生命中發生的危機
[00:03:06.720 --> 00:03:10.560]  會令我們很容易被打倒
[00:03:10.560 --> 00:03:15.760]  可能你生命中也在經歷這些事情
[00:03:15.760 --> 00:03:19.920]  但感謝主不是我們強
[00:03:19.920 --> 00:03:21.800]  真的不是我們強
[00:03:21.880 --> 00:03:23.680]  我們真的很不堪一擊,很脆弱
[00:03:23.680 --> 00:03:27.480]  但最強的應該是上帝,對吧
[00:03:27.480 --> 00:03:29.760]  是祂的恩典最好
[00:03:29.760 --> 00:03:32.680]  是祂的恩典最堅穩
[00:03:32.680 --> 00:03:33.880]  所以過去三、四個星期
[00:03:33.880 --> 00:03:40.760]  我也有些反省和嘗試放鬆
[00:03:40.760 --> 00:03:47.320]  想清楚到底是我強還是上帝強
[00:03:47.400 --> 00:03:52.040]  其實我一點也不堅強
[00:03:52.040 --> 00:03:54.120]  我隨時會倒下
[00:03:54.120 --> 00:03:57.040]  但上帝的恩典是很堅穩的
[00:03:57.040 --> 00:04:01.560]  我們所信靠的不是人,而是上帝
[00:04:01.560 --> 00:04:02.600]  所以過去幾個星期
[00:04:02.600 --> 00:04:04.480]  也感謝領導和工作人員
[00:04:04.480 --> 00:04:08.480]  他們撐著那些事工
[00:04:08.480 --> 00:04:11.560]  這次我們不說病了
[00:04:11.560 --> 00:04:14.040]  我們說上帝的話語,好嗎
[00:04:14.040 --> 00:04:16.800]  我們先祈禱,好嗎
[00:04:16.880 --> 00:04:17.520]  主,我們感謝祢
[00:04:17.520 --> 00:04:20.800]  因為我們也是不堪一擊的人
[00:04:20.800 --> 00:04:25.440]  我們也是很脆弱、很容易倒下
[00:04:25.440 --> 00:04:27.320]  主,我們的生命
[00:04:27.320 --> 00:04:29.920]  是因為祢的恩典而成在
[00:04:29.920 --> 00:04:32.720]  我們感謝祢,我們經歷了祢的恩典
[00:04:32.720 --> 00:04:35.200]  祢的恩典和祢的力量、祢的信實
[00:04:35.200 --> 00:04:36.640]  是恆久不變
[00:04:36.640 --> 00:04:39.280]  主幫助我們仰望、信靠祢
[00:04:39.280 --> 00:04:41.120]  特別當我們踏入新的一年時
[00:04:41.120 --> 00:04:42.760]  整個教會、我們在生命裡
[00:04:42.760 --> 00:04:44.600]  我們會去到更高之處
[00:04:44.680 --> 00:04:47.760]  更高之處不是因為我們更加厲害
[00:04:47.760 --> 00:04:48.960]  而是更加在祢面前
[00:04:48.960 --> 00:04:49.880]  我們俯伏承認
[00:04:49.880 --> 00:04:52.600]  我們是軟弱,是需要祢的
[00:04:52.600 --> 00:04:54.920]  祢是那位最偉大的上帝
[00:04:54.920 --> 00:04:57.640]  而我們去尊崇祢、讚美祢
[00:04:57.640 --> 00:04:59.440]  我們這樣祈禱,奉尊名禁
[00:04:59.440 --> 00:05:01.560]  所以甚麼叫元氣大傷
[00:05:01.560 --> 00:05:03.200]  我真的有點元氣大傷
[00:05:03.200 --> 00:05:06.800]  氣不太夠,抱歉
[00:05:06.800 --> 00:05:11.880]  不過也要說…
[00:05:11.880 --> 00:05:14.560]  剛才Chimmy還說跳舞、唱歌
[00:05:14.640 --> 00:05:18.000]  無論如何
[00:05:18.000 --> 00:05:19.320]  今年新的一年
[00:05:19.320 --> 00:05:23.920]  我們有一個新的年體
[00:05:23.920 --> 00:05:26.600]  就是「Next」,下一步
[00:05:26.600 --> 00:05:27.320]  下一步是甚麼
[00:05:27.320 --> 00:05:28.480]  我們想挑戰大家
[00:05:28.480 --> 00:05:31.680]  我們整個教會、每個人的生命
