
[00:00:00.000 --> 00:00:07.000]   Good morning, everyone.
[00:00:07.000 --> 00:00:10.360]   Okay, it works.
[00:00:10.360 --> 00:00:11.360]   That's good.
[00:00:11.360 --> 00:00:15.980]   Looks like people are doing well.
[00:00:15.980 --> 00:00:24.560]   As always, it is a great privilege, an incredible privilege to be here to see you all this morning.
[00:00:24.560 --> 00:00:28.540]   So let me first open us in a word of prayer.
[00:00:28.540 --> 00:00:33.560]   If you would bow your heads with me, let's pray.
[00:00:33.560 --> 00:00:41.620]   Heavenly Father, our God and our Father, what is man that we can stand before you in this
[00:00:41.620 --> 00:00:44.420]   moment that you would hear us?
[00:00:44.420 --> 00:00:53.160]   Only by your son, Lord, can we stand before you righteous and justified, seen not as enemies
[00:00:53.160 --> 00:00:57.920]   but as friends and as children, as heirs of your kingdom.
[00:00:57.920 --> 00:01:02.340]   And so, God, I ask in this moment that you would be with us, that you would make your
[00:01:02.340 --> 00:01:09.020]   presence known to your people here, that you would magnify yourself.
[00:01:09.020 --> 00:01:12.380]   Would you guard them against anything I say that might not be of you?
[00:01:12.380 --> 00:01:18.640]   Would you use what I say and help us see your word as you have spoken it to your people,
[00:01:18.640 --> 00:01:19.640]   Lord?
[00:01:19.640 --> 00:01:20.640]   This time is yours.
[00:01:20.640 --> 00:01:24.520]   These people are yours and we pray all this in Jesus' name.
[00:01:24.520 --> 00:01:25.520]   Amen.
[00:01:25.520 --> 00:01:26.520]   Okay.
[00:01:26.520 --> 00:01:32.640]   So, as many of you are aware, just looking at the slide, we have been in the book of
[00:01:32.640 --> 00:01:37.280]   James and we will be continuing our reading of the book of James, which is a letter from
[00:01:37.280 --> 00:01:41.880]   James to the Jewish Christians of dispersion.
[00:01:41.880 --> 00:01:48.560]   And what we find in James is that the theme of James is followers of Jesus are to be affected
[00:01:48.560 --> 00:01:55.800]   by their faith, not just hearers of the word of God, but also doers of the word of God.
[00:01:55.800 --> 00:02:02.200]   And this is James' call for his brothers and sisters, for them to live wise lives, lives
[00:02:02.200 --> 00:02:06.920]   that are reflective of the gospel that they have received.
[00:02:06.920 --> 00:02:11.520]   Last time, we saw James address the way in which the Jewish Christians were to treat
[00:02:11.520 --> 00:02:15.960]   the poor and the needy that come into the midst of their gathering, how they are not
[00:02:15.960 --> 00:02:22.120]   to make distinctions among themselves based on outward appearance or seek to curry favor
[00:02:22.120 --> 00:02:25.720]   of those who are rich in the eyes of the world.
[00:02:25.720 --> 00:02:32.680]   Instead, they are to show mercy and compassion, to love their neighbors just as God had loved
[00:02:32.680 --> 00:02:34.880]   them in their need.
[00:02:34.880 --> 00:02:40.400]   Rather than seek favor from man, they are to look to God and God alone for their needs.
[00:02:40.400 --> 00:02:45.320]   You see, the apostle James doesn't want God's people to live double lives.
[00:02:45.320 --> 00:02:51.320]   He wants them to be whole, perfect, and complete, to be rid of the flaws in character that come
[00:02:51.320 --> 00:02:56.640]   from keeping parts of themselves separate from the effects of the gospel, and in doing
[00:02:56.640 --> 00:03:00.400]   so become more and more like Jesus.
[00:03:00.400 --> 00:03:05.440]   Yet James' instructions, okay, his instructions are not just given because he wants you to
[00:03:05.440 --> 00:03:06.440]   be more Christ-like.
[00:03:06.440 --> 00:03:09.840]   That is incredibly important, but not just that.
[00:03:09.840 --> 00:03:15.800]   He gives them because it is a matter of life and death.
[00:03:15.800 --> 00:03:18.920]   Having said that, let's look at today's passage.
[00:03:18.920 --> 00:03:25.200]   If you have your Bibles with you, I invite you to turn with me to James chapter 2, verses
[00:03:25.200 --> 00:03:27.200]   14 to 26.
[00:03:27.200 --> 00:03:34.440]   Again, that is the book of James, its second chapter from verse 14 to the end of verse
[00:03:34.440 --> 00:03:35.680]   26.
[00:03:35.680 --> 00:03:39.800]   It's on the slide here, and I'll just read it for you guys, okay?
[00:03:39.800 --> 00:03:40.800]   Here we are.
[00:03:40.800 --> 00:03:44.920]   James chapter 2, verses 14 to 26.
[00:03:44.920 --> 00:03:49.560]   What good is it, my brothers and sisters, if someone claims to have faith but has no
[00:03:49.560 --> 00:03:50.720]   deeds?
[00:03:50.720 --> 00:03:53.320]   Can such a faith save them?
[00:03:53.320 --> 00:03:57.120]   Suppose a brother or a sister is without clothes and daily food.
[00:03:57.120 --> 00:04:02.540]   If one of you says to them, "Go in peace, keep warm and well-fed," but does nothing
[00:04:02.540 --> 00:04:06.040]   about their physical needs, what good is it?
[00:04:06.040 --> 00:04:13.840]   In the same way, faith by itself, if it is not accompanied by action, is dead.
[00:04:13.840 --> 00:04:17.960]   But someone will say, "You have faith, I have deeds.
[00:04:17.960 --> 00:04:22.580]   Show me your faith without deeds, and I will show you my faith by my deeds.
[00:04:22.580 --> 00:04:25.020]   You believe that there is one God, good.
[00:04:25.020 --> 00:04:27.580]   Even the demons believe that, and shudder.
[00:04:27.580 --> 00:04:31.940]   You foolish person, do you want evidence that faith without deeds is useless?
[00:04:31.940 --> 00:04:36.420]   Was not our father Abraham considered righteous for what he did when he offered his son Isaac
[00:04:36.420 --> 00:04:38.120]   on the altar?
[00:04:38.120 --> 00:04:42.720]   You see that his faith and his actions were working together, and his faith was made complete
[00:04:42.720 --> 00:04:44.140]   by what he did.
[00:04:44.140 --> 00:04:49.120]   And a scripture was fulfilled that said, "Abraham believed God, and it was credited to him as
[00:04:49.120 --> 00:04:52.580]   righteousness, and he was called God's friend."
[00:04:52.580 --> 00:04:57.880]   You see that a person is considered righteous by what they do and not by faith alone.
[00:04:57.880 --> 00:05:03.040]   In the same way, was not even Rahab the prostitute considered righteous for what she did when
[00:05:03.040 --> 00:05:08.120]   she gave lodging to the spies and sent them off in a different direction?
[00:05:08.120 --> 00:05:15.340]   As the body without the spirit is dead, so faith without deeds is dead.
[00:05:15.340 --> 00:05:16.440]   We start here.
[00:05:16.440 --> 00:05:23.680]   We start here in verse 14, with this question placed right before you.
[00:05:23.680 --> 00:05:25.520]   What good is it?
[00:05:25.520 --> 00:05:31.480]   What good is it for someone to claim faith but exhibit no deeds?
[00:05:31.480 --> 00:05:36.960]   The scenario is given here, where there is someone who needs clothes and food.
[00:05:36.960 --> 00:05:42.920]   James asks his audience, he asks them this question, "What good is it to pray and give
[00:05:42.920 --> 00:05:43.920]   blessing, right?
[00:05:43.920 --> 00:05:51.820]   Go in peace, keep warm and well fed without providing food or clothes.
[00:05:51.820 --> 00:05:52.820]   What good is it?"
[00:05:52.820 --> 00:05:56.700]   And so the implication here is that it is of no good.
[00:05:56.700 --> 00:05:58.420]   It is not enough.
[00:05:58.420 --> 00:06:02.900]   Before the blessing was pronounced, the person was in need of clothing and food, and after
[00:06:02.900 --> 00:06:08.040]   the blessing, that person is still in need of clothing and food.
[00:06:08.040 --> 00:06:10.240]   The need is unfulfilled.
[00:06:10.240 --> 00:06:15.140]   This is, to James, something that is significantly wrong.
[00:06:15.140 --> 00:06:19.560]   Something is incredibly wrong with the faith of someone who only says, "Go in peace, keep
[00:06:19.560 --> 00:06:24.480]   warm and well fed," and does not provide clothes or food.
[00:06:24.480 --> 00:06:27.120]   You can see for yourself just how wrong James considers it.
[00:06:27.120 --> 00:06:32.800]   If you look at verse 14 with me, in the same way, faith by itself, if it is not accompanied
[00:06:32.800 --> 00:06:37.600]   by action, is dead.
[00:06:37.600 --> 00:06:43.160]   James calls this faith dead, useless and dead.
[00:06:43.160 --> 00:06:48.000]   No, it is of no good if someone claims to have faith but has no deeds.
[00:06:48.000 --> 00:06:50.340]   Their faith is dead.
[00:06:50.340 --> 00:06:53.680]   We see here in verses 14 to 17 a warning.
[00:06:53.680 --> 00:06:57.920]   Do not confuse faith professed with faith practiced.
[00:06:57.920 --> 00:07:04.200]   In other words, don't mistake just saying, "I have faith," with faith that results in
[00:07:04.200 --> 00:07:05.800]   action.
[00:07:05.800 --> 00:07:10.680]   By itself, faith professed does not save.
[00:07:10.680 --> 00:07:14.800]   For the person who says, "I have faith," will also be moved by their faith.
[00:07:14.800 --> 00:07:18.800]   They will not just be hearers of the Word of God, they will be doers of the Word of
[00:07:18.800 --> 00:07:19.800]   God.
[00:07:19.800 --> 00:07:22.480]   And this is something James understands.
[00:07:22.480 --> 00:07:26.080]   Something that you and I need to understand.
[00:07:26.080 --> 00:07:29.120]   It is a living faith that saves.
