
[00:00:00.000 --> 00:00:03.000]  我們可以聽到一些這樣的心靈見證啊!
[00:00:03.000 --> 00:00:06.600]  我們這位主呢,是一位創天造地的神!
[00:00:06.600 --> 00:00:11.000]  聖經裡面講得很清楚,上帝從起初創造這個世界,
[00:00:11.000 --> 00:00:15.000]  雖然我們被創造,我們是人類啊!
[00:00:15.000 --> 00:00:19.000]  聖經裡面的記載,說我們呢,作為人,
[00:00:19.000 --> 00:00:22.000]  我們是被創造的,我們是人類啊!
[00:00:22.000 --> 00:00:25.000]  我們是被創造的,我們是人類啊!
[00:00:25.000 --> 00:00:30.000]  聖經裡面的記載,說我們呢,作為人,
[00:00:30.000 --> 00:00:32.000]  我們很多時候都不理會上帝,
[00:00:32.000 --> 00:00:37.000]  那個去創造我們,去供應我們每一天的生命,
[00:00:37.000 --> 00:00:41.000]  每一天我們的需要,這一位的上帝,很多時候我們不理會他,
[00:00:41.000 --> 00:00:45.000]  甚至我們去反對他,不理會他,
[00:00:45.000 --> 00:00:48.000]  但是這位的主,就是一位那麼愛我們的神,
[00:00:48.000 --> 00:00:52.000]  不單止他有權能去創造萬有,
[00:00:52.000 --> 00:00:57.000]  他也有愛來接近我們,來救贖我們,
[00:00:57.000 --> 00:01:00.000]  我們一班罪人,在我們中間每一位,
[00:01:00.000 --> 00:01:04.000]  我們生命裡面有很多破碎,有很多過犯,
[00:01:04.000 --> 00:01:07.000]  有很多我們心思行為所作的,
[00:01:07.000 --> 00:01:11.000]  我們可能連自己,打開自己的心,
[00:01:11.000 --> 00:01:13.000]  去看清楚我們裡面,生命裡面,
[00:01:13.000 --> 00:01:19.000]  每一個細節的時候,我們都未必能夠去接受到我們自己,
[00:01:19.000 --> 00:01:23.000]  但是這位愛我們的主,就是用一個恩典,
[00:01:23.000 --> 00:01:25.000]  一個無條件的愛來愛我們,
[00:01:25.000 --> 00:01:31.000]  剛才我說過,這是基督教裡面最重要的一個禮拜,
[00:01:31.000 --> 00:01:36.000]  因為這個禮拜,是去記載耶穌基督在歷史裡面,
[00:01:36.000 --> 00:01:42.000]  人類的歷史裡面,他為我們罪人做了什麼,
[00:01:42.000 --> 00:01:45.000]  今天所謂的中樹節主日,
[00:01:45.000 --> 00:01:48.000]  可能你聽到的時候會有一點陌生,
[00:01:48.000 --> 00:01:50.000]  什麼叫做Palm Sunday,
[00:01:50.000 --> 00:01:53.000]  什麼叫做Palm Branches Sunday,
[00:01:53.000 --> 00:01:55.000]  或者中樹節的主日,
[00:01:55.000 --> 00:01:58.000]  其實很簡單,
[00:01:58.000 --> 00:02:02.000]  聖經說到耶穌基督在地上最後的七天,
[00:02:02.000 --> 00:02:08.000]  這一天就是所謂的進入耶路撒冷的日子,
[00:02:08.000 --> 00:02:12.000]  這一天叫做中樹節主日,為什麼呢?
[00:02:12.000 --> 00:02:15.000]  因為在這一天裡面,
[00:02:15.000 --> 00:02:18.000]  很多時候,連今天,
[00:02:18.000 --> 00:02:22.000]  每一次到了這一天,Palm Sunday的時候,
[00:02:22.000 --> 00:02:25.000]  在耶路撒冷這個地方,以色列這個地方,
[00:02:25.000 --> 00:02:30.000]  人們就會在一個橄欖山上聚集,
[00:02:30.000 --> 00:02:32.000]  有很多基督徒,還有很多朝聖者,
[00:02:32.000 --> 00:02:35.000]  他們就會拿著這些中樹枝,
[00:02:35.000 --> 00:02:40.000]  在猶太人的世界裡面,中樹枝是代表勝利的意思,
[00:02:40.000 --> 00:02:43.000]  聖經是有這樣記載,
[00:02:43.000 --> 00:02:47.000]  說耶穌在最後的一個星期,
[00:02:47.000 --> 00:02:53.000]  主日裡面,隨著很多朝聖的人,
[00:02:53.000 --> 00:02:55.000]  還有他的門徒,
[00:02:55.000 --> 00:02:58.000]  有很多的群眾,他們進入耶路撒冷,
[00:02:58.000 --> 00:03:01.000]  這個就叫做Palm Sunday,
[00:03:01.000 --> 00:03:02.000]  聖經是怎麼記載的呢?
[00:03:02.000 --> 00:03:05.000]  在馬可福音第十一章第一節,
[00:03:05.000 --> 00:03:08.000]  耶穌和門徒將近耶路撒冷的時候,
[00:03:08.000 --> 00:03:11.000]  到了伯伐奇和伯大利的村落,
[00:03:11.000 --> 00:03:13.000]  在橄欖山那裡,
[00:03:13.000 --> 00:03:15.000]  耶穌就打發兩個門徒對他們說,
[00:03:15.000 --> 00:03:18.000]  他說你們去對面的村莊裡面,
[00:03:18.000 --> 00:03:21.000]  一進去的時候,就會看到一匹的驢驢,
[00:03:21.000 --> 00:03:23.000]  綁在那裡,
[00:03:23.000 --> 00:03:25.000]  從來沒有人騎過的,
[00:03:25.000 --> 00:03:28.000]  一隻驢子,可以解離,然後牽來,
[00:03:28.000 --> 00:03:31.000]  若有人問你們為什麼要做這些事呢?
[00:03:31.000 --> 00:03:34.000]  你就對那個所謂的驢主說,
[00:03:34.000 --> 00:03:37.000]  驢子的主人說,主要用他,
[00:03:37.000 --> 00:03:40.000]  那人必立時讓你們牽來,
[00:03:40.000 --> 00:03:43.000]  那些門徒去了之後,
[00:03:43.000 --> 00:03:45.000]  他們就看到一匹驢驢,
[00:03:45.000 --> 00:03:47.000]  在門外街道上,
[00:03:47.000 --> 00:03:49.000]  就將它解開了,
[00:03:49.000 --> 00:03:51.000]  在那裡站著的人,
[00:03:51.000 --> 00:03:53.000]  那裡有幾個就說,
[00:03:53.000 --> 00:03:55.000]  他說你解開驢驢幹什麼呢?
[00:03:55.000 --> 00:03:57.000]  門徒就照著耶穌的吩咐去回答他,
[00:03:57.000 --> 00:04:00.000]  那些人就被他解開,
[00:04:00.000 --> 00:04:02.000]  拿了這隻驢子,
[00:04:02.000 --> 00:04:05.000]  他們把驢驢牽到耶穌那裡,
[00:04:05.000 --> 00:04:07.000]  把自己的衣服搭在上面,
[00:04:07.000 --> 00:04:09.000]  耶穌就騎上這隻驢子,
[00:04:09.000 --> 00:04:12.000]  有很多人就將衣服鋪在地上,
[00:04:12.000 --> 00:04:14.000]  也有人將田間的樹枝,
