
[00:00:00.000 --> 00:00:02.000]  我可以感到很高興。
[00:00:02.000 --> 00:00:11.000]  上週,有數十萬名耶穌基督徒逃亡到地牢中。
[00:00:11.000 --> 00:00:16.000]  耶穌基督徒,你們在哪裡?
[00:00:16.000 --> 00:00:18.000]  他們在那裡。
[00:00:18.000 --> 00:00:25.000]  他們的家庭人有很少的食物和水,
[00:00:25.000 --> 00:00:29.000]  我們不知道有多少人死亡。
[00:00:29.000 --> 00:00:34.000]  因為他們的家庭人很少,
[00:00:34.000 --> 00:00:39.000]  他們的家庭人很少,
[00:00:39.000 --> 00:00:43.000]  他們的家庭人很少,
[00:00:43.000 --> 00:00:46.000]  他們的家庭人很少,
[00:00:46.000 --> 00:00:49.000]  他們的家庭人很少,
[00:00:49.000 --> 00:00:52.000]  他們的家庭人很少,
[00:00:52.000 --> 00:00:55.000]  他們的家庭人很少,
[00:00:55.000 --> 00:00:59.000]  他們的家庭人很少,
[00:00:59.000 --> 00:01:02.000]  他們的家庭人很少,
[00:01:02.000 --> 00:01:05.000]  他們的家庭人很少,
[00:01:05.000 --> 00:01:08.000]  他們的家庭人很少,
[00:01:08.000 --> 00:01:11.000]  他們的家庭人很少,
[00:01:11.000 --> 00:01:14.000]  他們的家庭人很少,
[00:01:14.000 --> 00:01:17.000]  他們的家庭人很少,
[00:01:17.000 --> 00:01:20.000]  他們的家庭人很少,
[00:01:20.000 --> 00:01:23.000]  他們的家庭人很少,
[00:01:23.000 --> 00:01:26.000]  他們的家庭人很少,
[00:01:26.000 --> 00:01:29.000]  他們的家庭人很少,
[00:01:29.000 --> 00:01:32.000]  他們的家庭人很少,
[00:01:32.000 --> 00:01:35.000]  他們的家庭人很少,
[00:01:35.000 --> 00:01:38.000]  他們的家庭人很少,
[00:01:38.000 --> 00:01:41.000]  他們的家庭人很少,
[00:01:41.000 --> 00:01:44.000]  他們的家庭人很少,
[00:01:44.000 --> 00:01:47.000]  他們的家庭人很少,
[00:01:47.000 --> 00:01:50.000]  他們的家庭人很少,
[00:01:50.000 --> 00:01:53.000]  他們的家庭人很少,
[00:01:53.000 --> 00:01:56.000]  他們的家庭人很少,
[00:01:56.000 --> 00:01:59.000]  他們的家庭人很少,
[00:01:59.000 --> 00:02:02.000]  他們的家庭人很少,
[00:02:02.000 --> 00:02:05.000]  他們的家庭人很少,
[00:02:05.000 --> 00:02:08.000]  他們的家庭人很少,
[00:02:08.000 --> 00:02:11.000]  他們的家庭人很少,
[00:02:11.000 --> 00:02:14.000]  他們的家庭人很少,
[00:02:14.000 --> 00:02:17.000]  他們的家庭人很少,
[00:02:17.000 --> 00:02:20.000]  他們的家庭人很少,
[00:02:20.000 --> 00:02:23.000]  他們的家庭人很少,
[00:02:23.000 --> 00:02:26.000]  他們的家庭人很少,
[00:02:26.000 --> 00:02:29.000]  他們的家庭人很少,
[00:02:29.000 --> 00:02:32.000]  他們的家庭人很少,
[00:02:32.000 --> 00:02:35.000]  他們的家庭人很少,
[00:02:35.000 --> 00:02:38.000]  他們的家庭人很少,
