
[00:00:00.000 --> 00:00:02.000]  上一次講到
[00:00:02.000 --> 00:00:04.000]  王和各大臣都相信
[00:00:04.000 --> 00:00:06.000]  神與約瑟的同在
[00:00:06.000 --> 00:00:12.000]  於是就任命約瑟做埃及的宰相
[00:00:12.000 --> 00:00:16.000]  我們一起再看看40到46節
[00:00:16.000 --> 00:00:18.000]  那裡講到
[00:00:18.000 --> 00:00:21.000]  王就派約瑟管理住王的家
[00:00:21.000 --> 00:00:23.000]  除了王一個之外
[00:00:23.000 --> 00:00:26.000]  所有王的子民都要聽從約瑟
[00:00:26.000 --> 00:00:30.000]  王還派約瑟治理埃及全地
[00:00:30.000 --> 00:00:32.000]  如果沒有約瑟的命令
[00:00:32.000 --> 00:00:36.000]  任何人都不可以主作主張
[00:00:36.000 --> 00:00:40.000]  王又將自己手上所戴的戒指
[00:00:40.000 --> 00:00:43.000]  都脫下來戴在約瑟的手上
[00:00:43.000 --> 00:00:46.000]  王手上的戒指其實是一個印記
[00:00:46.000 --> 00:00:50.000]  是代表著身份和權力
[00:00:50.000 --> 00:00:55.000]  王又將細麻衣今年都給約瑟穿上
[00:00:55.000 --> 00:01:00.000]  細麻衣和金鏈都表示著尊貴
[00:01:00.000 --> 00:01:05.000]  王要將所有大臣和人民都知道
[00:01:05.000 --> 00:01:08.000]  約瑟做了宰相
[00:01:08.000 --> 00:01:12.000]  於是王就安排約瑟坐在自己的車上
[00:01:12.000 --> 00:01:15.000]  向所有人宣告
[00:01:15.000 --> 00:01:20.000]  王又為約瑟改了一個埃及的名字
[00:01:20.000 --> 00:01:26.000]  王亦將祭司的女兒下嫁給約瑟
[00:01:26.000 --> 00:01:33.000]  埃及祭司的身份和地位在埃及是非常高的
[00:01:33.000 --> 00:01:36.000]  約瑟能夠成為祭司的女婿
[00:01:36.000 --> 00:01:39.000]  同時都可以提高了約瑟的身份
[00:01:39.000 --> 00:01:45.000]  和鞏固了約瑟在埃及的地位
[00:01:45.000 --> 00:01:47.000]  大家移民來到外國
[00:01:47.000 --> 00:01:51.000]  多數都會替自己改一個英文名
[00:01:51.000 --> 00:01:57.000]  大家知道改英文名有什麼意思嗎?
[00:01:57.000 --> 00:01:59.000]  有些移民落地生根
[00:01:59.000 --> 00:02:03.000]  除了改名投入工作生活之外
[00:02:03.000 --> 00:02:07.000]  還會進入到本地的社群
[00:02:07.000 --> 00:02:10.000]  嘗試一下同文化
[00:02:10.000 --> 00:02:13.000]  例如和本地人做朋友
[00:02:13.000 --> 00:02:16.000]  甚至結婚生兒育女
[00:02:16.000 --> 00:02:23.000]  約瑟的情況就是要和埃及人來去同文化
[00:02:23.000 --> 00:02:25.000]  否則的話
[00:02:25.000 --> 00:02:30.000]  約瑟沒有辦法只能夠當上埃及人的首相
[00:02:30.000 --> 00:02:31.000]  管治埃及
[00:02:31.000 --> 00:02:36.000]  所以王就將祭司的女兒下嫁給約瑟
[00:02:36.000 --> 00:02:39.000]  埃及祭司的身份地位高
[00:02:39.000 --> 00:02:43.000]  能夠成為祭司的女婿的確是助長
[00:02:43.000 --> 00:02:46.000]  約瑟日後治理埃及
[00:02:46.000 --> 00:02:48.000]  約瑟日前
[00:02:48.000 --> 00:02:54.000]  有一個埃及囚犯被王提升成為埃及首相
[00:02:54.000 --> 00:02:56.000]  還得到王的信任
[00:02:56.000 --> 00:02:59.000]  還用治理埃及傳遞
[00:02:59.000 --> 00:03:02.000]  所有埃及人除了王一個之外
[00:03:02.000 --> 00:03:04.000]  都要聽命於約瑟
[00:03:04.000 --> 00:03:09.000]  王將財富甚至祭司的女兒都下嫁給約瑟
[00:03:09.000 --> 00:03:12.000]  又為約瑟改一個埃及名
[00:03:12.000 --> 00:03:13.000]  約瑟殉失之間
[00:03:13.000 --> 00:03:19.000]  他重獲曾經所失去的權、名、利和自由
[00:03:19.000 --> 00:03:21.000]  但這次他所得的
[00:03:21.000 --> 00:03:27.000]  比之前在埃及的主人波提弗的家中所得的
[00:03:27.000 --> 00:03:30.000]  更多更尊貴
[00:03:30.000 --> 00:03:33.000]  但從人的角度去看
[00:03:33.000 --> 00:03:36.000]  約瑟他因禍得福
[00:03:36.000 --> 00:03:40.000]  理應故事的發展來到此應該結束
[00:03:40.000 --> 00:03:41.000]  不過呢
[00:03:41.000 --> 00:03:43.000]  從神的角度
[00:03:43.000 --> 00:03:46.000]  約瑟的故事還未完結
[00:03:46.000 --> 00:03:50.000]  因為約瑟在埃及做首相
[00:03:50.000 --> 00:03:53.000]  是要經歷七年的風盛
[00:03:53.000 --> 00:03:58.000]  但同時亦要經歷七年的饑荒
[00:03:58.000 --> 00:04:03.000]  這樣的安排其實一直有神的旨意在內
[00:04:03.000 --> 00:04:07.000]  我們一起看看53到57節
[00:04:07.000 --> 00:04:12.000]  那裡說到七年的風修過去後
[00:04:12.000 --> 00:04:15.000]  隨即就有七年的饑荒
[00:04:15.000 --> 00:04:18.000]  當時除了埃及外
[00:04:18.000 --> 00:04:20.000]  各地都一樣有大饑荒
[00:04:20.000 --> 00:04:24.000]  不過約瑟在七年風修期間
[00:04:24.000 --> 00:04:27.000]  因為他預知有饑荒的緣故
[00:04:27.000 --> 00:04:32.000]  於是他就儲起了大量的糧在倉庫裡
[00:04:32.000 --> 00:04:36.000]  以防七年饑荒的來臨
[00:04:36.000 --> 00:04:37.000]  結果
[00:04:37.000 --> 00:04:41.000]  七年的饑荒年引起了埃及以外的人
[00:04:41.000 --> 00:04:44.000]  都來到埃及買糧
[00:04:44.000 --> 00:04:47.000]  就連約瑟的原生家庭
[00:04:47.000 --> 00:04:51.000]  都因為大饑荒的缺糧的緣故
[00:04:51.000 --> 00:04:56.000]  於是約瑟的十兄長都來到埃及買糧
[00:04:56.000 --> 00:04:57.000]  當然
[00:04:57.000 --> 00:04:59.000]  十個兄長來到埃及買糧
[00:04:59.000 --> 00:05:04.000]  必定會再遇上失去了聯絡的親弟約瑟
[00:05:04.000 --> 00:05:09.000]  兄弟再會面將會有什麼事情發生?
[00:05:09.000 --> 00:05:12.000]  想知道故事的發展
[00:05:12.000 --> 00:05:15.000]  就不要錯過下一次和大家的講解了
[00:05:15.000 --> 00:05:17.000]  (字幕製作:貝爾)
[00:05:18.000 --> 00:05:20.000]  (字幕製作:貝爾)
[00:05:20.000 --> 00:05:23.000]  (字幕由 Amara.org 社群提供)

