
[00:00:00.000 --> 00:00:01.560]  每個星期早上回來
[00:00:01.560 --> 00:00:03.960]  我都會有一個很遺憾的事
[00:00:03.960 --> 00:00:07.560]  就是我不能夠跟每一位弟兄姊妹
[00:00:07.560 --> 00:00:08.680]  個別打個招呼
[00:00:08.680 --> 00:00:10.200]  因為時間匆匆
[00:00:10.200 --> 00:00:12.320]  同時網上也是
[00:00:12.320 --> 00:00:14.000]  沒辦法可以有這樣的時間
[00:00:14.000 --> 00:00:15.960]  跟大家打個招呼個別
[00:00:15.960 --> 00:00:16.840]  但是在這裡
[00:00:16.840 --> 00:00:18.920]  所以就趁這個機會
[00:00:18.920 --> 00:00:20.520]  跟每一位弟兄姊妹
[00:00:20.520 --> 00:00:23.000]  無論是現場的還是網上的
[00:00:23.000 --> 00:00:25.040]  願你平安
[00:00:25.680 --> 00:00:28.480]  我不知道過去幾個星期
[00:00:28.480 --> 00:00:30.120]  你聽到的時候
[00:00:30.120 --> 00:00:32.280]  有沒有一個這樣的感覺
[00:00:32.280 --> 00:00:35.120]  就是看著台上的Mark Sir
[00:00:35.120 --> 00:00:36.600]  他好像變黑了
[00:00:36.600 --> 00:00:38.280]  又變尖了
[00:00:38.280 --> 00:00:39.240]  可以說嗎
[00:00:39.240 --> 00:00:41.200]  看他站出來
[00:00:41.200 --> 00:00:42.680]  老實說
[00:00:42.680 --> 00:00:45.280]  其實我磅一磅自己
[00:00:45.280 --> 00:00:47.360]  都變輕了三磅
[00:00:47.360 --> 00:00:49.720]  磅可以騙人的
[00:00:49.720 --> 00:00:50.840]  Mark Sir沒有說
[00:00:50.840 --> 00:00:51.920]  磅可以騙人的
[00:00:51.920 --> 00:00:53.560]  但是褲子是騙不了人的
[00:00:53.560 --> 00:00:54.560]  褲子鬆了
[00:00:54.560 --> 00:00:56.560]  我身邊有幾位弟兄姊妹
[00:00:56.560 --> 00:00:57.400]  都告訴我
[00:00:57.400 --> 00:00:59.400]  他又變輕了三、四磅
[00:00:59.400 --> 00:01:02.680]  這些全部都是去聖地的團友
[00:01:02.680 --> 00:01:05.000]  大家不要誤會
[00:01:05.000 --> 00:01:07.880]  我們好像沒得吃
[00:01:07.880 --> 00:01:08.720]  有圖為證
[00:01:08.720 --> 00:01:11.480]  我們有時吃得也不錯
[00:01:11.480 --> 00:01:13.000]  但是說真的
[00:01:13.000 --> 00:01:15.120]  去聖地真的有點捱
[00:01:15.120 --> 00:01:16.520]  體力上的捱
[00:01:16.520 --> 00:01:17.920]  但是又捱得挺開心的
[00:01:17.920 --> 00:01:18.920]  所以輕幾磅
[00:01:18.920 --> 00:01:21.080]  其實我們當拿獎而已
[00:01:21.080 --> 00:01:26.320]  當初想到去聖地這個旅程的時候
[00:01:26.320 --> 00:01:28.880]  的確不單是我身邊很多團友都是
[00:01:28.880 --> 00:01:29.880]  最擔心的就是
[00:01:29.880 --> 00:01:31.720]  我捱不捱得到呢
[00:01:31.720 --> 00:01:34.000]  我們捱不捱得到呢
[00:01:34.000 --> 00:01:35.920]  特別想起一個地方
[00:01:35.920 --> 00:01:37.320]  我自己就最怕
[00:01:37.320 --> 00:01:38.840]  就是曠野
[00:01:38.840 --> 00:01:39.720]  就是曠野
[00:01:39.720 --> 00:01:41.840]  因為那裡是很曝曬
[00:01:41.840 --> 00:01:43.320]  好像很無水
[00:01:43.320 --> 00:01:45.800]  還有很乾旱的地方
[00:01:45.800 --> 00:01:49.600]  究竟能不能走得到呢
[00:01:49.600 --> 00:01:51.880]  不過可以告訴各位
[00:01:51.880 --> 00:01:55.440]  在這一次去完聖地
[00:01:55.440 --> 00:01:57.360]  我一個最深的體會
[00:01:57.360 --> 00:01:59.440]  就是曠野
[00:01:59.440 --> 00:02:02.440]  我記得車一開到
[00:02:02.440 --> 00:02:05.000]  猶大曠野的時候
[00:02:05.000 --> 00:02:08.000]  我才知道原來曠野是這麼宏偉的
[00:02:08.000 --> 00:02:09.040]  你有沒有想過
[00:02:09.040 --> 00:02:10.480]  曠野很宏偉的
[00:02:10.480 --> 00:02:11.880]  很壯觀的
[00:02:11.880 --> 00:02:13.080]  給大家看看幾幅
[00:02:13.080 --> 00:02:15.760]  這個是昆蘭山洞
[00:02:15.760 --> 00:02:17.000]  曠野是一個這樣的地方
[00:02:17.000 --> 00:02:17.920]  不過這樣
[00:02:17.920 --> 00:02:19.400]  坐在冷氣裡面
[00:02:19.400 --> 00:02:20.680]  看出去是挺好看的
[00:02:20.680 --> 00:02:21.520]  好像我們現在這樣看
[00:02:21.520 --> 00:02:22.240]  是挺好看的
[00:02:22.240 --> 00:02:23.160]  挺宏偉的
[00:02:23.160 --> 00:02:25.520]  但是如果大熱天時走在上面
[00:02:25.520 --> 00:02:26.560]  是很要命的
[00:02:26.560 --> 00:02:27.560]  是很熱的
[00:02:27.560 --> 00:02:29.560]  是挺大的挑戰
[00:02:29.560 --> 00:02:31.080]  但是正如我剛剛說
[00:02:31.080 --> 00:02:32.600]  這一次去聖地
[00:02:32.600 --> 00:02:33.880]  讓我對曠野
[00:02:33.880 --> 00:02:36.400]  都有一個很新的改觀
[00:02:36.400 --> 00:02:37.160]  我回來
[00:02:37.160 --> 00:02:37.920]  如果你問我
[00:02:37.920 --> 00:02:38.600]  這一次聖地
[00:02:38.600 --> 00:02:40.360]  你最深印象在哪裡呢
[00:02:40.360 --> 00:02:41.520]  我可以告訴你
[00:02:41.520 --> 00:02:43.520]  就是曠野
[00:02:43.520 --> 00:02:45.000]  很多時候
[00:02:45.000 --> 00:02:47.160]  回來我還做了很多長夢
[00:02:47.160 --> 00:02:48.440]  都是曠野
[00:02:49.320 --> 00:02:51.360]  發了兩個星期
[00:02:51.360 --> 00:02:53.000]  為什麼這麼深感受呢
[00:02:53.000 --> 00:02:55.240]  不單是因為宏偉壯觀
[00:02:55.240 --> 00:02:57.640]  更加是我想起聖經
[00:02:57.640 --> 00:02:59.840]  想起我們人生
[00:02:59.840 --> 00:03:01.560]  我們今天的人生
[00:03:01.560 --> 00:03:02.640]  我突然間看到
[00:03:02.640 --> 00:03:04.640]  神原來藉著曠野
[00:03:04.640 --> 00:03:09.320]  對我們給了很多重要的人生啟示
[00:03:09.320 --> 00:03:10.080]  所以忍不住
[00:03:10.080 --> 00:03:12.560]  我就定了今天的講題是
[00:03:12.560 --> 00:03:14.880]  曠野的吶喊
[00:03:14.880 --> 00:03:17.360]  曠野大聲跟我們說話
[00:03:17.360 --> 00:03:19.360]  就是一個寸草不生
[00:03:19.360 --> 00:03:21.120]  寂靜無聲的曠野
[00:03:21.120 --> 00:03:25.120]  他真的向我們大聲說了
[00:03:25.120 --> 00:03:25.840]  最低限度
[00:03:25.840 --> 00:03:29.720]  我看到兩個人生的功課
[00:03:29.720 --> 00:03:32.720]  第一
[00:03:32.720 --> 00:03:36.080]  我們原來是一無所有
[00:03:36.080 --> 00:03:37.960]  好像曠野一樣
[00:03:37.960 --> 00:03:41.680]  我們是靠神的恩典而活的
[00:03:41.680 --> 00:03:42.880]  你有沒有留意到
[00:03:42.880 --> 00:03:44.680]  在舊約和新約聖經
[00:03:44.680 --> 00:03:48.080]  其實曠野是扮演很重要的角色
[00:03:48.080 --> 00:03:50.080]  經常都出現曠野
[00:03:50.080 --> 00:03:52.480]  你想想也是
[00:03:52.480 --> 00:03:56.280]  曠野是神祝福和磨練他子民的
[00:03:56.280 --> 00:03:58.280]  一個很重要的地方
[00:03:58.280 --> 00:03:59.480]  我們也很熟悉
[00:03:59.480 --> 00:04:02.000]  當日神拯救他的子民
[00:04:02.000 --> 00:04:04.280]  逃離埃及奴隸的生活
[00:04:04.280 --> 00:04:06.000]  前往應許之地
[00:04:06.000 --> 00:04:09.600]  中間走的就是曠野
[00:04:09.600 --> 00:04:11.280]  曠野什麼都沒有
[00:04:11.280 --> 00:04:13.400]  在這裡你找什麼吃呢
[00:04:13.400 --> 00:04:15.400]  曠野沒有光
[00:04:15.400 --> 00:04:16.680]  沒有民居
[00:04:16.680 --> 00:04:19.480]  你在哪裡有光照著你呢
[00:04:19.480 --> 00:04:21.880]  特別是在晚上的時候
[00:04:21.880 --> 00:04:24.680]  照著你可以行動
[00:04:24.680 --> 00:04:27.880]  但是就是神的恩典托著他們
[00:04:27.880 --> 00:04:29.600]  神賜瑪那
[00:04:29.600 --> 00:04:32.680]  賜鵪鶉給他的子民做食物
[00:04:32.680 --> 00:04:35.480]  神賜雲柱、火柱
[00:04:35.480 --> 00:04:39.280]  好像大光燈一樣帶著他們前行
[00:04:39.280 --> 00:04:42.080]  要他們明白第一件事就是
[00:04:42.080 --> 00:04:42.880]  你們知道嗎
[00:04:42.880 --> 00:04:46.080]  其實你們本來就像曠野一樣
[00:04:46.080 --> 00:04:47.680]  一無所有
[00:04:47.680 --> 00:04:49.480]  是靠我的恩典
[00:04:49.480 --> 00:04:52.280]  你才可以存活
[00:04:52.280 --> 00:04:54.480]  這個風貨其實不是容易學的
[00:04:54.480 --> 00:04:55.880]  說就容易
[00:04:55.880 --> 00:04:57.080]  所以我們也看到
[00:04:57.080 --> 00:04:57.880]  聖經記載
[00:04:57.880 --> 00:04:58.680]  以色列民
[00:04:58.680 --> 00:05:00.480]  他們很久也學不到
[00:05:00.480 --> 00:05:03.080]  他們時時一不順利
[00:05:03.080 --> 00:05:06.280]  一有很難捱的日子
[00:05:06.280 --> 00:05:08.680]  他們就盲怨
[00:05:08.680 --> 00:05:09.480]  他們盲怨說
[00:05:09.480 --> 00:05:11.880]  我情願回到埃及做奴隸
[00:05:11.880 --> 00:05:14.080]  也比去曠野好
[00:05:14.080 --> 00:05:19.480]  他們又會願意去做偶像來敬拜
[00:05:19.480 --> 00:05:20.880]  代替了神
[00:05:20.880 --> 00:05:22.680]  代替了耶和華
[00:05:22.680 --> 00:05:23.880]  沒有水喝的時候
[00:05:23.880 --> 00:05:25.480]  他們要一再埋怨
[00:05:25.480 --> 00:05:28.280]  埋怨摩西、埋怨神
[00:05:28.280 --> 00:05:30.880]  他們越不相信神
[00:05:30.880 --> 00:05:34.080]  神就要他們越走長一點的曠野
[00:05:34.080 --> 00:05:36.080]  結果他們走了四十年
[00:05:36.080 --> 00:05:38.080]  真是不可思議
[00:05:38.080 --> 00:05:40.480]  而且不信的一代
[00:05:40.480 --> 00:05:43.880]  神不讓他們進入應許之地
[00:05:43.880 --> 00:05:45.280]  這是他們的功課
[00:05:45.280 --> 00:05:46.680]  但是大兄姐妹
[00:05:46.680 --> 00:05:49.480]  我們其實也要學這個功課
[00:05:49.480 --> 00:05:52.080]  這個功課是不容易的
[00:05:52.080 --> 00:05:54.480]  我們本來也像曠野一樣
[00:05:54.480 --> 00:05:56.080]  我們赤裸裸來到這個世界
[00:05:56.080 --> 00:05:57.080]  我們沒有什麼
[00:05:57.080 --> 00:05:58.080]  我們沒有
[00:05:58.080 --> 00:06:00.680]  我們一切都是神供應的
[00:06:00.680 --> 00:06:01.680]  不過我知道
[00:06:01.680 --> 00:06:03.280]  其實這樣說也很難接近
[00:06:03.280 --> 00:06:06.080]  因為一向都這樣想
[00:06:06.080 --> 00:06:07.280]  什麼我一無所有
[00:06:07.280 --> 00:06:08.880]  有沒有搞錯
[00:06:08.880 --> 00:06:10.080]  我有頭腦
[00:06:10.080 --> 00:06:11.880]  我有才能
[00:06:11.880 --> 00:06:17.080]  我一生用我雙手努力
[00:06:17.080 --> 00:06:19.880]  而賺取到我今天的成就
[00:06:19.880 --> 00:06:20.680]  沒錯
[00:06:20.680 --> 00:06:21.480]  也是
[00:06:21.480 --> 00:06:24.080]  我不可以否定這些成就
[00:06:24.080 --> 00:06:26.080]  不可以否定我們的能力
[00:06:26.080 --> 00:06:28.080]  但是不要忘記
[00:06:28.080 --> 00:06:29.480]  誰讓你頭腦
[00:06:29.480 --> 00:06:30.880]  誰給你才能
[00:06:30.880 --> 00:06:36.280]  甚至誰在你最難熬的日子裡撐過你
[00:06:36.280 --> 00:06:37.280]  我們信你的日子
[00:06:37.280 --> 00:06:40.080]  我們很難明白這個道理
[00:06:40.080 --> 00:06:41.880]  我們是靠神的恩典而活
[00:06:41.880 --> 00:06:43.280]  這是道理
[00:06:43.280 --> 00:06:47.680]  但是當一個大難打過來
[00:06:47.680 --> 00:06:50.880]  一個大病
[00:06:50.880 --> 00:06:53.880]  一個感情的衝擊
[00:06:53.880 --> 00:06:55.680]  家庭的破裂
[00:06:55.680 --> 00:06:56.880]  事業失敗
[00:06:56.880 --> 00:06:58.480]  政治動盪
[00:06:58.480 --> 00:06:59.880]  甚至是一個疫情
[00:06:59.880 --> 00:07:01.680]  我們大家都深深體會到
[00:07:01.680 --> 00:07:03.680]  原來我們是這麼無助的
[00:07:03.680 --> 00:07:06.280]  原來我們一下子所擁有
[00:07:06.280 --> 00:07:08.080]  我們以為我們擁有的東西
[00:07:08.080 --> 00:07:09.680]  一下子就被拆除
[00:07:09.680 --> 00:07:12.080]  被奪走
[00:07:12.080 --> 00:07:15.680]  我們面前的就是抗爭
[00:07:15.680 --> 00:07:17.080]  回顧我的人生
[00:07:17.080 --> 00:07:19.280]  我想很多事情
[00:07:19.280 --> 00:07:21.480]  我走過這些日子
[00:07:21.480 --> 00:07:23.080]  突然間發覺自己
[00:07:23.080 --> 00:07:25.480]  是一無所有的
[00:07:25.480 --> 00:07:26.880]  我知道在我們當中
[00:07:26.880 --> 00:07:28.080]  弟兄姊妹
[00:07:28.080 --> 00:07:31.880]  你們不少都走過這些日子
[00:07:31.880 --> 00:07:34.480]  但是也在這些日子
[00:07:34.480 --> 00:07:36.880]  我們學會謙卑下來
[00:07:36.880 --> 00:07:38.480]  發現一個道理
[00:07:38.480 --> 00:07:40.280]  就是我們是一無所有
[00:07:40.280 --> 00:07:42.080]  是神的恩典托住我們
[00:07:42.080 --> 00:07:44.680]  甚至那個人幫我
[00:07:44.680 --> 00:07:46.480]  那個人幫我
[00:07:46.480 --> 00:07:48.880]  也是神派來的天使
[00:07:48.880 --> 00:07:52.680]  來幫我渡過困境
[00:07:52.680 --> 00:07:54.880]  有一個聖經學者說得很有意思
[00:07:54.880 --> 00:07:56.280]  說得很妙
[00:07:56.280 --> 00:07:56.880]  他說
[00:07:56.880 --> 00:07:59.880]  In wilderness you have nothing
[00:07:59.880 --> 00:08:02.680]  but you lack nothing
[00:08:02.680 --> 00:08:04.880]  在曠野你一無所有
[00:08:04.880 --> 00:08:08.080]  但是你又一無欠缺
[00:08:08.080 --> 00:08:09.280]  什麼意思呢
[00:08:09.280 --> 00:08:11.880]  其實這個聖經學者說的時候
[00:08:11.880 --> 00:08:14.880]  他是assume了中間有一句
[00:08:14.880 --> 00:08:16.480]  就是因為你所有的
[00:08:16.480 --> 00:08:17.480]  是神給你的
[00:08:17.480 --> 00:08:19.680]  就正如《生命記》所說的
[00:08:19.680 --> 00:08:21.680]  摩西對神的子民說
[00:08:21.680 --> 00:08:22.880]  這四十年
[00:08:22.880 --> 00:08:25.880]  是耶和華你的神與你同在
[00:08:25.880 --> 00:08:29.080]  故此你一無所有
[00:08:29.080 --> 00:08:31.080]  In wilderness you have nothing
[00:08:31.080 --> 00:08:36.880]  but in God you lack nothing
[00:08:36.880 --> 00:08:39.680]  這個就是我今天想跟大家分享的
[00:08:39.680 --> 00:08:42.280]  曠野的第一個吶喊
[00:08:42.280 --> 00:08:43.880]  就是我本來一無所有
[00:08:43.880 --> 00:08:48.080]  是靠神的恩典而活的
[00:08:48.080 --> 00:08:51.880]  但是一個這麼loud and clear的道理
[00:08:51.880 --> 00:08:54.680]  為什麼我們好像有
[00:08:54.680 --> 00:08:57.080]  很多時候都聽不到這樣呢
[00:08:57.080 --> 00:09:01.280]  為什麼很多人都不肯接受呢
[00:09:01.280 --> 00:09:04.480]  是因為我們人類的受敵魔鬼
[00:09:04.480 --> 00:09:06.480]  就是從伊甸園開始
[00:09:06.480 --> 00:09:09.680]  已經是想我們不要相信這個道理
[00:09:09.680 --> 00:09:10.880]  他扭曲事實
[00:09:10.880 --> 00:09:12.280]  告訴我們
[00:09:12.280 --> 00:09:14.480]  其實我們什麼都有的
[00:09:14.480 --> 00:09:16.080]  我們不用靠神的
[00:09:16.080 --> 00:09:19.480]  這個是他想我們相信的
[00:09:19.480 --> 00:09:21.080]  但是美妙的就是
[00:09:21.080 --> 00:09:22.680]  神的兒子耶穌
