
[00:00:00.000 --> 00:00:02.680]  上一集我們跟隨阿布拉罕的足跡
[00:00:02.680 --> 00:00:04.200]  我們看到上帝呼召他
[00:00:04.200 --> 00:00:07.300]  然後他順命一家離開自己本地本族本家
[00:00:07.300 --> 00:00:08.420]  未索不達米亞
[00:00:08.420 --> 00:00:10.380]  離開吾爾哈蘭
[00:00:10.380 --> 00:00:12.080]  終於來到迦林地
[00:00:12.080 --> 00:00:14.780]  到了迦林地的時候故事是這樣發展的
[00:00:14.780 --> 00:00:16.380]  他經過不同的地點
[00:00:16.380 --> 00:00:20.600]  士堅、伯特利艾中間和南地
[00:00:20.600 --> 00:00:24.000]  在不同的地點他也建立祭壇宣揚上帝的名
[00:00:24.000 --> 00:00:27.200]  《創世紀》十二章繼續這樣記載
[00:00:27.200 --> 00:00:31.100]  第十節 當時那地發生饑荒
[00:00:31.100 --> 00:00:33.200]  阿布蘭就下到埃及去
[00:00:33.200 --> 00:00:34.700]  在那裡寄居
[00:00:34.700 --> 00:00:37.800]  因為那地的饑荒十分嚴重
[00:00:37.800 --> 00:00:41.000]  迦林地我們知道是靠雨水來生存
[00:00:41.000 --> 00:00:44.000]  所以一年兩年幾年缺乏雨水的話
[00:00:44.000 --> 00:00:47.000]  就會造成旱災農作物失收
[00:00:47.000 --> 00:00:48.200]  但這裡有一個問題
[00:00:48.200 --> 00:00:51.400]  古時的時候發生的旱季
[00:00:51.400 --> 00:00:53.500]  是不是可以有跡可尋
[00:00:53.500 --> 00:00:55.600]  到底靠什麼數據
[00:00:55.600 --> 00:00:58.000]  用什麼方法讓我們知道
[00:00:58.000 --> 00:01:00.600]  以前可能曾經有不同的時段
[00:01:00.600 --> 00:01:03.400]  雨水不夠所以造成旱季
[00:01:03.400 --> 00:01:06.200]  答案就是花粉
[00:01:06.200 --> 00:01:08.400]  我們知道雨水充足的時候
[00:01:08.400 --> 00:01:09.800]  那些木本植物
[00:01:09.800 --> 00:01:13.400]  即是大樹、高樹就會繁盛
[00:01:13.400 --> 00:01:15.600]  而且他們的花粉就會更加多
[00:01:15.600 --> 00:01:18.600]  但如果到旱季缺乏雨水的時候
[00:01:18.600 --> 00:01:22.200]  這些木本植物的花粉就會相繼減少
[00:01:22.200 --> 00:01:25.800]  並且矮灌木因為他們需要的水份比較少
[00:01:25.800 --> 00:01:29.000]  所以矮灌木的花粉自然會增加
[00:01:29.000 --> 00:01:32.600]  過去多年其實有些學者不斷做研究
[00:01:32.600 --> 00:01:35.000]  來收集這些花粉的數據
[00:01:35.000 --> 00:01:38.000]  譬如在北面加里海地區附近的
[00:01:38.000 --> 00:01:40.000]  一些古代花粉的數據
[00:01:40.000 --> 00:01:41.800]  還有南面死海一帶
[00:01:41.800 --> 00:01:46.800]  搜集了古時花粉的多少、數量等等
[00:01:46.800 --> 00:01:48.600]  在2014年的時候
[00:01:48.600 --> 00:01:50.800]  有一篇論文來總結了出來
[00:01:50.800 --> 00:01:54.400]  你看到這個圖表是由下至上這樣看的
[00:01:54.400 --> 00:01:59.200]  由下至上即是公元前2500年至1500年之間
[00:01:59.200 --> 00:02:04.000]  這1000年的花粉的數量是有多也有少
[00:02:04.000 --> 00:02:10.000]  那條灰色線代表木本花粉在不同時間的數量
[00:02:10.000 --> 00:02:13.600]  木本花粉即是大樹的花粉越少
[00:02:13.600 --> 00:02:15.600]  就代表雨水越少
[00:02:15.600 --> 00:02:18.000]  灰線就會向左
[00:02:18.000 --> 00:02:19.600]  如果花粉越多的話
[00:02:19.600 --> 00:02:22.200]  就代表雨水越來越多
[00:02:22.200 --> 00:02:24.600]  灰線也會向右
[00:02:24.600 --> 00:02:29.400]  你可以看到在公元前2000至1800年之間
[00:02:29.400 --> 00:02:31.400]  確實有下降的跡象
[00:02:31.400 --> 00:02:33.400]  即是在這200年裡面
[00:02:33.400 --> 00:02:35.200]  雨水不充足
[00:02:35.200 --> 00:02:39.400]  以致可能會造成農作物失收、旱櫃
[00:02:39.400 --> 00:02:43.200]  我們提過在創世紀續漲的時期
[00:02:43.200 --> 00:02:45.600]  阿巴拉罕、以撒、瓦各
[00:02:45.600 --> 00:02:49.000]  大約在公元前2000至1500年之間
[00:02:49.000 --> 00:02:51.400]  在這段時間的初期
[00:02:51.400 --> 00:02:52.800]  你看這個列表的時候
[00:02:52.800 --> 00:02:58.800]  你就知道加南地確實有旱櫃的出現
[00:02:58.800 --> 00:03:03.400]  所以可以看到聖經的記載是相當之寫實
[00:03:03.400 --> 00:03:06.800]  所以這次我們跟隨阿巴拉罕的足跡
[00:03:06.800 --> 00:03:09.800]  繼續看他的故事有什麼發展
[00:03:10.600 --> 00:03:13.600]  (音樂)
[00:03:13.600 --> 00:03:40.400]  (音樂)
[00:03:40.400 --> 00:03:42.600]  創世紀12漲之後的故事
