
[00:00:00.000 --> 00:00:03.480]  今天我們繼續看《創世記》第五章
[00:00:03.480 --> 00:00:08.780]  我們看《聖經》的時候,不是單單看經文的內容
[00:00:08.780 --> 00:00:12.540]  我們希望能夠做到的是將一些
[00:00:12.540 --> 00:00:18.180]  《釋經》的工具或者方法
[00:00:18.180 --> 00:00:23.560]  能夠試用一下,試用一些不同的方法來思考經文
[00:00:23.560 --> 00:00:29.520]  以致我們在教導上能夠多一些不同方面的見解
[00:00:29.520 --> 00:00:33.880]  所以我們回來這個比對的研究就是
[00:00:33.880 --> 00:00:37.200]  他說《聖經》不是一個真空的狀態出現的
[00:00:37.200 --> 00:00:41.880]  《聖經》一向都不是由天降下來
[00:00:41.880 --> 00:00:47.440]  然後用一些非人話來溝通的
[00:00:47.440 --> 00:00:51.020]  總是會有它那個歷史的處境
[00:00:51.020 --> 00:00:55.120]  文化的處境,特地的狀況
[00:00:55.120 --> 00:00:57.420]  所以《聖經》的啟示我們不要想
[00:00:57.420 --> 00:01:01.000]  一定是非常特別
[00:01:01.000 --> 00:01:04.580]  當然特別是因為上帝的話語上帝的啟示
[00:01:04.580 --> 00:01:06.380]  有上帝的權威
[00:01:06.380 --> 00:01:08.680]  但是特別的地方我們不要想到
[00:01:08.680 --> 00:01:16.360]  跟當時的世界、歷史的處境是完全沒有關係的
[00:01:16.360 --> 00:01:19.700]  所以我們看回這個圖的時候
[00:01:19.700 --> 00:01:25.320]  我們就發現原來《聖經》是在近東的世界
[00:01:25.320 --> 00:01:27.880]  近東的文化裡面出現
[00:01:27.880 --> 00:01:31.400]  上帝是藉著近東的世界
[00:01:31.400 --> 00:01:34.340]  來對他自己的子民說話
[00:01:34.340 --> 00:01:36.600]  以及啟示他自己的信息
[00:01:36.600 --> 00:01:40.200]  有相似的地方也有差異的地方
[00:01:40.200 --> 00:01:43.700]  一個古代的以色列人
[00:01:43.700 --> 00:01:45.860]  大圍摩西等等
[00:01:45.860 --> 00:01:48.320]  《聖經》舊約裡面的以色列人
[00:01:48.320 --> 00:01:51.500]  他跟他的鄰舍
[00:01:51.500 --> 00:01:57.140]  埃及人、亞述人、迦南人、巴比倫人等等
[00:01:57.140 --> 00:02:00.200]  他們之間有很多
[00:02:00.200 --> 00:02:05.840]  在他們的文化裡面相似的地方
[00:02:05.840 --> 00:02:07.620]  相似的地方多於
[00:02:07.620 --> 00:02:09.160]  我一個現代人
[00:02:09.160 --> 00:02:14.280]  跟一個古以色列人之間相近的地方
[00:02:14.280 --> 00:02:16.840]  相似的地方是什麼?語言上
[00:02:16.840 --> 00:02:19.400]  用的術語和觀念
[00:02:19.400 --> 00:02:21.320]  如何看待這個世界
[00:02:21.320 --> 00:02:23.960]  寫作裡面修辭的手法
[00:02:23.960 --> 00:02:26.520]  這些全部都是古近東裡面
[00:02:26.520 --> 00:02:30.360]  所謂他們的common ground
[00:02:30.360 --> 00:02:35.300]  就是大家相似和共通的地方
[00:02:35.300 --> 00:02:37.520]  在這個處境裡面
[00:02:37.520 --> 00:02:42.120]  上帝就藉著當時的近東文化
[00:02:42.120 --> 00:02:47.360]  不同的方面來啟示他自己的信息
[00:02:47.360 --> 00:02:51.720]  所以有相似的地方也有很多差異的地方
[00:02:51.720 --> 00:02:57.100]  所以對於上帝人世界之間的關係
[00:02:57.100 --> 00:03:04.520]  《聖經》就啟示一個完全新的信息
[00:03:04.520 --> 00:03:08.360]  所以為什麼我們過去看一些所謂近東神話
[00:03:08.360 --> 00:03:12.440]  我知道有很多時候我們還是在一些很傳統的
[00:03:12.440 --> 00:03:15.200]  舊有的觀念裡面
[00:03:15.200 --> 00:03:18.000]  我們覺得為什麼要鬥這些東西
[00:03:18.000 --> 00:03:20.120]  因為一些巴比倫的神話
[00:03:20.120 --> 00:03:27.400]  甚至將來我們會看一些近東洪水的技術
[00:03:27.400 --> 00:03:31.000]  是很像羅亞洪水技術
[00:03:31.000 --> 00:03:35.240]  像到一個地步可能會覺得我們很驚訝
[00:03:35.240 --> 00:03:37.600]  為什麼我們驚訝呢?
[00:03:37.600 --> 00:03:39.400]  因為我們以為
[00:03:39.400 --> 00:03:43.480]  我們覺得《聖經》只有它去說話
[00:03:43.480 --> 00:03:46.560]  只有它去記載某些事件
[00:03:46.560 --> 00:03:47.840]  其實不是的
[00:03:47.840 --> 00:03:52.080]  其實在近東世界裡面有很多共通的東西
[00:03:52.080 --> 00:03:54.880]  他們都會大家去討論
[00:03:54.880 --> 00:03:57.320]  或者大家會有不同的見解
[00:03:57.320 --> 00:03:59.640]  《聖經》是其中一個
[00:03:59.640 --> 00:04:02.000]  當然是按照上帝的啟示
[00:04:02.000 --> 00:04:06.560]  按照上帝的權威來表達出來的
[00:04:06.560 --> 00:04:08.640]  一些不同的信息
[00:04:08.640 --> 00:04:12.960]  所以在這個比對的研究裡面
[00:04:12.960 --> 00:04:15.160]  我們看到《聖經》有相似的地方
[00:04:15.160 --> 00:04:17.800]  但是也有很多差異的地方
[00:04:17.800 --> 00:04:22.120]  差異的地方我們可以像這裡六項
[00:04:22.120 --> 00:04:25.960]  當然六項不是彼此之間對立的
[00:04:25.960 --> 00:04:27.280]  很多時候是overlap
[00:04:27.280 --> 00:04:30.640]  很多時候是大家有相近的地方
[00:04:30.640 --> 00:04:33.680]  大家可以看到《聖經》裡面有不同的經文
[00:04:33.680 --> 00:04:35.760]  以及有不同的信息
[00:04:35.760 --> 00:04:37.880]  是跟近東的背景
[00:04:37.880 --> 00:04:41.280]  近東的文化有分別
[00:04:41.280 --> 00:04:44.840]  分別可以是所謂的degree of difference
[00:04:44.840 --> 00:04:49.560]  就是一個分差的程度
[00:04:49.560 --> 00:04:52.160]  最少的程度當然就是一些
[00:04:52.160 --> 00:04:55.720]  《聖經》說一些另類的
[00:04:55.720 --> 00:04:58.320]  不同的一些見解
[00:04:58.320 --> 00:05:01.040]  對人生觀有些什麼見解等等
[00:05:01.040 --> 00:05:03.440]  這些就是alternative
[00:05:03.440 --> 00:05:06.720]  也有時候我們發現有一些經文
[00:05:06.720 --> 00:05:10.960]  《聖經》很著意要跟當時的文化
[00:05:10.960 --> 00:05:13.440]  宗教
[00:05:13.440 --> 00:05:15.960]  社會政治不同的意識形態
[00:05:15.960 --> 00:05:19.320]  來做對話的dialogue
[00:05:19.320 --> 00:05:23.000]  也有時候是做一些所謂的counter text
[00:05:23.000 --> 00:05:27.840]  就是那個經文是做一些反對的言論
[00:05:27.840 --> 00:05:30.800]  就是反對當時社會
[00:05:30.800 --> 00:05:32.280]  當時的文化
[00:05:32.280 --> 00:05:35.120]  他們有的意識形態
[00:05:35.120 --> 00:05:36.480]  也有parody
[00:05:36.480 --> 00:05:38.720]  就是去諷刺
[00:05:38.720 --> 00:05:39.920]  譬如是什麼呢?
[00:05:39.920 --> 00:05:42.120]  譬如在《先知書》裡面有時候很多
[00:05:42.120 --> 00:05:45.040]  有一些諷刺的說話
[00:05:45.040 --> 00:05:50.800]  是說到外邦人的偶像
[00:05:50.800 --> 00:05:53.240]  說這些偶像是用木頭做的
[00:05:53.240 --> 00:05:55.240]  但是他沒有生命的
[00:05:55.240 --> 00:05:57.080]  不能夠說話的等等
[00:05:57.080 --> 00:05:59.720]  所以有一些這樣的諷刺
[00:05:59.720 --> 00:06:03.720]  同樣也有一些更加強烈的批判
[00:06:03.720 --> 00:06:06.680]  所以一種critique
[00:06:06.680 --> 00:06:08.400]  上幾次我們也有說過
