
[00:00:00.000 --> 00:00:06.000]  上一次和大家分享過
[00:00:06.000 --> 00:00:09.000]  如果人的一生真是一部戲
[00:00:09.000 --> 00:00:13.000]  人的一生由開始到結局
[00:00:13.000 --> 00:00:17.000]  都只可以是跟著一本不能改寫的劇本
[00:00:17.000 --> 00:00:21.000]  無論你喜歡還是不喜歡這本劇本
[00:00:21.000 --> 00:00:23.000]  你都沒有自由再選擇
[00:00:23.000 --> 00:00:25.000]  也沒有能力再改
[00:00:25.000 --> 00:00:29.000]  不過,信主重生後的基督徒
[00:00:29.000 --> 00:00:31.000]  生命就不再一樣了
[00:00:31.000 --> 00:00:34.000]  重生後的基督徒是有新的生命
[00:00:34.000 --> 00:00:37.000]  新的生命是屬於靈性的生命
[00:00:37.000 --> 00:00:40.000]  靈性的生命是由聖靈的掌管
[00:00:40.000 --> 00:00:41.000]  有神的同在
[00:00:41.000 --> 00:00:43.000]  有神同在的生命
[00:00:43.000 --> 00:00:46.000]  就有神的賜福、保守和看顧
[00:00:46.000 --> 00:00:51.000]  即使在人生的路上遇到有多少難過的關口
[00:00:51.000 --> 00:00:53.000]  因為有神的同在
[00:00:53.000 --> 00:00:56.000]  一切所遭遇的都會化險為夷
[00:00:56.000 --> 00:00:58.000]  因禍得福
[00:00:59.000 --> 00:01:02.000]  在《十一少被賣記》的故事裡
[00:01:02.000 --> 00:01:04.000]  我們可以從主角藥室
[00:01:04.000 --> 00:01:06.000]  他所遭遇的經歷
[00:01:06.000 --> 00:01:10.000]  雖然藥室要再次了受害
[00:01:10.000 --> 00:01:14.000]  但同樣神是依然與藥室的同在
[00:01:14.000 --> 00:01:17.000]  神賜福給藥室
[00:01:17.000 --> 00:01:19.000]  藥室雖然經歷了試探
[00:01:19.000 --> 00:01:21.000]  被誣告
[00:01:21.000 --> 00:01:23.000]  也被囚在監獄裡
[00:01:23.000 --> 00:01:27.000]  但到最後反而他可以因禍得福
[00:01:27.000 --> 00:01:31.000]  我們先看看《創世紀》第40章
[00:01:31.000 --> 00:01:33.000]  一到第八節
[00:01:33.000 --> 00:01:36.000]  故事當中出現了兩個人物角色
[00:01:36.000 --> 00:01:38.000]  第一個是酒正
[00:01:38.000 --> 00:01:41.000]  另一個是善長
[00:01:41.000 --> 00:01:43.000]  酒正是負責製酒
[00:01:43.000 --> 00:01:45.000]  是一位製酒師
[00:01:45.000 --> 00:01:50.000]  是專門為埃及王製酒和試飲
[00:01:50.000 --> 00:01:52.000]  另一位是善長
[00:01:52.000 --> 00:01:53.000]  是負責做餅
[00:01:53.000 --> 00:01:55.000]  是一位做餅師
[00:01:55.000 --> 00:01:59.000]  專為埃及王製餅
[00:01:59.000 --> 00:02:03.000]  他們經常與埃及王的接觸
[00:02:03.000 --> 00:02:04.000]  據資料顯示
[00:02:04.000 --> 00:02:08.000]  他們是深得著王的信任高官
[00:02:08.000 --> 00:02:09.000]  不過
[00:02:09.000 --> 00:02:11.000]  經文並沒有交代
[00:02:11.000 --> 00:02:17.000]  為何他們會被埃及王拘留在監獄裡
[00:02:17.000 --> 00:02:20.000]  他們被困在監獄的這個地方
[00:02:20.000 --> 00:02:23.000]  就是護衛長府裡的監獄
[00:02:23.000 --> 00:02:28.000]  正正是當時藥室被囚禁的地方
[00:02:28.000 --> 00:02:31.000]  加上護衛長指定藥室
[00:02:31.000 --> 00:02:35.000]  要在監獄裡好好照顧他們
[00:02:35.000 --> 00:02:39.000]  於是藥室就有機會認識他們
[00:02:39.000 --> 00:02:43.000]  並且在監獄裡他們可以一起生活
[00:02:43.000 --> 00:02:47.000]  再看看第五到第八節
[00:02:47.000 --> 00:02:50.000]  在經文裡並沒有直接交代
[00:02:50.000 --> 00:02:54.000]  他們在監獄裡相識的日子究竟有多久
[00:02:54.000 --> 00:02:57.000]  只是交代到其中有一晚
[00:02:57.000 --> 00:03:01.000]  酒正和膳長同時做夢
[00:03:01.000 --> 00:03:04.000]  做夢後的第二天早上
[00:03:04.000 --> 00:03:08.000]  藥室看到他們悶悶不樂
[00:03:08.000 --> 00:03:09.000]  情緒低落
[00:03:09.000 --> 00:03:12.000]  於是藥室關心他們
[00:03:12.000 --> 00:03:16.000]  問他們究竟發生了什麼事
[00:03:16.000 --> 00:03:18.000]  大家留意一下
[00:03:18.000 --> 00:03:22.000]  藥室當時的反應和行動
[00:03:22.000 --> 00:03:26.000]  當藥室看到酒正和膳長悶悶不樂
[00:03:26.000 --> 00:03:28.000]  情緒低落時
[00:03:28.000 --> 00:03:30.000]  藥室關心他們
[00:03:30.000 --> 00:03:33.000]  問他們究竟發生了什麼事
[00:03:33.000 --> 00:03:37.000]  藥室之所以有這樣的反應和行動
[00:03:37.000 --> 00:03:43.000]  可以證實藥室是一個非常有責任心的人
[00:03:43.000 --> 00:03:49.000]  因為當時神要藥室在護衛長眼前蒙恩的緣故
[00:03:49.000 --> 00:03:54.000]  護衛長派藥室管理所有囚犯
[00:03:54.000 --> 00:03:59.000]  特別是對身邊的酒正和膳長
[00:03:59.000 --> 00:04:02.000]  藥室聽護衛長的吩咐
[00:04:02.000 --> 00:04:04.000]  很忠心地去辦事
[00:04:04.000 --> 00:04:09.000]  另外藥室其實是一個非常關心人的人
[00:04:09.000 --> 00:04:14.000]  所以當藥室看到酒正和膳長悶悶不樂
[00:04:14.000 --> 00:04:16.000]  情緒低落時
[00:04:16.000 --> 00:04:20.000]  藥室就問他們究竟發生了什麼事
[00:04:20.000 --> 00:04:23.000]  大家不要忘記
[00:04:23.000 --> 00:04:28.000]  當時藥室雖然在護衛長眼前蒙恩
[00:04:28.000 --> 00:04:33.000]  派他管理監獄裡所有囚犯
[00:04:33.000 --> 00:04:38.000]  但當時藥室依然是囚犯身份
[00:04:38.000 --> 00:04:41.000]  而且無期地來判刑
[00:04:41.000 --> 00:04:43.000]  在一般人眼中
[00:04:43.000 --> 00:04:48.000]  藥室將來沒有前途和希望
[00:04:48.000 --> 00:04:51.000]  藥室在監獄裡
[00:04:51.000 --> 00:04:55.000]  藥室的肉身固然失去了自由
[00:04:55.000 --> 00:04:58.000]  但在監獄裡
[00:04:58.000 --> 00:05:02.000]  藥室的心靈並沒有失去自由
[00:05:02.000 --> 00:05:04.000]  究竟為什麼呢?
[00:05:04.000 --> 00:05:09.000]  下一次我會帶大家在這方面再探討一下
[00:05:09.000 --> 00:05:11.000]  究竟藥室在監獄裡
[00:05:11.000 --> 00:05:15.000]  為什麼藥室的心靈並沒有失去自由呢?
[00:05:15.000 --> 00:05:17.000]  (CC字幕製作:貝爾)
[00:05:17.000 --> 00:05:19.000]  MING PAO CANADA | MING PAO TORONTO

