
[00:00:00.000 --> 00:00:02.000]  早晨 各位姐妹
[00:00:02.000 --> 00:00:04.000]  今日繼續睇新天新地
[00:00:04.000 --> 00:00:06.000]  今日睇第二講
[00:00:06.000 --> 00:00:08.000]  我哋講一啲人生中末裏面
[00:00:08.000 --> 00:00:10.000]  我哋需要思考嘅問題
[00:00:10.000 --> 00:00:12.000]  我上一次講過呢話呢啲嘅題目呢
[00:00:12.000 --> 00:00:14.000]  唔係一啲好抽象
[00:00:14.000 --> 00:00:16.000]  或者對我哋呢完全冇關係嘅
[00:00:16.000 --> 00:00:18.000]  非常切身嘅一啲問題
[00:00:18.000 --> 00:00:20.000]  特別係環嘅世界
[00:00:20.000 --> 00:00:22.000]  我諗環世界裏面呢有一樣嘢
[00:00:22.000 --> 00:00:24.000]  其中一樣嘅教育呢係非常之缺乏
[00:00:24.000 --> 00:00:26.000]  咩教育呀
[00:00:26.000 --> 00:00:28.000]  生死教育
[00:00:28.000 --> 00:00:30.000]  生死教育
[00:00:30.000 --> 00:00:32.000]  生死教育有冇聽過
[00:00:32.000 --> 00:00:36.000]  去到思考生與死嘅問題
[00:00:36.000 --> 00:00:38.000]  特別係人生中末嘅事情
[00:00:38.000 --> 00:00:40.000]  其實呢個嘅
[00:00:40.000 --> 00:00:42.000]  呢一代啦
[00:00:42.000 --> 00:00:44.000]  已經開始去意識到
[00:00:44.000 --> 00:00:46.000]  即係需要做一啲咁樣嘅教育
[00:00:46.000 --> 00:00:48.000]  生死教育
[00:00:48.000 --> 00:00:52.000]  咁點解我哋咁疏忽呢樣嘢呢
[00:00:52.000 --> 00:00:54.000]  原因好簡單因為我哋好唔想提
[00:00:54.000 --> 00:00:56.000]  因為我哋嘅常規裏面
[00:00:56.000 --> 00:00:58.000]  成日去話畀我哋聽
[00:00:58.000 --> 00:01:00.000]  我哋係唔需要面對死亡
[00:01:00.000 --> 00:01:02.000]  可能我哋需要面對死亡
[00:01:02.000 --> 00:01:04.000]  但係人哋需要面對死亡
[00:01:04.000 --> 00:01:06.000]  就唔係我要面對死亡
[00:01:06.000 --> 00:01:08.000]  生死教育就係想做呢樣嘢
[00:01:08.000 --> 00:01:10.000]  聖經都有生死教育
[00:01:10.000 --> 00:01:14.000]  但係要知道點解我哋唔想提
[00:01:14.000 --> 00:01:16.000]  其實唔係淨係華人嘅文化
[00:01:16.000 --> 00:01:18.000]  係唔鍾意提
[00:01:18.000 --> 00:01:20.000]  其實好多文化都唔想提
[00:01:20.000 --> 00:01:24.000]  美國有一個嘅醫生叫做Paul Blain
[00:01:24.000 --> 00:01:26.000]  如果你想知道痛苦
[00:01:26.000 --> 00:01:28.000]  Pain
[00:01:28.000 --> 00:01:30.000]  呢一類嘅事情
