
[00:00:00.000 --> 00:00:05.560]  耶穌和他的門徒吃完最後晚餐後
[00:00:05.560 --> 00:00:08.120]  來到橄欖山的山腳
[00:00:08.120 --> 00:00:10.320]  一個地方叫做赫西瑪利縣
[00:00:10.320 --> 00:00:11.600]  這是阿蘭文
[00:00:11.600 --> 00:00:13.520]  阿蘭文有兩個字組成
[00:00:13.520 --> 00:00:16.400]  赫西瑪利是Gat-Chamonix
[00:00:16.400 --> 00:00:20.840]  Gat是油炸的意思
[00:00:20.840 --> 00:00:24.560]  西瑪利後面那一段是橄欖油的意思
[00:00:24.560 --> 00:00:30.320]  這裡是橄欖山山腳將橄欖壓碎成為油的地方
[00:00:30.320 --> 00:00:32.840]  似乎象徵耶穌要面對死亡時
[00:00:32.840 --> 00:00:35.800]  他要面對的壓力和掙扎
[00:00:35.800 --> 00:00:38.200]  在經文中告訴我們
[00:00:38.200 --> 00:00:40.760]  他在赫西瑪利縣的禱告
[00:00:40.760 --> 00:00:42.760]  三本福音書都有記載
[00:00:42.760 --> 00:00:45.080]  路加福音甚至記載什麼呢
[00:00:45.080 --> 00:00:47.200]  他說耶穌極其相同
[00:00:47.200 --> 00:00:49.080]  禱告更加狠切
[00:00:49.080 --> 00:00:53.040]  看諸如大血點滴在地上
[00:00:53.040 --> 00:00:55.040]  其實這是有醫學解釋的
[00:00:55.040 --> 00:00:57.680]  有些醫學解釋說
[00:00:57.680 --> 00:00:59.680]  面對很大壓力的時候
[00:00:59.680 --> 00:01:03.760]  一個人可能會極度的缺水
[00:01:03.760 --> 00:01:09.040]  然後表面的表皮的血管就會爆裂
[00:01:09.040 --> 00:01:12.080]  然後流出來的汗就像流血一樣
[00:01:12.080 --> 00:01:15.000]  為什麼會在這個情況下
[00:01:15.000 --> 00:01:17.720]  他突然間好像有很大的掙扎
[00:01:17.720 --> 00:01:21.200]  突然間很驚慌
[00:01:21.200 --> 00:01:25.120]  第一我們可以想起的就是這裡的地理
[00:01:25.120 --> 00:01:28.880]  因為鑒嵐山較北的山腳
[00:01:28.880 --> 00:01:30.880]  那裡比較肥沃一點
[00:01:30.880 --> 00:01:32.560]  那裡可以種鑒嵐樹
[00:01:32.560 --> 00:01:34.560]  但是鑒嵐山的山脈
[00:01:34.560 --> 00:01:36.560]  比較藍的山頭
[00:01:36.560 --> 00:01:40.320]  還有山腳底下的吸塵谷
[00:01:40.320 --> 00:01:42.680]  地質一直都是這麼差的
[00:01:42.680 --> 00:01:44.680]  不是很肥沃的
[00:01:44.680 --> 00:01:48.360]  所以歷世歷代都是墳墓的地方
[00:01:48.360 --> 00:01:51.240]  等於有人說我們不怕死
[00:01:51.240 --> 00:01:55.560]  但如果你去到墳場的時候
[00:01:55.560 --> 00:01:57.560]  你就未必會這樣說
[00:01:57.560 --> 00:01:59.560]  另外我們可以看看地理
[00:01:59.560 --> 00:02:01.560]  就知道那個掙扎有多大
[00:02:01.560 --> 00:02:05.320]  因為在地理上鑒嵐山其實就是耶路撒冷
[00:02:05.320 --> 00:02:08.200]  東面的出入口
[00:02:08.200 --> 00:02:09.560]  要逃亡的話
[00:02:09.560 --> 00:02:14.200]  上山十分鐘就可以跨過鑒嵐山
[00:02:14.200 --> 00:02:17.240]  然後去到猶大講義
[00:02:17.240 --> 00:02:19.240]  耶穌可以一走了之
[00:02:19.240 --> 00:02:23.240]  但祂願意去馴服天父
[00:02:23.240 --> 00:02:25.240]  我們來到鑒嵐山的山腳
[00:02:25.240 --> 00:02:27.240]  赫西瑪利這個地方
[00:02:27.240 --> 00:02:30.520]  按照當時猶太人的預節慣例
[00:02:30.520 --> 00:02:32.520]  預節晚餐完結後
[00:02:32.520 --> 00:02:36.520]  他們會留在耶路撒冷城的範圍內
[00:02:36.520 --> 00:02:38.520]  耶穌和門徒可能來到這個山洞
[00:02:38.520 --> 00:02:40.520]  門徒就在山洞內睡覺
[00:02:40.520 --> 00:02:44.120]  然後耶穌就帶著他們三個門徒
[00:02:44.120 --> 00:02:46.120]  去到不太遠的地方
[00:02:46.120 --> 00:02:48.120]  在那裡守望祂的禱告
[00:02:48.120 --> 00:02:52.120]  在另一邊我們看到一間大教堂
[00:02:52.120 --> 00:02:54.120]  天主教教堂叫萬國教堂
[00:02:54.120 --> 00:02:56.120]  Church of All Nations
[00:02:56.120 --> 00:03:00.120]  也有另一個名叫壽府大教堂
[00:03:00.120 --> 00:03:02.120]  Basilica of Agony
[00:03:02.120 --> 00:03:06.120]  外面是一個很漂亮的花園
[00:03:06.120 --> 00:03:08.120]  有橄欖樹的樹園
[00:03:08.120 --> 00:03:12.120]  這些橄欖樹經過化驗其實歷史悠久
[00:03:12.120 --> 00:03:16.120]  有些是十字軍時期種植
[00:03:16.120 --> 00:03:20.120]  我們走進萬國教堂
[00:03:20.120 --> 00:03:22.120]  教堂的設計是很幽暗的
[00:03:22.120 --> 00:03:28.120]  其實是想表達赫西瑪利園那種黑夜的掙扎
[00:03:28.120 --> 00:03:30.120]  在赫西瑪利園當中我們可能會想起
[00:03:30.120 --> 00:03:36.120]  第一件事就是神未必一定會按照我們祈禱的心願去答應
[00:03:36.120 --> 00:03:42.120]  因為天父沒有按照祂的兒子起初祈禱的心願
[00:03:42.120 --> 00:03:44.120]  沒有把祂的墓碑拿走
[00:03:44.120 --> 00:03:47.120]  相反的,在祂掙扎的祈禱當中
[00:03:47.120 --> 00:03:51.120]  賜給祂有勇氣、有力量去面對十字架
[00:03:51.120 --> 00:03:53.120]  順福臣至死
[00:03:53.120 --> 00:03:56.120]  另外耶穌被捕
[00:03:56.120 --> 00:03:58.120]  到祂死而復活的期間
[00:03:58.120 --> 00:04:01.120]  有很多的事跡、很多的細節
[00:04:01.120 --> 00:04:05.120]  反映出聖經是想教會來聽清楚
[00:04:05.120 --> 00:04:07.120]  這些故事
[00:04:07.120 --> 00:04:09.120]  中間也有很多人物
[00:04:09.120 --> 00:04:13.120]  第一個我們可以提一下的人就是加勒人猶太
[00:04:13.120 --> 00:04:15.120]  這個賣耶穌的猶太
[00:04:15.120 --> 00:04:19.120]  我們知道在晚餐結束之前已經離開了
[00:04:19.120 --> 00:04:21.120]  他找大祭司
[00:04:21.120 --> 00:04:25.120]  出賣耶穌的價錢是三十塊錢
[00:04:25.120 --> 00:04:29.120]  如果計算的話大約是今天美金五千元左右
[00:04:29.120 --> 00:04:33.120]  是當時的四五個月工資
[00:04:33.120 --> 00:04:36.120]  或者是當代的墓碑的價錢
[00:04:36.120 --> 00:04:39.120]  當然我們不知道真正的動機是怎樣
[00:04:39.120 --> 00:04:41.120]  但可能就是警惕我們
[00:04:41.120 --> 00:04:45.120]  會不會就是為了眼前的利益
[00:04:45.120 --> 00:04:48.120]  我們出賣信仰、背棄神
[00:04:48.120 --> 00:04:52.120]  聖經的作者特別將猶太
[00:04:52.120 --> 00:04:57.120]  和巴大利的瑪利亞作一個對立
[00:04:57.120 --> 00:05:01.120]  瑪利亞大家可能聽過這個故事
[00:05:01.120 --> 00:05:04.120]  就是耶穌在進耶路撒冷之前
[00:05:04.120 --> 00:05:10.120]  他拿了一斤極貴的珍拿達香膏來抹耶穌的腳
[00:05:10.120 --> 00:05:15.120]  這個珍拿達香膏是當時很名貴的香水
[00:05:15.120 --> 00:05:20.120]  可能是瑪利亞一生的嫁妝
[00:05:20.120 --> 00:05:23.120]  或者是她一生的經濟倚靠
[00:05:23.120 --> 00:05:25.120]  她可以傾倒在耶穌面前
[00:05:25.120 --> 00:05:27.120]  因為她看到耶穌的死
[00:05:27.120 --> 00:05:32.120]  是帶來一些比她現世一切更加寶貴
[00:05:32.120 --> 00:05:34.120]  是一種無價之寶
[00:05:34.120 --> 00:05:37.120]  這種角色的對立
[00:05:37.120 --> 00:05:41.120]  告訴我們究竟救恩在我們心中
[00:05:41.120 --> 00:05:45.120]  是可以有價還是無價
[00:05:45.120 --> 00:06:04.120]  (音樂)
[00:06:04.120 --> 00:06:08.120]  我們追溯一下耶穌被捕之後的行蹤
[00:06:08.120 --> 00:06:10.120]  經書告訴我們
[00:06:10.120 --> 00:06:15.120]  人們把耶穌帶到大祭司的宅裡
[00:06:15.120 --> 00:06:17.120]  這裡說到當時的大祭司
[00:06:17.120 --> 00:06:22.120]  哥爾法和他的岳父亞拿的家
[00:06:22.120 --> 00:06:24.120]  他在那裡被拷問
[00:06:24.120 --> 00:06:27.120]  彼得當然跟著想知道發生什麼事
[00:06:27.120 --> 00:06:29.120]  之前的基督教傳統會說
[00:06:29.120 --> 00:06:31.120]  這個大祭司哥爾法的家
[00:06:31.120 --> 00:06:34.120]  就是現在的西山
[00:06:34.120 --> 00:06:36.120]  這裡有一個一世紀的古樓房
[00:06:36.120 --> 00:06:39.120]  地庫裡有很多山洞甚至密室
[00:06:39.120 --> 00:06:43.120]  相信耶穌在這裡被羈留和被拷問
[00:06:43.120 --> 00:06:47.120]  這裡有一座天主教教堂
[00:06:47.120 --> 00:06:49.120]  叫做雞鳴堂
[00:06:49.120 --> 00:06:52.120]  Church of St. Peter in Calicutto
[00:06:52.120 --> 00:06:54.120]  意思是雞啼
[00:06:54.120 --> 00:06:59.120]  這裡當然是說到彼得三子不認主的事蹟
[00:06:59.120 --> 00:07:01.120]  你記得耶穌對彼得說
[00:07:01.120 --> 00:07:03.120]  他警醒他
[00:07:03.120 --> 00:07:07.120]  雞鳴雞啼之前你要三次不認
