
[00:00:00.000 --> 00:00:02.000]  過去一個星期感謝主下
[00:00:02.000 --> 00:00:05.240]  在一些弟兄姊妹的代討裡面
[00:00:05.240 --> 00:00:06.840]  都紀念到師母
[00:00:06.840 --> 00:00:09.040]  我太太回到加州
[00:00:09.040 --> 00:00:11.320]  有四五天時間
[00:00:11.320 --> 00:00:13.000]  因為幾個星期前
[00:00:13.000 --> 00:00:15.640]  她有一個親戚剛剛離開了世界
[00:00:15.640 --> 00:00:17.920]  她有一個舅父
[00:00:17.920 --> 00:00:22.600]  這個舅父他們剛剛來美國的時候
[00:00:22.600 --> 00:00:23.520]  幾十年前
[00:00:23.520 --> 00:00:24.760]  一直照顧他們
[00:00:24.760 --> 00:00:27.000]  所以我們都掙扎了一會
[00:00:27.000 --> 00:00:28.680]  到底他是不是需要回去
[00:00:28.680 --> 00:00:29.680]  他說當然要回去
[00:00:29.680 --> 00:00:33.400]  我就幫他訂了一張機票
[00:00:33.400 --> 00:00:34.840]  雖然貴一點
[00:00:34.840 --> 00:00:37.600]  不過我說這些事情一定是需要做的
[00:00:37.600 --> 00:00:39.680]  當然他自己回去
[00:00:39.680 --> 00:00:41.760]  不是帶我一起去
[00:00:41.760 --> 00:00:43.760]  他回去了
[00:00:43.760 --> 00:00:45.280]  星期二至星期六他回去了
[00:00:45.280 --> 00:00:48.360]  我每晚都出去買東西吃
[00:00:48.360 --> 00:00:50.600]  非常好
[00:00:50.600 --> 00:00:52.560]  昨晚他就安全的
[00:00:52.560 --> 00:00:54.680]  昨晚他安全回來了
[00:00:54.680 --> 00:00:56.200]  感恩
[00:00:56.200 --> 00:00:59.440]  也感恩聽他說了一些故事
[00:00:59.440 --> 00:01:03.960]  他們家族裡面越來越多人信主
[00:01:03.960 --> 00:01:05.160]  感謝主
[00:01:05.160 --> 00:01:05.760]  對嗎?
[00:01:05.760 --> 00:01:09.200]  所以值得晚上出去買東西吃
[00:01:09.200 --> 00:01:10.560]  OK
[00:01:10.560 --> 00:01:14.120]  今天我們希望能夠跟大家開始一個新的系列
[00:01:14.120 --> 00:01:15.640]  一些基本的東西
[00:01:15.640 --> 00:01:17.480]  我們基督徒有一些基本的東西
[00:01:17.480 --> 00:01:19.040]  是需要去掌握的
[00:01:19.040 --> 00:01:22.040]  特別是我們怎麼聽上帝的聲音
[00:01:22.040 --> 00:01:25.360]  這些絕對不是某一些人的特權
[00:01:25.360 --> 00:01:27.160]  不是說有些人比較屬靈
[00:01:27.160 --> 00:01:28.440]  他們屬靈指導
[00:01:28.440 --> 00:01:30.280]  或者他是師父
[00:01:30.280 --> 00:01:32.400]  或者做牧師等等
[00:01:32.400 --> 00:01:35.600]  他們才會聽到上帝的聲音
[00:01:35.600 --> 00:01:37.720]  上帝一向都和我們說話
[00:01:37.720 --> 00:01:40.920]  問題就是我們有沒有專心去聽
[00:01:40.920 --> 00:01:43.880]  設計這個slide就很容易
[00:01:43.880 --> 00:01:45.640]  因為說到頻度
[00:01:45.640 --> 00:01:46.600]  frequency
[00:01:46.600 --> 00:01:49.000]  你知道這個是我們UV的logo
[00:01:49.000 --> 00:01:52.200]  我們UV的logo就是Voice
[00:01:52.200 --> 00:01:56.240]  Voice當然是在說一些頻度的東西
[00:01:56.240 --> 00:01:59.960]  所以用一個這樣的比喻
[00:01:59.960 --> 00:02:02.760]  聖經裡面很多時候
[00:02:02.760 --> 00:02:05.000]  上帝是和我們說話的
[00:02:05.000 --> 00:02:06.840]  但問題是我們聽不聽到
[00:02:06.840 --> 00:02:09.160]  這個才是問題
[00:02:09.160 --> 00:02:12.440]  到底我們有沒有聆聽上主的聲音
[00:02:12.440 --> 00:02:15.440]  你記得我們這些比較老的
[00:02:15.440 --> 00:02:17.600]  我們還在用收音機
[00:02:17.600 --> 00:02:19.240]  有誰在聽收音機的?
[00:02:19.240 --> 00:02:20.240]  在車上
[00:02:20.240 --> 00:02:21.680]  有
[00:02:21.680 --> 00:02:24.560]  你記得以前收音機是不是要調校的?
[00:02:24.560 --> 00:02:27.200]  教台FM或者AM
[00:02:27.200 --> 00:02:28.400]  你要調校
[00:02:28.400 --> 00:02:29.560]  你調校得不正的時候
[00:02:29.560 --> 00:02:32.240]  就收到很多雜音
[00:02:32.240 --> 00:02:34.240]  甚至完全聽不到
[00:02:34.240 --> 00:02:38.560]  我們就好像一個生命裡面的一個頻度
[00:02:38.560 --> 00:02:40.120]  是需要調校的
[00:02:40.120 --> 00:02:42.480]  有時候世界裡面太多聲音
[00:02:42.480 --> 00:02:43.760]  太多噪音
[00:02:43.760 --> 00:02:47.000]  我們聽不見主導我們說的話
[00:02:47.000 --> 00:02:49.160]  其實上帝一向都和我們說話
[00:02:49.160 --> 00:02:52.440]  問題是我們的收音機有沒有調校得準
[00:02:52.440 --> 00:02:54.920]  我們的頻道是不是正確
[00:02:54.920 --> 00:02:57.600]  所以我抽取了一些經文
[00:02:57.600 --> 00:02:59.320]  講到這一方面
[00:02:59.320 --> 00:03:00.600]  是比較主題性的
[00:03:00.600 --> 00:03:04.120]  不過今天我們想去看一段經文
[00:03:04.120 --> 00:03:06.080]  是《約翰福音》第十章
[00:03:06.080 --> 00:03:07.440]  《約翰福音》第十章
[00:03:07.440 --> 00:03:11.240]  這整段經文裡面有幾節是很出名的
[00:03:11.240 --> 00:03:13.360]  其中一節就是十一節
[00:03:13.360 --> 00:03:14.400]  十章十一節
[00:03:14.400 --> 00:03:16.120]  耶穌說我是好木人
[00:03:16.120 --> 00:03:17.400]  Good Shepherd
[00:03:17.400 --> 00:03:19.480]  好木人為羊寫明
[00:03:19.480 --> 00:03:21.280]  誰是羊?
[00:03:21.280 --> 00:03:22.360]  你和我
[00:03:22.360 --> 00:03:25.000]  我們上帝的子民就是羊
[00:03:25.000 --> 00:03:26.320]  二十七節也很出名
[00:03:26.320 --> 00:03:28.800]  我的羊聽我的聲音
[00:03:28.800 --> 00:03:29.960]  我認識他們
[00:03:29.960 --> 00:03:31.520]  他們也跟從我
[00:03:31.520 --> 00:03:35.520]  這個就是牧羊人和羊之間的關係
[00:03:35.520 --> 00:03:36.600]  我認識我的羊
[00:03:36.600 --> 00:03:38.000]  羊要聽我的聲音
[00:03:38.000 --> 00:03:39.400]  跟我走
[00:03:39.400 --> 00:03:41.080]  整個《約翰福音》第十章
[00:03:41.080 --> 00:03:43.320]  我們可以叫做Good Shepherd Message
[00:03:43.320 --> 00:03:45.960]  或者Good Shepherd Discourse
[00:03:45.960 --> 00:03:47.720]  就是好木人的講道
[00:03:47.720 --> 00:03:49.920]  《約翰福音》從頭到尾
[00:03:49.920 --> 00:03:51.400]  收集了很多
[00:03:51.400 --> 00:03:54.200]  記錄了很多耶穌的講道
[00:03:54.200 --> 00:03:56.880]  我們叫他什麼什麼Discourse
[00:03:56.880 --> 00:03:58.480]  什麼什麼Speech
[00:03:58.480 --> 00:04:00.640]  什麼什麼Message
[00:04:00.640 --> 00:04:02.040]  Sermon
[00:04:02.040 --> 00:04:09.120]  搜集了耶穌很多次的神蹟和講道
[00:04:09.120 --> 00:04:11.160]  有很多次都是公開的
[00:04:11.160 --> 00:04:14.480]  並且很多次是和當時猶太人的節慶
[00:04:14.480 --> 00:04:17.360]  和他們的體制有關
[00:04:17.360 --> 00:04:18.400]  這些東西
[00:04:18.400 --> 00:04:21.240]  是耶穌特別在那段時間
[00:04:21.240 --> 00:04:22.480]  選擇那一天
[00:04:22.480 --> 00:04:23.920]  選擇那一天是好日子
[00:04:23.920 --> 00:04:25.000]  他去做的
[00:04:25.000 --> 00:04:26.280]  譬如安息日
[00:04:26.280 --> 00:04:27.480]  御節
[00:04:27.480 --> 00:04:29.040]  駐棒節
[00:04:29.040 --> 00:04:31.080]  婚禮等等
[00:04:31.080 --> 00:04:32.320]  這些我們都記得
[00:04:32.320 --> 00:04:33.480]  是不是《約翰福音》
[00:04:33.480 --> 00:04:35.880]  到第十章的時候
[00:04:35.880 --> 00:04:38.760]  耶穌就做一個最後的
[00:04:38.760 --> 00:04:41.960]  所謂最後一場的公開的講道
[00:04:41.960 --> 00:04:43.680]  就是和他反對的人講
[00:04:43.680 --> 00:04:46.040]  也都和他的所謂神的子民
[00:04:46.040 --> 00:04:47.360]  來到他講道
[00:04:47.360 --> 00:04:48.920]  一個Open的
[00:04:48.920 --> 00:04:50.520]  公開的一段時間
[00:04:50.520 --> 00:04:51.680]  這段時間
[00:04:51.680 --> 00:04:53.760]  講這個好木人的講道
[00:04:53.760 --> 00:04:55.720]  就是耶穌說我就是好木人
[00:04:55.720 --> 00:04:57.320]  我的羊是跟我的
[00:04:57.320 --> 00:04:59.080]  是聽我的聲音的
[00:04:59.080 --> 00:05:00.160]  這段時間
[00:05:00.160 --> 00:05:03.040]  是章12節都有交代
[00:05:03.040 --> 00:05:05.840]  這段時間是趁著什麼好日子來講的
[00:05:05.840 --> 00:05:07.960]  他說那時是冬天
[00:05:07.960 --> 00:05:09.040]  22節
[00:05:09.040 --> 00:05:11.680]  在耶路撒冷有所謂修奠節的時候
[00:05:11.680 --> 00:05:14.000]  或者獻奠節的時候
[00:05:14.000 --> 00:05:15.720]  獻奠節或者光明節
[00:05:15.720 --> 00:05:20.160]  或者修奠節
[00:05:20.160 --> 00:05:21.360]  或者聖誕節
[00:05:21.360 --> 00:05:24.040]  或者是聖誕節
[00:05:24.040 --> 00:05:26.400]  大家知道聖誕節是什麼嗎
[00:05:26.400 --> 00:05:28.760]  在我們附近北面
[00:05:28.760 --> 00:05:30.320]  Skokie附近的地方
[00:05:30.320 --> 00:05:32.040]  有很多猶太人聚居的地方
[00:05:32.040 --> 00:05:34.440]  在全世界
[00:05:34.440 --> 00:05:38.960]  Skokie是最多
[00:05:38.960 --> 00:05:39.800]  在美國裡面
[00:05:39.800 --> 00:05:42.160]  其中一個數一數二最多的
[00:05:42.160 --> 00:05:46.120]  猶太人的Holocaust
[00:05:46.120 --> 00:05:49.280]  大屠殺之後的生還者住的地方
[00:05:49.280 --> 00:05:51.720]  所以Skokie是一個很大的
[00:05:51.720 --> 00:05:54.800]  猶太人的社區在那裡
[00:05:54.800 --> 00:05:58.200]  每逢到大概年尾12月
[00:05:58.200 --> 00:06:00.000]  就是聖誕節左右的時間
[00:06:00.000 --> 00:06:03.000]  他們就會慶祝所謂的Hanukkah
[00:06:03.000 --> 00:06:07.320]  Hanukkah他們會點燭光
[00:06:07.320 --> 00:06:10.520]  這個不是聖所裡面的七燈台
[00:06:10.520 --> 00:06:12.160]  你看到有多少支
[00:06:12.160 --> 00:06:12.880]  是有八支的
[00:06:12.880 --> 00:06:14.720]  中間那支是用來點燭光的
[00:06:14.720 --> 00:06:16.160]  你看到有九支
[00:06:16.160 --> 00:06:17.240]  其實是八支
[00:06:17.240 --> 00:06:18.480]  他們就是
[00:06:18.480 --> 00:06:20.920]  這個Hanukkah裡面有八天
[00:06:20.920 --> 00:06:23.760]  每一天點一支的陽燭
[00:06:23.760 --> 00:06:24.520]  為什麼呢
[00:06:24.520 --> 00:06:26.520]  有一個歷史的背景
[00:06:26.520 --> 00:06:28.720]  一講到這個獻殮節
[00:06:28.720 --> 00:06:30.560]  或者修奠節的時候
[00:06:30.560 --> 00:06:32.080]  就是很多年前
[00:06:32.080 --> 00:06:35.040]  耶穌之前的大概百多年之前
[00:06:35.040 --> 00:06:35.960]  那些猶太人
[00:06:35.960 --> 00:06:37.840]  他們巴西那裡就被人欺負
[00:06:37.840 --> 00:06:40.240]  當時欺負他們那個就是希臘帝國
[00:06:40.240 --> 00:06:41.840]  或者西樓古
[00:06:41.840 --> 00:06:44.120]  一直欺負他們一直去迫害他們
[00:06:44.120 --> 00:06:47.000]  並且又和當地的
[00:06:47.000 --> 00:06:51.000]  或者當時的一些猶太人的民間的不義的領袖
[00:06:51.000 --> 00:06:54.200]  來做一些勾當
[00:06:54.200 --> 00:06:58.440]  串謀他們來污蔑聖殿
[00:06:58.440 --> 00:07:02.320]  然後去殺害那些祭司等等
[00:07:02.320 --> 00:07:04.520]  所以是一段很慘的時間
[00:07:04.520 --> 00:07:06.360]  在生死存亡之間
[00:07:06.360 --> 00:07:09.560]  大概主前164年的時候
[00:07:09.560 --> 00:07:12.440]  你知道耶穌的時候大概主後30年
[00:07:12.440 --> 00:07:14.720]  你看這個時間線再回望
[00:07:14.720 --> 00:07:16.160]  大概200年左右
[00:07:16.160 --> 00:07:19.720]  164年BC的時候
[00:07:19.720 --> 00:07:20.560]  發生什麼事呢
[00:07:20.560 --> 00:07:21.840]  就是一個家族
[00:07:21.840 --> 00:07:23.000]  猶太人的家族
[00:07:23.000 --> 00:07:24.640]  是一個敬虔的猶太人的家族
[00:07:24.640 --> 00:07:26.880]  叫做瑪加比
[00:07:26.880 --> 00:07:30.360]  他們就開始搞起義
[00:07:30.360 --> 00:07:33.840]  他們說要去反對希臘的帝國
[00:07:33.840 --> 00:07:41.160]  然後這個家族就已經擊退了希臘的帝國
[00:07:41.160 --> 00:07:45.840]  然後他們就成立了他們自己的王朝
[00:07:45.840 --> 00:07:48.080]  獨立了大概有100年的時間
[00:07:48.080 --> 00:07:51.600]  這個大概是主前164年的時候
[00:07:51.600 --> 00:07:53.200]  他們就拿回這個聖殿
[00:07:53.200 --> 00:07:54.360]  當他們拿回聖殿的時候
[00:07:54.360 --> 00:07:55.440]  大家記得嗎
[00:07:55.440 --> 00:07:57.000]  有一個傳說
[00:07:57.000 --> 00:07:58.360]  他們進去聖殿的時候
[00:07:58.360 --> 00:08:00.480]  看到一件事都搞砸了
[00:08:00.480 --> 00:08:01.920]  剩下一個瓶油
[00:08:01.920 --> 00:08:06.760]  那個瓶油明明是不夠他們點一個星期的
[00:08:06.760 --> 00:08:08.960]  誰知道點了8天
[00:08:08.960 --> 00:08:10.400]  然後給他們8天的時間
[00:08:10.400 --> 00:08:12.200]  他們再提煉一些鑑油出來
[00:08:12.200 --> 00:08:14.520]  給聖所裡面的七燈台用
[00:08:14.520 --> 00:08:19.040]  所以就有一個這樣的傳記的故事
[00:08:19.040 --> 00:08:23.320]  那個金燈台神跡地就是燒了有8天
[00:08:23.320 --> 00:08:24.520]  只是用一瓶而已
[00:08:24.520 --> 00:08:28.160]  所以到今天他們就會點8支的陽燭
[00:08:28.160 --> 00:08:31.400]  所以在那個100年的獨立
[00:08:31.400 --> 00:08:34.480]  所謂光輝歲月的時候
[00:08:34.480 --> 00:08:35.960]  但是到最後的時候
[00:08:35.960 --> 00:08:37.680]  就是瑪加比的家族
[00:08:37.680 --> 00:08:40.200]  那些後代都是狗咬狗骨的
[00:08:40.200 --> 00:08:43.800]  然後羅馬帝國就有機會入侵
[00:08:43.800 --> 00:08:47.840]  然後拿回攻佔了這個聖殿
[00:08:47.840 --> 00:08:52.720]  又是搞到聖殿一直都是被污蔑
[00:08:52.720 --> 00:08:55.160]  每逢到這個修煉節的時候
[00:08:55.160 --> 00:08:57.280]  他就會講這些故事
[00:08:57.280 --> 00:08:59.560]  所以《約翰福音》第十章就是一個這樣的背景
[00:08:59.560 --> 00:09:00.560]  在修煉節的時候
[00:09:00.560 --> 00:09:04.920]  民間就會問一些很尖銳的問題
[00:09:04.920 --> 00:09:06.480]  歷史的問題
[00:09:06.480 --> 00:09:07.360]  他們的歷史
[00:09:07.360 --> 00:09:08.960]  他們近代的歷史
[00:09:08.960 --> 00:09:12.360]  或者他們的黑歷史
[00:09:12.360 --> 00:09:14.320]  講回為什麼我們現在會搞成這樣
[00:09:14.320 --> 00:09:16.640]  還是被羅馬人欺負我們
[00:09:16.640 --> 00:09:18.560]  以前希臘帝國也是被人欺負
[00:09:18.560 --> 00:09:20.360]  然後我們有一個王族出來
[00:09:20.360 --> 00:09:22.120]  這個瑪加比王朝
[00:09:22.120 --> 00:09:23.320]  能夠將他們擊退
[00:09:23.320 --> 00:09:25.360]  但是為什麼我們最後又失敗
[00:09:25.360 --> 00:09:26.760]  就是因為什麼
[00:09:26.760 --> 00:09:28.880]  就是因為領導的問題
[00:09:28.880 --> 00:09:30.640]  因為我們那些王
[00:09:30.640 --> 00:09:32.880]  不是真正的牧人
[00:09:32.880 --> 00:09:35.680]  不是真正去牧羊群羊的人
[00:09:35.680 --> 00:09:36.640]  你知道猶太人
[00:09:36.640 --> 00:09:39.960]  他們每個星期會跟一個讀經的計劃
[00:09:39.960 --> 00:09:41.160]  大概三年之後
[00:09:41.160 --> 00:09:43.160]  他們就會整本聖經讀完
[00:09:43.160 --> 00:09:44.560]  所以他們的會堂
[00:09:44.560 --> 00:09:45.200]  安息日的時候
[00:09:45.200 --> 00:09:46.880]  他們就會讀一段的聖經
[00:09:46.880 --> 00:09:48.160]  很大一段的
[00:09:48.160 --> 00:09:50.200]  譬如每逢到九月十月的時候
[00:09:50.200 --> 00:09:51.680]  他們又重新來過
[00:09:51.680 --> 00:09:53.880]  然後就創世紀開始這樣讀
[00:09:53.880 --> 00:09:55.400]  到這個修煉節的時候
[00:09:55.400 --> 00:09:58.160]  大概是西歷的年尾
[00:09:58.160 --> 00:10:00.320]  他們大概會去到
[00:10:00.320 --> 00:10:03.880]  看《律法五經》裡面其中一些經文
[00:10:03.880 --> 00:10:07.680]  也會看一些跟牧羊人有關的
[00:10:07.680 --> 00:10:10.800]  譬如《以色列書第34章》
[00:10:10.800 --> 00:10:13.880]  《以色列書第34章》是去到指責當時的
[00:10:13.880 --> 00:10:15.800]  以色列的所謂領袖
[00:10:15.800 --> 00:10:19.920]  他們不是真是去到牧羊群羊的
[00:10:19.920 --> 00:10:21.960]  所以為什麼搞到
[00:10:21.960 --> 00:10:25.280]  整個國家被摧毀
[00:10:25.280 --> 00:10:27.280]  因為那些領袖有問題
[00:10:27.280 --> 00:10:28.920]  《以色列書第34章》第一節
[00:10:28.920 --> 00:10:30.280]  當時他們修煉節的時候
[00:10:30.280 --> 00:10:32.280]  大概就會讀這段經文
[00:10:32.280 --> 00:10:33.280]  這段經文說什麼呢
[00:10:33.280 --> 00:10:35.680]  他說臨到我禍災
[00:10:35.680 --> 00:10:37.200]  以色列的牧人
[00:10:37.200 --> 00:10:39.160]  只知牧羊自己
