
[00:00:00.000 --> 00:00:02.560]  我們很光榮見到大家在現場
[00:00:02.560 --> 00:00:04.160]  能夠跟大家一起崇拜
[00:00:04.160 --> 00:00:05.040]  亦都在網上
[00:00:05.040 --> 00:00:07.120]  在芝加哥以外的地區歡迎你
[00:00:07.120 --> 00:00:09.800]  我們繼續我們講道的系列
[00:00:09.800 --> 00:00:14.120]  就是講忠末論和啟示錄
[00:00:14.120 --> 00:00:15.160]  講忠末論的時候
[00:00:15.160 --> 00:00:17.120]  我們講到一些必要性的東西
[00:00:17.120 --> 00:00:19.800]  不是一些想聽的東西
[00:00:19.800 --> 00:00:20.520]  為什麼呢
[00:00:20.520 --> 00:00:25.080]  就像剛才麗倩所分享的一些事項
[00:00:25.080 --> 00:00:27.120]  這些都不是我們希望
[00:00:27.120 --> 00:00:29.840]  願意或者想聽的東西
[00:00:29.840 --> 00:00:32.440]  這些不是我們想聽的東西
[00:00:32.440 --> 00:00:33.640]  但是忠末的東西
[00:00:33.640 --> 00:00:34.440]  聖經裏面
[00:00:34.440 --> 00:00:35.520]  我不知道大家有沒有想過
[00:00:35.520 --> 00:00:37.920]  其實大部分聖經裏面的東西
[00:00:37.920 --> 00:00:42.280]  都是一些不是我們想聽的東西
[00:00:42.280 --> 00:00:44.160]  但是我們必須要聽的東西
[00:00:44.160 --> 00:00:45.320]  是不是
[00:00:45.320 --> 00:00:47.200]  大家知道認識我的話
[00:00:47.200 --> 00:00:50.240]  你知道我一向睡覺都有問題
[00:00:50.240 --> 00:00:53.320]  我不是睡著我是沒有問題的
[00:00:53.320 --> 00:00:55.000]  但是睡了之後我會醒的
[00:00:55.000 --> 00:00:56.360]  那個是問題
[00:00:56.360 --> 00:00:57.560]  我睡兩小時
[00:00:57.560 --> 00:00:58.840]  兩小時鬆一點我又會醒
[00:00:58.840 --> 00:01:00.400]  然後又睡不著
[00:01:00.400 --> 00:01:06.280]  所以我掙扎了這個問題都挺久
[00:01:06.280 --> 00:01:08.280]  結果上次我看醫生的時候
[00:01:08.280 --> 00:01:10.280]  我就跟醫生說
[00:01:10.280 --> 00:01:11.640]  我有些這樣的問題
[00:01:11.640 --> 00:01:13.160]  他看到我檢查過之後
[00:01:13.160 --> 00:01:14.360]  他覺得你都很健康
[00:01:14.360 --> 00:01:15.440]  OK的
[00:01:15.440 --> 00:01:17.200]  好像沒有什麼了
[00:01:17.200 --> 00:01:18.160]  我就說不是
[00:01:18.160 --> 00:01:19.800]  其實我有一個問題
[00:01:19.800 --> 00:01:20.480]  我在掙扎的
[00:01:20.480 --> 00:01:24.480]  就是我發現
[00:01:24.480 --> 00:01:26.440]  如果我再年輕一點的時候
[00:01:26.440 --> 00:01:27.760]  我就OK的
[00:01:27.760 --> 00:01:28.800]  因為年輕一點
[00:01:28.800 --> 00:01:29.640]  好像橙一樣
[00:01:29.640 --> 00:01:31.200]  可以拿橙汁
[00:01:31.200 --> 00:01:32.920]  還可以滴出來
[00:01:32.920 --> 00:01:35.200]  現在年紀開始大了
[00:01:35.200 --> 00:01:36.640]  就發現不行了
[00:01:36.640 --> 00:01:39.560]  我要好好保養我自己
[00:01:39.560 --> 00:01:41.080]  所以我就跟醫生說
[00:01:41.080 --> 00:01:42.480]  這樣搞法不行
[00:01:42.480 --> 00:01:45.080]  這樣我會很快死的
[00:01:45.080 --> 00:01:47.200]  我真的這樣跟他說
[00:01:47.200 --> 00:01:48.600]  因為你知道美國醫生
[00:01:48.600 --> 00:01:50.360]  一定要跟他說得大聲一點
[00:01:50.360 --> 00:01:51.840]  他才聽得到
[00:01:51.840 --> 00:01:53.840]  結果他就說
[00:01:53.840 --> 00:01:55.000]  這樣嗎
[00:01:55.000 --> 00:01:55.520]  不如這樣吧
[00:01:55.520 --> 00:01:58.120]  我試過有些病人開過一種藥給他
[00:01:58.120 --> 00:01:59.840]  是有效的
[00:01:59.840 --> 00:02:01.040]  不過療癒的
[00:02:01.040 --> 00:02:03.440]  他問我試不試
[00:02:03.440 --> 00:02:05.440]  我說試一下
[00:02:05.440 --> 00:02:06.640]  結果他就開給我
[00:02:06.640 --> 00:02:09.480]  我就試了幾天之後
[00:02:09.480 --> 00:02:11.040]  我就習慣了
[00:02:11.040 --> 00:02:13.120]  我覺得是OK的
[00:02:13.120 --> 00:02:14.840]  起碼我可以睡到
[00:02:14.840 --> 00:02:17.280]  起碼五個小時六個小時左右
[00:02:17.280 --> 00:02:19.920]  就是連續這樣睡
[00:02:19.920 --> 00:02:22.640]  所以我就跟他說
[00:02:22.640 --> 00:02:23.880]  跟他解釋了之後
[00:02:23.880 --> 00:02:25.360]  他就開了藥給我
[00:02:25.360 --> 00:02:27.160]  他跟我說的時候
[00:02:27.160 --> 00:02:29.280]  我就發現他跟我說一些
[00:02:29.280 --> 00:02:31.360]  是我必須要聽的東西
[00:02:31.360 --> 00:02:33.360]  不是一些我想聽的東西
[00:02:33.360 --> 00:02:36.960]  他也忠告我
[00:02:36.960 --> 00:02:40.640]  牧師你也開始要留意
[00:02:40.640 --> 00:02:43.480]  不然你玩不了多少年
[00:02:43.480 --> 00:02:46.080]  是一些必要性
[00:02:46.080 --> 00:02:47.880]  需要聽的東西
[00:02:47.880 --> 00:02:49.440]  中末論
[00:02:49.440 --> 00:02:50.800]  Ascotom
[00:02:50.800 --> 00:02:53.160]  其實就是告訴我們
[00:02:53.160 --> 00:02:55.080]  我們需要去看些什麼
[00:02:55.080 --> 00:02:58.080]  是我們必須要看的
[00:02:58.080 --> 00:02:59.760]  我記得90年代的時候
[00:02:59.760 --> 00:03:01.880]  那時候我在溫哥華
[00:03:01.880 --> 00:03:04.440]  有機會在教會侍奉
[00:03:04.440 --> 00:03:05.640]  因為有一個會友
[00:03:05.640 --> 00:03:09.160]  他的爸爸是微信主
[00:03:09.160 --> 00:03:11.760]  叫我們傳道人去探望他
[00:03:11.760 --> 00:03:16.680]  我們會友當然也叫他肯去給你探望
[00:03:16.680 --> 00:03:17.960]  我們就說好啊
[00:03:17.960 --> 00:03:20.680]  我就去探望他
[00:03:20.680 --> 00:03:23.680]  我探望他90年代末的時候
[00:03:23.680 --> 00:03:25.680]  在溫哥華
[00:03:25.680 --> 00:03:28.680]  你知道那裡的香港人很有錢
[00:03:28.680 --> 00:03:29.680]  是吧
[00:03:29.680 --> 00:03:33.680]  起碼溫哥華有兩三間屋
[00:03:33.680 --> 00:03:35.680]  香港可能有幾棟樓
[00:03:35.680 --> 00:03:37.680]  我跟他談
[00:03:37.680 --> 00:03:39.680]  我們弟兄姊妹跟他談
[00:03:39.680 --> 00:03:41.680]  他真是
[00:03:41.680 --> 00:03:43.680]  他口氣多大
[00:03:43.680 --> 00:03:45.680]  很難怪的
[00:03:45.680 --> 00:03:47.680]  他有錢又有權
[00:03:47.680 --> 00:03:48.680]  又有勢
[00:03:48.680 --> 00:03:49.680]  有地位
[00:03:49.680 --> 00:03:55.680]  他每天都是出去喝茶
[00:03:55.680 --> 00:03:59.680]  他為什麼要聽你的話
[00:03:59.680 --> 00:04:01.680]  我又明白
[00:04:01.680 --> 00:04:02.680]  我們這樣的窮傳道
[00:04:02.680 --> 00:04:03.680]  爛名一條
[00:04:03.680 --> 00:04:05.680]  你說什麼
[00:04:05.680 --> 00:04:13.680]  他的態度不是很好
[00:04:13.680 --> 00:04:15.680]  跟他談這些
[00:04:15.680 --> 00:04:17.680]  他說你教徒
[00:04:17.680 --> 00:04:19.680]  什麼叫感恩
[00:04:19.680 --> 00:04:21.680]  什麼叫奉獻
[00:04:21.680 --> 00:04:23.680]  我自己白手興家
[00:04:23.680 --> 00:04:25.680]  我用不著靠你
[00:04:25.680 --> 00:04:28.680]  最後不是很好收場
[00:04:28.680 --> 00:04:32.680]  最後探訪的時間
[00:04:32.680 --> 00:04:34.680]  我們說不妨礙你了
