
[00:00:00.000 --> 00:00:04.000]  好,各位大英姐妹,早安
[00:00:04.000 --> 00:00:05.000]  早安
[00:00:05.000 --> 00:00:08.000]  今天我要分享的題目就是
[00:00:08.000 --> 00:00:13.000]  新約中的情緒,一,憤怒
[00:00:13.000 --> 00:00:17.000]  為甚麼是新約中的情緒和一呢?
[00:00:17.000 --> 00:00:18.000]  其實有兩個原因
[00:00:18.000 --> 00:00:21.000]  第一個原因是跟我老婆有關的Bella
[00:00:21.000 --> 00:00:24.000]  大家都知道Bella在這裡
[00:00:24.000 --> 00:00:28.000]  做一個靈修指導
[00:00:28.000 --> 00:00:30.000]  令我心動
[00:00:30.000 --> 00:00:33.000]  她說一些這麼靈性的東西
[00:00:33.000 --> 00:00:35.000]  說一些這麼心靈性的東西
[00:00:35.000 --> 00:00:37.000]  我這個人又能不能在講道道
[00:00:37.000 --> 00:00:39.000]  說一些比較靈性的東西呢?
[00:00:39.000 --> 00:00:41.000]  但很可惜地,很不幸地
[00:00:41.000 --> 00:00:43.000]  我不是一個很靈性的人
[00:00:43.000 --> 00:00:45.000]  我真的不太熟悉靈性
[00:00:45.000 --> 00:00:48.000]  我講不到一些很靈性的東西
[00:00:48.000 --> 00:00:50.000]  就想想,隨便說
[00:00:50.000 --> 00:00:53.000]  不如就說一下新約中
[00:00:53.000 --> 00:00:56.000]  古代是怎樣看待情緒的呢?
[00:00:56.000 --> 00:00:58.000]  而古代是怎樣看待情緒
[00:00:58.000 --> 00:01:02.000]  又令我們對於自己的情緒有甚麼反思呢?
[00:01:02.000 --> 00:01:04.000]  所以我就選擇了這個題目
[00:01:04.000 --> 00:01:06.000]  至於為甚麼是一呢?
[00:01:06.000 --> 00:01:07.000]  就是和Mark Sir有關的
[00:01:07.000 --> 00:01:09.000]  因為我發現Mark Sir說到一個特別的地方
[00:01:09.000 --> 00:01:11.000]  就是他很喜歡製作一些系列出來
[00:01:11.000 --> 00:01:15.000]  例如甚麼基督眼中的教會1234
[00:01:15.000 --> 00:01:17.000]  然後甚麼世俗的君王
[00:01:17.000 --> 00:01:19.000]  現在說了一了
[00:01:19.000 --> 00:01:22.000]  所以我就,他啟發了我
[00:01:22.000 --> 00:01:23.000]  不如製作一個系列出來
[00:01:23.000 --> 00:01:25.000]  不要只說一個情緒
[00:01:25.000 --> 00:01:27.000]  多說幾種情緒
[00:01:27.000 --> 00:01:30.000]  所以如果有機會的話
[00:01:30.000 --> 00:01:32.000]  下次還有機會
[00:01:32.000 --> 00:01:34.000]  還有機會在這裡說的話
[00:01:34.000 --> 00:01:36.000]  可能會有二或者三
[00:01:36.000 --> 00:01:38.000]  但也可能只有一
[00:01:38.000 --> 00:01:39.000]  因為我想不到
[00:01:39.000 --> 00:01:41.000]  如果我突然間
[00:01:41.000 --> 00:01:43.000]  我這個人比較ad-hoc
[00:01:43.000 --> 00:01:44.000]  想不到的話
[00:01:44.000 --> 00:01:46.000]  這個系列就停在這裡
[00:01:46.000 --> 00:01:48.000]  就這樣了
[00:01:48.000 --> 00:01:50.000]  不過anyway
[00:01:50.000 --> 00:01:51.000]  總之今天我選了一個情緒
[00:01:51.000 --> 00:01:52.000]  我在想
[00:01:52.000 --> 00:01:57.000]  用甚麼情緒做這個系列的第一篇講道呢?
[00:01:57.000 --> 00:01:58.000]  我就在想
[00:01:58.000 --> 00:02:00.000]  不如說一些在教會比較少說的情緒
[00:02:00.000 --> 00:02:02.000]  因為這些太常見了
[00:02:02.000 --> 00:02:03.000]  沒甚麼好說的
[00:02:03.000 --> 00:02:06.000]  說一些我們經常都經歷的
[00:02:06.000 --> 00:02:08.000]  但在教會不是很常說的情緒
[00:02:08.000 --> 00:02:09.000]  就是甚麼呢?
[00:02:09.000 --> 00:02:10.000]  憤怒
[00:02:10.000 --> 00:02:14.000]  所以我就選了憤怒做我第一篇的講道
[00:02:14.000 --> 00:02:15.000]  其實很簡單
[00:02:15.000 --> 00:02:16.000]  憤怒是甚麼呢?
[00:02:16.000 --> 00:02:18.000]  就是我們在教會裏面
[00:02:18.000 --> 00:02:20.000]  我們平日經歷
[00:02:20.000 --> 00:02:22.000]  但在教會很少說
[00:02:22.000 --> 00:02:24.000]  也不會怎麼表達
[00:02:24.000 --> 00:02:25.000]  因為教會是甚麼呢?
[00:02:25.000 --> 00:02:26.000]  愛的群體
[00:02:26.000 --> 00:02:27.000]  要客客氣氣地
[00:02:27.000 --> 00:02:28.000]  你愛我,我愛你
[00:02:28.000 --> 00:02:29.000]  就算生氣
[00:02:29.000 --> 00:02:31.000]  也要私底下生氣
[00:02:31.000 --> 00:02:33.000]  不要生氣出面
[00:02:33.000 --> 00:02:35.000]  不然大家沒有朋友做
[00:02:35.000 --> 00:02:36.000]  是很嚴重的
[00:02:36.000 --> 00:02:37.000]  特別在華人教會
[00:02:37.000 --> 00:02:38.000]  大家要明白
[00:02:38.000 --> 00:02:39.000]  生氣過一次
[00:02:39.000 --> 00:02:40.000]  回不了頭
[00:02:40.000 --> 00:02:42.000]  這些事情是很嚴重的
[00:02:42.000 --> 00:02:44.000]  但我想去看看
[00:02:44.000 --> 00:02:45.000]  究竟在新約裏面
[00:02:45.000 --> 00:02:46.000]  是怎樣看待生氣呢?
[00:02:46.000 --> 00:02:48.000]  是否不要發出來這麼簡單呢?
[00:02:48.000 --> 00:02:50.000]  是否不要生氣這麼簡單呢?
[00:02:50.000 --> 00:02:54.000]  這個就是我很想和大家去看的東西
[00:02:54.000 --> 00:02:57.000]  在講憤怒之前
[00:02:57.000 --> 00:02:58.000]  其實我們很少去想
[00:02:58.000 --> 00:03:00.000]  我們需要問一個問題
[00:03:00.000 --> 00:03:01.000]  其實甚麼是憤怒呢?
[00:03:01.000 --> 00:03:02.000]  我們經常經歷的
[00:03:02.000 --> 00:03:05.000]  但我們很少去思考甚麼是憤怒
[00:03:05.000 --> 00:03:08.000]  所以我們首先去看看一些定義的問題
[00:03:08.000 --> 00:03:10.000]  究竟現代的人
[00:03:10.000 --> 00:03:11.000]  或者現代心理學
[00:03:11.000 --> 00:03:12.000]  怎樣定義憤怒?
[00:03:12.000 --> 00:03:15.000]  我選了一個最有權威性的定義
[00:03:15.000 --> 00:03:18.000]  來自美國心理學會的APA
[00:03:18.000 --> 00:03:19.000]  讀心理學的人都知道
[00:03:19.000 --> 00:03:21.000]  APA是最有權威的定義
[00:03:21.000 --> 00:03:23.000]  APA怎樣定義憤怒呢?
[00:03:23.000 --> 00:03:24.000]  它是這樣說的
[00:03:24.000 --> 00:03:25.000]  我自己翻譯的
[00:03:25.000 --> 00:03:27.000]  將英文轉為中文
[00:03:27.000 --> 00:03:31.000]  因挫折、真實或想像而來的傷害
[00:03:31.000 --> 00:03:33.000]  或感知到的不公正
[00:03:33.000 --> 00:03:36.000]  而產生的緊張和敵意
[00:03:36.000 --> 00:03:38.000]  這一種就是憤怒
[00:03:38.000 --> 00:03:42.000]  我又看看另一個定義
[00:03:42.000 --> 00:03:44.000]  這位叫做Paul Edmund
[00:03:44.000 --> 00:03:47.000]  是一個很有名的心理學家
[00:03:47.000 --> 00:03:49.000]  他是專門研究情緒的
[00:03:49.000 --> 00:03:51.000]  大家如果有看過迪士尼的一套卡通片
[00:03:51.000 --> 00:03:53.000]  叫做《Inside Out》的話
[00:03:53.000 --> 00:03:54.000]  就會知道
[00:03:54.000 --> 00:03:56.000]  其實他Paul Edmund
[00:03:56.000 --> 00:04:00.000]  是《Inside Out》系列動畫的心理學顧問
[00:04:00.000 --> 00:04:02.000]  他就是專門研究情緒
[00:04:02.000 --> 00:04:04.000]  他怎樣定義憤怒呢?
[00:04:04.000 --> 00:04:05.000]  他就說
[00:04:05.000 --> 00:04:08.000]  憤怒是七種基本情緒之一
[00:04:08.000 --> 00:04:10.000]  因為他定義了
[00:04:10.000 --> 00:04:12.000]  人無論是甚麼文化的人
[00:04:12.000 --> 00:04:13.000]  都有七種基本情緒
[00:04:13.000 --> 00:04:14.000]  只要你是人
[00:04:14.000 --> 00:04:16.000]  就有這七種基本情緒
[00:04:16.000 --> 00:04:17.000]  而憤怒是其中一種
[00:04:17.000 --> 00:04:20.000]  當我們追求目標
[00:04:20.000 --> 00:04:22.000]  受阻的時候
[00:04:22.000 --> 00:04:24.000]  或者受到不公平的待遇的時候
[00:04:24.000 --> 00:04:26.000]  就會產生憤怒
[00:04:26.000 --> 00:04:28.000]  而在最極端的情況下
[00:04:28.000 --> 00:04:30.000]  憤怒可能是最危險的情緒之一
[00:04:30.000 --> 00:04:33.000]  因為它和暴力是有一種關聯
[00:04:33.000 --> 00:04:34.000]  大家都很明白
[00:04:34.000 --> 00:04:35.000]  你很生氣的時候
[00:04:35.000 --> 00:04:36.000]  就很想打人
[00:04:36.000 --> 00:04:40.000]  所以可能是一個最危險的情緒之一
[00:04:40.000 --> 00:04:42.000]  我們看完一些現代的定義
[00:04:42.000 --> 00:04:44.000]  但因為我們今天要看新約
[00:04:44.000 --> 00:04:46.000]  我們不可以只說
[00:04:46.000 --> 00:04:47.000]  現代人怎樣看憤怒
[00:04:47.000 --> 00:04:50.000]  我們要問古代人怎樣看憤怒呢?
[00:04:50.000 --> 00:04:52.000]  我們就看看古代的定義
[00:04:52.000 --> 00:04:55.000]  一位人稱叫做亞里斯多德
[00:04:55.000 --> 00:04:56.000]  是很重要的
[00:04:56.000 --> 00:04:59.000]  說古代的情緒一定要看他的著作
[00:04:59.000 --> 00:05:02.000]  因為他在他的著作修辭學裏面
[00:05:02.000 --> 00:05:04.000]  定義了很多情緒
[00:05:04.000 --> 00:05:06.000]  他分析了各種不同的情緒
[00:05:06.000 --> 00:05:08.000]  他怎樣分析
[00:05:08.000 --> 00:05:10.000]  或者怎樣定義憤怒呢?
[00:05:10.000 --> 00:05:11.000]  他就這樣說
[00:05:11.000 --> 00:05:14.000]  憤怒就是因為認知到自己
[00:05:14.000 --> 00:05:15.000]  或者自己的家人
[00:05:15.000 --> 00:05:16.000]  或者自己的朋友
[00:05:16.000 --> 00:05:18.000]  受到不公平的待遇
[00:05:18.000 --> 00:05:20.000]  從而想報復的慾望
[00:05:20.000 --> 00:05:22.000]  這一種就是憤怒
[00:05:22.000 --> 00:05:24.000]  對於亞里斯多德來說
[00:05:24.000 --> 00:05:25.000]  憤怒是怎樣的呢?
[00:05:25.000 --> 00:05:27.000]  是認知性的
[00:05:27.000 --> 00:05:29.000]  是你自己知道自己憤怒
[00:05:29.000 --> 00:05:30.000]  還有你知道自己生氣
[00:05:30.000 --> 00:05:32.000]  我們平時經常說
[00:05:32.000 --> 00:05:33.000]  現代人可能會說
[00:05:33.000 --> 00:05:34.000]  憤怒是控制不了的
[00:05:34.000 --> 00:05:36.000]  是我裏面的衝動
[00:05:36.000 --> 00:05:38.000]  但亞里斯多德就不是這樣說
[00:05:38.000 --> 00:05:40.000]  亞里斯多德承認這種是一種慾望
[00:05:40.000 --> 00:05:41.000]  不是一種衝動
[00:05:41.000 --> 00:05:43.000]  但這種衝動是有認知性的
[00:05:43.000 --> 00:05:45.000]  當你認知到
[00:05:45.000 --> 00:05:46.000]  你覺得
