
[00:00:00.000 --> 00:00:05.320]  各位好,歡迎各位來到我們廣風之谷的另一個論壇
[00:00:05.320 --> 00:00:08.920]  今天有幾位嘉賓加入我們
[00:00:08.920 --> 00:00:14.800]  除了我在芝加哥之外,還有三位嘉賓參與今天的討論
[00:00:14.800 --> 00:00:21.640]  我們先讓大家介紹一下自己,先讓康牧先介紹一下自己
[00:00:21.640 --> 00:00:25.240]  大家好,我是康惠志牧師
[00:00:25.240 --> 00:00:31.040]  我是廣風之谷的一個閒人來的
[00:00:31.040 --> 00:00:42.240]  我在雪梨牧會,我比較喜歡負擔做多一點傳呼音的工作
[00:00:42.240 --> 00:00:45.480]  好,那胡牧先來介紹一下自己
[00:00:45.480 --> 00:00:50.440]  各位你好,我是胡志偉牧師,我是廣風之谷的顧問
[00:00:50.440 --> 00:00:54.560]  因為下水的事情對一個退休牧師來說太多了
[00:00:54.560 --> 00:01:02.000]  所以我自由身,做我喜歡做的事情,寫文章,討論等等
[00:01:02.000 --> 00:01:04.560]  現在在英國的Bistro
[00:01:04.560 --> 00:01:07.680]  英國的Bistro,歡迎胡牧師加入我們
[00:01:07.680 --> 00:01:10.240]  另外,Pastor Tony,黃牧師
[00:01:10.240 --> 00:01:14.640]  大家好,我是黃啟泰牧師
[00:01:14.640 --> 00:01:20.960]  還沒有到胡牧師的退休的時候,快要了
[00:01:20.960 --> 00:01:24.400]  所以有時候做事都是有些責任
[00:01:24.400 --> 00:01:29.080]  也要顧全服務機構的一些關聯
[00:01:29.080 --> 00:01:31.800]  這些是身不由己的情況
[00:01:31.800 --> 00:01:36.600]  我叫做廣風之谷的顧問
[00:01:36.600 --> 00:01:43.160]  也想參與多一點,不過這段時間的教學和教務行政上都比較忙碌
[00:01:43.160 --> 00:01:47.800]  只能夠暫時做一個類似閒角的角色
[00:01:47.800 --> 00:01:51.160]  比礦牧更加閒
[00:01:51.160 --> 00:01:57.680]  神樂縣在悉尼,但是我的家在Melbourne
[00:01:57.680 --> 00:02:00.600]  不要問我如何處理這個問題
[00:02:00.600 --> 00:02:02.920]  暫時是這樣
[00:02:02.920 --> 00:02:04.920]  (黃) 安身
[00:02:04.920 --> 00:02:07.320]  黃牧師你在Melbourne多一點嗎?
[00:02:07.320 --> 00:02:09.320]  其實一半一半
[00:02:09.320 --> 00:02:15.840]  今天很高興有澳洲兩位牧師,Richard和Pastor Tony
[00:02:15.840 --> 00:02:18.840]  還有UK胡牧師
[00:02:18.840 --> 00:02:23.240]  我在芝加哥美國,真的夠分散了
[00:02:23.240 --> 00:02:25.000]  差不多整個地球
[00:02:25.000 --> 00:02:30.680]  我們今天想講的題目就是「散流放」這方面
[00:02:30.680 --> 00:02:35.760]  我相信在香港背景的信徒教會來說是一個很切身的問題
[00:02:35.760 --> 00:02:37.760]  大家知道香港的問題
[00:02:37.760 --> 00:02:43.720]  香港也有很多的信徒要掙扎流於去的問題
[00:02:43.720 --> 00:02:46.680]  也有很多已經離開了的
[00:02:46.680 --> 00:02:49.360]  我相信我們四位當中有很多的人
[00:02:49.360 --> 00:02:52.920]  包括我們自己,都是流散的一部分
[00:02:52.920 --> 00:02:57.800]  我們看看可不可以在這方面認真討論一下
[00:02:57.800 --> 00:03:02.880]  討論一下流散或者exile這個問題
[00:03:02.880 --> 00:03:06.640]  所以我們想在這裡討論一下這個問題
[00:03:06.640 --> 00:03:08.640]  最近有一間香港的神童院
[00:03:08.640 --> 00:03:13.480]  因為這個題目就開了一個碩士課程
[00:03:13.480 --> 00:03:18.640]  我相信這個舉動或者做法
[00:03:18.640 --> 00:03:23.200]  其實反映了這個題目是非常熱門的
[00:03:23.200 --> 00:03:28.360]  我們大家也需要很深思去思考一下
[00:03:28.360 --> 00:03:31.840]  我不知道三位有什麼的參考
[00:03:31.840 --> 00:03:36.960]  在這方面流散或者流放等等
[00:03:36.960 --> 00:03:38.960]  胡牧師先來,好嗎?
[00:03:38.960 --> 00:03:41.840]  我還沒有離開香港之前
[00:03:41.840 --> 00:03:47.920]  大概在2020年9月寫了一篇文章叫做流放神學的探討
[00:03:47.920 --> 00:03:49.920]  大家可以在網上找到這篇文章
[00:03:49.920 --> 00:03:51.920]  那時候我還沒有離開香港
[00:03:51.920 --> 00:03:53.920]  我那時候也已經思想
[00:03:53.920 --> 00:03:57.760]  因為隨著香港已經變得越來越陌生
[00:03:57.760 --> 00:04:01.680]  有點像聖殿被毀的那種情況
[00:04:01.680 --> 00:04:03.680]  所以很多人就四散
[00:04:03.680 --> 00:04:05.680]  在四散的時候究竟是怎麼樣?
[00:04:05.680 --> 00:04:10.080]  如果有留心看我當時還沒有離開香港所寫的文章
[00:04:10.080 --> 00:04:17.600]  其實我那個論述基本上就是看不離開香港
[00:04:17.600 --> 00:04:23.840]  其實那個教會群體已經是落在一種流放的狀況裡面
[00:04:23.840 --> 00:04:26.640]  有些人錯誤的理解
[00:04:26.640 --> 00:04:29.920]  就是以為走了,不在香港
[00:04:29.920 --> 00:04:32.560]  這些才是流散的群體
[00:04:32.560 --> 00:04:34.560]  所以我會嘗試
[00:04:34.560 --> 00:04:36.560]  因為我經常思考這個問題
[00:04:36.560 --> 00:04:39.920]  就會看流散和流放是不同的
[00:04:39.920 --> 00:04:46.000]  如果你稍微找一本中文最簡單的來看
[00:04:46.000 --> 00:04:49.600]  流放就是中國古代對一些官
[00:04:49.600 --> 00:04:52.320]  大家很熟悉的其中一個就是蘇東坡
[00:04:52.320 --> 00:05:00.000]  他當時和王安石在朝廷上有一些大家在政治上的爭論
[00:05:00.000 --> 00:05:06.640]  所以蘇東坡被貶,他就流放到中國的南方一些地方
[00:05:06.640 --> 00:05:11.520]  所以流放就是以前對一些人的一種刑罰
[00:05:11.520 --> 00:05:15.360]  就放你,放逐你去一個偏遠的地方
[00:05:15.360 --> 00:05:18.880]  在聖經裡面也有這種描述
[00:05:18.880 --> 00:05:23.360]  特別是你看一些中文的譯本,比方說馮仗
[00:05:23.360 --> 00:05:25.840]  馮仗在聖經裡面也有這麼說
[00:05:25.840 --> 00:05:29.120]  特別是《小林傳》第七章43節的翻譯
[00:05:29.120 --> 00:05:32.960]  他就說漢王流放,趕去巴比倫
[00:05:32.960 --> 00:05:34.960]  就是當時這群以色列人
[00:05:34.960 --> 00:05:36.960]  他們拜偶像的時候
[00:05:36.960 --> 00:05:42.560]  上帝對他們的審判就是將他們流放,趕到巴比倫
[00:05:42.560 --> 00:05:44.560]  所以我去看的時候
[00:05:44.560 --> 00:05:47.760]  然後在另一個大家很熟悉的經文
[00:05:47.760 --> 00:05:49.760]  就是在《遺德前書》第一章第一節
[00:05:49.760 --> 00:05:51.760]  他就說彼得耶穌基督的使徒
[00:05:51.760 --> 00:05:57.600]  自流散在本都加拉泰、卡伯多奇亞、亞細亞
[00:05:57.600 --> 00:05:59.600]  和比聚尼的過客
[00:05:59.600 --> 00:06:02.400]  他這裡就用兩個字,流散
[00:06:02.400 --> 00:06:06.960]  過客就是我們今天所說的那個所謂流放者
[00:06:06.960 --> 00:06:08.960]  這個流放者其實
[00:06:08.960 --> 00:06:12.080]  當然在中文和學本的翻譯裡面就是寄居者
[00:06:12.080 --> 00:06:16.160]  所以我就會看這個exile這個字在英文裡面
[00:06:16.160 --> 00:06:20.640]  他的那個內容是豐富過流散
[00:06:20.640 --> 00:06:25.920]  流散者很多時候就是指向一個人口的遷移
[00:06:25.920 --> 00:06:27.920]  就是people movement
[00:06:27.920 --> 00:06:29.920]  你由一個族群或者一班人
[00:06:29.920 --> 00:06:31.920]  由一個地方去到另一個地方
[00:06:31.920 --> 00:06:33.920]  當然你可以這麼說
[00:06:33.920 --> 00:06:35.920]  其實在80年代的時候
[00:06:35.920 --> 00:06:37.920]  王永信羅曼華年代
[00:06:37.920 --> 00:06:39.920]  說的這個華福運動
[00:06:39.920 --> 00:06:45.920]  其實就是在說海外華人那種流散的現象
[00:06:45.920 --> 00:06:51.760]  怎樣將這些流散的海外華人基督徒能夠凝聚
[00:06:51.760 --> 00:06:55.920]  以至他們仍然繼續有這種所謂宣教的使命
[00:06:55.920 --> 00:06:58.720]  但今天我們如果看回現在的情景的時候
[00:06:58.720 --> 00:07:02.160]  我會嘗試去看有三種類別的
[00:07:02.160 --> 00:07:04.960]  我會看第一個類別
[00:07:04.960 --> 00:07:08.400]  就是那些叫做流汗的苦工
[00:07:08.400 --> 00:07:10.080]  這個就是第一類的類別
[00:07:10.080 --> 00:07:12.480]  如果我們看回華人的移民歷史
[00:07:12.480 --> 00:07:16.000]  第二類的我會稱為上流的移民
[00:07:16.000 --> 00:07:19.600]  這些上流的移民會包括內地和香港的
[00:07:19.600 --> 00:07:22.480]  他是尋求經濟或者子女的教育
[00:07:22.480 --> 00:07:27.600]  於是就去了加拿大、澳洲或者英國其他地方
[00:07:27.600 --> 00:07:33.280]  第三類的我會稱為流放的群體或者流放的市民
[00:07:33.280 --> 00:07:35.280]  就是因為政治的緣故
[00:07:35.280 --> 00:07:41.120]  因為對他所處身的主流文化有一種強烈的不滿
[00:07:41.120 --> 00:07:46.640]  於是他們就要不情願地離開他原來的原居地
[00:07:46.640 --> 00:07:51.680]  我就會看2014、2019年社會運動之後離開香港的那一群
[00:07:51.680 --> 00:07:55.760]  就和前面那兩批的流散者是完全不同的
[00:07:55.760 --> 00:08:01.680]  是和那些流汗的苦工和那些上流的經濟移民
[00:08:01.680 --> 00:08:03.840]  是完全不同的心境
[00:08:03.840 --> 00:08:07.760]  所以當我們如果用流散來聚焦的時候
[00:08:07.760 --> 00:08:09.680]  有時候會放錯了焦點
[00:08:09.680 --> 00:08:12.160]  所以當然你可以說流散是神學的
[00:08:12.160 --> 00:08:19.040]  但是我會看流放就會有一個更加豐富的想像力
[00:08:19.040 --> 00:08:20.160]  是讓我看到的
[00:08:20.160 --> 00:08:21.920]  所以當我寫這篇文章的時候
[00:08:21.920 --> 00:08:25.120]  其實我就說在香港的飆途群體
[00:08:25.120 --> 00:08:28.640]  他都仍然是和我們流放的心態
[00:08:28.640 --> 00:08:34.960]  這種流放的心態就是基本上我是對主流建制的
[00:08:34.960 --> 00:08:37.760]  無論政治也好、教會的體制
[00:08:37.760 --> 00:08:39.360]  我是有一種強烈的不滿
[00:08:39.360 --> 00:08:44.320]  我是不想繼續按你們那種方式來生活
[00:08:44.320 --> 00:08:47.680]  所以它就是一種自我放逐的那種群體生活
[00:08:47.680 --> 00:08:50.800]  所以其實他開學位課程是沒有問題的
[00:08:50.800 --> 00:08:52.480]  但是其實重點是錯了
[00:08:52.480 --> 00:08:56.000]  不是給那些海外流散的群體
[00:08:56.000 --> 00:08:59.600]  而是給在香港那些的飆途群體
[00:08:59.600 --> 00:09:04.240]  他們繼續怎樣實踐一種流放式的
[00:09:04.240 --> 00:09:06.960]  那種門徒生活
[00:09:06.960 --> 00:09:11.280]  其實我兩年前的文章就已經在說這個重點
[00:09:11.280 --> 00:09:14.960]  你可以看回我整篇文章就不是說走了會是怎樣
[00:09:14.960 --> 00:09:17.040]  而是說留下在這裡
[00:09:17.040 --> 00:09:22.960]  怎樣就不是再成為一種聖殿式的那種勁敗群體
[00:09:22.960 --> 00:09:29.520]  而是所謂聖賢式的那種學習、聖道的那班作業滿途的市民
[00:09:29.520 --> 00:09:31.680]  這個就是我基本的論述
[00:09:31.680 --> 00:09:33.040]  我就停在這裡
[00:09:34.000 --> 00:09:37.440]  這個讓我想起其實舊約裡面
[00:09:37.440 --> 00:09:39.120]  胡牧你也看過
[00:09:39.120 --> 00:09:41.120]  去聖殿化
[00:09:41.120 --> 00:09:46.800]  聖殿地位的時候對猶太人的那種衝擊
[00:09:46.800 --> 00:09:49.600]  有很多不同的群體出現了
[00:09:49.600 --> 00:09:52.400]  然後也有很多不同的神學的回應
[00:09:52.400 --> 00:09:54.000]  有些可能離開了
[00:09:54.000 --> 00:09:55.040]  有些可能留下
[00:09:55.040 --> 00:09:57.520]  我覺得你說那個留在香港
[00:09:57.520 --> 00:10:03.280]  但是仍然在自身上是一種流放的舉牌
[00:10:03.280 --> 00:10:04.480]  是
[00:10:04.480 --> 00:10:06.000]  黃牧師呢?
[00:10:06.000 --> 00:10:12.240]  我同意胡牧特別提出這個區分
[00:10:12.240 --> 00:10:13.520]  我覺得很有意思
[00:10:13.520 --> 00:10:15.760]  因為就算在中文本身
[00:10:15.760 --> 00:10:19.520]  譬如我們說流放
[00:10:19.520 --> 00:10:22.480]  又或者剛才胡牧也用了一個自我放逐
[00:10:22.480 --> 00:10:23.520]  放逐是一個意思
[00:10:23.520 --> 00:10:25.520]  就是在漢語裡面
[00:10:25.520 --> 00:10:27.840]  就很明顯是一個帶有
[00:10:27.840 --> 00:10:32.720]  無論是財在家諸在他身上的那種所謂懲罰
[00:10:32.720 --> 00:10:35.200]  又或者自己因為某些理念
[00:10:35.200 --> 00:10:37.680]  和那個主流有差異
[00:10:37.680 --> 00:10:40.480]  他離開這樣一個含義
[00:10:40.480 --> 00:10:43.920]  但是這個問題就接下來牽涉到一個
[00:10:43.920 --> 00:10:45.920]  我覺得比較有趣的就是
[00:10:45.920 --> 00:10:50.560]  是不是流放就一定是有一種自我意識開始呢?
[00:10:50.560 --> 00:10:53.520]  還是他也是一個可以是一種被動的呢?
[00:10:53.520 --> 00:10:58.640]  又或者流散我們剛才說胡牧提到最初那兩層的移民
[00:10:58.640 --> 00:11:01.440]  其實他們在某個意義上
[00:11:01.440 --> 00:11:05.360]  當然他們也是有所謂的經濟的考慮
[00:11:05.360 --> 00:11:09.360]  有些也很可能純粹是因為他的意識形態上的選擇
[00:11:09.360 --> 00:11:15.360]  我相信特別是講到80年代90年代那一批
[00:11:15.360 --> 00:11:17.760]  多多少少有這樣的背景
[00:11:17.760 --> 00:11:20.240]  其實他們怎麼classify(分類)呢?
[00:11:20.240 --> 00:11:24.880]  在胡牧這個區別裡面來考慮的時候
[00:11:24.880 --> 00:11:28.400]  是不是一定是有自我意識或者帶著一個使命
[00:11:28.400 --> 00:11:33.040]  又或者是一種被迫這樣才叫做流放呢?
[00:11:33.040 --> 00:11:36.480]  而那些早年因為經濟的因素
[00:11:36.480 --> 00:11:39.280]  這些可能都是一個被迫的原因去賣豬仔
[00:11:39.280 --> 00:11:43.440]  他們都是一種流放還是流散呢?
[00:11:43.440 --> 00:11:46.240]  我覺得這個是一個引起我思考的
[00:11:46.240 --> 00:11:49.520]  不是等於胡牧所講的不合理
[00:11:49.520 --> 00:11:51.360]  只不過我會覺得是這件事
[00:11:51.360 --> 00:11:55.680]  譬如聖經那方面其實有一個area(範疇)
[00:11:55.680 --> 00:11:59.120]  譬如我們講到比特前書或者甚至是法國書
[00:11:59.120 --> 00:12:02.320]  但其實有另外一本書挺值得討論的
[00:12:02.320 --> 00:12:04.240]  就是《仕途行傳》
[00:12:04.240 --> 00:12:07.280]  《仕途行傳》那幫被打散的那幫
[00:12:07.280 --> 00:12:10.240]  到隨傳隨走隨存的
[00:12:10.240 --> 00:12:11.680]  我們又怎麼classify(分類)呢?
[00:12:11.680 --> 00:12:13.520]  如果用剛才所講的定義
[00:12:13.520 --> 00:12:17.600]  我覺得是可以繼續討論下去的
[00:12:17.600 --> 00:12:20.480]  因為我們面對的現象是太複雜
[00:12:20.480 --> 00:12:23.760]  可能是一個比較單一的定義
