
[00:00:00.000 --> 00:00:01.160]  頂節目早晨
[00:00:01.160 --> 00:00:05.000]  在三月底開始就是聖週
[00:00:05.000 --> 00:00:06.400]  Holy Week
[00:00:06.400 --> 00:00:10.000]  在我們基督徒的日曆裡面
[00:00:10.000 --> 00:00:12.280]  這個禮拜是非常重要的
[00:00:12.280 --> 00:00:16.320]  因為這個禮拜是耶穌最後的一個禮拜
[00:00:16.320 --> 00:00:17.560]  我們叫它Holy Week
[00:00:17.560 --> 00:00:19.560]  或者叫它Passion Week
[00:00:19.560 --> 00:00:21.880]  Passion意思是受苦
[00:00:21.880 --> 00:00:23.240]  就是受苦的意思
[00:00:23.240 --> 00:00:26.320]  耶穌在地上的生命
[00:00:26.320 --> 00:00:27.520]  最後的一個星期
[00:00:27.520 --> 00:00:28.480]  最後的七天
[00:00:28.800 --> 00:00:32.040]  聖經裡面居然是用最多的篇幅
[00:00:32.040 --> 00:00:34.640]  最多的份量來記載的
[00:00:34.640 --> 00:00:35.520]  你想一想
[00:00:35.520 --> 00:00:36.800]  你人生裡面如果是
[00:00:36.800 --> 00:00:38.320]  說得不好聽的話
[00:00:38.320 --> 00:00:39.360]  你剩下一個禮拜
[00:00:39.360 --> 00:00:39.920]  OK
[00:00:39.920 --> 00:00:40.760]  剩下這個禮拜
[00:00:40.760 --> 00:00:41.440]  你會去哪裡?
[00:00:41.440 --> 00:00:43.080]  喝茶、吃東西
[00:00:43.080 --> 00:00:44.160]  去多倫多
[00:00:44.160 --> 00:00:44.720]  是不是?
[00:00:44.720 --> 00:00:47.200]  最後一個禮拜你應該怎麼過?
[00:00:47.200 --> 00:00:50.120]  這個就是科恩書想聚焦
[00:00:50.120 --> 00:00:51.320]  告訴我們知道
[00:00:51.320 --> 00:00:53.200]  耶穌在他生平裡面
[00:00:53.200 --> 00:00:54.160]  最後一個禮拜
[00:00:54.160 --> 00:00:55.400]  最重要的一個禮拜
[00:00:55.400 --> 00:00:56.320]  到底他做了什麼
[00:00:56.320 --> 00:00:58.320]  在他開始傳道的時候
[00:00:58.320 --> 00:00:59.880]  他不斷提醒門徒
[00:00:59.880 --> 00:01:00.920]  提醒教會做什麼
[00:01:00.920 --> 00:01:02.760]  他說
[00:01:02.760 --> 00:01:05.600]  人子一定會上耶路撒冷
[00:01:05.600 --> 00:01:07.280]  然後受辱
[00:01:07.280 --> 00:01:08.520]  受苦
[00:01:08.520 --> 00:01:09.360]  受傷
[00:01:09.360 --> 00:01:10.160]  受死
[00:01:10.160 --> 00:01:12.240]  然後才得榮耀
[00:01:12.240 --> 00:01:14.920]  一次、兩次、三次的
[00:01:14.920 --> 00:01:16.200]  來去吩咐門徒
[00:01:16.200 --> 00:01:17.360]  人子
[00:01:17.360 --> 00:01:19.320]  你們的主就是這樣
[00:01:19.320 --> 00:01:21.200]  我就是一個背十字架
[00:01:21.200 --> 00:01:24.720]  願意上十字架的一個生命
[00:01:24.720 --> 00:01:26.520]  所以你們跟隨我的
[00:01:26.520 --> 00:01:27.440]  都是一樣
[00:01:27.840 --> 00:01:29.680]  所以他告訴所有的弟子
[00:01:29.680 --> 00:01:30.680]  我是這樣
[00:01:30.680 --> 00:01:31.600]  你們都是這樣
[00:01:31.600 --> 00:01:33.880]  我是先背十字架
[00:01:33.880 --> 00:01:35.320]  先受苦
[00:01:35.320 --> 00:01:37.040]  先受死
[00:01:37.040 --> 00:01:39.080]  然後才得榮耀
[00:01:39.080 --> 00:01:40.040]  有受苦
[00:01:40.040 --> 00:01:41.680]  然後才有榮耀
[00:01:41.680 --> 00:01:44.600]  我的生命的形式是這樣的
[00:01:44.600 --> 00:01:47.880]  所以每一個稱耶穌為主的人
[00:01:47.880 --> 00:01:49.760]  都依然是一樣
[00:01:49.760 --> 00:01:51.040]  我們作為門徒
[00:01:51.040 --> 00:01:52.280]  我們作為基督徒
[00:01:52.280 --> 00:01:53.560]  我們期望
[00:01:53.560 --> 00:01:55.160]  不用驚喜
[00:01:55.560 --> 00:01:56.840]  我們是一定會
[00:01:56.840 --> 00:01:59.960]  經歷一些十字架的痛苦
[00:01:59.960 --> 00:02:02.960]  拜道威我們想起十字架
[00:02:02.960 --> 00:02:04.360]  通常都是想起痛的
[00:02:04.360 --> 00:02:06.520]  釘下去那一刻
[00:02:06.520 --> 00:02:08.640]  有些電影去拍
[00:02:08.640 --> 00:02:10.640]  耶穌被釘的時候
[00:02:10.640 --> 00:02:11.960]  都是痛苦
[00:02:11.960 --> 00:02:14.160]  說到痛苦
[00:02:14.160 --> 00:02:15.280]  上個星期我的兒子
[00:02:15.280 --> 00:02:17.320]  他在讀大學
[00:02:17.320 --> 00:02:21.360]  他家裡有塊刀片
[00:02:21.360 --> 00:02:23.040]  他去清理有塊刀片
[00:02:23.040 --> 00:02:25.040]  那塊刀片掉在地上
[00:02:25.680 --> 00:02:27.440]  剛好那塊刀片掉在地上的時候
[00:02:27.440 --> 00:02:31.400]  就是地板與地板之間的縫隙
[00:02:31.400 --> 00:02:33.880]  掉下去是向上的
[00:02:33.880 --> 00:02:36.680]  誰知道他清理完之後
[00:02:36.680 --> 00:02:37.920]  他就一腳踩下去
[00:02:37.920 --> 00:02:39.840]  痛吧
[00:02:39.840 --> 00:02:41.440]  百多磅的踩下去
[00:02:41.440 --> 00:02:43.560]  然後晚上兩點鐘
[00:02:43.560 --> 00:02:44.760]  他就打電話給我們
[00:02:44.760 --> 00:02:46.160]  我們怎麼救你
[00:02:46.160 --> 00:02:48.640]  幸好他有朋友在身邊
[00:02:48.640 --> 00:02:52.280]  還有朋友做救護車
[00:02:52.280 --> 00:02:53.960]  就載他去醫院
[00:02:53.960 --> 00:02:55.080]  他被連了三針
[00:02:55.080 --> 00:02:56.880]  昨天載他回來
[00:02:56.880 --> 00:02:58.480]  因為這個星期是春假
[00:02:58.480 --> 00:02:59.360]  我看一看他的腳
[00:02:59.360 --> 00:03:00.160]  哇,真慘
[00:03:00.160 --> 00:03:02.280]  打了四針才連了三針
[00:03:02.280 --> 00:03:05.000]  如果你說
[00:03:05.000 --> 00:03:06.760]  如果你說他要走得了之前
[00:03:06.760 --> 00:03:08.440]  要受這樣的痛苦
[00:03:08.440 --> 00:03:10.120]  很多人都覺得很心痛
[00:03:10.120 --> 00:03:12.240]  我們想起十字架
[00:03:12.240 --> 00:03:14.160]  我們都想起痛苦拼的
[00:03:14.160 --> 00:03:15.680]  但我想告訴你
[00:03:15.680 --> 00:03:17.840]  十字架不只是拼這麼簡單
[00:03:17.840 --> 00:03:19.640]  十字架是羞辱
[00:03:19.640 --> 00:03:21.360]  是羞辱
[00:03:21.360 --> 00:03:23.440]  一個赤裸裸的生命
[00:03:24.120 --> 00:03:25.280]  犧牲在上面
[00:03:25.280 --> 00:03:26.840]  來做代價
[00:03:26.840 --> 00:03:28.640]  這是一個很大的羞辱
[00:03:28.640 --> 00:03:30.240]  一個很大的羞辱
[00:03:30.240 --> 00:03:31.880]  不只是痛苦這麼簡單
[00:03:31.880 --> 00:03:33.000]  但耶穌說
[00:03:33.000 --> 00:03:34.440]  我的生命是這樣
[00:03:34.440 --> 00:03:36.080]  門徒的生命
[00:03:36.080 --> 00:03:38.120]  朝陽是這樣
[00:03:38.120 --> 00:03:41.160]  所以最後一個星期
[00:03:41.160 --> 00:03:42.640]  他就去表明
[00:03:42.640 --> 00:03:45.040]  表明他自己的生命
[00:03:45.040 --> 00:03:46.120]  是一個怎樣的生命
[00:03:46.120 --> 00:03:47.760]  在這個最後的星期
[00:03:47.760 --> 00:03:48.640]  聖誕週裡面
[00:03:48.640 --> 00:03:51.400]  所有科幻書裡面記載的情節
[00:03:51.400 --> 00:03:52.440]  都是告訴我們
[00:03:52.440 --> 00:03:53.440]  耶穌的死
[00:03:53.440 --> 00:03:55.640]  耶穌的受辱
[00:03:55.640 --> 00:03:57.480]  不是被動的
[00:03:57.480 --> 00:03:59.280]  不是意外發生的事情
[00:03:59.280 --> 00:04:01.440]  而是刻意的
[00:04:01.440 --> 00:04:03.200]  他刻意的來到
[00:04:03.200 --> 00:04:05.000]  是主動的上十字架
[00:04:05.000 --> 00:04:07.000]  主動的去安排
[00:04:07.000 --> 00:04:10.040]  主動的去上十字架
[00:04:10.040 --> 00:04:12.000]  成就上帝的救恩
[00:04:12.000 --> 00:04:14.000]  在最後一個星期裡面
[00:04:14.000 --> 00:04:15.440]  就呈現到
[00:04:15.440 --> 00:04:16.680]  或者表達到
[00:04:16.680 --> 00:04:17.880]  清清楚楚表達
[00:04:17.880 --> 00:04:19.720]  耶穌自己的生命
[00:04:20.400 --> 00:04:22.320]  是成為我們每一個門徒
[00:04:22.320 --> 00:04:23.240]  有的生命
[00:04:23.240 --> 00:04:24.840]  所以在這三個星期裡面
[00:04:24.840 --> 00:04:26.240]  我們會去看
[00:04:26.240 --> 00:04:27.480]  聖誕週裡面
[00:04:27.480 --> 00:04:28.520]  四幅暗書
[00:04:28.520 --> 00:04:30.120]  裡面一些的記載
[00:04:30.120 --> 00:04:31.880]  所以我們看的經文
[00:04:31.880 --> 00:04:32.880]  可能比較多一點
[00:04:32.880 --> 00:04:34.800]  但是我想給大家一個重溫
[00:04:34.800 --> 00:04:36.160]  整個星期發生什麼事情
[00:04:36.160 --> 00:04:37.200]  字都寫好了
[00:04:37.200 --> 00:04:38.320]  不用看字的
[00:04:38.320 --> 00:04:39.880]  你看左邊就行了
[00:04:39.880 --> 00:04:41.560]  左邊的圖案是什麼
[00:04:41.560 --> 00:04:42.360]  一個星期
[00:04:42.360 --> 00:04:45.800]  我們就從這個星期日開始
[00:04:45.800 --> 00:04:47.320]  或者前兩天開始
[00:04:47.320 --> 00:04:49.560]  首先在星期五
[00:04:50.000 --> 00:04:52.000]  他在百大尼
[00:04:52.000 --> 00:04:54.240]  就壽高於瑪利亞
[00:04:54.240 --> 00:04:55.600]  那個拿達香高
[00:04:55.600 --> 00:04:58.160]  為他安葬的事
[00:04:58.160 --> 00:05:00.600]  來到去高尚的
[00:05:00.600 --> 00:05:02.240]  然後有安息日
[00:05:02.240 --> 00:05:03.320]  然後到禮拜日
[00:05:03.320 --> 00:05:03.960]  你看到那個
[00:05:03.960 --> 00:05:06.160]  宗之主日
[00:05:06.160 --> 00:05:07.240]  宗之主日
[00:05:07.240 --> 00:05:08.760]  那個就是我們所謂叫做
[00:05:08.760 --> 00:05:09.760]  榮進耶路撒冷
[00:05:09.760 --> 00:05:10.880]  或者Palm Sunday
[00:05:10.880 --> 00:05:13.840]  因為那些人歡迎這個王者進入耶路撒冷
[00:05:13.840 --> 00:05:15.600]  然後他經過耶路撒冷
[00:05:15.600 --> 00:05:15.920]  進入
[00:05:15.920 --> 00:05:17.920]  經過鑒衙山
[00:05:17.920 --> 00:05:19.080]  快要進入耶路撒冷的時候
[00:05:19.080 --> 00:05:23.720]  他就為這個快要被滅亡的耶路撒冷哀號
[00:05:23.720 --> 00:05:25.560]  然後他又回到百大尼
[00:05:25.560 --> 00:05:26.760]  第二天星期一
[00:05:26.760 --> 00:05:27.240]  看到嗎
[00:05:27.240 --> 00:05:28.160]  星期一
[00:05:28.160 --> 00:05:30.320]  他就就坐無花果樹
[00:05:30.320 --> 00:05:32.360]  然後就進入潔淨聖殿
[00:05:32.360 --> 00:05:35.360]  然後同樣回到百大尼
[00:05:35.360 --> 00:05:36.440]  耶穌很有趣
[00:05:36.440 --> 00:05:38.400]  他不住在耶路撒冷
[00:05:38.400 --> 00:05:40.680]  不住在Urban地的地方
[00:05:40.680 --> 00:05:41.320]  住在濕部的
[00:05:41.320 --> 00:05:42.120]  有沒有人住濕部的
[00:05:42.120 --> 00:05:43.640]  他住濕部的
[00:05:43.640 --> 00:05:45.320]  耶穌住濕部的
[00:05:45.320 --> 00:05:46.600]  在百大尼
[00:05:46.600 --> 00:05:47.920]  耶路撒冷的濕部
[00:05:48.560 --> 00:05:51.840]  然後他星期二又回到耶路撒冷
[00:05:51.840 --> 00:05:54.920]  然後和那些宗教的權貴有很多的爭論
[00:05:54.920 --> 00:05:57.000]  很多的爭論和公開的教導
[00:05:57.000 --> 00:05:58.760]  然後他回到
[00:05:58.760 --> 00:06:01.760]  耶路撒冷對面的鑒衙山
[00:06:01.760 --> 00:06:03.040]  去到
[00:06:03.040 --> 00:06:05.160]  禹賢聖殿被毀
[00:06:05.160 --> 00:06:07.560]  然後又回到耶路撒冷
[00:06:07.560 --> 00:06:10.720]  去到教訓人和那些宗教的權貴
[00:06:10.720 --> 00:06:12.920]  有很多的爭論
[00:06:12.920 --> 00:06:13.760]  那些權貴
[00:06:13.760 --> 00:06:15.000]  結果是想
[00:06:15.320 --> 00:06:18.640]  去到設計來殺害他
[00:06:18.640 --> 00:06:20.800]  然後到禮拜四
[00:06:20.800 --> 00:06:23.000]  就是耶穌和門徒
[00:06:23.000 --> 00:06:25.640]  去到守最後的晚餐
[00:06:25.640 --> 00:06:27.880]  你記得有個farewell discourse
[00:06:27.880 --> 00:06:28.840]  在約翰福音
[00:06:28.840 --> 00:06:32.120]  一段很長的道別的講話
[00:06:32.120 --> 00:06:33.520]  然後晚上的時候
[00:06:33.520 --> 00:06:35.560]  他就去到赫西瑪利園
[00:06:35.560 --> 00:06:36.880]  被出賣
[00:06:36.880 --> 00:06:37.920]  被捕
[00:06:37.920 --> 00:06:40.280]  然後帶到
[00:06:40.280 --> 00:06:44.360]  大祭司和猶太人的權貴面前
[00:06:44.960 --> 00:06:46.080]  他就被審查
[00:06:46.080 --> 00:06:47.720]  然後被定罪
[00:06:47.720 --> 00:06:49.200]  彼得否認主
[00:06:49.200 --> 00:06:50.360]  這裡是禮拜五
[00:06:50.360 --> 00:06:52.800]  被比拉多
[00:06:52.800 --> 00:06:54.160]  希律王
[00:06:54.160 --> 00:06:55.000]  來審查
[00:06:55.000 --> 00:06:56.720]  最後被判釘十字架
[00:06:56.720 --> 00:06:57.920]  死十字架之後
[00:06:57.920 --> 00:06:59.560]  聖殿的萬子
[00:06:59.560 --> 00:07:01.680]  就由上至下分為兩半
[00:07:01.680 --> 00:07:04.120]  然後耶穌在十字架上死了
[00:07:04.120 --> 00:07:05.320]  被埋葬
[00:07:05.320 --> 00:07:07.800]  另一個安息日又到了
[00:07:07.800 --> 00:07:08.920]  然後禮拜日
[00:07:08.920 --> 00:07:11.280]  就是復活的主日
[00:07:11.280 --> 00:07:12.280]  然後門徒有
[00:07:12.280 --> 00:07:14.880]  耶穌從死裡復活的見證
[00:07:15.200 --> 00:07:17.240]  這個大概是我們再重新建立
[00:07:17.240 --> 00:07:19.480]  類似這樣的一個時間表
[00:07:19.480 --> 00:07:21.240]  這個就叫做聖週
[00:07:21.240 --> 00:07:24.240]  你不需要現在很留意
[00:07:24.240 --> 00:07:27.040]  不過我會上傳到社交媒體上
[00:07:27.040 --> 00:07:28.720]  這三個禮拜不妨
[00:07:28.720 --> 00:07:29.520]  你去看看
[00:07:29.520 --> 00:07:31.040]  默想一下
[00:07:31.040 --> 00:07:31.960]  福音書裡面
[00:07:31.960 --> 00:07:34.760]  如何記載耶穌最後最後的一個週
[00:07:34.760 --> 00:07:36.560]  最後一個禮拜
[00:07:36.560 --> 00:07:37.920]  今天我們看
[00:07:37.920 --> 00:07:39.840]  馬可福音第十一章
[00:07:39.840 --> 00:07:41.480]  就是說這個宗之主日
[00:07:41.480 --> 00:07:42.600]  那個的
[00:07:42.600 --> 00:07:43.800]  技術
[00:07:44.360 --> 00:07:45.400]  宗之主日
[00:07:45.400 --> 00:07:46.680]  Palm Sunday
[00:07:46.680 --> 00:07:47.960]  發生了什麼事
[00:07:47.960 --> 00:07:49.160]  十一章
