
[00:00:00.000 --> 00:00:01.200]  各位電視節目好
[00:00:01.200 --> 00:00:05.200]  在這兩個星期我們會看看聖誕節有關的經文
[00:00:05.200 --> 00:00:07.680]  這些我們不能夠避免的
[00:00:07.680 --> 00:00:09.380]  因為已經到章林節了
[00:00:09.380 --> 00:00:11.480]  還有幾個星期就到聖誕節
[00:00:11.480 --> 00:00:13.340]  剛才報告有提過
[00:00:13.340 --> 00:00:14.740]  我們有什麼措施
[00:00:14.740 --> 00:00:18.140]  或者有什麼再要考慮的事情
[00:00:18.140 --> 00:00:20.880]  我們很快會在群組跟大家說的
[00:00:20.880 --> 00:00:24.780]  我們知道在疫情當中
[00:00:24.780 --> 00:00:25.780]  經常都是反覆
[00:00:25.780 --> 00:00:27.480]  經常都是來來往往
[00:00:27.480 --> 00:00:31.360]  我相信也不會很快會有結束的
[00:00:31.360 --> 00:00:35.060]  我們有一些心理準備
[00:00:35.060 --> 00:00:37.260]  不過結不結束也好
[00:00:37.260 --> 00:00:40.260]  在聖誕節期間
[00:00:40.260 --> 00:00:42.260]  我們知道有一樣東西是肯定的
[00:00:42.260 --> 00:00:45.460]  有一個事實就是基督曾經降世
[00:00:45.460 --> 00:00:46.460]  在我們中間
[00:00:46.460 --> 00:00:50.660]  所以在這幾個星期我們會看看聖誕節的一些經文
[00:00:50.660 --> 00:00:51.860]  想起聖誕節的經文
[00:00:51.860 --> 00:00:53.160]  想起這一段
[00:00:53.160 --> 00:00:55.660]  就是《以賽亞書》第七章十四節
[00:00:55.660 --> 00:00:59.860]  因此主自己必給你們一個少頭
[00:00:59.860 --> 00:01:03.360]  看哪必有同女懷孕生子
[00:01:03.360 --> 00:01:07.860]  他要給他起名叫做以馬來尼
[00:01:07.860 --> 00:01:11.360]  一個以馬來尼名字的英孩
[00:01:11.360 --> 00:01:12.860]  我們經常在聖誕節的時候
[00:01:12.860 --> 00:01:14.360]  提到這一段聖經
[00:01:14.360 --> 00:01:18.860]  我們說這段聖經是講到基督的降臨
[00:01:18.860 --> 00:01:19.360]  是吧
[00:01:19.360 --> 00:01:20.860]  就中了一半的
[00:01:20.860 --> 00:01:21.860]  但是有另外一半
[00:01:21.860 --> 00:01:23.360]  我們今天可以看看
[00:01:23.360 --> 00:01:25.860]  就是我曾經跟大家講過
[00:01:25.860 --> 00:01:27.360]  在聖經裡面
[00:01:27.360 --> 00:01:29.360]  每逢有一些經文出現
[00:01:29.360 --> 00:01:31.860]  都是不是直接寫給我們的
[00:01:31.860 --> 00:01:33.860]  而是為我們而寫
[00:01:33.860 --> 00:01:35.860]  直接寫給當時的人
[00:01:35.860 --> 00:01:38.360]  所以《以賽亞書》第七章
[00:01:38.360 --> 00:01:41.860]  是寫給當時以賽亞的群眾
[00:01:41.860 --> 00:01:44.860]  以賽亞一定不是21世紀的人
[00:01:44.860 --> 00:01:47.360]  是主前大概七百多年的時候
[00:01:47.360 --> 00:01:51.360]  大概二千七百多年之前的一個先知
[00:01:51.360 --> 00:01:53.860]  他所講的話 所講的講道
[00:01:53.860 --> 00:01:55.860]  所以我們需要了解一下
[00:01:55.860 --> 00:01:57.860]  到底這裡為什麼講以馬來尼
[00:01:57.860 --> 00:01:59.360]  以馬來尼呢
[00:01:59.360 --> 00:02:00.860]  所以有一些背景
[00:02:00.860 --> 00:02:02.860]  我們一定需要去了解
[00:02:02.860 --> 00:02:05.360]  在時間表上很簡單地告訴大家
[00:02:05.360 --> 00:02:07.860]  以賽亞書一至三十九章的背景
[00:02:07.860 --> 00:02:10.360]  我們知道在大概三千年之前
[00:02:10.360 --> 00:02:11.860]  聖經裡面記載
[00:02:11.860 --> 00:02:14.360]  蘇羅 大衛 所羅門
[00:02:14.360 --> 00:02:16.360]  這段時間大概有一百年左右
[00:02:16.360 --> 00:02:17.360]  也不夠一百年
[00:02:17.360 --> 00:02:18.860]  那個所謂聯合王國的時候
[00:02:18.860 --> 00:02:22.360]  就是當時以色列國十二支派聯合的時候
[00:02:22.360 --> 00:02:24.860]  大概不夠一百年
[00:02:24.860 --> 00:02:26.860]  所羅門死了之後
[00:02:26.860 --> 00:02:31.860]  聯合王國就分裂成為南國和北國
[00:02:31.860 --> 00:02:33.860]  北國叫什麼名字
[00:02:33.860 --> 00:02:35.860]  叫做以色列 是不是
[00:02:35.860 --> 00:02:37.360]  或者叫做以法列
[00:02:37.360 --> 00:02:40.360]  很多時候講到以色列的時候
[00:02:40.360 --> 00:02:42.360]  很多時候會叫以色列做以法列
[00:02:42.360 --> 00:02:44.360]  因為上面十個支派
[00:02:44.360 --> 00:02:45.360]  北面十個支派
[00:02:45.360 --> 00:02:46.860]  以色列十個支派
[00:02:46.860 --> 00:02:48.360]  最大的那個就是以法列
[00:02:48.360 --> 00:02:49.860]  最有影響力的就是以法列
[00:02:49.860 --> 00:02:51.860]  所以通常我們叫做以法列
[00:02:51.860 --> 00:02:53.860]  那就不會那麼混亂了
[00:02:53.860 --> 00:02:54.860]  是不是
[00:02:54.860 --> 00:02:55.860]  北國叫做以色列
[00:02:55.860 --> 00:02:56.860]  南國叫什麼
[00:02:56.860 --> 00:02:58.360]  猶大國 是不是
[00:02:58.360 --> 00:02:59.360]  Judah
[00:02:59.360 --> 00:03:01.360]  京都就是在耶路撒冷
[00:03:01.360 --> 00:03:03.360]  北國的京都就是聖馬利亞
[00:03:03.360 --> 00:03:04.360]  在聖馬利亞
[00:03:04.360 --> 00:03:05.860]  在這段時間裡面
[00:03:05.860 --> 00:03:07.360]  就是一段很混亂的時候
