
[00:00:00.000 --> 00:00:01.000]   Amen.
[00:00:01.000 --> 00:00:04.160]   - Good morning, thank you very, very much.
[00:00:04.160 --> 00:00:05.000]   All right.
[00:00:05.000 --> 00:00:08.240]   Well, happy July 4th.
[00:00:08.240 --> 00:00:10.840]   Mark, it's good to have you back from Israel.
[00:00:10.840 --> 00:00:13.040]   Last time I was here, you were missing,
[00:00:13.040 --> 00:00:16.440]   and it is always good to be back here at UV.
[00:00:16.440 --> 00:00:18.160]   We've been in this whole series
[00:00:18.160 --> 00:00:20.760]   about the life and times of Elijah,
[00:00:20.760 --> 00:00:22.800]   and one of the things I encourage you
[00:00:22.800 --> 00:00:25.120]   that I've really enjoyed doing is studying,
[00:00:25.120 --> 00:00:27.720]   taking a character, taking a book of the Bible,
[00:00:27.720 --> 00:00:30.280]   and just digging down into it.
[00:00:30.280 --> 00:00:33.520]   We spent the last three, four times I've been here
[00:00:33.520 --> 00:00:36.820]   talking about 1 Kings chapter 17.
[00:00:36.820 --> 00:00:38.840]   There is nothing like sitting there
[00:00:38.840 --> 00:00:42.520]   and just reading the same verses over and over again,
[00:00:42.520 --> 00:00:44.120]   and thinking about it throughout the week,
[00:00:44.120 --> 00:00:45.040]   and saying, "Lord, what is it
[00:00:45.040 --> 00:00:47.100]   "that you're trying to teach me?"
[00:00:47.100 --> 00:00:49.720]   Today, we're gonna look at 1 Kings chapter 18,
[00:00:49.720 --> 00:00:52.120]   but before we do, let me just give a summary
[00:00:52.120 --> 00:00:54.600]   of where we've been for those who are new,
[00:00:54.600 --> 00:00:57.040]   for those who've been with us,
[00:00:57.040 --> 00:01:00.400]   just a refresher, and as we look at Elijah,
[00:01:00.400 --> 00:01:03.320]   we started off in 17.1, where we talked about,
[00:01:03.320 --> 00:01:05.960]   literally, Elijah means, his name means,
[00:01:05.960 --> 00:01:08.080]   my God is Jehovah.
[00:01:08.080 --> 00:01:11.160]   Elijah is a Tishbite of Tishbe in Gilead.
[00:01:11.160 --> 00:01:12.240]   What does that mean?
[00:01:12.240 --> 00:01:13.920]   He literally came from obscurity.
[00:01:13.920 --> 00:01:15.600]   No one knew where Tishbe was.
[00:01:15.600 --> 00:01:17.360]   They knew where Gilead was,
[00:01:17.360 --> 00:01:18.760]   but they didn't know where Tishbe was,
[00:01:18.760 --> 00:01:22.360]   a small, little city, and so he came from obscurity,
[00:01:22.360 --> 00:01:25.840]   and somehow this prophet who came from obscurity
[00:01:25.840 --> 00:01:29.640]   got to the capital city of the northern kingdom of Israel
[00:01:29.640 --> 00:01:33.520]   in Samaria, and he gets a meeting with King Ahab,
[00:01:33.520 --> 00:01:34.360]   and he tells him, "Hey, look,
[00:01:34.360 --> 00:01:35.520]   "there's gonna be a drought.
[00:01:35.520 --> 00:01:37.100]   "There's gonna be a long, long drought,
[00:01:37.100 --> 00:01:40.840]   "and actually, that drought will last about three years."
[00:01:40.840 --> 00:01:42.440]   And he says, "Neither dew nor rain,
[00:01:42.440 --> 00:01:45.040]   "except by my word," and the motivation
[00:01:45.040 --> 00:01:47.520]   in the early parts of 17 is,
[00:01:47.520 --> 00:01:49.900]   "the God before whom I stand."
[00:01:49.900 --> 00:01:53.280]   That becomes a theme in his life,
[00:01:53.280 --> 00:01:55.880]   a theme in this chapter of Elijah's life.
[00:01:55.880 --> 00:01:57.600]   It's the God before whom I stand,
[00:01:57.600 --> 00:01:59.920]   and just like that, as he confronts Ahab,
[00:01:59.920 --> 00:02:02.240]   he gets ushered away to Cherith,
[00:02:02.240 --> 00:02:04.160]   a place where he is in solitude.
[00:02:04.160 --> 00:02:07.040]   He's fed by ravens, and he is also,
[00:02:07.040 --> 00:02:08.980]   drinks from the brook over there.
[00:02:08.980 --> 00:02:11.920]   Well, in time, he doesn't just stay there for a short time.
[00:02:11.920 --> 00:02:13.800]   He stays there for a long time,
[00:02:13.800 --> 00:02:16.100]   and now, later on, the brook dries up,
[00:02:16.100 --> 00:02:18.620]   and then now the second part of 17,
[00:02:18.620 --> 00:02:22.680]   God says to go pack up, leave Cherith, and go to Zarephath,
[00:02:22.680 --> 00:02:24.120]   and when he goes to Zarephath, he says,
[00:02:24.120 --> 00:02:25.380]   "Hey, look, I see you.
[00:02:25.380 --> 00:02:27.360]   "I know where you're gonna go."
[00:02:27.360 --> 00:02:29.600]   It reminds us all the time that God sees us
[00:02:29.600 --> 00:02:33.080]   wherever we're at, and God knows where we need to go.
[00:02:33.080 --> 00:02:34.680]   Sometimes we may not know where to go,
[00:02:34.680 --> 00:02:36.640]   but God knows where we need to go.
[00:02:36.640 --> 00:02:38.460]   He also knows what you need, 'cause he says,
[00:02:38.460 --> 00:02:39.500]   "When you get to Zarephath,
