
[00:00:00.000 --> 00:00:02.000]  (麥克風轉動)
[00:00:02.000 --> 00:00:08.400]  大家早安
[00:00:08.400 --> 00:00:12.200]  是,很高興今天有機會回到UV
[00:00:12.200 --> 00:00:14.200]  跟大家一起來聚會
[00:00:14.200 --> 00:00:16.200]  今天我們看的經文是
[00:00:16.200 --> 00:00:20.200]  看《生命記》第八章1到20節
[00:00:20.200 --> 00:00:24.200]  我會一邊說一邊讀這段經文
[00:00:24.200 --> 00:00:27.000]  今天的講題是要紀念
[00:00:27.000 --> 00:00:29.000]  當紀念你的主
[00:00:29.000 --> 00:00:31.000]  說到紀念
[00:00:31.000 --> 00:00:34.000]  我經常會想紀念的反而詞是什麼呢?
[00:00:34.000 --> 00:00:36.000]  你記得的東西
[00:00:36.000 --> 00:00:39.000]  反面來說就是你忘記了一些東西
[00:00:39.000 --> 00:00:42.000]  這是我們生命中經常發生的事
[00:00:42.000 --> 00:00:44.000]  做學生,我們知道
[00:00:44.000 --> 00:00:47.000]  上學背生字或數學公式
[00:00:47.000 --> 00:00:49.000]  我們都背得很辛苦
[00:00:49.000 --> 00:00:50.000]  但又經常都忘記了
[00:00:50.000 --> 00:00:54.000]  作為家長,可能要記小朋友今天參加什麼活動
[00:00:54.000 --> 00:00:57.000]  他什麼時候要考試,什麼時候要上學
[00:00:57.000 --> 00:00:59.000]  都很難記
[00:00:59.000 --> 00:01:02.000]  或者上班或侍奉的時候
[00:01:02.000 --> 00:01:03.000]  我們經常都會問
[00:01:03.000 --> 00:01:05.000]  今天我要開什麼會呢?
[00:01:05.000 --> 00:01:09.000]  有什麼我今天要在限期之內做完的事呢?
[00:01:09.000 --> 00:01:13.000]  我們用盡全力來記住我們要記的東西
[00:01:13.000 --> 00:01:16.000]  但我們經歷的就是一次又一次的
[00:01:16.000 --> 00:01:19.000]  會忘記,會遺忘了
[00:01:19.000 --> 00:01:23.000]  而在《生命記》第八章這段經文
[00:01:23.000 --> 00:01:25.000]  相當同樣提醒我們說
