
[00:00:00.000 --> 00:00:25.000]  (音樂)
[00:00:25.000 --> 00:00:28.000]  人生難免困境
[00:00:28.000 --> 00:00:32.000]  特別在2020年的疫情和社會動亂裏面
[00:00:32.000 --> 00:00:34.000]  很多人直接受到打擊
[00:00:34.000 --> 00:00:38.000]  其中有失業的、生意倒閉的
[00:00:38.000 --> 00:00:41.000]  因為封鎖義大利嚴重家庭問題的
[00:00:41.000 --> 00:00:44.000]  當然還有不幸染上病毒
[00:00:44.000 --> 00:00:47.000]  痛苦掙扎甚至死亡的
[00:00:47.000 --> 00:00:49.000]  不過老實說
[00:00:49.000 --> 00:00:52.000]  封鎖之前人生其實不是
[00:00:52.000 --> 00:00:56.000]  也有很多的挑戰和患難嗎?
[00:00:56.000 --> 00:00:58.000]  而封鎖之後
[00:00:58.000 --> 00:01:01.000]  我們可以重啟所謂正常生活的時候
[00:01:01.000 --> 00:01:04.000]  人生是不是就一帆風順呢?
[00:01:04.000 --> 00:01:06.000]  我們都知道不是
[00:01:06.000 --> 00:01:08.000]  正因為這樣
[00:01:08.000 --> 00:01:10.000]  神的名字「Yahweh Yaira」
[00:01:10.000 --> 00:01:13.000]  中文譯為「耶和華爾勒」
[00:01:13.000 --> 00:01:16.000]  亦是「耶和華預備」的意思
[00:01:16.000 --> 00:01:18.000]  對我們非常之寶貴
[00:01:18.000 --> 00:01:20.000]  值得反思
[00:01:20.000 --> 00:01:22.000]  說到「耶和華爾勒」
[00:01:22.000 --> 00:01:25.000]  我們一定要從《創世紀》22章
[00:01:25.000 --> 00:01:28.000]  一個真實而經典的故事說起
[00:01:28.000 --> 00:01:30.000]  這個故事圍繞着一個爸爸
[00:01:30.000 --> 00:01:32.000]  面對人生極大的困境
[00:01:32.000 --> 00:01:34.000]  這個爸爸很多人都熟悉
[00:01:34.000 --> 00:01:37.000]  就是我們先前所提過的阿伯蘭
[00:01:37.000 --> 00:01:39.000]  後來稱為阿伯拉罕
[00:01:39.000 --> 00:01:41.000]  上帝呼召他離開本鄉本族
[00:01:41.000 --> 00:01:43.000]  去到引領的土地
[00:01:43.000 --> 00:01:45.000]  建立一個與上帝納約的民族
[00:01:45.000 --> 00:01:47.000]  這個民族會逐漸繁衍
[00:01:47.000 --> 00:01:49.000]  亦會駛到萬國得福
