
[00:00:00.000 --> 00:00:02.000]  梁議長早安
[00:00:02.000 --> 00:00:04.000]  很高興大家一齊來到敬拜
[00:00:04.000 --> 00:00:05.000]  每一次敬拜的時候
[00:00:05.000 --> 00:00:07.000]  特別是開頭的時候
[00:00:07.000 --> 00:00:09.000]  有些音樂和詩歌
[00:00:09.000 --> 00:00:11.000]  可以幫助我們禱告
[00:00:11.000 --> 00:00:15.000]  幫助我們向上帝陳明我們心裡面的東西
[00:00:15.000 --> 00:00:19.000]  我們每個人來自不同的背景
[00:00:19.000 --> 00:00:21.000]  這個星期可能發生不同的事
[00:00:21.000 --> 00:00:23.000]  或者昨天今早發生不同的事
[00:00:23.000 --> 00:00:26.000]  我們覺得在敬拜裡面
[00:00:26.000 --> 00:00:28.000]  我們有時候一些詩詞
[00:00:28.000 --> 00:00:32.000]  可以幫助我們去打理一下我們心境
[00:00:32.000 --> 00:00:34.000]  打理一下我們裡面
[00:00:34.000 --> 00:00:36.000]  可能一些很混亂的思緒
[00:00:36.000 --> 00:00:39.000]  以致我們能夠來到上帝的面前
[00:00:39.000 --> 00:00:41.000]  今天我們繼續去看
[00:00:41.000 --> 00:00:43.000]  到底在生命裡面有什麼基本
[00:00:43.000 --> 00:00:46.000]  有什麼生命的基礎
[00:00:46.000 --> 00:00:49.000]  是我們需要把握和不能夠忘記的
[00:00:49.000 --> 00:00:51.000]  所以來到這個回到基本的時候
[00:00:51.000 --> 00:00:54.000]  上幾次我們都講到上帝的話語
[00:00:54.000 --> 00:00:56.000]  上帝的話語有它的權能
[00:00:56.000 --> 00:00:58.000]  有它的作用
[00:00:58.000 --> 00:01:00.000]  可以幫助我們去到上帝面前
[00:01:00.000 --> 00:01:02.000]  也是我們能夠領教
[00:01:02.000 --> 00:01:05.000]  領受上帝給我們的恩典
[00:01:05.000 --> 00:01:07.000]  這個藉著上帝對我們講的話
[00:01:07.000 --> 00:01:10.000]  這次我們講到另一個基礎
[00:01:10.000 --> 00:01:12.000]  就是我們向上帝講什麼
[00:01:12.000 --> 00:01:13.000]  就是祈禱
[00:01:13.000 --> 00:01:16.000]  我不知道大家有沒有一個比較穩定
[00:01:16.000 --> 00:01:19.000]  或者常行的一個祈禱的生活
[00:01:19.000 --> 00:01:21.000]  不需要很複雜
[00:01:21.000 --> 00:01:24.000]  其實就好像我們對
[00:01:24.000 --> 00:01:27.000]  好像嬰兒對爸爸媽媽說話
[00:01:27.000 --> 00:01:29.000]  可以很直接
[00:01:29.000 --> 00:01:30.000]  很真誠
[00:01:30.000 --> 00:01:32.000]  但是需要在我們心靈裡面
[00:01:32.000 --> 00:01:35.000]  一種基礎的習慣
[00:01:35.000 --> 00:01:37.000]  特別是基督徒
[00:01:37.000 --> 00:01:39.000]  不要說不是基督徒
[00:01:39.000 --> 00:01:41.000]  不是基督徒都會覺得禱告
[00:01:41.000 --> 00:01:42.000]  有時候覺得禱告有一種
[00:01:42.000 --> 00:01:44.000]  therapeutic effect
[00:01:44.000 --> 00:01:47.000]  就是有一種治療性的一種效果
[00:01:47.000 --> 00:01:49.000]  何況我們基督徒在基督裡面
[00:01:49.000 --> 00:01:51.000]  我們有什麼權柄來主見面前
[00:01:51.000 --> 00:01:52.000]  來禱告
[00:01:52.000 --> 00:01:54.000]  所以這次的金句就是
[00:01:54.000 --> 00:01:55.000]  不是吃素菜
[00:01:55.000 --> 00:01:57.000]  不是吃肥牛
[00:01:57.000 --> 00:02:00.000]  就是這個肥立比書
[00:02:00.000 --> 00:02:02.000]  第四章六至第七節
[00:02:02.000 --> 00:02:03.000]  我們看看
[00:02:03.000 --> 00:02:05.000]  他說應當一無掛慮
[00:02:05.000 --> 00:02:08.000]  只要凡事藉著禱告、祈求和感謝
[00:02:08.000 --> 00:02:10.000]  將你們所有的高素神
[00:02:10.000 --> 00:02:15.000]  神所賜那超越人所能了解的平安
[00:02:15.000 --> 00:02:17.000]  必在基督耶穌裡面
[00:02:17.000 --> 00:02:21.000]  保守你們的心懷意念
[00:02:21.000 --> 00:02:26.000]  一段很多人認識的
[00:02:26.000 --> 00:02:30.000]  甚至我們識背的一段經文
[00:02:30.000 --> 00:02:32.000]  提醒我們不要擔心
[00:02:32.000 --> 00:02:35.000]  不要擔心任何事情
[00:02:35.000 --> 00:02:38.000]  當然他不是說我們坐在那兒
[00:02:38.000 --> 00:02:40.000]  什麼都不顧
[00:02:40.000 --> 00:02:42.000]  不要擔心任何事情
[00:02:42.000 --> 00:02:43.000]  就是不要擔心
[00:02:43.000 --> 00:02:45.000]  如果我們看得上文下理
[00:02:45.000 --> 00:02:47.000]  就是我們的飲食
[00:02:47.000 --> 00:02:49.000]  我們生命裡面一些很基本的東西
[00:02:49.000 --> 00:02:52.000]  不要擔心任何事情
[00:02:52.000 --> 00:02:53.000]  任何那些事情
[00:02:53.000 --> 00:02:55.000]  而是要做什麼呢?
[00:02:55.000 --> 00:02:57.000]  要祈求一切
[00:02:57.000 --> 00:02:59.000]  我們看看這段聖經
[00:02:59.000 --> 00:03:01.000]  到底對我們今天有什麼意思
[00:03:01.000 --> 00:03:03.000]  特別是對我們今天的生活
[00:03:03.000 --> 00:03:05.000]  這裡是肥立比書第四章
[00:03:05.000 --> 00:03:07.000]  什麼叫肥立比書?
[00:03:07.000 --> 00:03:08.000]  可能你沒看過聖經
[00:03:08.000 --> 00:03:09.000]  或者第一次看聖經
[00:03:09.000 --> 00:03:10.000]  我們中間有很多
[00:03:10.000 --> 00:03:12.000]  可能第一次接觸
[00:03:12.000 --> 00:03:14.000]  或者初初接觸聖經的
[00:03:14.000 --> 00:03:18.000]  就是新約裡面的其中一本書
[00:03:18.000 --> 00:03:21.000]  或者其中一封信
[00:03:21.000 --> 00:03:22.000]  新約裡面
[00:03:22.000 --> 00:03:25.000]  新約聖經有27卷所謂的書
[00:03:25.000 --> 00:03:28.000]  是集成成為我們新約的傳書
[00:03:28.000 --> 00:03:32.000]  裡面有很多書信
[00:03:32.000 --> 00:03:35.000]  是當時一個牧者
[00:03:35.000 --> 00:03:37.000]  寫給當時的教會
[00:03:37.000 --> 00:03:39.000]  這本叫肥立比書
[00:03:39.000 --> 00:03:41.000]  有一個牧者叫保羅
[00:03:41.000 --> 00:03:43.000]  保羅大家很熟悉
[00:03:43.000 --> 00:03:46.000]  他寫了十幾封書信
[00:03:46.000 --> 00:03:48.000]  其中一封就叫肥立比書
[00:03:48.000 --> 00:03:49.000]  為什麼叫肥立比書?
[00:03:49.000 --> 00:03:51.000]  因為寫給一個地方
[00:03:51.000 --> 00:03:52.000]  叫做肥立比
[00:03:52.000 --> 00:03:53.000]  菲律賓
[00:03:53.000 --> 00:03:55.000]  當時是一個羅馬的諸房城
[00:03:55.000 --> 00:04:00.000]  裡面有一些小組的家庭教會
[00:04:00.000 --> 00:04:01.000]  很小很小的
[00:04:01.000 --> 00:04:04.000]  可能幾個人在家庭裡面聚會
[00:04:04.000 --> 00:04:05.000]  他寫這封信
[00:04:05.000 --> 00:04:07.000]  來提醒他們一些東西
[00:04:07.000 --> 00:04:08.000]  去說一些東西
[00:04:08.000 --> 00:04:10.000]  如果你看肥立比書這本書
[00:04:10.000 --> 00:04:11.000]  這封信的話
[00:04:11.000 --> 00:04:14.000]  你可以當它是一封個人的書信
[00:04:14.000 --> 00:04:15.000]  甚至你
[00:04:15.000 --> 00:04:18.000]  當然今天我們不寫信
[00:04:18.000 --> 00:04:20.000]  還有誰收信?
[00:04:20.000 --> 00:04:22.000]  沒有吧?
[00:04:22.000 --> 00:04:23.000]  都是收電郵
[00:04:23.000 --> 00:04:25.000]  電郵我都不看了
[00:04:25.000 --> 00:04:26.000]  我們看的是什麼?
[00:04:26.000 --> 00:04:27.000]  是text
[00:04:27.000 --> 00:04:29.000]  如果是emoji就霸了
[00:04:29.000 --> 00:04:33.000]  有沒有試過收到一封信
[00:04:33.000 --> 00:04:35.000]  是人手寫給你的?
[00:04:35.000 --> 00:04:37.000]  很寶貴吧?
[00:04:37.000 --> 00:04:38.000]  有沒有?
[00:04:38.000 --> 00:04:39.000]  什麼時候?
[00:04:39.000 --> 00:04:40.000]  什麼時候收到?
[00:04:40.000 --> 00:04:43.000]  上個世紀吧?
[00:04:43.000 --> 00:04:46.000]  有人親手寫信給你
[00:04:46.000 --> 00:04:48.000]  是一些很寶貴很有價值的東西
[00:04:48.000 --> 00:04:51.000]  當時保羅就是寫這封信給
[00:04:51.000 --> 00:04:54.000]  肥立比這個城市裡面的
[00:04:54.000 --> 00:04:55.000]  小型的教會
[00:04:55.000 --> 00:04:56.000]  那個基督徒
[00:04:56.000 --> 00:04:59.000]  你看這封書信其實很短
[00:04:59.000 --> 00:05:01.000]  我們的分段只是四章
[00:05:01.000 --> 00:05:02.000]  四個chapter
[00:05:02.000 --> 00:05:05.000]  每章大概二十幾節
[00:05:05.000 --> 00:05:08.000]  你坐在這裡看肥立比書
[00:05:08.000 --> 00:05:09.000]  從頭看到尾
[00:05:09.000 --> 00:05:11.000]  大概用你十分鐘
[00:05:11.000 --> 00:05:13.000]  十五分鐘就搞定了
[00:05:13.000 --> 00:05:15.000]  大家都不是文盲吧?
[00:05:15.000 --> 00:05:17.000]  應該一看就明白吧?
[00:05:17.000 --> 00:05:18.000]  看肥立比書
[00:05:18.000 --> 00:05:19.000]  整封書信
[00:05:19.000 --> 00:05:22.000]  你會感受到是一種很個人的書信
[00:05:22.000 --> 00:05:24.000]  幾乎可以當成情信
[00:05:24.000 --> 00:05:25.000]  這樣看
[00:05:25.000 --> 00:05:27.000]  有沒有收到情信?
[00:05:27.000 --> 00:05:29.000]  幾乎可以當成情信
[00:05:29.000 --> 00:05:31.000]  是很個人的一種味道
[00:05:31.000 --> 00:05:32.000]  為什麼呢?
[00:05:32.000 --> 00:05:34.000]  因為原來肥立比的教會
[00:05:34.000 --> 00:05:37.000]  本身是保羅建立的
[00:05:37.000 --> 00:05:42.000]  保羅有幾次的傳道宣教的旅程
