
[00:00:00.000 --> 00:00:05.320]  我們由一月開始,每一個月的主日
[00:00:05.320 --> 00:00:09.380]  我們說一個整傳的屬靈的生命有十二部
[00:00:09.380 --> 00:00:12.780]  我們眨眼已經過了六次了
[00:00:12.780 --> 00:00:16.520]  上次說了受洗和見證
[00:00:16.520 --> 00:00:21.280]  這次我們說到因次是逢
[00:00:21.280 --> 00:00:23.940]  我不知道你覺得
[00:00:23.940 --> 00:00:26.340]  說到因次是逢的時候
[00:00:26.340 --> 00:00:27.900]  是一回什麼事呢?
[00:00:27.900 --> 00:00:30.320]  你想起一回什麼事呢?
[00:00:30.320 --> 00:00:32.300]  由我第一次開始說的時候
[00:00:32.300 --> 00:00:37.200]  我們說每一個信了主的基督徒
[00:00:37.200 --> 00:00:39.900]  我們知道信了福音之後
[00:00:39.900 --> 00:00:45.500]  我們不是坐著等待將來我們就去天家
[00:00:45.500 --> 00:00:47.440]  其實我們有工作要做
[00:00:47.440 --> 00:00:50.400]  因為基督去到完成了救恩
[00:00:50.400 --> 00:00:51.660]  他死而復活
[00:00:51.660 --> 00:00:53.860]  升天作為王的時候
[00:00:53.860 --> 00:00:56.480]  他賜給我們很多很多的因次
[00:00:56.480 --> 00:00:59.800]  然後這個王國就要來到地上
[00:00:59.800 --> 00:01:02.780]  所以我們有一個工作要去做
[00:01:02.780 --> 00:01:04.620]  所以我們想起是逢的時候
[00:01:04.620 --> 00:01:07.200]  我們就需要知道
[00:01:07.200 --> 00:01:12.820]  我們要為國道,為神的命來做些什麼呢?
[00:01:12.820 --> 00:01:15.040]  建立教會
[00:01:15.040 --> 00:01:17.660]  這就是因次是逢的這一環
[00:01:17.660 --> 00:01:19.120]  我們需要去明白
[00:01:19.120 --> 00:01:20.980]  很多時候我們當作是逢
[00:01:20.980 --> 00:01:24.020]  只不過是幫教會的忙
[00:01:24.020 --> 00:01:25.660]  誰誰出聲了
[00:01:25.660 --> 00:01:28.680]  我們不好意思推他
[00:01:28.680 --> 00:01:30.520]  Mark Sir 出了聲
[00:01:30.520 --> 00:01:31.920]  祈禱也不用了
[00:01:31.920 --> 00:01:33.600]  我幫幫他吧
[00:01:33.600 --> 00:01:36.160]  因為當作是我們做家務
[00:01:36.160 --> 00:01:38.560]  當作教會裡面也是我們的家
[00:01:38.560 --> 00:01:39.600]  沒有人洗碗
[00:01:39.600 --> 00:01:40.680]  我去洗一下
[00:01:40.680 --> 00:01:42.080]  純粹幫一下家務
[00:01:42.080 --> 00:01:46.920]  這個是不是就是因次是逢呢?
[00:01:46.920 --> 00:01:48.620]  今天我就想跟你說
[00:01:48.620 --> 00:01:50.820]  這個主題
[00:01:50.820 --> 00:01:52.460]  雖然可能你聽過
[00:01:52.460 --> 00:01:55.220]  但是是一個很重要的一環
[00:01:55.220 --> 00:01:57.900]  討論到因次是逢的時候
[00:01:57.900 --> 00:01:59.700]  聖經裡面特別是新約
[00:01:59.700 --> 00:02:01.300]  最多討論的就是一本書
[00:02:01.300 --> 00:02:03.140]  叫做《哥林多前書》
[00:02:03.140 --> 00:02:04.860]  如果你第一次翻開聖經
[00:02:04.860 --> 00:02:07.500]  或者你不知道聖經的來龍去脈
[00:02:07.500 --> 00:02:10.940]  那些新約裡面有一些書卷
[00:02:10.940 --> 00:02:13.420]  如果這本書叫做《哥林多前書》
[00:02:13.420 --> 00:02:16.420]  就是寫給在哥林多教會
[00:02:16.420 --> 00:02:19.000]  哥林多的弟兄姊妹
[00:02:19.000 --> 00:02:22.460]  基督徒的一些教導
[00:02:22.460 --> 00:02:26.220]  哥林多前書講了很多這方面
[00:02:26.220 --> 00:02:28.500]  因次與是逢
[00:02:28.500 --> 00:02:30.460]  十二章第一節
[00:02:30.460 --> 00:02:31.740]  那裡說什麼呢?
[00:02:31.740 --> 00:02:33.460]  他說
[00:02:33.460 --> 00:02:34.660]  弟兄們
[00:02:34.660 --> 00:02:37.220]  論到屬靈的因次
[00:02:37.220 --> 00:02:40.700]  我不願你們不明白
[00:02:40.700 --> 00:02:42.380]  因次原有分別
[00:02:42.380 --> 00:02:45.260]  聖靈卻是一位
[00:02:45.260 --> 00:02:47.340]  即是也有分別
[00:02:47.340 --> 00:02:49.740]  主卻是一位
[00:02:49.740 --> 00:02:51.620]  公用也有分別
[00:02:51.620 --> 00:02:53.860]  上帝卻是一位
[00:02:53.860 --> 00:02:59.460]  在眾人裡面運行一切的工作
[00:02:59.460 --> 00:03:01.780]  這本書叫做《哥林多前書》
[00:03:01.780 --> 00:03:04.060]  由十二章到十四章
[00:03:04.060 --> 00:03:06.340]  都是講到屬靈因次的
[00:03:06.340 --> 00:03:09.020]  講到上帝給我們一些技能
[00:03:09.020 --> 00:03:10.420]  一些不同的能力
[00:03:10.420 --> 00:03:14.020]  或者一些不同的態度
[00:03:14.020 --> 00:03:16.300]  去做成主的工作
[00:03:16.300 --> 00:03:18.100]  十二至十四章都是講一件事
[00:03:18.100 --> 00:03:22.220]  整封書信裡面
[00:03:22.220 --> 00:03:24.500]  十六章
[00:03:24.500 --> 00:03:27.100]  十二至十四章都是講一件事
[00:03:27.100 --> 00:03:29.540]  有五分一的篇幅
[00:03:29.540 --> 00:03:31.740]  寶羅寫信的人
[00:03:31.740 --> 00:03:32.900]  那位目者
[00:03:32.900 --> 00:03:35.260]  都是講到屬靈的因次
[00:03:35.260 --> 00:03:37.540]  什麼叫做屬靈的因次呢?
[00:03:37.540 --> 00:03:38.700]  Spiritual gifts
[00:03:38.700 --> 00:03:39.900]  英文叫做
[00:03:39.900 --> 00:03:41.620]  留意那個字
[00:03:41.620 --> 00:03:42.980]  有兩塊
[00:03:42.980 --> 00:03:45.260]  第一塊是形容詞
[00:03:45.260 --> 00:03:47.180]  第二塊是名詞
[00:03:47.180 --> 00:03:48.980]  第一塊是叫做Spiritual
[00:03:48.980 --> 00:03:50.860]  就是屬靈的
[00:03:50.860 --> 00:03:52.340]  什麼意思呢?
[00:03:52.340 --> 00:03:54.660]  什麼叫做屬靈的
[00:03:54.660 --> 00:03:56.220]  這個形容詞
[00:03:56.220 --> 00:03:58.140]  其實就是屬於聖靈的
[00:03:58.140 --> 00:04:00.740]  就是由聖靈來產生
[00:04:00.740 --> 00:04:02.460]  由聖靈神自己
[00:04:02.460 --> 00:04:07.820]  來工作所產生出來的效果
[00:04:07.820 --> 00:04:09.580]  這個是Spiritual
[00:04:09.580 --> 00:04:11.780]  後面那塊就是名詞
[00:04:11.780 --> 00:04:13.580]  現代英文
[00:04:13.580 --> 00:04:16.940]  有時候翻做Charisma
[00:04:16.940 --> 00:04:18.740]  就是說魅力
[00:04:18.740 --> 00:04:21.020]  現代人翻譯就叫做魅力
[00:04:21.020 --> 00:04:24.300]  通常英文翻譯就是Spiritual gifts
[00:04:24.300 --> 00:04:25.780]  禮物
[00:04:25.780 --> 00:04:28.020]  就是上帝賜予
[00:04:28.020 --> 00:04:29.020]  在聖靈裡面
[00:04:29.020 --> 00:04:32.820]  祂親自來給你一些東西
[00:04:32.820 --> 00:04:34.300]  我們作為現代人
[00:04:34.300 --> 00:04:36.420]  我們有時候搞錯了
[00:04:36.420 --> 00:04:37.660]  我們以為Spiritual gifts
[00:04:37.660 --> 00:04:39.460]  就好像聖誕禮物
[00:04:39.460 --> 00:04:41.180]  就是上帝給了你
[00:04:41.180 --> 00:04:43.020]  這個就是屬於你的
[00:04:43.020 --> 00:04:45.500]  你就可以自己去
[00:04:45.500 --> 00:04:47.940]  私有化自己去使用
[00:04:47.940 --> 00:04:49.140]  其實Spiritual gifts
[00:04:49.140 --> 00:04:50.420]  不是這個意思
[00:04:50.420 --> 00:04:53.500]  其實可能有一個更好的翻譯
[00:04:53.500 --> 00:04:58.620]  應該叫做Spiritual manifestation
[00:04:58.620 --> 00:04:59.740]  就是屬靈
[00:04:59.740 --> 00:05:02.620]  聖靈所產生的表現
[00:05:02.620 --> 00:05:04.860]  聖靈所產生的工作
[00:05:04.860 --> 00:05:05.700]  怎麼看呢?
[00:05:05.700 --> 00:05:07.900]  在第七節
[00:05:07.900 --> 00:05:10.780]  他說聖靈顯在各人身上
[00:05:10.780 --> 00:05:15.260]  是要叫眾人得到益處
[00:05:15.260 --> 00:05:18.180]  這裡就說到聖靈所產生的工作
[00:05:18.180 --> 00:05:19.940]  Spiritual的工作
[00:05:19.940 --> 00:05:23.580]  保羅這裡特別用了一個字叫做顯在
[00:05:23.580 --> 00:05:24.900]  或者顯明
[00:05:24.900 --> 00:05:26.380]  顯示出來
[00:05:26.380 --> 00:05:27.860]  Manifestation
[00:05:27.860 --> 00:05:30.860]  就是說上帝的靈在我們心靈當中
[00:05:30.860 --> 00:05:32.580]  只要我們信了主之後
[00:05:32.580 --> 00:05:35.620]  我們心口真心承認
[00:05:35.620 --> 00:05:37.300]  耶穌為我們主的時候
[00:05:37.300 --> 00:05:38.860]  聖靈就在我們的內心
[00:05:38.860 --> 00:05:39.860]  在我們的心靈裡面
[00:05:39.860 --> 00:05:41.860]  其實是在工作的
[00:05:41.860 --> 00:05:43.860]  你不要管祂的工作
[00:05:43.860 --> 00:05:45.020]  是怎麼樣
[00:05:45.020 --> 00:05:48.100]  是要你哭三天才止眼淚
[00:05:48.100 --> 00:05:49.860]  然後你就悔改過來
[00:05:49.860 --> 00:05:51.100]  你有改變
[00:05:51.100 --> 00:05:53.060]  還是你立刻很平靜
[00:05:53.060 --> 00:05:56.500]  去經歷得救的過程
[00:05:56.500 --> 00:05:57.940]  每個人都不一樣
[00:05:57.940 --> 00:05:59.500]  但是這裡說得很肯定
[00:05:59.500 --> 00:06:02.020]  就是聖靈在我們身上
[00:06:02.020 --> 00:06:03.540]  有不同的Manifestation
[00:06:03.540 --> 00:06:05.740]  有不同的顯明
[00:06:05.740 --> 00:06:06.540]  信了主之後
[00:06:06.540 --> 00:06:08.620]  原來上帝的工作就在我們身上
[00:06:08.620 --> 00:06:10.260]  來更新和改變
[00:06:10.260 --> 00:06:12.740]  我們慢慢慢慢改變過來
[00:06:12.740 --> 00:06:13.340]  舉個例子
[00:06:13.340 --> 00:06:14.340]  信主之前
[00:06:14.340 --> 00:06:15.740]  可能你有一些興趣
[00:06:15.740 --> 00:06:16.940]  有一些能力
[00:06:16.940 --> 00:06:18.020]  有一些技能
[00:06:18.020 --> 00:06:20.740]  你只是拿來自我陶醉
[00:06:20.740 --> 00:06:22.940]  就是自我發展
[00:06:22.940 --> 00:06:23.940]  但是信了主之後
[00:06:23.940 --> 00:06:25.740]  上帝去改變你的時候
[00:06:25.740 --> 00:06:28.020]  你又讓上帝來改變你
[00:06:28.020 --> 00:06:30.900]  那件事就不是純粹自我陶醉
[00:06:30.900 --> 00:06:32.860]  就變成去服侍其他人
[00:06:32.860 --> 00:06:36.140]  要叫別人來得到益處
[00:06:36.140 --> 00:06:39.700]  信主之前
[00:06:39.700 --> 00:06:43.820]  音樂可能是你自我陶醉的方法
[00:06:43.820 --> 00:06:44.500]  信了主之後
[00:06:44.500 --> 00:06:45.820]  慢慢上帝改變你的時候
[00:06:45.820 --> 00:06:47.700]  你就拿來服侍別人
[00:06:47.700 --> 00:06:48.820]  信主之前
[00:06:48.820 --> 00:06:51.740]  可能你煮飯已經很厲害了
[00:06:51.740 --> 00:06:54.220]  色香味什麼都可以
[00:06:54.220 --> 00:06:56.980]  你可以是自我陶醉的
[00:06:56.980 --> 00:06:58.500]  但是信了主之後
[00:06:58.500 --> 00:07:00.100]  上帝繼續改變你的時候
