
[00:00:00.000 --> 00:00:02.580]  大家早晨 聽到嗎?
[00:00:02.580 --> 00:00:05.080]  我知道你們的音響都很好
[00:00:05.080 --> 00:00:07.080]  試過都很喜歡
[00:00:07.080 --> 00:00:11.420]  我們先讀指定的經文
[00:00:11.420 --> 00:00:20.760]  希伯來書11章13到16節
[00:00:20.760 --> 00:00:22.160]  如果你有聖經的
[00:00:22.160 --> 00:00:26.880]  你可以跟我一起讀
[00:00:26.880 --> 00:00:31.720]  希伯來書11章13到16節
[00:00:31.720 --> 00:00:35.460]  這些人都是存著信心死的
[00:00:35.460 --> 00:00:37.800]  並沒有得著所應許的
[00:00:37.800 --> 00:00:41.260]  他從遠處望見且歡喜迎接
[00:00:41.260 --> 00:00:46.180]  又承認自己在世上是客裡是寄居的
[00:00:46.180 --> 00:00:47.880]  說這樣話的人
[00:00:47.880 --> 00:00:51.040]  是表明自己要找一個家鄉
[00:00:51.040 --> 00:00:55.720]  他們若想念所離開的家鄉
[00:00:55.720 --> 00:00:57.880]  還有可以回去的機會
[00:00:57.880 --> 00:01:00.080]  他們卻視每一個更美的家鄉
[00:01:00.080 --> 00:01:01.800]  就是在天上的
[00:01:01.800 --> 00:01:04.380]  所以神被稱為他們的神
[00:01:04.380 --> 00:01:05.620]  並不以為恥
[00:01:05.620 --> 00:01:09.760]  因為他已經給他們預備了一座城
[00:01:09.760 --> 00:01:10.960]  還有一處的經文
[00:01:10.960 --> 00:01:18.760]  在彼得前書的4章10和11節
[00:01:18.760 --> 00:01:24.660]  我想是……
[00:01:24.660 --> 00:01:28.420]  好
[00:01:28.420 --> 00:01:34.120]  應該可能是寫錯了給大家
[00:01:34.120 --> 00:01:37.200]  我想我不讀這裡了
[00:01:37.200 --> 00:01:41.960]  在這裡再一次多謝成會教會
[00:01:41.960 --> 00:01:44.340]  陳牧師和大家的同工
[00:01:44.340 --> 00:01:47.380]  你們的邀請來到當中來分享
[00:01:47.380 --> 00:01:49.620]  今天很想和大家講一個主題
[00:01:49.620 --> 00:01:51.380]  就是「客裡人生」
[00:01:51.380 --> 00:01:55.380]  我不知道大家喜不喜歡去旅遊
[00:01:55.380 --> 00:01:57.460]  科技發達 互聯網
[00:01:57.460 --> 00:02:00.460]  互享經濟 建立地球村
[00:02:00.460 --> 00:02:03.540]  什麼都很近 很方便的時候
[00:02:03.540 --> 00:02:05.580]  自助旅遊各種形式的旅行
[00:02:05.580 --> 00:02:09.300]  是以前20年30年前都是不方便的
[00:02:09.300 --> 00:02:10.300]  不可以有的
[00:02:10.300 --> 00:02:12.080]  現在有人這樣說
[00:02:12.080 --> 00:02:15.040]  是前所未有從海陸空
[00:02:15.040 --> 00:02:17.260]  包括深海潛水的方式
[00:02:17.260 --> 00:02:20.380]  去體會文化和不同地方旅行
[00:02:20.380 --> 00:02:22.460]  有一個很重要的
[00:02:22.460 --> 00:02:24.460]  武長的問答遊戲
[00:02:24.460 --> 00:02:27.340]  就是幾條
[00:02:27.340 --> 00:02:29.380]  你在心中 你知道的
[00:02:29.380 --> 00:02:31.420]  我答得到 挺好
[00:02:31.420 --> 00:02:32.840]  我認識這個世界
[00:02:32.840 --> 00:02:36.340]  我知道什麼是旅行
[00:02:36.340 --> 00:02:38.380]  第一條就問
[00:02:38.380 --> 00:02:40.960]  2023年全球統計
[00:02:40.960 --> 00:02:43.760]  究竟有多少人次的國際入境旅客
[00:02:43.760 --> 00:02:45.040]  是指飛的
[00:02:45.040 --> 00:02:49.460]  如果你陸路走路就不能統計
[00:02:49.460 --> 00:02:53.880]  心裡面你想一個答案好不好
[00:02:53.880 --> 00:02:57.160]  多少億呢
[00:02:57.160 --> 00:03:00.620]  答案就是13億
[00:03:00.620 --> 00:03:02.120]  第二條
[00:03:02.120 --> 00:03:03.960]  看你最後答到多少條
[00:03:03.960 --> 00:03:07.420]  國際入境旅客人次最多的是哪個國家呢
[00:03:07.420 --> 00:03:10.460]  B
[00:03:10.460 --> 00:03:11.960]  我忘記了
[00:03:11.960 --> 00:03:14.880]  亞洲人的答案多數是B
[00:03:14.880 --> 00:03:18.000]  其實答案是C
[00:03:18.000 --> 00:03:20.960]  是C
[00:03:20.960 --> 00:03:23.000]  最後
[00:03:23.000 --> 00:03:25.960]  這個關係我們很重大
[00:03:25.960 --> 00:03:27.840]  當年環球和平指數
[00:03:27.840 --> 00:03:31.800]  美國在安全旅行指數上的排名
[00:03:31.800 --> 00:03:33.960]  如果用168個國家
[00:03:33.960 --> 00:03:35.960]  因為他有某個統計
[00:03:35.960 --> 00:03:40.580]  168個國家裡面排行多少呢
[00:03:40.580 --> 00:03:43.040]  A 1到20
[00:03:43.040 --> 00:03:44.500]  B就是20到50
[00:03:44.500 --> 00:03:46.160]  這是安全的意思
[00:03:46.160 --> 00:03:47.920]  C就是51到84
[00:03:47.920 --> 00:03:49.500]  D是85以上
[00:03:49.500 --> 00:03:51.000]  就是一半以上
[00:03:51.000 --> 00:03:52.000]  都是嗎
[00:03:52.000 --> 00:03:53.420]  D最差
[00:03:53.420 --> 00:03:55.000]  多是嗎
[00:03:55.000 --> 00:03:55.620]  是呀
[00:03:55.620 --> 00:03:56.260]  是真的很差
[00:03:56.260 --> 00:03:58.040]  原來是百多個
[00:03:58.040 --> 00:04:00.380]  所以不好意思
[00:04:00.380 --> 00:04:02.120]  大家在美國生活
[00:04:02.120 --> 00:04:04.660]  原來差不多可以這麼說
[00:04:04.660 --> 00:04:07.080]  我們在美國出發的話
[00:04:07.080 --> 00:04:09.840]  去大部分國家都是安全的
[00:04:09.840 --> 00:04:10.500]  反過來
[00:04:10.500 --> 00:04:13.160]  回程那一下就大件事了
[00:04:13.160 --> 00:04:15.960]  回程那一下就危險了
[00:04:15.960 --> 00:04:19.700]  剛才讀的聖經
[00:04:19.700 --> 00:04:22.000]  其實是在說一些經文
[00:04:22.000 --> 00:04:26.160]  就是寫給去了別的地區的朋友
[00:04:26.160 --> 00:04:27.500]  別的地區的
[00:04:27.500 --> 00:04:29.740]  主要是一些猶太的信徒
[00:04:29.740 --> 00:04:32.280]  那些地區包括今天
[00:04:32.280 --> 00:04:33.920]  其實都很喜歡去的地方
[00:04:33.920 --> 00:04:35.040]  土耳其
[00:04:35.040 --> 00:04:36.200]  亞細亞
[00:04:36.200 --> 00:04:38.240]  加拿大那些地方
[00:04:38.240 --> 00:04:41.160]  無論是希伯來書那段經文
[00:04:41.160 --> 00:04:43.280]  或者是彼得前書那段經文
[00:04:43.280 --> 00:04:47.160]  都是給這些這樣的朋友
[00:04:47.160 --> 00:04:51.320]  給這些都是猶太背景的文化
[00:04:51.320 --> 00:04:55.160]  但是去了一個很不同的地區的朋友
[00:04:55.160 --> 00:04:57.320]  都是信了耶穌的
[00:04:57.320 --> 00:04:58.860]  但是大家留意一下
[00:04:58.860 --> 00:05:01.200]  這些移居去那些地方
[00:05:01.200 --> 00:05:03.360]  加帕多加加拉泰
[00:05:03.360 --> 00:05:06.280]  亞細亞地方的人
[00:05:06.280 --> 00:05:09.160]  他們不是去旅行
[00:05:09.160 --> 00:05:11.160]  你知道有什麼分別了
[00:05:11.160 --> 00:05:12.660]  我們過境的時候
[00:05:12.660 --> 00:05:13.660]  你去旅行的話
[00:05:13.660 --> 00:05:15.160]  很多時候會問
[00:05:15.160 --> 00:05:17.160]  什麼時候回來
[00:05:17.160 --> 00:05:18.160]  如果你說
[00:05:18.160 --> 00:05:19.160]  我不回來了
[00:05:19.160 --> 00:05:21.160]  很久之前有一位女士
[00:05:21.160 --> 00:05:23.160]  她想去英國
[00:05:23.160 --> 00:05:24.160]  去英國的時候
[00:05:24.160 --> 00:05:25.660]  過境的時候
[00:05:25.660 --> 00:05:29.160]  她說我還沒訂回程機票
[00:05:29.160 --> 00:05:30.160]  然後就問她
[00:05:30.160 --> 00:05:31.160]  那你怎麼生活
[00:05:31.160 --> 00:05:32.660]  她說我有錢
[00:05:32.660 --> 00:05:34.160]  我說多少錢
[00:05:34.160 --> 00:05:38.160]  她大概有2、300鎊左右
[00:05:38.160 --> 00:05:39.660]  你玩多久
[00:05:39.660 --> 00:05:40.660]  三個星期
[00:05:40.660 --> 00:05:41.660]  你有沒有信用卡
[00:05:41.660 --> 00:05:44.160]  沒有
[00:05:44.160 --> 00:05:47.160]  那你猜最後她能不能過境
[00:05:47.160 --> 00:05:49.160]  因為那個官都不覺得
[00:05:49.160 --> 00:05:52.160]  我看你都不可能回到
[00:05:52.160 --> 00:05:54.660]  再來這個機場走了
[00:05:54.660 --> 00:05:55.660]  又沒有機票
[00:05:55.660 --> 00:05:56.660]  又沒有信用卡
[00:05:56.660 --> 00:05:57.660]  不知道為什麼
[00:05:57.660 --> 00:05:59.660]  所以頂姐妹
[00:05:59.660 --> 00:06:01.160]  那個是旅行的
[00:06:01.160 --> 00:06:02.160]  你覺得你旅行
[00:06:02.160 --> 00:06:03.160]  應該是旅行的表現
[00:06:03.160 --> 00:06:05.160]  這些人去到這些地區
[00:06:05.160 --> 00:06:06.160]  他們不是旅行
[00:06:06.160 --> 00:06:07.160]  他們是移居那個地方
[00:06:07.160 --> 00:06:10.160]  彼得和寫希伯來書的作者
[00:06:10.160 --> 00:06:13.160]  就是告訴他們很重要的東西
[00:06:13.160 --> 00:06:16.160]  就是原來在這一幫
[00:06:16.160 --> 00:06:19.160]  各個地區信了耶穌
[00:06:19.160 --> 00:06:20.160]  又在那裡生活的
[00:06:20.160 --> 00:06:22.160]  但是猶太背景的人
[00:06:22.160 --> 00:06:24.160]  他們很需要知道一件事
[00:06:24.160 --> 00:06:26.160]  就是剛才讀的
[00:06:26.160 --> 00:06:29.160]  包括希伯來書十一章的這段
[00:06:29.160 --> 00:06:30.160]  信心
[00:06:30.160 --> 00:06:32.160]  這個很重要的主題
[00:06:32.160 --> 00:06:34.160]  就是這一幫人
[00:06:34.160 --> 00:06:36.160]  他們有一個難題
[00:06:36.160 --> 00:06:37.160]  如果他們在
[00:06:37.160 --> 00:06:40.160]  不是自己原居地文化的地方生活
[00:06:40.160 --> 00:06:42.160]  他們會有逼迫
[00:06:42.160 --> 00:06:43.160]  為什麼呢
[00:06:43.160 --> 00:06:44.160]  因為信仰的緣故
[00:06:44.160 --> 00:06:46.160]  可能我們在北美洲
[00:06:46.160 --> 00:06:49.160]  覺得被逼迫的機會很微的
[00:06:49.160 --> 00:06:50.160]  很少的
[00:06:50.160 --> 00:06:53.160]  我前幾天就看回
[00:06:53.160 --> 00:06:58.160]  有位牧師叫舒密
[00:06:58.160 --> 00:07:00.160]  我看回這個舒密
[00:07:00.160 --> 00:07:03.160]  他那時候就在街頭講福音
[00:07:03.160 --> 00:07:05.160]  他有一個慣例
[00:07:05.160 --> 00:07:08.160]  他很喜歡崇拜早半個鐘
[00:07:08.160 --> 00:07:10.160]  他就在對開公園的地方
[00:07:10.160 --> 00:07:13.160]  講幾個字福音
[00:07:13.160 --> 00:07:14.160]  講完就回去崇拜
[00:07:14.160 --> 00:07:17.160]  那天他講完之後
[00:07:17.160 --> 00:07:18.160]  很奇怪
[00:07:18.160 --> 00:07:20.160]  好像有些聲音
[00:07:20.160 --> 00:07:22.160]  就是左邊太陽穴
[00:07:22.160 --> 00:07:24.160]  好像被一些東西撞到
[00:07:24.160 --> 00:07:25.160]  他沒事
[00:07:25.160 --> 00:07:27.160]  他又去收拾東西
[00:07:27.160 --> 00:07:28.160]  收拾完東西
[00:07:28.160 --> 00:07:30.160]  然後回到教會那裡
[00:07:30.160 --> 00:07:32.160]  準備的時候
[00:07:32.160 --> 00:07:34.160]  那些人看著他
[00:07:34.160 --> 00:07:36.160]  牧師
[00:07:36.160 --> 00:07:38.160]  太陽穴有血
[00:07:38.160 --> 00:07:42.160]  原來他中了槍
[00:07:42.160 --> 00:07:45.160]  那些子彈卡在他腦袋裡
[00:07:45.160 --> 00:07:46.160]  馬上送去醫院
[00:07:46.160 --> 00:07:47.160]  我看新聞的時候
[00:07:47.160 --> 00:07:49.160]  幾個月
[00:07:49.160 --> 00:07:51.160]  昨晚想起他的時候
[00:07:51.160 --> 00:07:52.160]  就看他的更新
[00:07:52.160 --> 00:07:54.160]  很感謝神
[00:07:54.160 --> 00:07:58.160]  本來醫生就想著他不能生存
[00:07:58.160 --> 00:08:03.160]  現在他竟然可以起來
[00:08:03.160 --> 00:08:05.160]  還可以生活
[00:08:05.160 --> 00:08:07.160]  但是暫時說不了話
[00:08:07.160 --> 00:08:09.160]  他為了這個牧師
[00:08:09.160 --> 00:08:12.160]  在美國祈禱
[00:08:12.160 --> 00:08:15.160]  原來在美國
[00:08:15.160 --> 00:08:17.160]  他在那裡的蓬蓉位置
[00:08:17.160 --> 00:08:18.160]  已經傳到了
[00:08:18.160 --> 00:08:20.160]  這樣街頭禱告
[00:08:20.160 --> 00:08:22.160]  一年多了
[00:08:22.160 --> 00:08:23.160]  都沒事
[00:08:23.160 --> 00:08:26.160]  不知道那天又會有這樣的人攻擊他
[00:08:26.160 --> 00:08:27.160]  還加上那顆子彈
[00:08:27.160 --> 00:08:29.160]  因為在一個很特別的位置
[00:08:29.160 --> 00:08:31.160]  是沒有辦法用手術拿走
[00:08:31.160 --> 00:08:33.160]  真的要求神憐憫
[00:08:33.160 --> 00:08:34.160]  所以你說亞特蘭提姐妹
[00:08:34.160 --> 00:08:35.160]  我們身處一個環境
[00:08:35.160 --> 00:08:36.160]  會面對壁壩的
[00:08:36.160 --> 00:08:37.160]  我們應該要怎麼做
[00:08:37.160 --> 00:08:41.160]  有人說不如我練習好一些槍法
[00:08:41.160 --> 00:08:42.160]  有些智慧的方法
[00:08:42.160 --> 00:08:44.160]  是不是有一個途徑呢
[00:08:44.160 --> 00:08:47.160]  有些人認為學智慧
[00:08:47.160 --> 00:08:50.160]  又或者什麼地方都不要去
[00:08:50.160 --> 00:08:53.160]  彼得和希伯來書的作者
[00:08:53.160 --> 00:08:55.160]  我相信他們都有一個看見
[00:08:55.160 --> 00:08:58.160]  其實我們要用一個方式
[00:08:58.160 --> 00:09:00.160]  怎麼去面對呢
[00:09:00.160 --> 00:09:02.160]  改變我們這個人的價值觀
[00:09:02.160 --> 00:09:05.160]  改變我們這個人的思想方式
[00:09:05.160 --> 00:09:08.160]  在我們內心裡面來有改變
[00:09:08.160 --> 00:09:10.160]  以致內心強大
[00:09:10.160 --> 00:09:12.160]  面對不同的事情都有力量
[00:09:12.160 --> 00:09:13.160]  好了
[00:09:13.160 --> 00:09:15.160]  我想說幾樣東西
[00:09:15.160 --> 00:09:16.160]  主要是四大點
[00:09:16.160 --> 00:09:19.160]  就是關於今天的主題
[00:09:19.160 --> 00:09:21.160]  嚇女人生
[00:09:21.160 --> 00:09:23.160]  不是旅遊人生
[00:09:23.160 --> 00:09:25.160]  是嚇女人生
[00:09:25.160 --> 00:09:27.160]  不是嚇壞女生
[00:09:27.160 --> 00:09:29.160]  而是我們看自己
[00:09:29.160 --> 00:09:31.160]  用幾個角度去看
[00:09:31.160 --> 00:09:32.160]  第一樣
[00:09:32.160 --> 00:09:33.160]  經文告訴我們
[00:09:33.160 --> 00:09:36.160]  憑著信來跟隨
[00:09:36.160 --> 00:09:39.160]  雖然我們今天所讀
[00:09:39.160 --> 00:09:41.160]  所領受的應許
[00:09:41.160 --> 00:09:42.160]  還沒有成就
[00:09:42.160 --> 00:09:44.160]  還沒有得著
[00:09:44.160 --> 00:09:46.160]  經文裡面就引一個
[00:09:46.160 --> 00:09:50.160]  很出名的猶太的教父
[00:09:50.160 --> 00:09:52.160]  猶太的先祖
[00:09:52.160 --> 00:09:54.160]  阿伯拉罕做例子
[00:09:54.160 --> 00:09:57.160]  阿伯拉罕就是一個怎樣的例子呢
[00:09:57.160 --> 00:10:00.160]  75歲才回應神的呼召
[00:10:00.160 --> 00:10:02.160]  離開迦勒底的梧椅
[00:10:02.160 --> 00:10:04.160]  其實75歲我們應該
[00:10:04.160 --> 00:10:06.160]  離開了工作崗位而已
[00:10:06.160 --> 00:10:09.160]  他75歲才領受這個機會
[00:10:09.160 --> 00:10:11.160]  然後去到迦南地
[00:10:11.160 --> 00:10:14.160]  住了一大段日子
[00:10:14.160 --> 00:10:16.160]  神給了他應許
[00:10:16.160 --> 00:10:17.160]  如果你看聖經裡面
[00:10:17.160 --> 00:10:19.160]  神應許什麼呢
[00:10:19.160 --> 00:10:21.160]  應許他有幾樣東西
[00:10:21.160 --> 00:10:23.160]  第一就是神會賜福給你的
[00:10:23.160 --> 00:10:24.160]  人生
[00:10:24.160 --> 00:10:26.160]  其中裡面包括
[00:10:26.160 --> 00:10:27.160]  你有後裔
[00:10:27.160 --> 00:10:29.160]  你會有地
[00:10:29.160 --> 00:10:31.160]  他們會成為大國
[00:10:31.160 --> 00:10:34.160]  所以這個應許真的很厲害
[00:10:34.160 --> 00:10:35.160]  很多福
[00:10:35.160 --> 00:10:37.160]  有地
[00:10:37.160 --> 00:10:38.160]  有國
[00:10:38.160 --> 00:10:39.160]  但是很重要
[00:10:39.160 --> 00:10:40.160]  誰承受呢
[00:10:40.160 --> 00:10:42.160]  所以神答應他有後裔
[00:10:42.160 --> 00:10:45.160]  當時他還沒有子女
[00:10:45.160 --> 00:10:49.160]  很振奮的應許
[00:10:49.160 --> 00:10:50.160]  很令他激勵
[00:10:50.160 --> 00:10:52.160]  但是等來等去都等不到
[00:10:52.160 --> 00:10:55.160]  大神最後在他100歲的時候
[00:10:55.160 --> 00:10:57.160]  給他一個兒子
[00:10:57.160 --> 00:10:59.160]  就是他應許所生
[00:10:59.160 --> 00:11:01.160]  他的元配
[00:11:01.160 --> 00:11:03.160]  撒拉所生的以撒
[00:11:03.160 --> 00:11:08.160]  但是地和國還沒有實現
[00:11:08.160 --> 00:11:09.160]  到他離開世界
[00:11:09.160 --> 00:11:11.160]  175歲的時候
[00:11:11.160 --> 00:11:12.160]  有什麼呢
[00:11:12.160 --> 00:11:13.160]  姑且這麼說
[00:11:13.160 --> 00:11:14.160]  三大類
[00:11:14.160 --> 00:11:17.160]  他起碼有兩大類的東西都沒有
[00:11:17.160 --> 00:11:19.160]  他還沒有真正有地
[00:11:19.160 --> 00:11:21.160]  他還沒有真正有一個國
[00:11:21.160 --> 00:11:24.160]  他是怎樣離開世界的呢
[00:11:24.160 --> 00:11:27.160]  就好像這個經文所記載
[00:11:27.160 --> 00:11:31.160]  他都是憑著信心這樣死的
[00:11:31.160 --> 00:11:33.160]  沒有得到這些應許
[00:11:33.160 --> 00:11:37.160]  但是他仍然是一個什麼人
[00:11:37.160 --> 00:11:39.160]  跟從神的人
[00:11:39.160 --> 00:11:40.160]  弟兄姊妹
[00:11:40.160 --> 00:11:42.160]  這個信心就是很寶貴的
[00:11:42.160 --> 00:11:45.160]  神學方面有一個說法叫做
[00:11:45.160 --> 00:11:47.160]  Already but not yet
[00:11:47.160 --> 00:11:48.160]  已經大患沒有
[00:11:48.160 --> 00:11:49.160]  有些東西
[00:11:49.160 --> 00:11:51.160]  神是應許給我們
[00:11:51.160 --> 00:11:53.160]  我們得著了
[00:11:53.160 --> 00:11:55.160]  大部分
[00:11:55.160 --> 00:11:56.160]  或者一部分
[00:11:56.160 --> 00:11:59.160]  但是還有沒有完全應驗的
[00:11:59.160 --> 00:12:00.160]  今天弟兄姊妹
[00:12:00.160 --> 00:12:03.160]  我知道大家遲些會浸禮
[00:12:03.160 --> 00:12:04.160]  其實在浸禮
[00:12:04.160 --> 00:12:06.160]  你能夠去受浸之前
[00:12:06.160 --> 00:12:09.160]  應該發生什麼事呢
[00:12:09.160 --> 00:12:11.160]  就是你真心跟隨
[00:12:11.160 --> 00:12:13.160]  接受主耶穌基督
[00:12:13.160 --> 00:12:14.160]  做你的救主
[00:12:14.160 --> 00:12:16.160]  跟從祂
[00:12:16.160 --> 00:12:19.160]  但是這個生命開始有一個改變
[00:12:19.160 --> 00:12:21.160]  但是你要發覺這個生命的改變
[00:12:21.160 --> 00:12:22.160]  按聖經說
[00:12:22.160 --> 00:12:25.160]  我們本應就好像主一樣
[00:12:25.160 --> 00:12:28.160]  不受這個環境限制
[00:12:28.160 --> 00:12:30.160]  穿牆入室
[00:12:30.160 --> 00:12:31.160]  可以吃又可以不吃
[00:12:31.160 --> 00:12:33.160]  又不會餓著
[00:12:33.160 --> 00:12:34.160]  還沒到
[00:12:34.160 --> 00:12:36.160]  我們形容這個就是
[00:12:36.160 --> 00:12:39.160]  完全的救贖的狀態
[00:12:39.160 --> 00:12:40.160]  那是什麼呢
[00:12:40.160 --> 00:12:41.160]  Not yet的
[00:12:41.160 --> 00:12:43.160]  但Already是什麼呢
[00:12:43.160 --> 00:12:44.160]  已經發生的
[00:12:44.160 --> 00:12:46.160]  就是已經有一個改變的生命
[00:12:46.160 --> 00:12:48.160]  裡面
[00:12:48.160 --> 00:12:49.160]  想事情很不同
[00:12:49.160 --> 00:12:51.160]  愛慕的事情也不同
[00:12:51.160 --> 00:12:55.160]  這個是一個改變
[00:12:55.160 --> 00:12:59.160]  在這個狀態很需要什麼呢
[00:12:59.160 --> 00:13:01.160]  雖然還沒領受應許
[00:13:01.160 --> 00:13:03.160]  仍然去跟隨
[00:13:03.160 --> 00:13:05.160]  這個就是這群人
[00:13:05.160 --> 00:13:07.160]  很特別的地方
[00:13:07.160 --> 00:13:10.160]  第二樣我留意到他們
[00:13:10.160 --> 00:13:12.160]  認定自己的身份
[00:13:12.160 --> 00:13:13.160]  是什麼身份呢
[00:13:13.160 --> 00:13:15.160]  客女和寄居的身份
[00:13:15.160 --> 00:13:17.160]  客女和寄居是兩個字
[00:13:17.160 --> 00:13:19.160]  我分開來講講
[00:13:19.160 --> 00:13:21.160]  客女有不同的譯本
[00:13:21.160 --> 00:13:24.160]  翻譯成外國人
[00:13:24.160 --> 00:13:26.160]  或者異鄉人
[00:13:26.160 --> 00:13:28.160]  Foreigner, Stranger
[00:13:28.160 --> 00:13:29.160]  那個字
