
[00:00:00.000 --> 00:00:03.520]  創世紀一至十一章是最吸引人的情節
[00:00:03.520 --> 00:00:05.960]  其中一個除了羅亞方舟之外
[00:00:05.960 --> 00:00:07.800]  就是巴別塔的故事
[00:00:07.800 --> 00:00:10.680]  我們先讀讀這段經文只是九節長
[00:00:10.680 --> 00:00:13.280]  創世紀十一章一節開始
[00:00:13.280 --> 00:00:16.280]  那時全世界只有一種語言
[00:00:16.280 --> 00:00:18.480]  大家說同樣的話語
[00:00:18.480 --> 00:00:20.520]  他們向東遷移的時候
[00:00:20.520 --> 00:00:23.240]  在士拿地發現一塊平原
[00:00:23.240 --> 00:00:24.400]  就住在那裡
[00:00:24.400 --> 00:00:25.400]  他們彼此說
[00:00:25.400 --> 00:00:29.000]  來我們造磚把磚燒透吧
[00:00:29.000 --> 00:00:31.480]  他們就把磚當作石頭
[00:00:31.480 --> 00:00:33.440]  然後用石漆當作灰泥
[00:00:33.440 --> 00:00:34.160]  他們又說
[00:00:34.160 --> 00:00:36.480]  來我們建一座城造一座塔
[00:00:36.480 --> 00:00:37.800]  塔頂要通天
[00:00:37.800 --> 00:00:39.920]  我們要為自己立名
[00:00:39.920 --> 00:00:42.600]  免得分散在全地上
[00:00:42.600 --> 00:00:43.320]  然後說
[00:00:43.320 --> 00:00:45.680]  來看看世人建造的城和塔
[00:00:45.680 --> 00:00:46.480]  然後說
[00:00:46.480 --> 00:00:48.760]  看他們同是一個民族
[00:00:48.760 --> 00:00:49.760]  有一樣語言
[00:00:49.760 --> 00:00:51.320]  他們一開始就作者事
[00:00:51.320 --> 00:00:53.440]  以後他們所做的一切
[00:00:53.440 --> 00:00:55.760]  就沒有可以攔阻他們的了
[00:00:55.760 --> 00:00:57.560]  來我們下去在那裡
[00:00:57.560 --> 00:00:59.560]  混亂他們的語言
[00:00:59.560 --> 00:01:01.840]  使他們聽不懂對方的話
[00:01:01.840 --> 00:01:03.920]  於是耶和華把他們在那裡
[00:01:03.920 --> 00:01:05.800]  分散在全地上
[00:01:05.800 --> 00:01:08.600]  他們就停止建造那城
[00:01:08.600 --> 00:01:11.560]  因此那城的名就叫巴別
[00:01:11.560 --> 00:01:12.880]  因為耶和華在那裡
