
[00:00:00.000 --> 00:00:05.440]  開到《九日妄想》第十九集,今次來到創世紀另一個新的段落
[00:00:05.440 --> 00:00:07.440]  二十五章第十九節開始
[00:00:07.440 --> 00:00:11.520]  以下是阿布拉罕的兒子以撒的後代
[00:00:11.520 --> 00:00:15.680]  阿布拉罕生以撒,以撒娶利伯加為妻時正四十歲
[00:00:15.680 --> 00:00:20.720]  利伯加是巴旦阿蘭地阿蘭人比土里的女兒
[00:00:20.720 --> 00:00:23.120]  是阿蘭人拉班的妹妹
[00:00:23.120 --> 00:00:27.040]  以撒因為自己的妻子不生育,就為她懇求耶和華
[00:00:27.040 --> 00:00:31.200]  耶和華應允她,她的妻子利伯加就懷了人
[00:00:31.200 --> 00:00:38.160]  不能夠生育,然後神即地使他能夠生育
[00:00:38.160 --> 00:00:41.280]  能夠生出下一代,能夠繼承下去
[00:00:41.280 --> 00:00:45.040]  這是創世紀特有的主題
[00:00:45.040 --> 00:00:50.400]  主要是講到人的無能,不能夠生育,不能夠延續下去的時候
[00:00:50.400 --> 00:00:57.200]  神就藉著神職,藉著他的工作,能夠將神的子民傳承下去
[00:00:57.200 --> 00:01:00.480]  這裡講到以撒的禱告,神應允了他
[00:01:00.480 --> 00:01:03.840]  表示這個家族能夠延續下去
[00:01:03.840 --> 00:01:08.000]  能夠將來成為以色列國,能夠以色列民
[00:01:08.000 --> 00:01:12.800]  之所以能夠存在,神的子民能夠繼續發展下去
[00:01:12.800 --> 00:01:16.960]  是全部因為上帝的恩典,不是靠人意
[00:01:16.960 --> 00:01:24.640]  這個故事開始的時候,講到上帝賜給以撒和利伯加後代
[00:01:24.640 --> 00:01:30.400]  然後就交代這個後代的出生和成長的經過
[00:01:30.400 --> 00:01:35.200]  原來他們是有雙胞胎,二十五章第二十二節
[00:01:35.200 --> 00:01:38.880]  雙胞胎在利伯加的福中彼此碰撞
[00:01:38.880 --> 00:01:42.000]  他就說,若是這樣我為什麼活著呢?
[00:01:42.000 --> 00:01:45.440]  好像是一個很苦很辛苦的壞人
[00:01:45.440 --> 00:01:48.240]  他就去求問耶和華,耶和華就回答他
[00:01:48.240 --> 00:01:53.680]  他說兩國在你的土裡,兩族從你的福中要分出來
[00:01:53.680 --> 00:01:59.440]  將來這族必強過那族,大的要服侍小的
[00:01:59.440 --> 00:02:00.960]  二十五章第二十四節
[00:02:00.960 --> 00:02:07.200]  到生產的時候,在利伯加的土福裡面果然是生出雙生子
[00:02:07.200 --> 00:02:13.120]  先出來的全身赤紅有毛,像毛衣一樣
[00:02:13.120 --> 00:02:16.720]  父母就為他起名叫做爾素
[00:02:16.720 --> 00:02:21.840]  在這段經文裡面有很多諧音字出現,很相近的字
[00:02:21.840 --> 00:02:27.200]  譬如紅色這個字,就是和爾素將來有瓜葛的
[00:02:27.200 --> 00:02:31.680]  因為將來他的destiny就是會住在爾東地
[00:02:31.680 --> 00:02:35.680]  爾東就是有紅色的意思
[00:02:35.680 --> 00:02:39.120]  大家可能去過現在約旦王國的下面
[00:02:39.120 --> 00:02:41.600]  就是以往的爾東地
[00:02:41.600 --> 00:02:46.560]  在爾東地有一個最出名的古城就是佩特拉城
[00:02:46.560 --> 00:02:50.080]  那裡最著名的當然就是公元後一世紀
[00:02:50.080 --> 00:02:56.480]  這個勒伯提人的民族,君王的墓地
[00:02:56.480 --> 00:03:02.640]  佩特拉城有另一個稱號叫做玫瑰城
[00:03:02.640 --> 00:03:09.600]  因為在爾東地全部找到的岩石都是紅岩石
[00:03:09.600 --> 00:03:15.040]  紅色是一個諧音字,講到爾東爾素將來居住的地方
[00:03:15.040 --> 00:03:21.760]  毛這個字,希伯來的音,也是像西爾
[00:03:21.760 --> 00:03:25.280]  西爾是一個地方,也是將來的爾東地
[00:03:25.280 --> 00:03:28.000]  所以講到紅色,講到毛的時候
[00:03:28.000 --> 00:03:31.840]  不單止講到爾素出生的情況
[00:03:31.840 --> 00:03:34.240]  也好像一個預言一樣
[00:03:34.240 --> 00:03:41.920]  講到人和民族將來會有什麼結果
[00:03:41.920 --> 00:03:44.480]  然後二十五章二十六節
[00:03:44.480 --> 00:03:46.720]  隨後他的弟弟也出來
[00:03:46.720 --> 00:03:49.680]  他的手抓住爾素的腳跟
[00:03:49.680 --> 00:03:54.240]  因此父母為他起名叫做雅各
[00:03:54.240 --> 00:03:58.880]  有一個諧音字,像腳跟這個字
[00:03:58.880 --> 00:04:01.680]  利伯加生了兩個兒子的時候
[00:04:01.680 --> 00:04:04.640]  以撒年正六十歲
[00:04:04.640 --> 00:04:06.880]  二十五章二十七節
[00:04:06.880 --> 00:04:09.760]  講到兩個孩子的長大
[00:04:09.760 --> 00:04:12.720]  他們的經過,他們的成長
[00:04:12.720 --> 00:04:14.720]  兩個孩子長大的時候
[00:04:14.720 --> 00:04:18.880]  爾素善於打獵,喜歡生活在田野
[00:04:18.880 --> 00:04:22.880]  雅各為人比較安靜,常常在帳棚裡面
[00:04:22.880 --> 00:04:25.520]  以撒愛爾素
[00:04:25.520 --> 00:04:29.120]  因為很喜歡吃爾素所打來的野味
[00:04:29.120 --> 00:04:33.200]  利伯加媽媽偏愛雅各
[00:04:33.200 --> 00:04:35.200]  講到爾素和雅各
[00:04:35.200 --> 00:04:39.280]  一個在田野做獵人,喜歡打獵
[00:04:39.280 --> 00:04:43.520]  然後雅各就常常躲在帳棚裡比較安靜
[00:04:43.520 --> 00:04:50.320]  其實也沒有什麼正負面去做一些評語
[00:04:50.320 --> 00:04:55.040]  只不過是交代一個哥哥喜歡在外面
[00:04:55.040 --> 00:04:58.080]  然後雅各喜歡在帳棚
[00:04:58.080 --> 00:05:04.480]  當然二十八節就來了一個隱藏的原因
[00:05:04.480 --> 00:05:06.880]  將來有的一些張力
[00:05:06.880 --> 00:05:12.320]  家庭裡面的張力,來自父母偏愛,視單一個的兒子
[00:05:12.320 --> 00:05:14.560]  無論如何,這裡交代
[00:05:14.560 --> 00:05:19.520]  就是以撒之後的兩個後代
[00:05:19.520 --> 00:05:24.080]  創世紀二十五章,在這個新的段落開始
[00:05:24.080 --> 00:05:27.120]  一直環繞著一個家族的問題
[00:05:27.120 --> 00:05:30.240]  這個主題就是長子的名分
[00:05:30.240 --> 00:05:34.160]  提到長子的名分,現代人可能比較陌生
[00:05:34.160 --> 00:05:37.760]  因為我們比較西方化,民主化了
[00:05:37.760 --> 00:05:43.920]  大體上我們都不會按照以前的傳統社會的習俗
[00:05:43.920 --> 00:05:45.600]  但是在近東的社會
[00:05:45.600 --> 00:05:51.600]  甚至今天在近東一些比較傳統的村莊的民族裡面
[00:05:51.600 --> 00:05:54.800]  都是非常盛行的一個習俗
[00:05:54.800 --> 00:05:56.800]  長子,男丁
[00:05:56.800 --> 00:06:00.240]  特別是一些大家族,在雨傘區內
[00:06:00.240 --> 00:06:03.600]  是一些無與倫比的特權
[00:06:03.600 --> 00:06:05.600]  幾乎是一種間選
[00:06:05.600 --> 00:06:09.360]  如果我們想像這些背景的時候
[00:06:09.360 --> 00:06:11.840]  可能我們可以用一些現代人
[00:06:11.840 --> 00:06:17.600]  我們比較習慣聽過的一些概念去了解
[00:06:17.600 --> 00:06:19.600]  我在香港長大的
[00:06:19.600 --> 00:06:22.160]  香港有一些所謂丁屋
[00:06:22.160 --> 00:06:24.400]  一些爭丁權的問題
[00:06:24.400 --> 00:06:27.680]  以往曾經有一套劇集
[00:06:27.680 --> 00:06:29.120]  Sitting Forward
[00:06:29.120 --> 00:06:31.680]  就是講到這些丁權的爭奪
[00:06:31.680 --> 00:06:34.480]  所以如果你想到丁權丁屋的時候
[00:06:34.480 --> 00:06:39.120]  或者有些相似的就是近東社會那種長子的文化
[00:06:39.120 --> 00:06:42.160]  因為丁屋的地權
[00:06:42.160 --> 00:06:44.480]  財產的繼承
[00:06:44.480 --> 00:06:48.080]  是按照那個長子
[00:06:48.080 --> 00:06:51.920]  按照那個男丁去傳承下去的
[00:06:51.920 --> 00:06:54.160]  所以是一些很寶貴的東西
[00:06:54.160 --> 00:06:56.880]  是一種特權
[00:06:56.880 --> 00:06:58.400]  在近東的文獻
[00:06:58.400 --> 00:07:02.160]  其實也有時候會提到這些長子的名份
[00:07:02.160 --> 00:07:04.160]  不單單聖經有提過
[00:07:04.160 --> 00:07:05.840]  譬如這裡舉一個例子
[00:07:05.840 --> 00:07:08.640]  在創世紀的族長時代
[00:07:08.640 --> 00:07:11.600]  大概公元前2000至1500年間
[00:07:11.600 --> 00:07:13.600]  在一個地方叫做馬里
[00:07:13.600 --> 00:07:14.480]  Mauri
[00:07:14.480 --> 00:07:16.880]  在現在的伊拉克的北面
[00:07:16.880 --> 00:07:18.720]  聖經沒有提過
[00:07:18.720 --> 00:07:21.040]  但是有很多出土的文獻
[00:07:21.040 --> 00:07:25.040]  是很像族長時代的那種習俗
[00:07:25.040 --> 00:07:28.720]  其中一份文獻提到這些所謂丁權
[00:07:28.720 --> 00:07:30.720]  講到這些習俗
[00:07:30.720 --> 00:07:34.480]  他說如果希臘倫
[00:07:34.480 --> 00:07:35.520]  希臘倫
[00:07:35.520 --> 00:07:37.120]  那個丈夫的名字
[00:07:37.120 --> 00:07:41.040]  還有亞利林的妻子
[00:07:41.040 --> 00:07:42.000]  阿利圖
[00:07:42.080 --> 00:07:46.800]  夫妻之間收養了很多的義子
[00:07:46.800 --> 00:07:49.040]  因為當時的大家族
[00:07:49.040 --> 00:07:52.240]  他們繼承他們的財產的時候
[00:07:52.240 --> 00:07:54.000]  他們都是靠著南丁的
[00:07:54.000 --> 00:07:55.600]  所以很多時候會接收
[00:07:55.600 --> 00:08:00.480]  會收養很多其他人做他們的合法義子
[00:08:00.480 --> 00:08:02.240]  那些可能是一些親友
[00:08:02.240 --> 00:08:04.720]  可能是一些非親屬
[00:08:04.720 --> 00:08:06.480]  但是這些種子當中
[00:08:06.480 --> 00:08:08.080]  只有那個長子
[00:08:08.080 --> 00:08:09.280]  叫做艾哈提尼
[00:08:09.280 --> 00:08:12.320]  艾哈提尼這個長子
[00:08:12.320 --> 00:08:15.520]  才是主要的承繼人
[00:08:15.520 --> 00:08:19.680]  可以從他父親的遺產當中
[00:08:19.680 --> 00:08:21.120]  得到雙份
[00:08:21.120 --> 00:08:22.400]  Double portion
[00:08:22.400 --> 00:08:26.320]  他的弟弟就將剩餘的財產均分了
[00:08:26.320 --> 00:08:28.720]  就是兄弟如兄弟的意思
[00:08:28.720 --> 00:08:31.040]  所以這裡讓我們看到
[00:08:31.040 --> 00:08:33.120]  長子的特權
[00:08:33.120 --> 00:08:34.560]  長子的名份
[00:08:34.560 --> 00:08:36.560]  在近東的社會裡面
[00:08:36.560 --> 00:08:38.880]  是一個很常見的習俗
[00:08:38.880 --> 00:08:40.720]  一種文化
[00:08:40.720 --> 00:08:42.320]  說到長子的名份
[00:08:42.320 --> 00:08:44.320]  可以分開有兩方面
[00:08:44.320 --> 00:08:45.680]  作為一個長子
[00:08:45.680 --> 00:08:48.240]  他的名份帶來的
[00:08:48.240 --> 00:08:50.480]  當然第一方面就是財產
[00:08:50.480 --> 00:08:52.480]  就是那種祝福
[00:08:52.480 --> 00:08:54.160]  物質上的祝福
[00:08:54.160 --> 00:08:56.640]  長子通常會得到家富
[00:08:56.640 --> 00:08:59.600]  雙倍給他的家產
[00:08:59.600 --> 00:09:01.840]  所以一個家庭
[00:09:01.840 --> 00:09:03.600]  如果他有十個小孩
[00:09:03.600 --> 00:09:04.400]  這樣才算
[00:09:04.400 --> 00:09:06.160]  因為有長子
[00:09:06.160 --> 00:09:09.040]  長子是要得到雙倍的遺產
[00:09:09.040 --> 00:09:10.880]  所以分家產的時候
[00:09:10.880 --> 00:09:14.400]  家富就不會將家產除十
[00:09:14.400 --> 00:09:16.400]  會將他除十一
[00:09:16.400 --> 00:09:18.240]  雙倍雙份的
[00:09:18.240 --> 00:09:23.120]  Double portion就會給長子的第一半
[00:09:23.120 --> 00:09:27.040]  長子就會承繼家富更多的財產
[00:09:27.040 --> 00:09:29.040]  所以你想起Double portion的時候
[00:09:29.040 --> 00:09:31.280]  你會想起繼承權
[00:09:31.280 --> 00:09:34.960]  譬如你記得之後舊約的故事
[00:09:34.960 --> 00:09:37.840]  以利沙和以利亞
[00:09:37.840 --> 00:09:40.000]  一個徒弟一個師傅
[00:09:40.000 --> 00:09:43.920]  以利沙有什麼祈禱有什麼請求
[00:09:43.920 --> 00:09:45.920]  就是林師傅未離開之前
[00:09:45.920 --> 00:09:46.640]  他說什麼
[00:09:46.640 --> 00:09:48.000]  求你使你的零
[00:09:48.000 --> 00:09:51.200]  雙倍的Double portion的林道岸
[00:09:51.200 --> 00:09:53.360]  所以這裡以利沙的禱告
[00:09:53.360 --> 00:09:54.560]  在做什麼呢
[00:09:54.560 --> 00:09:57.680]  他希望能夠成為Firstborn
[00:09:57.680 --> 00:10:01.200]  能夠繼承以利亞先知的職份
[00:10:01.200 --> 00:10:03.440]  是一個很榮耀的職份
[00:10:03.440 --> 00:10:05.600]  第二方面長子的名份
[00:10:05.600 --> 00:10:08.240]  我們就會想起領導權
[00:10:08.240 --> 00:10:12.080]  所以不單單是物質上的福氣
[00:10:12.080 --> 00:10:15.920]  也是一種Spiritual的Status
[00:10:15.920 --> 00:10:17.360]  一種Social Status
[00:10:17.360 --> 00:10:21.760]  一種社會最高的地位
[00:10:21.760 --> 00:10:25.520]  長子就是繼承家庭最高的領導
[00:10:25.520 --> 00:10:26.880]  在他的轄下
[00:10:26.880 --> 00:10:28.880]  他的帶領之下
[00:10:28.880 --> 00:10:31.920]  母親弟妹工人
[00:10:31.920 --> 00:10:36.560]  都會在他的領導之下
[00:10:36.560 --> 00:10:38.560]  所以在社會當中
[00:10:38.560 --> 00:10:39.840]  在物質裡面
[00:10:39.840 --> 00:10:43.760]  長子是一個很尊貴神聖的地位
[00:10:43.760 --> 00:10:58.640]  有了這些背景資料的時候
[00:10:58.640 --> 00:11:00.640]  我們就看看以下的經文
[00:11:01.280 --> 00:11:04.800]  29節就開始講一個以素能像的故事
[00:11:04.800 --> 00:11:05.760]  他說有一次
[00:11:05.760 --> 00:11:08.480]  雅各正在煮豆湯的時候
[00:11:08.480 --> 00:11:10.960]  以素從田地打獵回來
[00:11:10.960 --> 00:11:12.000]  他非常之累
[00:11:12.000 --> 00:11:13.360]  以素就跟雅各說
[00:11:13.360 --> 00:11:15.360]  求你把紅豆湯給我喝
[00:11:15.360 --> 00:11:17.360]  因為我已經疲乏得很
[00:11:17.360 --> 00:11:20.000]  因此以素的名字又叫做以東
[00:11:20.000 --> 00:11:22.160]  因為紅豆湯紅色
[00:11:22.160 --> 00:11:23.360]  雅各就跟他說
[00:11:23.360 --> 00:11:25.680]  你先要把你長子的名份賣給我
[00:11:25.680 --> 00:11:26.800]  以素就說
[00:11:26.800 --> 00:11:28.080]  我快要死了
[00:11:28.080 --> 00:11:31.280]  我的長子名份對我有什麼益處呢?
[00:11:31.280 --> 00:11:32.240]  雅各就說
[00:11:32.240 --> 00:11:34.240]  你先向我起誓
[00:11:34.240 --> 00:11:36.240]  以素就立刻向他起誓
[00:11:36.240 --> 00:11:40.320]  然後把自己的長子名份賣給了雅各
[00:11:40.320 --> 00:11:43.920]  於是雅各就把餅和紅豆湯給了以素
[00:11:43.920 --> 00:11:46.400]  以素吃了喝了
[00:11:46.400 --> 00:11:47.920]  起來走了
[00:11:47.920 --> 00:11:51.280]  以素就輕看了他長子的名份
[00:11:51.280 --> 00:11:53.440]  首先我們覺得很奇怪的就是
[00:11:53.440 --> 00:11:55.440]  為什麼以素很累回到家裡
[00:11:55.440 --> 00:11:56.240]  他很餓
[00:11:56.240 --> 00:11:57.520]  為什麼不吩咐一下
[00:11:57.520 --> 00:11:58.480]  大家族嘛
[00:11:58.480 --> 00:12:00.160]  有很多工人煮東西給他吃
[00:12:00.160 --> 00:12:03.280]  為什麼好像受到雅各一個人去威脅呢?
[00:12:03.280 --> 00:12:07.520]  可能實際情況未必我們表面上這麼想的
[00:12:07.520 --> 00:12:10.080]  可能這裡的情況有一點像
[00:12:10.080 --> 00:12:12.400]  創世紀之後的故事
[00:12:12.400 --> 00:12:14.960]  你記得約瑟的故事
[00:12:14.960 --> 00:12:19.760]  哥哥也去了幾天的路程遠的地方放養
[00:12:19.760 --> 00:12:21.760]  四周四景都沒有人
[00:12:21.760 --> 00:12:25.360]  雅各就派約瑟去探查一下
[00:12:25.360 --> 00:12:27.920]  到底他的哥哥是不是平安
[00:12:27.920 --> 00:12:29.040]  走了幾天的路程
[00:12:29.040 --> 00:12:30.560]  約瑟終於找到他的哥哥
[00:12:30.560 --> 00:12:33.280]  在那裡方圓十里都沒有人
[00:12:33.280 --> 00:12:36.800]  然後就發生了一些家庭的慘劇
[00:12:36.800 --> 00:12:39.200]  所以這裡說到以素和雅各
[00:12:39.200 --> 00:12:43.520]  可能也是同樣有這樣的情況
[00:12:43.520 --> 00:12:48.160]  就是可能以素去了很遠的地方打獵
[00:12:48.160 --> 00:12:51.840]  然後雅各隨後可能帶著其他的工人
[00:12:51.840 --> 00:12:53.440]  去找以素
[00:12:53.440 --> 00:12:55.520]  然後在那裡搭了一個帳篷
[00:12:55.520 --> 00:12:58.240]  以素打完獵很久之後
[00:12:58.240 --> 00:12:59.120]  他就回來了
[00:12:59.120 --> 00:12:59.840]  很累
