
[00:00:00.000 --> 00:00:04.880]  我們看巴黎宗教的背景
[00:00:04.880 --> 00:00:08.280]  我們以前看過比較研究
[00:00:08.280 --> 00:00:13.240]  曾經看過一些聖經背景的東西
[00:00:13.240 --> 00:00:14.560]  正如我所說
[00:00:14.560 --> 00:00:16.400]  看到聖經的背景
[00:00:16.400 --> 00:00:20.400]  其實可以幫助我們如何領略聖經的信息
[00:00:20.400 --> 00:00:24.080]  聖經對當時的人有什麼信息
[00:00:24.080 --> 00:00:26.760]  而我們領略了之後
[00:00:26.760 --> 00:00:31.080]  對我們今時今日有什麼當代的應用
[00:00:31.080 --> 00:00:37.040]  就會更加容易運用得到
[00:00:37.040 --> 00:00:41.120]  所以我們看看一個很出名的假神
[00:00:41.120 --> 00:00:43.120]  叫做巴黎
[00:00:43.120 --> 00:00:47.040]  在巴黎的背景下
[00:00:47.040 --> 00:00:50.200]  到底聖經如何去對抗
[00:00:50.200 --> 00:00:53.000]  或者那些所屬耶和華的人
[00:00:53.000 --> 00:00:54.440]  敬拜耶和華的人
[00:00:54.440 --> 00:00:56.560]  真心侍奉耶和華的人
[00:00:56.560 --> 00:01:02.120]  他們如何去對抗這些巴黎的假神的影響
[00:01:02.120 --> 00:01:04.440]  這個情況
[00:01:04.440 --> 00:01:06.840]  其實就好像我們今天要面對不同的
[00:01:06.840 --> 00:01:07.960]  所謂今天的巴黎
[00:01:07.960 --> 00:01:11.320]  當然今天已經沒有人再說所謂拜巴黎
[00:01:11.320 --> 00:01:15.760]  但它所代表的就是一些
[00:01:15.760 --> 00:01:18.800]  嘗試去毀滅耶和華的僕人
[00:01:18.800 --> 00:01:21.080]  嘗試去毀滅耶和華的信仰
[00:01:21.080 --> 00:01:22.720]  毀滅聖經的信仰
[00:01:22.720 --> 00:01:26.840]  這些文化的意識等等
[00:01:26.840 --> 00:01:28.440]  或者這些勢力
[00:01:28.440 --> 00:01:30.640]  如何去對抗
[00:01:30.640 --> 00:01:34.760]  我們知道聖經是有它的背景
[00:01:34.760 --> 00:01:37.320]  很多時候我們就將聖經直接
[00:01:37.320 --> 00:01:40.760]  想應用在現代的處境裡面
[00:01:40.760 --> 00:01:42.280]  但我們說過
[00:01:42.280 --> 00:01:43.640]  如果聖經是這樣的話
[00:01:43.640 --> 00:01:45.840]  我們就將聖經抽離了
[00:01:45.840 --> 00:01:48.680]  就沒有了聖經本身的世界
[00:01:48.680 --> 00:01:50.360]  聖經第一代的讀者
[00:01:50.360 --> 00:01:51.240]  古代的讀者
[00:01:51.240 --> 00:01:53.520]  如何去理解那些經文
[00:01:53.520 --> 00:01:56.200]  我們首先需要去明白了
[00:01:56.200 --> 00:01:58.440]  這個絕對不是像這裡那樣
[00:01:58.440 --> 00:02:02.600]  希望這個圖畫可以幫助到大家
[00:02:02.600 --> 00:02:06.840]  不是說將聖經框在以往古代的世界
[00:02:06.840 --> 00:02:10.400]  而不能夠應用在我們現代的世界
[00:02:10.400 --> 00:02:14.520]  而是我們認識了以往近東的世界的時候
[00:02:14.520 --> 00:02:17.840]  我們知道聖經如何跟它對話和如何對抗
[00:02:17.840 --> 00:02:21.000]  以致我們能夠影響到那個意義
[00:02:21.000 --> 00:02:26.200]  而那個意義就能夠應用在我們今時今日的世界
[00:02:26.200 --> 00:02:28.080]  所以很簡單想介紹一下
[00:02:28.080 --> 00:02:30.720]  巴力是一回什麼事
[00:02:30.720 --> 00:02:35.080]  我們經常看到先知書或者伊利亞的故事
[00:02:35.080 --> 00:02:38.840]  說到如何去跟巴力的先知去鬥法
[00:02:38.840 --> 00:02:42.520]  跟巴力去抗衡等等
[00:02:42.520 --> 00:02:44.040]  到底是怎麼來的呢?
[00:02:44.040 --> 00:02:47.680]  就跟大家去一個地方叫做烏加利
[00:02:47.680 --> 00:02:50.880]  烏加利就是今天Rashomwa這個地方
[00:02:50.880 --> 00:02:58.520]  就是今天在土耳其和敘利亞邊境的地方
[00:02:58.520 --> 00:03:02.840]  這個地圖就讓大家看到
[00:03:02.840 --> 00:03:05.160]  以色列就在南邊
[00:03:05.160 --> 00:03:07.320]  耶路撒冷這個地方
[00:03:07.320 --> 00:03:09.920]  而北邊一直藍色的海旁
[00:03:09.920 --> 00:03:13.200]  就是當時最大的海港
[00:03:13.200 --> 00:03:17.480]  在地中海東的世界
[00:03:17.480 --> 00:03:19.000]  Mediterranean East
[00:03:19.000 --> 00:03:21.720]  這個世界裡面的霸主
[00:03:21.720 --> 00:03:25.560]  貿易最大的海港的霸主
[00:03:25.560 --> 00:03:27.080]  就是這些海港
[00:03:27.080 --> 00:03:33.640]  譬如有推羅、泰爾、西頓、比布斯、比布拉斯
[00:03:33.640 --> 00:03:36.400]  上面烏加利這個地方
[00:03:36.400 --> 00:03:39.320]  烏加利這個地方在1920年的時候
[00:03:39.320 --> 00:03:42.880]  就找到很多跟巴力宗教有關的背景
[00:03:42.880 --> 00:03:44.440]  烏加利就是一個海港
[00:03:44.440 --> 00:03:48.400]  在烏加利的上面大概二三十公里左右
[00:03:48.400 --> 00:03:51.720]  就是這個地方叫做Mount Saffong
[00:03:51.720 --> 00:03:56.720]  Mount Saffong就是藍色的海岸
[00:03:56.720 --> 00:03:59.760]  叫做菲利基
[00:03:59.760 --> 00:04:01.440]  海岸一直伸延下去
[00:04:01.440 --> 00:04:06.880]  由北邊Mount Saffong一直伸延下去加密山這個地方
[00:04:06.880 --> 00:04:10.840]  這裡整片都是拜巴力的大本營
[00:04:10.840 --> 00:04:15.000]  所以你們記得以利亞的故事
[00:04:15.000 --> 00:04:17.720]  就是阿哈王跟誰結親
[00:04:17.720 --> 00:04:22.120]  就是跟西頓王的女兒夜西別結親
[00:04:22.120 --> 00:04:30.920]  所以巴力才知道和以利亞去到抗衡鬥法的地方
[00:04:30.920 --> 00:04:34.680]  也是在加密山這個地方
[00:04:34.680 --> 00:04:37.680]  所以這個地方在1920年的時候
[00:04:37.680 --> 00:04:42.680]  不單找到土優也找到很多文獻
[00:04:42.680 --> 00:04:44.680]  在這裡發掘之後
[00:04:44.680 --> 00:04:48.440]  就是古烏加利城
[00:04:48.440 --> 00:04:54.200]  有的城牆和裡面不同的建築物
[00:04:54.200 --> 00:04:55.680]  比如有什麼建築物呢
[00:04:55.680 --> 00:04:58.680]  這裡有一個很大的皇宮的地方
[00:04:58.680 --> 00:05:01.360]  就是西世代烏加利王
[00:05:01.360 --> 00:05:04.760]  在這裡作王
[00:05:04.760 --> 00:05:06.280]  是他們的宮殿
[00:05:06.280 --> 00:05:09.920]  而且也找到很多archives
[00:05:09.920 --> 00:05:12.560]  就是文件和例版
[00:05:12.560 --> 00:05:16.760]  他們用一些攝影文字寫的例版
[00:05:16.760 --> 00:05:20.560]  有一些他們的信件等等
[00:05:20.560 --> 00:05:23.400]  也有他們守護的城門
[00:05:23.400 --> 00:05:25.000]  有住的地方
[00:05:25.000 --> 00:05:28.720]  右上角這裡就是有Bell Temple
[00:05:28.720 --> 00:05:32.040]  這個所謂的巴力的大廟
[00:05:32.040 --> 00:05:36.840]  裡面也有一些祭司的房屋等等
[00:05:36.840 --> 00:05:42.640]  也有他們的大祭司的文獻寫下來
[00:05:42.640 --> 00:05:47.400]  當然多神論的世界裡面不止一個廟
[00:05:47.400 --> 00:05:48.680]  和耶路撒冷不同
[00:05:48.680 --> 00:05:53.400]  也有大滾神明的廟等等
[00:05:53.400 --> 00:05:55.000]  找到這些東西
[00:05:55.000 --> 00:06:00.840]  最重要的就是找到一些烏加利的例版
[00:06:00.840 --> 00:06:03.080]  正如我所說
[00:06:03.080 --> 00:06:05.000]  在攝影文字刻上去的例版
[00:06:05.000 --> 00:06:06.520]  燒乾了之後
[00:06:06.520 --> 00:06:09.440]  就會有一些文字在上面
[00:06:09.440 --> 00:06:13.120]  這個烏加利的例版
[00:06:13.120 --> 00:06:15.440]  我們為什麼需要知道呢
[00:06:15.440 --> 00:06:19.800]  因為你知道在舊約聖經裡面沒有提到有烏加利這個地方
[00:06:19.800 --> 00:06:22.000]  但是很多時候提到巴力
[00:06:22.000 --> 00:06:23.640]  巴力才知道
[00:06:23.640 --> 00:06:24.840]  巴力宗教
[00:06:24.840 --> 00:06:26.040]  巴力神明
[00:06:26.040 --> 00:06:29.440]  巴力和亞瑟拉等等
[00:06:29.440 --> 00:06:32.240]  這些多神論的背景
[00:06:32.240 --> 00:06:35.040]  在烏加利所找到的文獻
[00:06:35.040 --> 00:06:39.040]  就幫助我們去理解到底巴力是什麼一回事
[00:06:39.040 --> 00:06:43.800]  為什麼對當時的以色列人來說是一個這麼大的試探
[00:06:43.800 --> 00:06:45.120]  正如我所說
[00:06:45.120 --> 00:06:49.520]  這個平衡可以看到我們今天現時的世界
[00:06:49.520 --> 00:06:51.840]  到底有什麼是屬於所謂的巴力
[00:06:51.840 --> 00:06:53.360]  對我們在文化裡面
[00:06:53.360 --> 00:06:55.840]  思想上面是經常在操控我們
[00:06:55.840 --> 00:06:57.560]  經常在影響我們
[00:06:57.560 --> 00:06:59.440]  這些就是今天的巴力
[00:06:59.440 --> 00:07:01.000]  過去的巴力是什麼呢
[00:07:01.000 --> 00:07:02.960]  這些烏加利的例版
[00:07:02.960 --> 00:07:04.640]  有幾千塊左右
[00:07:04.640 --> 00:07:06.400]  發掘出來之後
[00:07:06.400 --> 00:07:07.240]  翻譯了之後
[00:07:07.240 --> 00:07:10.600]  就發現有三類這些文件
[00:07:10.600 --> 00:07:13.360]  第一類的文件就是宗教的文獻
[00:07:13.360 --> 00:07:14.960]  宗教文獻就是說
[00:07:14.960 --> 00:07:16.480]  講述他們的神話
[00:07:16.480 --> 00:07:19.920]  講述他們宗教的信仰
[00:07:19.920 --> 00:07:21.560]  他們所信的神明
[00:07:21.560 --> 00:07:23.160]  一些故事等等
[00:07:23.160 --> 00:07:24.640]  譬如有些什麼呢
[00:07:24.640 --> 00:07:26.880]  我這裡列出的就是一個叫做Bell Cycle
[00:07:26.880 --> 00:07:28.600]  就是巴力的循環故事
[00:07:28.600 --> 00:07:29.800]  Bell Cycle
[00:07:29.800 --> 00:07:34.000]  另外一個就是一些皇的史詩
[00:07:34.000 --> 00:07:36.640]  就是Quarter 或者 Arkhart
[00:07:36.640 --> 00:07:43.760]  這些史詩都是講到可能跟聖經裡面一些的寫作
[00:07:43.760 --> 00:07:44.880]  是有相似的地方
[00:07:44.880 --> 00:07:48.080]  譬如探討苦難等等
[00:07:48.080 --> 00:07:50.800]  當然這些宗教的文獻
[00:07:50.800 --> 00:07:52.800]  就是三類裡面是最多的
[00:07:52.800 --> 00:07:55.680]  當然在這個宗教的文獻裡面
[00:07:55.680 --> 00:07:56.520]  最出名
[00:07:56.520 --> 00:07:59.760]  最多人關注的就是第一個了
[00:07:59.760 --> 00:08:01.000]  就是Bell Cycle
[00:08:01.000 --> 00:08:04.200]  巴力的循環故事
[00:08:04.200 --> 00:08:06.000]  等等我們會看看
[00:08:06.000 --> 00:08:07.760]  或者之後我們會看多一點
[00:08:07.760 --> 00:08:11.520]  到底巴力在神話裡面怎麼形容他
[00:08:11.520 --> 00:08:13.120]  以至為什麼
[00:08:13.120 --> 00:08:15.440]  住在迦林地裡面的以色列人
[00:08:15.440 --> 00:08:19.600]  這麼容易受巴力宗教的影響
[00:08:19.600 --> 00:08:22.960]  這個第一類是Religious Text
[00:08:22.960 --> 00:08:26.240]  第二類就是Apostolary
[00:08:26.240 --> 00:08:27.920]  就是書信
[00:08:27.920 --> 00:08:32.160]  烏加列這個城市或者城邦
[00:08:32.160 --> 00:08:37.840]  是大概當時主前1500至1200年左右
[00:08:37.840 --> 00:08:40.640]  到1200年左右的時候
[00:08:40.640 --> 00:08:42.400]  就是被毀滅的
[00:08:42.400 --> 00:08:44.080]  所以有幾百年的時間
[00:08:44.080 --> 00:08:48.640]  有很多的皇在歷史歷代在管治這個海港
[00:08:48.640 --> 00:08:50.640]  這個大的城邦
[00:08:50.640 --> 00:08:53.200]  他們也寫了很多的信件
[00:08:53.200 --> 00:08:56.640]  譬如跟埃及王有一些互通的信件
[00:08:56.640 --> 00:09:00.080]  或者官員、人民寫了一些信函等等
[00:09:00.080 --> 00:09:02.640]  這些給我們看到他們當時的生活
[00:09:02.640 --> 00:09:03.920]  這是第二方面
[00:09:03.920 --> 00:09:06.240]  第三方面就是Administrative Text
[00:09:06.240 --> 00:09:08.480]  就是一些行政的文件
[00:09:08.480 --> 00:09:11.440]  這些行政文件有時候有一些明治的清單
[00:09:11.440 --> 00:09:13.120]  或者是合約等等
[00:09:13.120 --> 00:09:18.000]  所以找到這些很豐富的內容
[00:09:18.000 --> 00:09:20.000]  我們嘗試用這些內容
[00:09:20.000 --> 00:09:26.000]  給我們一些亮光去理解聖經的背景
[00:09:26.000 --> 00:09:29.840]  甚至幫助我們理解一些聖經的經文
