
[00:00:00.000 --> 00:00:03.000]  頂智慕早晨
[00:00:03.000 --> 00:00:05.000]  終於暖一點了
[00:00:05.000 --> 00:00:09.000]  經歷了一個比較寒冷的冬天
[00:00:09.000 --> 00:00:12.000]  不知道大家有沒有見過這東西呢
[00:00:12.000 --> 00:00:15.000]  是啊 醒目啊
[00:00:15.000 --> 00:00:19.000]  煲湯的朋友應該會知道這是海底的東西
[00:00:19.000 --> 00:00:22.000]  我也是第一次見到它還沒切的樣子
[00:00:22.000 --> 00:00:24.000]  通常我們見到的是切了的
[00:00:24.000 --> 00:00:26.000]  切了的是右手邊的位置
[00:00:26.000 --> 00:00:29.000]  大家見到它的時候
[00:00:29.000 --> 00:00:33.000]  海底的東西有什麼功用呢
[00:00:33.000 --> 00:00:34.000]  紫卡化痰
[00:00:34.000 --> 00:00:37.000]  紫卡化痰 還有呢
[00:00:37.000 --> 00:00:40.000]  潤肺 沒錯
[00:00:40.000 --> 00:00:42.000]  其實它有很多功用
[00:00:42.000 --> 00:00:46.000]  實際上有清熱潤肺紫卡
[00:00:46.000 --> 00:00:50.000]  滋陰補腎 山津止渴 美顏潤膚
[00:00:50.000 --> 00:00:53.000]  含維他命B C E 維生素
[00:00:53.000 --> 00:00:57.000]  有助滋潤皮膚 提升免疫力 強身健體
[00:00:57.000 --> 00:01:02.000]  適合涯野和體質偏熱的人士
[00:01:02.000 --> 00:01:05.000]  特別是在北美經常開暖氣 很燥熱的
[00:01:05.000 --> 00:01:08.000]  在秋冬的時候很適合煲來喝的
[00:01:08.000 --> 00:01:12.000]  所以現在暖肺可能你不需要
[00:01:12.000 --> 00:01:16.000]  但是如果冷和燥熱的時候你就會用它
[00:01:16.000 --> 00:01:18.000]  海底的東西是一種幫助我們
[00:01:18.000 --> 00:01:23.000]  轉化我們身體裡面燥熱的一個上好的藥材
[00:01:23.000 --> 00:01:24.000]  不知道你們知不知道
[00:01:24.000 --> 00:01:26.000]  聖經裡面也有海底的東西
[00:01:26.000 --> 00:01:31.000]  這位海底爺平時不鋪頭
[00:01:31.000 --> 00:01:34.000]  一鋪頭就做了一件奇事
[00:01:34.000 --> 00:01:38.000]  轉化了人對於榮耀和羞恥的看法
[00:01:38.000 --> 00:01:40.000]  在約翰福音裡面
[00:01:40.000 --> 00:01:44.000]  人很急躁地保護自己的榮耀和面子
[00:01:44.000 --> 00:01:47.000]  而耶穌就是用我們生活中
[00:01:47.000 --> 00:01:52.000]  很平常最不起眼的事去觸摸我們的心
[00:01:52.000 --> 00:01:55.000]  甚至改變了我們人的一生
[00:01:55.000 --> 00:01:57.000]  我們一起來看看吧
[00:01:57.000 --> 00:02:05.000]  我小時候在教會聽這段經文的理解是這樣的
[00:02:05.000 --> 00:02:08.000]  「水變酒」大家都聽過吧
[00:02:08.000 --> 00:02:11.000]  耶穌是一個可以改變物質的神
[00:02:11.000 --> 00:02:17.000]  可以將水H2O變成酒C2H5O
[00:02:17.000 --> 00:02:20.000]  多了很多不同的原子
[00:02:20.000 --> 00:02:22.000]  有碳也有氫
[00:02:22.000 --> 00:02:25.000]  耶穌真的很厲害
[00:02:25.000 --> 00:02:28.000]  成為一個可以改變物質的上帝
[00:02:28.000 --> 00:02:31.000]  不過我今天不是想用這個角度去看
[00:02:31.000 --> 00:02:33.000]  我想帶大家從另一個角度去看
[00:02:33.000 --> 00:02:39.000]  想想耶穌當時在約翰福音裡面的處境是什麼
[00:02:39.000 --> 00:02:46.000]  作者怎樣去描寫耶穌這個海底爺鋪頭
[00:02:46.000 --> 00:02:48.000]  他做第一個神蹟
[00:02:48.000 --> 00:02:53.000]  大家就會發現這個上帝不只是一個改變物質的神
[00:02:53.000 --> 00:02:55.000]  更加是改變人心的神
[00:02:55.000 --> 00:02:58.000]  我們一會細緻一點去看這個經文
[00:02:58.000 --> 00:03:03.000]  第三天在加利利的加拿大
[00:03:03.000 --> 00:03:04.000]  有一個婚宴
[00:03:04.000 --> 00:03:06.000]  耶穌的母親在那裡
[00:03:06.000 --> 00:03:10.000]  耶穌和祂的門徒都被邀請到宴會裡面
[00:03:10.000 --> 00:03:12.000]  酒用完了
[00:03:12.000 --> 00:03:14.000]  然後耶穌的母親對他們說
[00:03:14.000 --> 00:03:17.000]  他們沒有走
[00:03:17.000 --> 00:03:19.000]  很奇怪
[00:03:19.000 --> 00:03:23.000]  瑪利亞就跟耶穌說
