
[00:00:00.000 --> 00:00:05.120]  我們這次繼續講《逆妖作門徒》這個系列
[00:00:05.120 --> 00:00:08.960]  這次我們講到詩篇第一和第二篇
[00:00:08.960 --> 00:00:13.560]  我想這次我們先從一個新約的經文開始
[00:00:13.560 --> 00:00:16.900]  這個經文就是《士徒行傳》第十三章三十三節
[00:00:16.900 --> 00:00:18.700]  這裡上下文講什麼呢?
[00:00:18.700 --> 00:00:21.640]  就是保羅第一次的宣教旅程
[00:00:21.640 --> 00:00:23.020]  去到土耳其一個地方
[00:00:23.020 --> 00:00:26.200]  他就跟人們講到耶穌就是基督
[00:00:26.200 --> 00:00:28.200]  就是神所立的君王
[00:00:28.200 --> 00:00:30.400]  所以這裡三十三節就講到
[00:00:30.400 --> 00:00:32.200]  藉著耶穌的復活
[00:00:32.200 --> 00:00:35.640]  向我們這些作子孫的應驗了
[00:00:35.640 --> 00:00:37.920]  就如詩篇第二篇所記的
[00:00:37.920 --> 00:00:39.400]  就是你是我的兒子
[00:00:39.400 --> 00:00:40.900]  我今天生你
[00:00:40.900 --> 00:00:43.300]  為什麼要用這一節聖經開始呢?
[00:00:43.300 --> 00:00:46.500]  因為有一些古代的抄本
[00:00:46.500 --> 00:00:48.360]  另一個傳統的抄本
[00:00:48.360 --> 00:00:50.300]  不是講到詩篇第二篇的
[00:00:50.300 --> 00:00:52.200]  是講到詩篇第一篇
[00:00:52.200 --> 00:00:54.840]  所以這裡似乎告訴我們
[00:00:54.840 --> 00:00:56.640]  在新約的時候
[00:00:56.640 --> 00:00:59.900]  詩篇第一篇和第二篇
[00:00:59.900 --> 00:01:03.700]  可能是一起當成是第一篇的
[00:01:03.700 --> 00:01:06.200]  或者甚至第一、二篇
[00:01:06.200 --> 00:01:07.900]  本身是沒有數目的
[00:01:07.900 --> 00:01:09.200]  沒有編碼的
[00:01:09.200 --> 00:01:12.100]  事實上一些中世紀的抄本
[00:01:12.100 --> 00:01:14.100]  詩篇第一篇
[00:01:14.100 --> 00:01:15.800]  是用紅色字寫的
[00:01:15.800 --> 00:01:17.100]  是沒有數目的
[00:01:17.100 --> 00:01:18.200]  不像我們今天講的
[00:01:18.200 --> 00:01:19.700]  這個就是詩篇第一篇
[00:01:19.700 --> 00:01:21.500]  所以如果你這樣看的時候
[00:01:21.500 --> 00:01:23.300]  在新約的教會
[00:01:23.300 --> 00:01:24.900]  看到詩篇一、二篇的時候
[00:01:24.900 --> 00:01:28.200]  似乎是告訴我們
[00:01:28.200 --> 00:01:30.600]  這兩篇其實是一個preface
[00:01:30.600 --> 00:01:32.400]  一個序言
[00:01:32.400 --> 00:01:33.800]  或者告訴我們
[00:01:33.800 --> 00:01:35.300]  在這兩個中間
[00:01:35.300 --> 00:01:38.400]  收集了這些詩篇
[00:01:38.400 --> 00:01:39.800]  成為詩集
[00:01:39.800 --> 00:01:41.800]  可能有100多首
[00:01:41.800 --> 00:01:43.000]  148首
[00:01:43.000 --> 00:01:46.200]  最後文士或者編輯
[00:01:46.200 --> 00:01:48.800]  才加上一個introduction的序言
[00:01:48.800 --> 00:01:51.800]  就用了現在的詩篇一、二篇
[00:01:51.800 --> 00:01:53.300]  所以很明顯
[00:01:53.300 --> 00:01:57.900]  一、二篇之間有很多共通的地方
[00:01:57.900 --> 00:02:00.000]  以及整本的詩集
[00:02:00.000 --> 00:02:02.200]  整本敬拜的詩歌集
[00:02:02.200 --> 00:02:03.800]  作一個introduction
[00:02:03.800 --> 00:02:05.300]  作一個序言
[00:02:05.300 --> 00:02:06.800]  如果你看看
[00:02:06.800 --> 00:02:09.100]  在詩篇第一篇和第二篇
[00:02:09.100 --> 00:02:12.600]  確實有很多相同的字眼
[00:02:12.600 --> 00:02:13.300]  是有用的
[00:02:13.300 --> 00:02:15.300]  譬如第一章第一節
[00:02:15.300 --> 00:02:17.100]  這裡說有福的人
[00:02:17.100 --> 00:02:18.800]  這是新譯本的翻譯
[00:02:18.800 --> 00:02:20.400]  因為有福的人這個字
[00:02:20.400 --> 00:02:21.000]  share
[00:02:21.000 --> 00:02:24.600]  真的是詩篇第一個字開始的
[00:02:24.600 --> 00:02:28.300]  胡合本將它推到第二節最後
[00:02:28.300 --> 00:02:31.100]  因為這樣文法讀起來比較通
[00:02:31.100 --> 00:02:33.600]  但是確實是有福的人開始的
[00:02:33.600 --> 00:02:34.900]  不從愛人的計謀
[00:02:34.900 --> 00:02:36.400]  不暫聚人的道路
[00:02:36.400 --> 00:02:42.000]  不坐好羈少人的座位
[00:02:42.000 --> 00:02:44.100]  這裡有福的人
[00:02:44.100 --> 00:02:47.600]  又在第二篇的最後一節
[00:02:47.600 --> 00:02:48.800]  十二節又出現了
[00:02:48.800 --> 00:02:50.300]  梵透教耶和華的
[00:02:50.300 --> 00:02:52.200]  就是有福的
[00:02:52.200 --> 00:02:52.600]  share
[00:02:52.600 --> 00:02:53.900]  也是同一個字
[00:02:53.900 --> 00:02:55.900]  第二個相同的字就是
[00:02:55.900 --> 00:02:57.500]  第一章第二節
[00:02:57.500 --> 00:02:59.600]  晝夜勿縱
[00:02:59.600 --> 00:03:00.300]  這是新譯本
[00:03:00.300 --> 00:03:02.600]  或者思想神的律法
[00:03:02.600 --> 00:03:04.000]  二章第一節
[00:03:04.000 --> 00:03:09.000]  又提到這些外邦或者反對神的皇權的列國
[00:03:09.000 --> 00:03:12.200]  萬民為什麼胸謀妄想
[00:03:12.200 --> 00:03:13.400]  是同一個字
[00:03:13.400 --> 00:03:16.600]  勿縱或者思考
[00:03:16.600 --> 00:03:19.900]  和胸謀妄想
[00:03:19.900 --> 00:03:23.400]  就是計劃反對上帝的皇權
[00:03:23.400 --> 00:03:24.500]  是同一個字
[00:03:24.500 --> 00:03:27.200]  一章六節和二章十二節都是一樣
[00:03:27.200 --> 00:03:31.200]  第一章第六節提到惡人的道路
[00:03:31.200 --> 00:03:33.200]  必定會滅亡
[00:03:33.200 --> 00:03:36.200]  滅亡這個字在二章十二節又出現過
[00:03:36.200 --> 00:03:38.400]  所以一和二篇
[00:03:38.400 --> 00:03:41.900]  其實是整個的詩歌本
[00:03:41.900 --> 00:03:44.500]  好像一篇大門一樣
[00:03:44.500 --> 00:03:45.800]  一個序言
[00:03:45.800 --> 00:03:47.800]  就是你進入一間大屋的時候
[00:03:47.800 --> 00:03:49.800]  你進入一個聖殿的時候
[00:03:49.800 --> 00:03:51.800]  這個entrance
[00:03:51.800 --> 00:03:53.000]  這個門口
[00:03:53.000 --> 00:03:55.300]  進來的時候就給我們一些提醒
[00:03:55.300 --> 00:03:56.300]  一些警告
[00:03:56.300 --> 00:03:59.300]  或者一些挑戰
[00:03:59.300 --> 00:04:03.300]  所以這次我們看詩篇第一和二篇一起
[00:04:03.300 --> 00:04:04.300]  首先看第一篇
[00:04:04.300 --> 00:04:05.800]  第一篇很多時候我們叫做
[00:04:05.800 --> 00:04:06.600]  Wisdom Song
[00:04:06.600 --> 00:04:08.800]  就是智慧詩歌
[00:04:08.800 --> 00:04:10.800]  智慧詩歌是什麼意思呢
[00:04:10.800 --> 00:04:12.800]  當你看到一些詩篇
[00:04:12.800 --> 00:04:14.300]  講到神的律法
[00:04:14.300 --> 00:04:18.300]  或者義者惡者兩個生命給你做一個選擇
[00:04:18.300 --> 00:04:22.300]  大概就是在看智慧詩篇
[00:04:22.300 --> 00:04:23.800]  就是Wisdom Song
[00:04:23.800 --> 00:04:25.800]  就是教導我們挑戰我們
[00:04:25.800 --> 00:04:28.300]  詩篇第一篇最為人熟悉了
[00:04:28.300 --> 00:04:31.300]  所以在第一篇第二節經常說
[00:04:31.300 --> 00:04:32.800]  我們經常背的
[00:04:32.800 --> 00:04:35.300]  就是維曉為爺和律法的晝夜思想者
[00:04:35.300 --> 00:04:35.800]  吾便為有福
[00:04:35.800 --> 00:04:38.300]  他好像一棵樹坐在溪水旁
[00:04:38.300 --> 00:04:40.300]  按時候結果指
[00:04:40.300 --> 00:04:42.300]  葉子也不枯乾
[00:04:42.300 --> 00:04:44.300]  做的事情也是順利的
[00:04:44.300 --> 00:04:46.300]  坐在溪水旁的樹
[00:04:46.300 --> 00:04:47.800]  是想起什麼景象呢
[00:04:47.800 --> 00:04:49.300]  如果你Google search的話
[00:04:49.300 --> 00:04:50.300]  好像我去Google search
[00:04:50.300 --> 00:04:53.800]  我就找到這一類的相片
[00:04:53.800 --> 00:04:55.300]  這一類很美的
[00:04:55.300 --> 00:04:57.300]  給我們感覺很安息
[00:04:57.300 --> 00:04:59.300]  很安恕
[00:04:59.300 --> 00:05:00.300]  很安靜的
[00:05:00.300 --> 00:05:02.300]  但是呢
[00:05:02.300 --> 00:05:05.300]  在以色列巴士眼地想起
[00:05:05.300 --> 00:05:07.300]  坐在溪水旁的樹
[00:05:07.300 --> 00:05:09.300]  是不是就是這個意思呢
[00:05:09.300 --> 00:05:11.300]  其實呢
[00:05:11.300 --> 00:05:14.300]  應該不像我們剛才那些相片
[00:05:14.300 --> 00:05:15.300]  那麼浪漫的
[00:05:15.300 --> 00:05:17.300]  那麼美麗的
[00:05:17.300 --> 00:05:19.300]  在曠野當中
[00:05:19.300 --> 00:05:20.300]  譬如這兩張相
[00:05:20.300 --> 00:05:23.300]  都是在猶大曠野的隱基地
[00:05:23.300 --> 00:05:25.300]  那裡拍的
[00:05:25.300 --> 00:05:27.300]  這裡就是
[00:05:27.300 --> 00:05:30.300]  剛剛在曠野裡面有一個水泉
[00:05:30.300 --> 00:05:32.300]  在盆石裡面湧出一些水
[00:05:32.300 --> 00:05:35.300]  然後那些樹植物
[00:05:35.300 --> 00:05:37.300]  就在旁邊那裡
[00:05:37.300 --> 00:05:38.300]  要下很多苦工
[00:05:38.300 --> 00:05:39.300]  在逆境裡面
[00:05:39.300 --> 00:05:40.300]  它才可以生存
[00:05:40.300 --> 00:05:42.300]  要向下扎根
[00:05:42.300 --> 00:05:44.300]  很深的根
[00:05:44.300 --> 00:05:45.300]  才能夠生存
[00:05:45.300 --> 00:05:46.300]  能夠去生活
[00:05:46.300 --> 00:05:48.300]  因為在曠野裡面
[00:05:48.300 --> 00:05:49.300]  寸草不生
[00:05:49.300 --> 00:05:51.300]  這些盆石出水的時候
[00:05:51.300 --> 00:05:54.300]  就是生命的源頭
