
[00:00:00.000 --> 00:00:01.000]   Thank you.
[00:00:01.000 --> 00:00:05.080]   Well, it's great to be here today.
[00:00:05.080 --> 00:00:07.480]   I'm very excited to be here.
[00:00:07.480 --> 00:00:10.640]   And love being at UV.
[00:00:10.640 --> 00:00:15.920]   It's been a little bit since I've been here in person, but it's great to see you all and
[00:00:15.920 --> 00:00:16.920]   to see family.
[00:00:16.920 --> 00:00:17.920]   It's good.
[00:00:17.920 --> 00:00:23.760]   Spent a lot of time with a lot of you that are here, and it's great just to be around
[00:00:23.760 --> 00:00:30.400]   family again and appreciate you being here today and enjoy the worship with you all and
[00:00:30.400 --> 00:00:31.400]   just excited to be here.
[00:00:31.400 --> 00:00:38.960]   We're going to be looking in Luke chapter 10 today at this story of Mary and Martha.
[00:00:38.960 --> 00:00:41.840]   We're going to talk about choosing what is better.
[00:00:41.840 --> 00:00:45.800]   I'm going to pray real quickly as we begin, and then we'll start to look at this passage.
[00:00:45.800 --> 00:00:49.740]   God, thank you so much for the opportunity to be here today.
[00:00:49.740 --> 00:00:50.880]   Thank you for your word.
[00:00:50.880 --> 00:00:55.140]   God, thank you for how it changes us, how it forms us and shapes us.
[00:00:55.140 --> 00:01:01.380]   And I pray that would take place today, that as we consider your word together, as we read
[00:01:01.380 --> 00:01:07.300]   it, as we talk about it, that it would change who we are, that when we leave, we would be
[00:01:07.300 --> 00:01:13.340]   different than when we came in and that ultimately we'd be closer to you, God, in Jesus name.
[00:01:13.340 --> 00:01:14.340]   Amen.
[00:01:15.340 --> 00:01:21.960]   So this passage, just a few verses we're going to look at in verses 38 to 42 of Luke chapter
[00:01:21.960 --> 00:01:28.720]   10, a familiar story, but I think a lot of powerful truth for us in our lives about what
[00:01:28.720 --> 00:01:33.000]   we choose to do with our time and our resources that God has given us.
[00:01:33.000 --> 00:01:34.240]   So let's read this together.
[00:01:34.240 --> 00:01:41.080]   Luke 10, 38 to 42, it says this, "As Jesus and his disciples were on their way, he came
[00:01:41.080 --> 00:01:45.880]   to a village where a woman named Martha opened her home to him.
[00:01:45.880 --> 00:01:53.560]   She had a sister called Mary who sat at the Lord's feet listening to what he said, but
[00:01:53.560 --> 00:01:58.140]   Martha was distracted by all the preparations that had to be made.
[00:01:58.140 --> 00:02:02.380]   She came to him and asked, 'Lord, don't you care that my sister has left me to do the
[00:02:02.380 --> 00:02:04.200]   work by myself?
[00:02:04.200 --> 00:02:05.200]   Tell her to help me.'
[00:02:06.200 --> 00:02:11.880]   Martha, Martha, the Lord answered, 'You're worried and upset about many things, but few
[00:02:11.880 --> 00:02:16.480]   things are needed or indeed only one.
[00:02:16.480 --> 00:02:23.560]   Mary has chosen what is better and it will not be taken away from her.'"
[00:02:23.560 --> 00:02:26.300]   And that's what we're going to consider today, choosing what is better.
[00:02:26.300 --> 00:02:31.520]   This is a really powerful command that Jesus lays on us in this passage, but it's a little
[00:02:31.520 --> 00:02:36.240]   bit perplexing to us too, and we're drawn to the power of what Jesus is saying here.
[00:02:36.240 --> 00:02:37.240]   We want this.
[00:02:37.240 --> 00:02:42.280]   We want to choose what is better, yet sometimes we're confused about how to do so.
[00:02:42.280 --> 00:02:44.920]   What does it mean to choose better?
[00:02:44.920 --> 00:02:47.160]   What does better even mean?
[00:02:47.160 --> 00:02:52.120]   And I think that question is even more significant for us in the modern world because we live
[00:02:52.120 --> 00:03:00.620]   in a world that there are so many choices and we live in a society where there's a lot
[00:03:00.620 --> 00:03:06.640]   of affluence and there's so many options in every place that we look in life.
[00:03:06.640 --> 00:03:12.280]   And whatever we're trying to choose in that moment, there are just kind of a myriad of
[00:03:12.280 --> 00:03:14.680]   choices for us to choose from.
[00:03:14.680 --> 00:03:20.320]   If you think about something like when you get a new car.
[00:03:20.320 --> 00:03:22.520]   Now I've never bought a new car.
[00:03:22.520 --> 00:03:27.120]   I've only bought used cars, so there's less choices when you buy used.
[00:03:27.120 --> 00:03:32.540]   But sometimes when I'm dreaming or I don't have anything else to do, I have gotten online
[00:03:32.540 --> 00:03:39.060]   and looked at, you look at Tesla or whatever and you go through, build your own and customize
[00:03:39.060 --> 00:03:40.520]   and all that.
[00:03:40.520 --> 00:03:45.660]   And if you've ever done that or whatever your favorite car is, if you ever looked at a Ford
[00:03:45.660 --> 00:03:51.860]   Bronco online or a Corvette or whatever, there's so many choices that it takes forever just
[00:03:51.860 --> 00:03:58.660]   to get through all the choices because obviously you have to pick the car that you want, the
[00:03:58.660 --> 00:04:02.100]   body style, do you want an SUV, a van, a sedan or whatever?
[00:04:02.100 --> 00:04:06.980]   And then after that, you've got to pick the engine, the drive train, then you're going
[00:04:06.980 --> 00:04:13.940]   to pick the seats and the fabric and the color and what kind of radio you want and all the
[00:04:13.940 --> 00:04:16.740]   different technology options.
[00:04:16.740 --> 00:04:23.380]   It's just kind of endless amount of choices to choose something like that.
[00:04:23.380 --> 00:04:29.580]   And that is just kind of a silly illustration, but in every era of our life, we're faced
[00:04:29.580 --> 00:04:33.340]   with just kind of an overwhelming amount of choice.
[00:04:33.340 --> 00:04:38.180]   When it comes time to eat, there's so many things to choose from when we're going to
[00:04:38.180 --> 00:04:39.180]   eat, right?
[00:04:39.180 --> 00:04:40.620]   Are we going to go to a restaurant?
[00:04:40.620 --> 00:04:42.580]   Are we going to get takeout somewhere?
[00:04:42.580 --> 00:04:44.740]   And if we are going to go to a restaurant, which one are we going to choose?
[00:04:44.740 --> 00:04:46.780]   Because the whole city is full of great restaurants.
[00:04:46.780 --> 00:04:49.340]   If we're going to cook at home, what are we going to cook?
[00:04:49.340 --> 00:04:52.580]   There's so many different ingredients and recipes and options.
[00:04:52.580 --> 00:04:54.940]   There's all these different choices.
[00:04:54.940 --> 00:04:58.780]   There's ready-made meals, there's things at the grocery store, what are we going to do?
[00:04:58.780 --> 00:05:01.620]   When we think about how we're going to spend our time and entertainment and things like
[00:05:01.620 --> 00:05:08.460]   that, there's sporting events, you could go to the movies, you could go to the park, you
[00:05:08.460 --> 00:05:10.460]   could go to a concert.
[00:05:10.460 --> 00:05:15.060]   There's so many choices when you have a free night that you're going to go do something.
[00:05:15.060 --> 00:05:21.380]   Or even if you're just going to sit down and veg out on the couch and watch something on
[00:05:21.380 --> 00:05:24.100]   TV, there's limitless choices, right?
[00:05:24.100 --> 00:05:29.620]   If you have cable, you could channel surf for hours.
[00:05:29.620 --> 00:05:33.180]   I don't have cable, but we have some streaming and streaming is the same way, right?
[00:05:33.180 --> 00:05:37.460]   That's the hardest part of watching a movie or a show on streaming is actually getting
[00:05:37.460 --> 00:05:41.740]   started because there's so many things you're like, "Ah, maybe we should watch this.
[00:05:41.740 --> 00:05:43.460]   I want to check this out.
[00:05:43.460 --> 00:05:45.540]   I heard this was good."
[00:05:45.540 --> 00:05:48.560]   When I was a teenager, we had this thing.
[00:05:48.560 --> 00:05:52.380]   Some of you know what this is, but some of you, this is totally foreign to you.
[00:05:52.380 --> 00:05:57.720]   When I was a teenager, we had this thing called Video Store.
[00:05:57.720 --> 00:06:06.020]   It was a store with shelves like other stores, and on these shelves were a whole lot of DVDs.
[00:06:06.020 --> 00:06:09.020]   Some of you might know what a DVD is.
[00:06:09.020 --> 00:06:13.560]   It was just literally shelves and shelves of DVDs.
[00:06:13.560 --> 00:06:16.800]   My friends and I, when we were in high school, we would do the same thing that everybody
[00:06:16.800 --> 00:06:17.900]   does with streaming now.
[00:06:17.900 --> 00:06:23.620]   We'd go in there, spend like 45 minutes walking around the Video Store, picking up movies,
[00:06:23.620 --> 00:06:25.220]   being like, "Hey, do you want to watch this?"
[00:06:25.220 --> 00:06:26.620]   "No, I've already seen that."
[00:06:26.620 --> 00:06:30.340]   Or, "No, I heard my friend said it wasn't any good."
[00:06:30.340 --> 00:06:33.280]   It took so long just to choose.
[00:06:33.280 --> 00:06:34.420]   We still have that problem now.
[00:06:34.420 --> 00:06:40.140]   Like I said, we get on Netflix or Disney+ or whatever, streaming, and there's just so
[00:06:40.140 --> 00:06:41.140]   many choices.
[00:06:41.140 --> 00:06:47.980]   And so, what Jesus is saying here is actually really significant to us.
[00:06:47.980 --> 00:06:52.660]   And the reality is, there's so many choices in our lives that at some points, it almost
[00:06:52.660 --> 00:06:56.140]   becomes like an existential threat to us.
[00:06:56.140 --> 00:06:59.180]   We feel overwhelmed because we have so many choices to make.
[00:06:59.180 --> 00:07:02.940]   We feel like if we make the wrong choice, we're going to miss out or we're going to
[00:07:02.940 --> 00:07:04.500]   wreck our whole life.
[00:07:04.500 --> 00:07:07.180]   I remember when I was trying to choose a college feeling that way.
[00:07:07.180 --> 00:07:10.380]   I was like, "There's so many colleges in the United States.
