
[00:00:00.000 --> 00:00:03.080]  謝謝…
[00:00:03.080 --> 00:00:05.880]  大家早安…
[00:00:05.880 --> 00:00:07.760]  大家昨晚睡得好嗎
[00:00:07.760 --> 00:00:10.360]  很好嗎?睡得很好
[00:00:10.360 --> 00:00:12.360]  希望大家都有精神
[00:00:12.360 --> 00:00:14.600]  一起來敬拜上帝
[00:00:14.600 --> 00:00:18.360]  通常我們問人睡得好嗎
[00:00:18.360 --> 00:00:19.560]  可能有些朋友跟我們說
[00:00:19.560 --> 00:00:21.520]  他不是睡得很好
[00:00:21.520 --> 00:00:23.120]  我們會問
[00:00:23.120 --> 00:00:25.880]  「你最近壓力太大嗎」
[00:00:25.880 --> 00:00:27.400]  「晚上想太多」
[00:00:27.400 --> 00:00:28.880]  「很多事情要擔心」
[00:00:28.960 --> 00:00:31.560]  對吧?或者我會實際問
[00:00:31.560 --> 00:00:35.520]  「是否這個床褥」
[00:00:35.520 --> 00:00:37.800]  「承托力不夠好」
[00:00:37.800 --> 00:00:39.040]  為何我們會這樣判斷
[00:00:39.040 --> 00:00:41.360]  因為在我們的認知中
[00:00:41.360 --> 00:00:45.760]  一張床褥很影響你的睡眠質素
[00:00:45.760 --> 00:00:49.160]  有時我們為了睡得好
[00:00:49.160 --> 00:00:53.480]  都會不惜代價選擇較好的床褥
[00:00:53.480 --> 00:00:58.560]  就像我們四年前來到美國讀書
[00:00:58.640 --> 00:01:01.200]  我們去了很多地方
[00:01:01.200 --> 00:01:03.640]  去IKEA,又去了不同的地方
[00:01:03.640 --> 00:01:05.000]  到處試
[00:01:05.000 --> 00:01:08.520]  希望找到一張較硬的床褥
[00:01:08.520 --> 00:01:10.640]  始終我們睡不慣
[00:01:10.640 --> 00:01:12.120]  不是美國人
[00:01:12.120 --> 00:01:14.560]  我們需要較硬的床褥
[00:01:14.560 --> 00:01:17.360]  承托力較好,才睡得好
[00:01:17.360 --> 00:01:18.880]  大家看看這張床褥
[00:01:18.880 --> 00:01:22.520]  你猜猜它多少錢
[00:01:22.520 --> 00:01:26.880]  是貴的…
[00:01:26.880 --> 00:01:28.160]  不是便宜,是貴的
[00:01:28.240 --> 00:01:29.400]  你猜猜它多少錢
[00:01:29.400 --> 00:01:32.600]  五萬元,我又不猜五萬元
[00:01:32.600 --> 00:01:35.720]  有高一點的嗎…
[00:01:35.720 --> 00:01:37.040]  有人說四、五千元
[00:01:37.040 --> 00:01:38.800]  四、五千元太少了
[00:01:38.800 --> 00:01:41.800]  太少了,要用美元計較
[00:01:41.800 --> 00:01:45.120]  我先給大家一些提示
[00:01:45.120 --> 00:01:47.040]  「Made in Sweden」
[00:01:47.040 --> 00:01:48.960]  全人手製作
[00:01:48.960 --> 00:01:50.040]  需要六、八小時
[00:01:50.040 --> 00:01:54.040]  將裡面的馬毛、羊毛、棉
[00:01:54.040 --> 00:01:55.600]  一層一層地鋪上
[00:01:55.680 --> 00:01:59.480]  最後配上瑞典的松木
[00:01:59.480 --> 00:02:03.680]  提示就是這麼多
[00:02:03.680 --> 00:02:06.160]  你猜猜它多少錢
[00:02:06.160 --> 00:02:11.320]  多少?三萬…
[00:02:11.320 --> 00:02:12.440]  有高一點的嗎
[00:02:12.440 --> 00:02:15.520]  20萬…
[00:02:15.520 --> 00:02:18.920]  太少了…
[00:02:18.920 --> 00:02:20.560]  20萬太少了
[00:02:20.560 --> 00:02:23.320]  對,猜中了,是100萬
[00:02:23.320 --> 00:02:24.800]  這張床褥有100萬
[00:02:25.800 --> 00:02:29.400]  對,100萬美元
[00:02:29.400 --> 00:02:32.320]  剛好2026年最新的價位
[00:02:32.320 --> 00:02:34.200]  100萬美元
[00:02:34.200 --> 00:02:40.320]  所以可見有人為了睡得好
[00:02:40.320 --> 00:02:41.920]  真的會有人買這張床褥
[00:02:41.920 --> 00:02:44.000]  買了已經賣光了
[00:02:44.000 --> 00:02:45.560]  如果你要等,就要等明年
[00:02:45.560 --> 00:02:47.120]  一年只有一張
[00:02:47.120 --> 00:02:52.080]  所以他們覺得為了睡眠質素
[00:02:52.160 --> 00:02:57.200]  為了身體,值得付出代價
[00:02:57.200 --> 00:03:01.520]  去換取一個好的時間
[00:03:01.520 --> 00:03:02.640]  他們睡得好
[00:03:02.640 --> 00:03:04.600]  今天我們看一篇經文
[00:03:04.600 --> 00:03:09.520]  這個主角拿著專用的床褥
[00:03:09.520 --> 00:03:12.400]  其實可能只是一塊爛石
[00:03:12.400 --> 00:03:17.040]  這幾十年,他經常拿著爛石到處走
[00:03:17.040 --> 00:03:19.000]  直到有一天,他遇到耶穌
[00:03:19.000 --> 00:03:21.240]  耶穌叫他起來行走
[00:03:21.320 --> 00:03:23.800]  還要他把床褥拿走
[00:03:23.800 --> 00:03:26.600]  之後就被人說是犯法
[00:03:26.600 --> 00:03:28.840]  究竟發生了甚麼事
[00:03:28.840 --> 00:03:30.560]  我們一起來看看
[00:03:30.560 --> 00:03:36.040]  今天的經文是這樣的
[00:03:36.040 --> 00:03:39.880]  「這時到了猶太人的一個節期」
[00:03:39.880 --> 00:03:42.880]  「耶穌就去到耶路撒冷去」
[00:03:42.880 --> 00:03:46.200]  「在耶路撒冷,靠近羊門有一個池子」
[00:03:46.200 --> 00:03:48.720]  「希伯來話叫畢氏大」
[00:03:49.440 --> 00:03:51.120]  「旁邊有五個處郎」
[00:03:51.120 --> 00:03:53.680]  「裡面有很多不同的病人」
[00:03:53.680 --> 00:03:56.720]  「有失明、有瘸腿、有癱瘓」
