
[00:00:00.000 --> 00:00:04.800]  今年2020年見到天災人禍接二連三的發生
[00:00:04.800 --> 00:00:09.800]  可能你和我一樣都會想起聖經出埃及記十災故事
[00:00:09.800 --> 00:00:12.800]  十災是以屬能詳的聖經故事
[00:00:12.800 --> 00:00:18.200]  講到埃及帝國的法老不容許以色列人離開埃及
[00:00:18.200 --> 00:00:23.400]  於是上帝就降十個災禍懲罰審判埃及
[00:00:23.400 --> 00:00:28.200]  十災這個故事是記載在出埃及記七至十二章
[00:00:28.200 --> 00:00:31.400]  這裡講到水變血的災禍
[00:00:31.400 --> 00:00:39.000]  災禍是話災、實災、營災、蓄逆之災、滄災、薄災、黃災、黑暗之災
[00:00:39.000 --> 00:00:42.000]  最後第十災是殺長子
[00:00:42.000 --> 00:00:45.000]  最近有人在網上留言
[00:00:45.000 --> 00:00:52.000]  他說見到十災的情景就好像2020年我們所遭遇的一樣
[00:00:52.000 --> 00:00:54.000]  但我們如果退一步想一想
[00:00:54.000 --> 00:00:59.000]  出埃及記十災故事的歷史背景的話
[00:00:59.000 --> 00:01:04.000]  會不會十災只是當時亂世冰山的一個
[00:01:04.000 --> 00:01:06.000]  可能我們這樣想的時候
[00:01:06.000 --> 00:01:11.000]  我們會對十災的記載有另一個體會
[00:01:11.000 --> 00:01:13.000]  出埃及記的年代
[00:01:13.000 --> 00:01:17.000]  你如何估算聖經的日期、年日等等
[00:01:17.000 --> 00:01:21.000]  都是在公元前1500至1200年之間
[00:01:21.000 --> 00:01:26.000]  這個時期就是近東歷史最關鍵的時候
[00:01:26.000 --> 00:01:28.000]  我們叫它做Labyrinth Age
[00:01:28.000 --> 00:01:30.000]  青銅時代後期
[00:01:30.000 --> 00:01:35.000]  當時的近東世界進入一個最興盛的時候
[00:01:35.000 --> 00:01:38.000]  大約在公元前1340年
[00:01:38.000 --> 00:01:43.000]  有一艘商船在東地中海的海域航行
[00:01:43.000 --> 00:01:47.000]  這艘船載滿著很多名貴的貨物
[00:01:47.000 --> 00:01:49.000]  不知道是什麼原因
[00:01:49.000 --> 00:01:51.000]  可能是遇到風浪
[00:01:51.000 --> 00:01:53.000]  可能是船長大意
[00:01:53.000 --> 00:01:56.000]  又或者他們正在逃避海盜
[00:01:56.000 --> 00:02:02.000]  這艘船經過土耳其南邊一個小鎮叫烏魯布倫
[00:02:02.000 --> 00:02:06.000]  在這個海域突然間擱淺
[00:02:06.000 --> 00:02:11.000]  整艘船連同貨物沉在海底
[00:02:11.000 --> 00:02:13.000]  直至1982年
