
[00:00:00.000 --> 00:00:12.400]  (主席)我們同心得道祈禱
[00:00:12.400 --> 00:00:14.320]  上帝我們感謝祢給我們教會
[00:00:14.320 --> 00:00:19.500]  讓我們能夠有主耶穌的生命進入我們的生命當中
[00:00:19.500 --> 00:00:23.500]  主耶穌讓我們繼續歡迎和迎接祢
[00:00:23.500 --> 00:00:26.400]  來到我們生命當中作主和作王
[00:00:26.400 --> 00:00:27.700]  祢引導我們
[00:00:27.700 --> 00:00:30.500]  今天我們是二零一九年最後一個的主日
[00:00:30.500 --> 00:00:33.100]  我們感謝祢在過去一年
[00:00:33.100 --> 00:00:35.800]  祢不斷地去到保守
[00:00:35.800 --> 00:00:38.100]  去到給我們有足夠的恩典
[00:00:38.100 --> 00:00:41.800]  主我們求祢讓我們不是單單做一群受恩的人
[00:00:41.800 --> 00:00:45.500]  讓我們懂得在祢自己給我們的角色
[00:00:45.500 --> 00:00:46.700]  在我們的崗位當中
[00:00:46.700 --> 00:00:50.300]  我們去盡心盡力的去見證去服侍祢
[00:00:50.300 --> 00:00:51.500]  今天我們的會友大會
[00:00:51.500 --> 00:00:52.800]  我們求祢與我們同在
[00:00:52.800 --> 00:00:55.100]  讓我們去仰望祢在來年
[00:00:55.100 --> 00:00:56.900]  祢的恩典足夠我們使用
[00:00:56.900 --> 00:00:59.300]  讓我們同心一致去建立我們自己的家
[00:00:59.300 --> 00:01:02.300]  同樣地我們將到我們身邊的弟兄姊妹來交托
[00:01:02.300 --> 00:01:05.100]  特別是一些有重病
[00:01:05.100 --> 00:01:08.300]  或者需要照顧重病的家人
[00:01:08.300 --> 00:01:13.600]  主我們求祢讓他們心裏能夠有安穩
[00:01:13.600 --> 00:01:15.500]  在基督裏面的平安
[00:01:15.500 --> 00:01:16.600]  賜給他們力量
[00:01:16.600 --> 00:01:19.700]  賜給他們需要及時的幫助
[00:01:19.700 --> 00:01:21.500]  主我們求祢讓我們這個家
[00:01:21.500 --> 00:01:25.200]  能夠繼續有主祢給我們的愛在當中
[00:01:25.200 --> 00:01:27.200]  我們學習彼此的扶持
[00:01:27.200 --> 00:01:28.200]  彼此的鼓勵
[00:01:28.200 --> 00:01:29.600]  去建立祢這個屬靈的家
[00:01:29.600 --> 00:01:33.100]  讓祢在我們中間能夠得著榮耀
[00:01:33.100 --> 00:01:34.600]  我們這樣祈禱奉主名及
[00:01:34.600 --> 00:01:39.000]  今天是聖誕節過後的一個主日
[00:01:39.000 --> 00:01:41.900]  我們想繼續看看聖誕節的故事
[00:01:41.900 --> 00:01:44.400]  我們經常停留在十月二十五日
[00:01:44.400 --> 00:01:45.700]  降生了
[00:01:45.700 --> 00:01:47.600]  什麼事情都沒有發生
[00:01:47.600 --> 00:01:49.400]  聖經裏面有記載
[00:01:49.400 --> 00:01:50.800]  耶穌基督降生之後
[00:01:50.800 --> 00:01:52.700]  到底發生了什麼事情
[00:01:52.700 --> 00:01:54.300]  特別是馬太福音第二章
[00:01:54.300 --> 00:01:56.000]  如果我們有聖經的話
[00:01:56.000 --> 00:01:57.100]  請你們翻開去
[00:01:57.100 --> 00:01:59.000]  馬太福音第二章
[00:01:59.000 --> 00:02:01.200]  第二章第十三節開始
[00:02:01.200 --> 00:02:02.900]  這裡剛剛說完什麼呢?
[00:02:02.900 --> 00:02:04.800]  就是那個博士的故事了
[00:02:04.800 --> 00:02:06.600]  就是東方三個博士
[00:02:06.600 --> 00:02:09.900]  來朝拜新生王耶穌基督
[00:02:09.900 --> 00:02:13.400]  然後他們就離開了
[00:02:13.400 --> 00:02:17.200]  這裡說到他們就是那幾個博士了
[00:02:17.200 --> 00:02:18.200]  十三節
[00:02:18.200 --> 00:02:20.600]  他們去後有主的使者
[00:02:20.600 --> 00:02:22.600]  向若瑟夢中顯然說
[00:02:22.600 --> 00:02:25.000]  起來帶著小孩子和他母親
[00:02:25.000 --> 00:02:26.200]  逃往埃及
[00:02:26.200 --> 00:02:27.200]  住在那裏
[00:02:27.200 --> 00:02:28.500]  等我吩咐你
[00:02:28.500 --> 00:02:31.300]  因為希律必尋找小孩子
[00:02:31.300 --> 00:02:32.600]  要除滅他
[00:02:32.600 --> 00:02:33.800]  若瑟就起來
[00:02:33.800 --> 00:02:37.200]  夜間帶著小孩子和他的母親
[00:02:37.200 --> 00:02:38.600]  往埃及去
[00:02:38.600 --> 00:02:40.600]  住在那裏直到希律死了
[00:02:40.600 --> 00:02:44.000]  這是要應驗主席先知所說的話說
[00:02:44.000 --> 00:02:47.000]  我從埃及召出我的兒子來
[00:02:47.000 --> 00:02:50.000]  希律見自己被博士愚弄
[00:02:50.000 --> 00:02:51.200]  就大大發怒
[00:02:51.200 --> 00:02:54.400]  差人往百里行城裏
[00:02:54.400 --> 00:02:57.000]  並四警所有的男孩
[00:02:57.000 --> 00:03:00.000]  照著他向博士仔細查問的時間
[00:03:00.000 --> 00:03:03.000]  凡兩歲以來的都殺盡了
[00:03:03.000 --> 00:03:06.000]  這是應驗先知耶利米的話說
[00:03:06.000 --> 00:03:09.800]  在拉瑪聽見號嘯大哭的聲音
[00:03:09.800 --> 00:03:12.800]  是拉傑哭他的兒女
[00:03:12.800 --> 00:03:14.000]  不肯受安慰
[00:03:14.000 --> 00:03:16.000]  因為他們都不在了
[00:03:16.000 --> 00:03:19.000]  希律死了以後
[00:03:19.000 --> 00:03:23.200]  有主的使者在埃及向若瑟夢中顯現說
[00:03:23.200 --> 00:03:25.800]  起來帶著小孩子和他的母親
[00:03:25.800 --> 00:03:27.000]  往以色列地去
[00:03:27.000 --> 00:03:30.000]  因為要害小孩子性命的人已經死了
[00:03:30.000 --> 00:03:31.200]  若瑟就起來
[00:03:31.200 --> 00:03:34.800]  把小孩子和他母親帶到以色列地去
[00:03:34.800 --> 00:03:41.000]  只因聽見阿基努接著他父親希律
[00:03:41.000 --> 00:03:42.600]  作了猶太王
[00:03:42.600 --> 00:03:44.600]  就怕往那裏去
[00:03:44.600 --> 00:03:47.200]  又在夢中被主指示
[00:03:47.200 --> 00:03:49.800]  要往加利利境內去了
[00:03:49.800 --> 00:03:51.800]  到了一座城名叫拿撒勒
[00:03:51.800 --> 00:03:52.600]  就住在那裏
[00:03:52.600 --> 00:03:54.200]  這是應驗先知所說
[00:03:54.200 --> 00:03:57.400]  他將稱為拿撒勒人的王
[00:03:57.400 --> 00:04:00.000]  我們看一段聖經
[00:04:00.000 --> 00:04:03.000]  主要講的是大希律
[00:04:03.000 --> 00:04:05.000]  他去到撒鹿
[00:04:05.000 --> 00:04:07.000]  在伯利恆裡面
[00:04:07.000 --> 00:04:10.800]  兩歲以下的男嬰
[00:04:10.800 --> 00:04:13.200]  這個故事就是 Massacre
[00:04:13.200 --> 00:04:18.200]  的故事就是剛剛在所謂基災
[00:04:18.200 --> 00:04:20.000]  耶穌基督降生之後
[00:04:20.000 --> 00:04:23.400]  我們知道那幾個東方博士來朝拜耶穌的時候
[00:04:23.400 --> 00:04:26.200]  當時耶穌大概應該是兩歲左右
[00:04:26.200 --> 00:04:29.000]  如果了解那個故事的小情節就知道
[00:04:29.000 --> 00:04:30.800]  大概當時已經是兩歲左右
[00:04:30.800 --> 00:04:32.200]  今天你看到一些
[00:04:32.200 --> 00:04:33.600]  我們教會那些
[00:04:33.600 --> 00:04:36.800]  一歲兩歲那些已經跳來跳去走了
[00:04:36.800 --> 00:04:40.000]  那時候耶穌應該是差不多長大的時候
[00:04:40.000 --> 00:04:42.400]  不是三個博士
[00:04:42.400 --> 00:04:43.400]  幾個博士
[00:04:43.400 --> 00:04:46.000]  幾個博士來到朝拜耶穌之後
[00:04:46.000 --> 00:04:50.800]  大希律就聽到新生王
[00:04:50.800 --> 00:04:54.200]  覺得對他的政權有一個很大的威脅
[00:04:54.200 --> 00:04:57.200]  這個其實有一個歷史的
[00:04:57.200 --> 00:04:59.200]  所謂大的圖畫
[00:04:59.200 --> 00:05:01.600]  為什麼是東方來的博士呢?
[00:05:01.600 --> 00:05:03.200]  因為當時的東方
[00:05:03.200 --> 00:05:05.000]  所謂米索不達米亞這個地方
[00:05:05.000 --> 00:05:08.000]  就是今天的伊拉克等等的地方
[00:05:08.000 --> 00:05:13.200]  還沒有受到羅馬帝國的直接的統治
[00:05:13.200 --> 00:05:14.800]  在那裡東方的人
[00:05:14.800 --> 00:05:18.200]  是不是很承認羅馬帝國的政權的
[00:05:18.200 --> 00:05:22.600]  有一段時間大概是主耶穌降生的時候
[00:05:22.600 --> 00:05:25.200]  那時候他們很嚮往
[00:05:25.200 --> 00:05:27.000]  有一個新的王來到中間
[00:05:27.000 --> 00:05:28.800]  我們不只是在說猶太王
[00:05:28.800 --> 00:05:31.800]  只是在說普通的近東的民族
[00:05:31.800 --> 00:05:36.800]  他們都覺得有一個新的王來取締奧古斯都
[00:05:36.800 --> 00:05:40.200]  所以是一個比較是
[00:05:40.200 --> 00:05:43.400]  政治上比較不是很平安
[00:05:43.400 --> 00:05:45.000]  不是很平穩的一段時間
[00:05:45.000 --> 00:05:47.000]  東方幾個博士來到的時候
[00:05:47.000 --> 00:05:49.800]  其實他們就是帶著東方的人
[00:05:49.800 --> 00:05:51.200]  他們近東的人
[00:05:51.200 --> 00:05:52.600]  他們那種 expectation(期望)
[00:05:52.600 --> 00:05:54.000]  他們希望有一個新的王
[00:05:54.000 --> 00:05:56.200]  而這個新的王是他本地的王
[00:05:56.200 --> 00:05:58.600]  是他本地的近東的王
[00:05:58.600 --> 00:06:00.400]  所以他們來到去
[00:06:00.400 --> 00:06:04.200]  敬拜新生王耶穌基督的時候
[00:06:04.200 --> 00:06:11.600]  大希律就是羅馬帝國任命去做所謂特首的
[00:06:11.600 --> 00:06:14.200]  他就是管住猶太省這個地方
[00:06:14.200 --> 00:06:17.000]  所以他聽到有一個新生王出來的時候
[00:06:17.000 --> 00:06:19.000]  他就覺得很大威脅
[00:06:19.000 --> 00:06:20.800]  很多時候看完聖經的時候
[00:06:20.800 --> 00:06:22.600]  我們就會想起一個歷史的問題
[00:06:22.600 --> 00:06:24.800]  就是因為經外的文獻
[00:06:24.800 --> 00:06:27.400]  從來沒有提過這件事的
[00:06:27.400 --> 00:06:29.000]  沒有提過大希律
[00:06:29.000 --> 00:06:34.600]  去到殺戮伯利恆裡面兩歲以下的男嬰
[00:06:34.600 --> 00:06:38.800]  有說大希律很多其他的事蹟
[00:06:38.800 --> 00:06:40.400]  特別是他做的壞事
[00:06:40.400 --> 00:06:43.400]  譬如第一世紀有一個歷史學家
[00:06:43.400 --> 00:06:44.400]  叫做Josephus
[00:06:44.400 --> 00:06:46.600]  他寫了很多有關Hero the Great
[00:06:46.600 --> 00:06:48.600]  Historical background(歷史背景)的東西
[00:06:48.600 --> 00:06:52.200]  但是沒有提到這件事
[00:06:52.200 --> 00:06:54.600]  所以我們很多時候有一個這樣的
[00:06:54.600 --> 00:06:55.800]  Historical question(歷史問題)
[00:06:55.800 --> 00:06:57.600]  就是到底這件事有沒有發生
[00:06:57.600 --> 00:07:01.200]  只是聖經記載夠不夠壓力呢?
[00:07:01.200 --> 00:07:03.000]  其實呢
[00:07:03.000 --> 00:07:05.200]  你要知道當時的文獻
[00:07:05.200 --> 00:07:06.600]  或者當時的新聞
[00:07:06.600 --> 00:07:11.200]  去記載一些軍王做過的事情
[00:07:11.200 --> 00:07:13.000]  很多時候這些這麼小的事情
[00:07:13.000 --> 00:07:14.000]  他們是不會記載的
[00:07:14.000 --> 00:07:15.800]  伯利恆呢
[00:07:15.800 --> 00:07:18.800]  只不過是當時一個很小很小的小鎮
[00:07:18.800 --> 00:07:21.800]  大概也是幾百人左右而已
[00:07:21.800 --> 00:07:25.200]  最多只有幾百人的一個鄉村的地方
[00:07:25.200 --> 00:07:29.600]  所以要說去殺戮這些男嬰
[00:07:29.600 --> 00:07:34.800]  可能只有十幾二十人左右的數目
[00:07:34.800 --> 00:07:37.400]  所以當時的經外的文獻
[00:07:37.400 --> 00:07:39.600]  大概應該也不會怎麼記載
[00:07:39.600 --> 00:07:40.600]  不過呢
[00:07:40.600 --> 00:07:41.800]  正如我所說
[00:07:41.800 --> 00:07:46.000]  有很多人記載大希律的事蹟的時候
[00:07:46.000 --> 00:07:50.000]  就吻合這個故事裡面所說的大希律的性格
[00:07:50.000 --> 00:07:51.800]  因為Hero the Great
[00:07:51.800 --> 00:07:54.200]  我們知道是一個很殘酷的暴君
[00:07:54.200 --> 00:07:56.000]  他又殺了他自己的老婆
[00:07:56.000 --> 00:07:57.400]  因為怕他老婆奪他的位置
[00:07:57.400 --> 00:07:59.200]  又殺了他所有的兒子
[00:07:59.200 --> 00:08:03.600]  又怕他的兒子來搶他的政權
[00:08:03.600 --> 00:08:05.800]  也殺了大祭司
[00:08:05.800 --> 00:08:11.200]  當時的大祭司就是猶太地的第二把交椅
[00:08:11.200 --> 00:08:13.600]  要殺他為什麼呢?
[00:08:13.600 --> 00:08:16.200]  因為又怕他奪取他的位置
[00:08:16.200 --> 00:08:16.800]  所以呢
[00:08:16.800 --> 00:08:20.000]  你說到大希律的時候
[00:08:20.000 --> 00:08:23.000]  就說到一個是暴君一個是昏君
[00:08:23.000 --> 00:08:24.200]  所以呢
[00:08:24.200 --> 00:08:27.400]  這些數據告訴我們
[00:08:27.400 --> 00:08:30.800]  大希律也是一個這麼殘酷的人
[00:08:30.800 --> 00:08:32.600]  所以有一個這樣的故事
[00:08:32.600 --> 00:08:34.000]  其實是很寫實的
[00:08:34.000 --> 00:08:36.800]  雖然我們只有 circumstantial evidence(事實)
[00:08:36.800 --> 00:08:40.800]  這些所謂環境上的證供
[00:08:40.800 --> 00:08:42.800]  但是你看這個故事的時候
[00:08:42.800 --> 00:08:46.800]  我相信聖經特別要去記載
[00:08:46.800 --> 00:08:48.600]  耶穌降生之後
[00:08:48.600 --> 00:08:50.800]  還有一些這樣的下文
[00:08:50.800 --> 00:08:52.200]  有他的意思
[00:08:52.200 --> 00:08:55.400]  今天我們就來看看這個故事到底是什麼意思
[00:08:55.400 --> 00:08:57.200]  在教會的傳統裡面
[00:08:57.200 --> 00:08:58.400]  聖誕節過了
[00:08:58.400 --> 00:09:00.200]  四天到五天
[00:09:00.200 --> 00:09:01.800]  有一個特別的日子
[00:09:01.800 --> 00:09:03.200]  大公教會裡面
[00:09:03.200 --> 00:09:05.600]  所謂 Catholic Church
[00:09:05.600 --> 00:09:10.400]  裡面有一個這樣的傳統
[00:09:10.400 --> 00:09:12.600]  就是25號之後
[00:09:12.600 --> 00:09:13.800]  四到五天
[00:09:13.800 --> 00:09:15.600]  就是28號昨天
[00:09:15.600 --> 00:09:17.000]  或者29號
[00:09:17.000 --> 00:09:20.400]  視乎你是西邊的教會還是東邊的教會
[00:09:20.400 --> 00:09:22.400]  28、29號就是這兩天
[00:09:22.400 --> 00:09:27.400]  就是一個叫做 Feast of Holy Innocence 的日子
[00:09:27.400 --> 00:09:29.800]  這個日子就是去紀念
[00:09:29.800 --> 00:09:33.000]  那些所謂 saints(聖徒)
[00:09:33.000 --> 00:09:37.400]  就是在上帝的國度裡面有被紀念的人
[00:09:37.400 --> 00:09:38.600]  那麼
[00:09:38.600 --> 00:09:39.800]  今天
[00:09:39.800 --> 00:09:41.000]  或者昨天
[00:09:41.000 --> 00:09:42.200]  28、29號
[00:09:42.200 --> 00:09:44.600]  就是所謂這個 Feast of Holy Innocence
[00:09:44.600 --> 00:09:46.200]  或者不是 Christmas(聖誕節)
[00:09:46.200 --> 00:09:47.600]  是 Childerness(兒童節)
[00:09:47.600 --> 00:09:49.000]  就是記載什麼呢?
[00:09:49.000 --> 00:09:53.600]  就是紀念那些百里行的兩歲以下
[00:09:53.600 --> 00:09:57.400]  被殺戮的這些嬰孩
[00:09:57.400 --> 00:09:59.400]  那麼這個日子
[00:09:59.400 --> 00:10:03.000]  就是特別去講到這一段經文所記載的
[00:10:03.000 --> 00:10:05.400]  正如我所說
[00:10:05.400 --> 00:10:08.200]  剛才我們看那段聖經
[00:10:08.200 --> 00:10:10.600]  聖經裡面的記載
[00:10:10.600 --> 00:10:13.000]  當時耶穌大概是兩歲多
[00:10:13.000 --> 00:10:15.400]  然後主去保守他
[00:10:15.400 --> 00:10:21.700]  然後他就離開了百里行
[00:10:21.700 --> 00:10:24.800]  逃難到了埃及這個地方
[00:10:24.800 --> 00:10:25.800]  那麼
[00:10:25.800 --> 00:10:28.400]  就逃往埃及
[00:10:28.400 --> 00:10:32.000]  然後主的使者就帶他回到以色列
[00:10:32.000 --> 00:10:35.600]  這個就叫做 Feast of Holy Innocence
[00:10:35.600 --> 00:10:39.200]  去紀念這些被殺害的無辜的
[00:10:39.200 --> 00:10:41.400]  可以這麼說的殉道者
[00:10:41.400 --> 00:10:44.200]  如果你有去過西班牙的話
[00:10:44.200 --> 00:10:46.000]  有誰去過西班牙玩過呢?
[00:10:46.000 --> 00:10:49.000]  如果你這兩天去過西班牙玩的話
[00:10:49.000 --> 00:10:51.000]  他們就會紀念這一天
[00:10:51.000 --> 00:10:52.800]  那麼他們的方法
[00:10:52.800 --> 00:10:55.000]  就好像愚人節一樣
[00:10:55.000 --> 00:11:00.800]  就是小孩子就將家裡的糖換成鹽
