
[00:00:00.000 --> 00:00:01.200]  等姐妹平安
[00:00:01.200 --> 00:00:02.240]  臨近新年
[00:00:02.240 --> 00:00:04.080]  我首先在主裡面祝福大家
[00:00:04.080 --> 00:00:05.520]  新年蒙新恩
[00:00:05.520 --> 00:00:08.360]  剛好今天想和大家看的這段經文
[00:00:08.360 --> 00:00:10.360]  也是和新年有關的
[00:00:10.360 --> 00:00:14.520]  在《出埃及記》12章1至14節
[00:00:14.520 --> 00:00:16.840]  我們一起讀這段經文
[00:00:16.840 --> 00:00:19.320]  《出埃及記》12章1節
[00:00:19.320 --> 00:00:22.720]  「耶和華在埃及地曉遇摩西亞倫說
[00:00:22.720 --> 00:00:25.160]  你們要以本月為正月
[00:00:25.160 --> 00:00:26.600]  為一年之首
[00:00:26.600 --> 00:00:29.240]  你們吩咐以色列傳會眾說
[00:00:29.240 --> 00:00:30.920]  本月初十日
[00:00:30.920 --> 00:00:33.680]  各人要按著夫家取羊羔
[00:00:33.680 --> 00:00:34.800]  一家一隻
[00:00:34.800 --> 00:00:36.720]  若是一家的人太少
[00:00:36.720 --> 00:00:38.160]  吃不了一隻羊羔
[00:00:38.160 --> 00:00:42.200]  本人就要和他甲碧的鄰舍共取一隻
[00:00:42.200 --> 00:00:43.680]  你們預備羊羔
[00:00:43.680 --> 00:00:46.400]  要按著人數和飯量計算
[00:00:46.400 --> 00:00:47.560]  要沒有殘疾
[00:00:47.560 --> 00:00:49.040]  一歲的公羊羔
[00:00:49.040 --> 00:00:50.920]  你們或從綿羊裡取
[00:00:50.920 --> 00:00:53.280]  或從山羊裡取都可以
[00:00:53.280 --> 00:00:55.120]  要留到本月十四日
[00:00:55.120 --> 00:00:56.920]  在黃昏的時候
[00:00:56.920 --> 00:00:59.800]  以色列傳會眾把羊羔宰了
[00:00:59.800 --> 00:01:01.360]  各家要取點血
[00:01:01.360 --> 00:01:05.480]  塗在吃羊羔的房屋左右的門框上
[00:01:05.480 --> 00:01:06.800]  和門尾上
[00:01:06.800 --> 00:01:09.000]  當夜要吃羊羔的肉
[00:01:09.000 --> 00:01:10.280]  用火烤了
[00:01:10.280 --> 00:01:12.840]  與無烤餅和苦菜同吃
[00:01:12.840 --> 00:01:14.160]  不可吃生的
[00:01:14.160 --> 00:01:16.160]  斷不可吃水煮的
[00:01:16.160 --> 00:01:18.920]  要戴著頭腿五臟
[00:01:18.920 --> 00:01:20.600]  用火烤了吃
[00:01:20.600 --> 00:01:23.160]  不可剩下一點留到早晨
[00:01:23.160 --> 00:01:25.760]  若留到早晨要用火燒了」
[00:01:25.760 --> 00:01:27.840]  十一節:「你們吃羊羔
[00:01:27.840 --> 00:01:29.360]  當腰間束帶
[00:01:29.360 --> 00:01:30.560]  腳上穿鞋
[00:01:30.560 --> 00:01:31.840]  手中拿杖
[00:01:31.840 --> 00:01:33.080]  趕緊地吃
[00:01:33.080 --> 00:01:35.240]  這是耶和華的如月節
[00:01:35.240 --> 00:01:37.920]  因為那夜我要巡行埃及地
[00:01:37.920 --> 00:01:40.080]  把埃及地一切投生的
[00:01:40.080 --> 00:01:43.640]  無論是人是牲畜都擊殺了
[00:01:43.640 --> 00:01:46.320]  又要敗壞埃及一切的神
[00:01:46.320 --> 00:01:47.840]  我是耶和華
[00:01:47.840 --> 00:01:51.720]  這血要在你們所住的房屋上作記號
[00:01:51.720 --> 00:01:54.840]  我一見這血就越過你們去
[00:01:54.840 --> 00:01:57.480]  我擊殺埃及地投生的時候
[00:01:57.480 --> 00:02:00.680]  災殃必不臨到你們身上滅你們」
[00:02:00.680 --> 00:02:02.040]  我們讀完第十四節
[00:02:02.040 --> 00:02:03.840]  「你們要紀念這一天
[00:02:03.840 --> 00:02:05.720]  守為耶和華的節
[00:02:05.720 --> 00:02:10.120]  作為你們世世代代永遠的鼎勵」
[00:02:10.120 --> 00:02:11.000]  沒錯
[00:02:11.000 --> 00:02:13.920]  今天想跟大家一起來討論的
[00:02:13.920 --> 00:02:15.440]  就是如月節
[00:02:15.440 --> 00:02:19.360]  我相信我們對如月節都不是太陌生的
[00:02:19.360 --> 00:02:23.120]  我們都知道如月節其實對猶太人來說
[00:02:23.120 --> 00:02:26.000]  是非常非常重要的一個節日
[00:02:26.000 --> 00:02:29.000]  我們未必會記得
[00:02:29.000 --> 00:02:32.760]  原來如月節就是猶太人的新年
[00:02:32.760 --> 00:02:34.440]  其實你這樣讀下去
[00:02:34.440 --> 00:02:38.600]  跟我們中國人過農曆新年的習俗
[00:02:38.600 --> 00:02:39.600]  是有些類似的
[00:02:39.600 --> 00:02:42.440]  很注重親吻等等
[00:02:42.440 --> 00:02:46.520]  要全家人在一起等等等等的
[00:02:46.520 --> 00:02:49.840]  但是如月節對於猶太人來說
[00:02:49.840 --> 00:02:50.960]  有什麼重要性呢?
[00:02:50.960 --> 00:02:51.640]  第一
[00:02:51.640 --> 00:02:52.720]  第二節
[00:02:52.720 --> 00:02:55.880]  「耶和華在埃及地曉喻摩西亞倫說
[00:02:55.880 --> 00:02:58.600]  你們要以本月為正月
[00:02:58.600 --> 00:03:00.440]  為一年之守」
[00:03:00.440 --> 00:03:01.560]  就是說
[00:03:01.560 --> 00:03:03.360]  這是神的吩咐
[00:03:03.360 --> 00:03:05.960]  是神曉喻摩西亞倫
[00:03:05.960 --> 00:03:11.680]  要以這個如月節為一年的開始
[00:03:11.680 --> 00:03:15.200]  猶太人的月曆
[00:03:15.200 --> 00:03:16.560]  他們的年曆
[00:03:16.560 --> 00:03:17.800]  他們的曆法
[00:03:17.800 --> 00:03:21.600]  就要從此不再一樣
[00:03:21.960 --> 00:03:23.320]  或者這麼說
[00:03:23.320 --> 00:03:25.280]  可能猶太人以前
[00:03:25.280 --> 00:03:27.520]  因為他們在埃及地遺老四百年
[00:03:27.520 --> 00:03:31.760]  可能跟隨了埃及人的曆法很久
[00:03:31.760 --> 00:03:35.520]  但是經過《猜及記》十二章之後
[00:03:35.520 --> 00:03:37.520]  猶太人不再一樣
[00:03:37.520 --> 00:03:40.240]  他們要有新的時間觀
