
[00:00:00.000 --> 00:00:00.920]  各位聽眾好
[00:00:00.920 --> 00:00:02.920]  這個星期是春假,是嗎?
[00:00:02.920 --> 00:00:05.600]  是不是有些有孩子的都出去了?
[00:00:05.600 --> 00:00:07.000]  我看到不是
[00:00:07.000 --> 00:00:09.000]  我以為你們全部都走了
[00:00:09.000 --> 00:00:11.000]  這個星期是春假
[00:00:11.000 --> 00:00:13.400]  所以希望你們有一個好的春假
[00:00:13.400 --> 00:00:14.600]  是不是一個星期?
[00:00:14.600 --> 00:00:15.800]  一個星期而已
[00:00:15.800 --> 00:00:20.280]  大學的春假應該剛剛結束
[00:00:20.280 --> 00:00:22.000]  起碼是這區的大學
[00:00:22.000 --> 00:00:25.400]  所以今天我兒子又回去了
[00:00:25.400 --> 00:00:27.200]  他不會煩著我
[00:00:27.200 --> 00:00:29.000]  這個星期是春假
[00:00:29.000 --> 00:00:31.200]  所以我太太和我女兒
[00:00:31.200 --> 00:00:35.200]  因為他們都是跟學校的行程
[00:00:35.200 --> 00:00:38.600]  所以他們明天早上就飛去加州
[00:00:38.600 --> 00:00:40.200]  正如我之前說過
[00:00:40.200 --> 00:00:41.800]  他們都計劃去加州
[00:00:41.800 --> 00:00:44.400]  上次他們突然要回去
[00:00:44.400 --> 00:00:45.800]  因為有些家事要處理
[00:00:45.800 --> 00:00:48.400]  所以明天他們就回去加州
[00:00:48.400 --> 00:00:49.800]  兩個人回加州
[00:00:49.800 --> 00:00:52.000]  這個星期我就一個人在家
[00:00:52.000 --> 00:00:54.400]  感謝一下
[00:00:54.400 --> 00:00:57.800]  他們下個星期二才回來
[00:00:57.800 --> 00:00:59.800]  下個星期二他們回來之前
[00:00:59.800 --> 00:01:00.800]  我又要飛了
[00:01:00.800 --> 00:01:02.200]  因為我要去加州市
[00:01:02.200 --> 00:01:04.400]  我要去上學院報到
[00:01:04.400 --> 00:01:07.400]  因為有一個計劃要交
[00:01:07.400 --> 00:01:12.200]  所以我兩個星期都是一支弓
[00:01:12.200 --> 00:01:14.200]  真是好了
[00:01:14.200 --> 00:01:15.800]  無論如何
[00:01:15.800 --> 00:01:19.200]  我們繼續講道的系列
[00:01:19.200 --> 00:01:21.400]  就是聽上帝的聲音
[00:01:21.400 --> 00:01:23.000]  當你信了主之後
[00:01:23.000 --> 00:01:26.000]  應該有一個轉變
[00:01:26.000 --> 00:01:27.400]  一個很基本的轉變
[00:01:27.400 --> 00:01:29.400]  在你心靈裡面
[00:01:29.400 --> 00:01:32.200]  就是上帝的生命進入了我們
[00:01:32.200 --> 00:01:34.000]  聖靈住在我們裡面
[00:01:34.000 --> 00:01:37.400]  然後我們會聽到聖靈的聲音
[00:01:37.400 --> 00:01:38.800]  我們要學習怎樣聽
[00:01:38.800 --> 00:01:39.600]  因為好像心機一樣
[00:01:39.600 --> 00:01:41.400]  我們要調整台
[00:01:41.400 --> 00:01:44.600]  然後我們才聽到主對我們說的話
[00:01:44.600 --> 00:01:45.800]  對我們的提醒
[00:01:45.800 --> 00:01:49.400]  第一次我們講到牧羊人和羊之間的關係
[00:01:49.400 --> 00:01:51.800]  今天詩歌又唱
[00:01:51.800 --> 00:01:53.200]  上一次我們講到
[00:01:53.200 --> 00:01:55.800]  葡萄樹和枝子的關係
[00:01:55.800 --> 00:01:57.600]  都是一個很緊密的關係
