
[00:00:00.000 --> 00:00:02.000]  受苦受死的情況
[00:00:02.000 --> 00:00:04.000]  聖經記載
[00:00:04.000 --> 00:00:06.000]  一到早晨
[00:00:06.000 --> 00:00:08.000]  祭司長和長老
[00:00:08.000 --> 00:00:10.000]  問事全公會的人
[00:00:10.000 --> 00:00:12.000]  大家相議
[00:00:12.000 --> 00:00:14.000]  就把耶穌捆綁
[00:00:14.000 --> 00:00:16.000]  解去交給彼拉多
[00:00:16.000 --> 00:00:18.000]  每逢這節期
[00:00:18.000 --> 00:00:20.000]  巡撫照眾人所求的
[00:00:20.000 --> 00:00:22.000]  釋放一個囚犯給他們
[00:00:22.000 --> 00:00:24.000]  指示祭司長
[00:00:24.000 --> 00:00:26.000]  亦挑唆眾人
[00:00:26.000 --> 00:00:28.000]  寧可釋放巴拉巴給他們
[00:00:28.000 --> 00:00:30.000]  把耶穌鞭打了
[00:00:30.000 --> 00:00:32.000]  交給人釘十字架
[00:00:32.000 --> 00:00:36.000]  冰釘把耶穌帶進衙門院裡
[00:00:36.000 --> 00:00:38.000]  叫齊了全營的兵
[00:00:38.000 --> 00:00:40.000]  他們給他穿上紙袍
[00:00:40.000 --> 00:00:42.000]  又用荊棘篇做冠冕
[00:00:42.000 --> 00:00:44.000]  給他戴上
[00:00:44.000 --> 00:00:46.000]  就慶賀他說
[00:00:46.000 --> 00:00:48.000]  恭喜猶太人的王
[00:00:48.000 --> 00:00:50.000]  又拿一根圍紙
[00:00:50.000 --> 00:00:52.000]  打他的頭
[00:00:52.000 --> 00:00:54.000]  吐汗抹在他面上
[00:00:54.000 --> 00:00:56.000]  然後把他扣上
[00:00:56.000 --> 00:00:58.000]  吐汗抹在他面上
[00:00:58.000 --> 00:01:00.000]  屈膝拜他
[00:01:00.000 --> 00:01:02.000]  戲弄完了
[00:01:02.000 --> 00:01:04.000]  就給他脫了紙袍
[00:01:04.000 --> 00:01:06.000]  仍穿上了他自己的衣服
[00:01:06.000 --> 00:01:08.000]  帶他出去
[00:01:08.000 --> 00:01:10.000]  要釘十字架
[00:01:10.000 --> 00:01:12.000]  從那裡經過的人
[00:01:12.000 --> 00:01:14.000]  辱罵他要穿頭雪
[00:01:14.000 --> 00:01:16.000]  哈!你這拆毀聖殿
[00:01:16.000 --> 00:01:18.000]  三日又建造起來的
[00:01:18.000 --> 00:01:20.000]  可以夠自己
[00:01:20.000 --> 00:01:22.000]  從十字架上哈來吧
[00:01:22.000 --> 00:01:24.000]  祭司長和文士
[00:01:24.000 --> 00:01:26.000]  也試圖戲弄他
[00:01:26.000 --> 00:01:28.000]  彼此說
[00:01:28.000 --> 00:01:30.000]  他救了別人不能救自己
[00:01:30.000 --> 00:01:34.000]  從悟證至新初
[00:01:34.000 --> 00:01:36.000]  遍地都是黑暗了
[00:01:36.000 --> 00:01:40.000]  新初的時候
[00:01:40.000 --> 00:01:42.000]  耶穌大聲喊著說
[00:01:42.000 --> 00:01:44.000]  以羅爾拉瑪撒巴各帶來
[00:01:44.000 --> 00:01:48.000]  翻出來就說
[00:01:48.000 --> 00:01:50.000]  我的神我的神
[00:01:50.000 --> 00:01:52.000]  為什麼離棄我
[00:01:52.000 --> 00:01:54.000]  旁邊站著的人
[00:01:54.000 --> 00:01:56.000]  有的聽見就說
[00:01:56.000 --> 00:01:58.000]  看吶!他叫以利亞呢
[00:01:58.000 --> 00:02:00.000]  有一個人跑去
[00:02:00.000 --> 00:02:02.000]  把海洋沾滿了醋
[00:02:02.000 --> 00:02:04.000]  綁在位置上送給他
[00:02:04.000 --> 00:02:06.000]  說且等著
[00:02:06.000 --> 00:02:08.000]  看以利亞來不來把他取下
[00:02:08.000 --> 00:02:12.000]  耶穌大聲喊叫
[00:02:12.000 --> 00:02:14.000]  戲就斷了
[00:02:14.000 --> 00:02:18.000]  電影的萬紙從上到下
[00:02:18.000 --> 00:02:20.000]  裂開兩半
[00:02:20.000 --> 00:02:22.000]  對面站著的白夫長
[00:02:22.000 --> 00:02:24.000]  看見耶穌這樣喊叫斷氣
[00:02:24.000 --> 00:02:28.000]  就說
[00:02:28.000 --> 00:02:30.000]  這人真是神的兒子
[00:02:30.000 --> 00:02:42.000]  我怎樣扮他呢
[00:02:42.000 --> 00:02:44.000]  這句話
[00:02:44.000 --> 00:02:46.000]  是來自經文第十二節末句
[00:02:48.000 --> 00:02:50.000]  是由一個羅馬高官所說
[00:02:50.000 --> 00:02:54.000]  他就是比拉多
[00:02:54.000 --> 00:02:56.000]  他管轄猶大地
[00:02:56.000 --> 00:02:58.000]  他是總督
[00:02:58.000 --> 00:03:00.000]  他的權力相當大
[00:03:00.000 --> 00:03:02.000]  可以指揮軍隊
[00:03:02.000 --> 00:03:04.000]  管理財政
[00:03:04.000 --> 00:03:06.000]  徵收稅項
[00:03:06.000 --> 00:03:08.000]  甚至設立大祭司
[00:03:08.000 --> 00:03:10.000]  審斷案件
[00:03:10.000 --> 00:03:12.000]  他更操有生殺之訣
[00:03:12.000 --> 00:03:16.000]  我怎樣扮他呢
[00:03:16.000 --> 00:03:18.000]  他
[00:03:18.000 --> 00:03:20.000]  是指耶穌基督
[00:03:20.000 --> 00:03:22.000]  扮
[00:03:22.000 --> 00:03:24.000]  就是處置對待
[00:03:24.000 --> 00:03:26.000]  今晚我們這個受難節的聚會
[00:03:26.000 --> 00:03:28.000]  我們就從剛才所看的經文
[00:03:28.000 --> 00:03:30.000]  再重溫一下
[00:03:30.000 --> 00:03:32.000]  耶穌受苦的情形
[00:03:32.000 --> 00:03:34.000]  給我們一些反省
[00:03:34.000 --> 00:03:36.000]  提醒
[00:03:36.000 --> 00:03:38.000]  和提醒
[00:03:38.000 --> 00:03:40.000]  我們要如何去承受
[00:03:40.000 --> 00:03:42.000]  受苦的痛苦
[00:03:42.000 --> 00:03:44.000]  我們要如何去承受
[00:03:44.000 --> 00:03:46.000]  有些反省
[00:03:46.000 --> 00:03:48.000]  有些提醒
[00:03:48.000 --> 00:03:50.000]  讓我們愛主更多
[00:03:50.000 --> 00:03:52.000]  我們先有個簡單的祈禱
[00:03:52.000 --> 00:03:54.000]  天父安靜我們的心
[00:03:54.000 --> 00:03:58.000]  我們要對準你
[00:03:58.000 --> 00:04:00.000]  思想主耶穌
[00:04:00.000 --> 00:04:02.000]  在十字架上的大愛
[00:04:02.000 --> 00:04:04.000]  還有我們
[00:04:04.000 --> 00:04:06.000]  是怎樣扮你
[00:04:06.000 --> 00:04:08.000]  對待你
[00:04:08.000 --> 00:04:10.000]  昔日的人這樣對待你
[00:04:10.000 --> 00:04:12.000]  今天我們也有類似的情況
[00:04:12.000 --> 00:04:14.000]  求你光照
[00:04:14.000 --> 00:04:16.000]  又提醒我們
[00:04:16.000 --> 00:04:18.000]  將以後的時間交託
[00:04:18.000 --> 00:04:20.000]  用你自己的話語再一次提醒
[00:04:20.000 --> 00:04:22.000]  和
[00:04:22.000 --> 00:04:24.000]  勉勵我們
[00:04:24.000 --> 00:04:26.000]  祈禱奉主耶穌基督的名
[00:04:26.000 --> 00:04:28.000]  阿們
[00:04:28.000 --> 00:04:30.000]  我怎樣扮他呢
[00:04:30.000 --> 00:04:32.000]  有很多人對耶穌
[00:04:32.000 --> 00:04:34.000]  有不同的態度和表現
[00:04:34.000 --> 00:04:36.000]  今天我們找其中五項的情況來看看
[00:04:36.000 --> 00:04:38.000]  第一樣
[00:04:38.000 --> 00:04:40.000]  我們要如何去承受
[00:04:40.000 --> 00:04:42.000]  第一樣
[00:04:42.000 --> 00:04:44.000]  就是大家相依
[00:04:44.000 --> 00:04:46.000]  你看看
[00:04:46.000 --> 00:04:50.000]  第一節說了
[00:04:50.000 --> 00:04:52.000]  按當時猶太人的律法
[00:04:52.000 --> 00:04:54.000]  需要先有人告發
[00:04:54.000 --> 00:04:56.000]  來作見證
[00:04:56.000 --> 00:04:58.000]  那件案才可以成立
[00:04:58.000 --> 00:05:00.000]  才可以開審
[00:05:00.000 --> 00:05:02.000]  但你看耶穌這件案
[00:05:02.000 --> 00:05:04.000]  犯人說是耶穌
[00:05:04.000 --> 00:05:06.000]  但未有人正式告發
[00:05:06.000 --> 00:05:08.000]  又沒有見證人出庭
[00:05:08.000 --> 00:05:10.000]  使這件案可以成立
[00:05:10.000 --> 00:05:12.000]  所以耶穌這件審訊
[00:05:12.000 --> 00:05:14.000]  可以當是非法審訊
[00:05:14.000 --> 00:05:16.000]  非法被捉拿
[00:05:16.000 --> 00:05:18.000]  而公會實際上
[00:05:18.000 --> 00:05:20.000]  在當時是沒有
[00:05:20.000 --> 00:05:22.000]  定人死罪的權柄
[00:05:22.000 --> 00:05:24.000]  定死罪的權柄
[00:05:24.000 --> 00:05:26.000]  唯有羅馬政府發出
[00:05:26.000 --> 00:05:28.000]  而且由羅馬政府
[00:05:28.000 --> 00:05:30.000]  來作出審訊
[00:05:30.000 --> 00:05:32.000]  而公會
[00:05:32.000 --> 00:05:34.000]  在當時是沒有
[00:05:34.000 --> 00:05:36.000]  定人死罪的權柄
[00:05:36.000 --> 00:05:38.000]  而公會
[00:05:38.000 --> 00:05:40.000]  在當時是沒有
[00:05:40.000 --> 00:05:42.000]  定人死罪的權柄
[00:05:42.000 --> 00:05:44.000]  而公會
[00:05:44.000 --> 00:05:46.000]  在當時是沒有
[00:05:46.000 --> 00:05:48.000]  定人死罪的權柄
[00:05:48.000 --> 00:05:50.000]  而公會
[00:05:50.000 --> 00:05:52.000]  在當時是沒有
[00:05:52.000 --> 00:05:54.000]  定人死罪的權柄
[00:05:54.000 --> 00:05:56.000]  而公會
[00:05:56.000 --> 00:05:58.000]  在當時是沒有
[00:05:58.000 --> 00:06:00.000]  定人死罪的權柄
[00:06:00.000 --> 00:06:02.000]  而公會
[00:06:02.000 --> 00:06:04.000]  在當時是沒有
[00:06:04.000 --> 00:06:06.000]  定人死罪的權柄
[00:06:06.000 --> 00:06:08.000]  而公會
[00:06:08.000 --> 00:06:10.000]  在當時是沒有
[00:06:10.000 --> 00:06:12.000]  定人死罪的權柄
[00:06:12.000 --> 00:06:14.000]  而公會
[00:06:14.000 --> 00:06:16.000]  在當時是沒有
[00:06:16.000 --> 00:06:18.000]  定人死罪的權柄
[00:06:18.000 --> 00:06:20.000]  而公會
[00:06:20.000 --> 00:06:22.000]  在當時是沒有
[00:06:22.000 --> 00:06:24.000]  定人死罪的權柄
[00:06:24.000 --> 00:06:26.000]  而公會
[00:06:26.000 --> 00:06:28.000]  在當時是沒有
[00:06:28.000 --> 00:06:30.000]  定人死罪的權柄
[00:06:30.000 --> 00:06:32.000]  公會為了
[00:06:32.000 --> 00:06:34.000]  所謂按章辦事
[00:06:34.000 --> 00:06:36.000]  所謂急不及待
[00:06:36.000 --> 00:06:38.000]  一大清早就召開會議
[00:06:38.000 --> 00:06:40.000]  要確定
[00:06:40.000 --> 00:06:42.000]  昨晚所出的決議審訊
[00:06:42.000 --> 00:06:44.000]  昨晚所出的決議審訊
[00:06:44.000 --> 00:06:46.000]  馬可帶著一個
[00:06:46.000 --> 00:06:48.000]  沉痛的心情
[00:06:48.000 --> 00:06:50.000]  講出
[00:06:50.000 --> 00:06:52.000]  全公會的人
[00:06:52.000 --> 00:06:54.000]  是一同相議
[00:06:54.000 --> 00:06:56.000]  是大家相議
[00:06:56.000 --> 00:06:58.000]  這次所謂正式的會議
[00:06:58.000 --> 00:07:00.000]  原本應該全體
[00:07:00.000 --> 00:07:02.000]  有71位會員
[00:07:02.000 --> 00:07:04.000]  都不需要全部出席
[00:07:04.000 --> 00:07:06.000]  因為我們很熟悉的
[00:07:06.000 --> 00:07:08.000]  亞利馬太約瑟
[00:07:08.000 --> 00:07:10.000]  和尼哥底姆
[00:07:10.000 --> 00:07:12.000]  我們在這裡都明顯看到
[00:07:12.000 --> 00:07:14.000]  他們有在場的證據
[00:07:14.000 --> 00:07:16.000]  這次的會議
[00:07:16.000 --> 00:07:18.000]  必須將耶穌的案件
[00:07:18.000 --> 00:07:20.000]  有所判決
[00:07:20.000 --> 00:07:22.000]  在四福音的
[00:07:22.000 --> 00:07:24.000]  另一個作者
[00:07:24.000 --> 00:07:26.000]  馬太就是這樣說
[00:07:26.000 --> 00:07:28.000]  他用了一個很清楚的描述
[00:07:28.000 --> 00:07:30.000]  他說大家相議
[00:07:30.000 --> 00:07:32.000]  要致死耶穌
[00:07:32.000 --> 00:07:36.000]  我們特別要注意
[00:07:36.000 --> 00:07:38.000]  公會裡的成員
[00:07:38.000 --> 00:07:40.000]  是有些什麼人呢
[00:07:40.000 --> 00:07:42.000]  你看第一節的時候
[00:07:42.000 --> 00:07:44.000]  你就看到有什麼人
[00:07:44.000 --> 00:07:46.000]  有祭司長
[00:07:46.000 --> 00:07:48.000]  有長老和文士
[00:07:48.000 --> 00:07:50.000]  這一班的人
[00:07:50.000 --> 00:07:52.000]  正是會中的領袖
[00:07:52.000 --> 00:07:54.000]  是屬靈的長者
[00:07:54.000 --> 00:07:56.000]  他們是通了聖經律法的人
[00:07:56.000 --> 00:07:58.000]  是信仰的忠奸分子
[00:07:58.000 --> 00:08:00.000]  但是他們
[00:08:00.000 --> 00:08:02.000]  公然的橫行無忌
[00:08:02.000 --> 00:08:04.000]  不理良心的公正
[00:08:04.000 --> 00:08:08.000]  竟然被邪惡和狠毒所蒙蔽
