
[00:00:00.000 --> 00:00:02.000]  現在將時間交給他
[00:00:03.000 --> 00:00:05.000]  大家好
[00:00:05.000 --> 00:00:08.000]  昨晚我剛從唐人街回來
[00:00:08.000 --> 00:00:10.000]  大概十點、十一點
[00:00:10.000 --> 00:00:11.000]  去了幾天
[00:00:11.000 --> 00:00:13.000]  很好玩
[00:00:13.000 --> 00:00:15.000]  好玩的每個人都這樣問我
[00:00:15.000 --> 00:00:17.000]  其實我主要目的是開車
[00:00:17.000 --> 00:00:19.000]  和給錢
[00:00:19.000 --> 00:00:21.000]  所以每次去商場
[00:00:21.000 --> 00:00:23.000]  我都坐在那裡
[00:00:23.000 --> 00:00:25.000]  我預備說一張
[00:00:25.000 --> 00:00:27.000]  然後時間夠了
[00:00:27.000 --> 00:00:29.000]  他們叫我要你的卡
[00:00:29.000 --> 00:00:31.000]  我就乖乖地去給錢
[00:00:31.000 --> 00:00:33.000]  很好玩吧
[00:00:33.000 --> 00:00:35.000]  哈哈
[00:00:35.000 --> 00:00:37.000]  不知道大家有什麼慶祝
[00:00:37.000 --> 00:00:39.000]  大家應該吃得很飽
[00:00:39.000 --> 00:00:43.000]  還有大家應該和家人或朋友聚首
[00:00:43.000 --> 00:00:45.000]  這是很難得的時間
[00:00:45.000 --> 00:00:47.000]   Thanksgiving
[00:00:47.000 --> 00:00:50.000]  是一些節日
[00:00:50.000 --> 00:00:51.000]  停一停低
[00:00:51.000 --> 00:00:53.000]  讓我們去明白
[00:00:53.000 --> 00:00:57.000]  想一想上帝在我們身上做過的恩典
[00:00:57.000 --> 00:00:59.000]  我們講開這個系列
[00:00:59.000 --> 00:01:02.000]  聖經裡面都有一些
[00:01:02.000 --> 00:01:04.000]  一年三百六十五日
[00:01:04.000 --> 00:01:06.000]  有一些節日
[00:01:06.000 --> 00:01:08.000]  一些標籤
[00:01:08.000 --> 00:01:10.000]  在時間上的標籤
[00:01:10.000 --> 00:01:13.000]  讓上帝的子民想起上帝的恩典
[00:01:13.000 --> 00:01:17.000]  這次我們去講這個節日
[00:01:17.000 --> 00:01:21.000]  是三大節日的其中一個
[00:01:21.000 --> 00:01:23.000]  之前我們講過Tabernacle
[00:01:23.000 --> 00:01:24.000]  Sukkot
[00:01:24.000 --> 00:01:26.000]  也講過什麼
[00:01:26.000 --> 00:01:27.000]  也講過Passover
[00:01:27.000 --> 00:01:30.000]  這次我們講的是中間的收割節
[00:01:30.000 --> 00:01:32.000]  或者五旬節
[00:01:32.000 --> 00:01:34.000]  這個沒有什麼人講的
[00:01:34.000 --> 00:01:40.000]  因為好像和一些大上帝的作為
[00:01:40.000 --> 00:01:42.000]  沒有什麼關係
[00:01:42.000 --> 00:01:44.000]  但是這個節日
[00:01:44.000 --> 00:01:46.000]  我在舊約裡面提到的時候
[00:01:46.000 --> 00:01:49.000]  就和上帝的律法有關係
[00:01:49.000 --> 00:01:51.000]  當然我們提到五旬節的時候
[00:01:51.000 --> 00:01:52.000]  一想就想起
[00:01:52.000 --> 00:01:55.000]  就是這個銷行傳第二章
[00:01:55.000 --> 00:01:58.000]  聖靈光臨五旬節的時候
[00:01:58.000 --> 00:02:00.000]  其實五旬節就是收割節
[00:02:00.000 --> 00:02:03.000]  一個農耕的節日
[00:02:03.000 --> 00:02:06.000]  我們叫它做Shavuot
[00:02:06.000 --> 00:02:09.000]  或者Feast
[00:02:09.000 --> 00:02:11.000]  Festival of the Weeks
[00:02:11.000 --> 00:02:13.000]  Shavuot其實就是星期眾數的意思
[00:02:13.000 --> 00:02:15.000]  Shavuot
[00:02:15.000 --> 00:02:17.000]  七個眾數的意思
[00:02:17.000 --> 00:02:21.000]  所以通常就是在Passover之後
[00:02:21.000 --> 00:02:24.000]  再數七個星期
[00:02:24.000 --> 00:02:25.000]  七個主日
[00:02:25.000 --> 00:02:26.000]  七七四十九日之後
[00:02:26.000 --> 00:02:27.000]  第五十日
[00:02:27.000 --> 00:02:30.000]  就是這個所謂Shavuot的時候
[00:02:30.000 --> 00:02:33.000]  就是這個所謂收割節的時候
[00:02:33.000 --> 00:02:39.000]  適逢剛剛小麥在巴勒斯坦地收割的這段時間
[00:02:39.000 --> 00:02:42.000]  這個Shavuot和其他的Festival有些不同
[00:02:42.000 --> 00:02:44.000]  你可以想一下
[00:02:44.000 --> 00:02:48.000]  其實我們每一年有不同的節日
[00:02:48.000 --> 00:02:50.000]  包括 Thanksgiving 或者接下來的 Christmas
[00:02:50.000 --> 00:02:54.000]  這些節日都有它特別的地方
[00:02:54.000 --> 00:02:58.000]  這個收割節和其他的 Passover
[00:02:58.000 --> 00:03:02.000]  Tabernacle 這些節日是有些不同的
[00:03:02.000 --> 00:03:04.000]  你想想有什麼不同
[00:03:04.000 --> 00:03:06.000]  我舉個例子
[00:03:06.000 --> 00:03:10.000]  有一些舊約聖經裡面提過的節日
[00:03:10.000 --> 00:03:13.000]  都是和上帝在歷史裡面
[00:03:13.000 --> 00:03:15.000]  曾經做過的事情
[00:03:15.000 --> 00:03:16.000]  一些神蹟
[00:03:16.000 --> 00:03:18.000]  一些奇事是有關的
[00:03:18.000 --> 00:03:20.000]  譬如駐彭捷
[00:03:20.000 --> 00:03:25.000]  就是去紀念神帶領以色列人經過四十年曠野
[00:03:25.000 --> 00:03:27.000]  他們住在彭裡面
[00:03:27.000 --> 00:03:29.000]  然後一路一路帶領他們進入迦南
[00:03:29.000 --> 00:03:33.000]  這個就是 Shavuot 或者 Tabernacle
[00:03:33.000 --> 00:03:35.000]  另外一個節日比較少提到的
[00:03:35.000 --> 00:03:37.000]  就是普爾節
[00:03:37.000 --> 00:03:38.000]  Purim
[00:03:38.000 --> 00:03:42.000]  Purim大概是我們西歷的一二月的時間
[00:03:42.000 --> 00:03:45.000]  Purim其實是以色列的 Halloween
[00:03:45.000 --> 00:03:47.000]  他們就扮鬼扮馬等等
[00:03:47.000 --> 00:03:49.000]  Purim 在哪裡提過
[00:03:49.000 --> 00:03:51.000]  就是 Esther
[00:03:51.000 --> 00:03:55.000]  這個以斯帖記
[00:03:55.000 --> 00:03:58.000]  提過上帝怎樣拯救自己的子民
[00:03:58.000 --> 00:04:00.000]  以致他們不會被殲滅
[00:04:00.000 --> 00:04:01.000]  這個就是 Purim
[00:04:01.000 --> 00:04:03.000]  所以現在的以色列人
[00:04:03.000 --> 00:04:05.000]  猶太人就會去會堂那裡
[00:04:05.000 --> 00:04:06.000]  大概一二月的時候
[00:04:06.000 --> 00:04:07.000]  Purim 的時候
[00:04:07.000 --> 00:04:08.000]  他們就會特意去會堂那裡
[00:04:08.000 --> 00:04:09.000]  然後他們就會讀
[00:04:09.000 --> 00:04:11.000]  The Book of Esther
[00:04:11.000 --> 00:04:12.000]  以斯帖記
[00:04:12.000 --> 00:04:16.000]  每逢讀到他們的仇敵哈曼這個字的時候
[00:04:16.000 --> 00:04:17.000]  他們一邊讀一邊讀
[00:04:17.000 --> 00:04:19.000]  由第一章第一節一直讀下去的時候
[00:04:19.000 --> 00:04:20.000]  讀到哈曼的時候
[00:04:20.000 --> 00:04:22.000]  他們就會哼
[00:04:22.000 --> 00:04:25.000]  因為是他們的仇敵
[00:04:25.000 --> 00:04:27.000]  所以他們就有這樣的節日
[00:04:27.000 --> 00:04:32.000]  然後他們就扮有不同的服飾等等
[00:04:32.000 --> 00:04:38.000]  這個就和上帝在他們的子民身上做過的事情有關
[00:04:38.000 --> 00:04:40.000]  另外就是修典節
[00:04:40.000 --> 00:04:42.000]  修典節在聖經裡面沒有提過的
[00:04:42.000 --> 00:04:43.000]  Hanukkah
[00:04:43.000 --> 00:04:45.000]  Hanukkah 大概是十二月的時候
[00:04:45.000 --> 00:04:46.000]  西曆十二月的時候
[00:04:46.000 --> 00:04:47.000]  大概是聖誕節的時候
[00:04:47.000 --> 00:04:49.000]  如果你去一些猶太人的社區
[00:04:49.000 --> 00:04:51.000]  你就會看到他們會
[00:04:51.000 --> 00:04:54.000]  所謂光明節或者修典節
[00:04:54.000 --> 00:05:01.000]  也是和上帝在上帝的子民身上做過的歷史的工作有關
[00:05:01.000 --> 00:05:06.000]  當時大概是耶穌基督來之前大概200年左右
[00:05:06.000 --> 00:05:08.000]  160多年BC的時候
[00:05:08.000 --> 00:05:13.000]  他們去到反擊猶太人
[00:05:13.000 --> 00:05:18.000]  他們反擊欺壓他們的希臘帝國的軍隊
[00:05:18.000 --> 00:05:23.000]  然後他們成功地爭取到獨立
[00:05:23.000 --> 00:05:25.000]  一個本身是underdog
[00:05:25.000 --> 00:05:27.000]  他們是被人欺負的
[00:05:27.000 --> 00:05:29.000]  underdog然後反擊他們贏了
[00:05:29.000 --> 00:05:31.000]  就有一個很大的慶典
[00:05:31.000 --> 00:05:33.000]  所以就有一個所謂修典節
[00:05:33.000 --> 00:05:35.000]  拿回他們的聖典
[00:05:35.000 --> 00:05:37.000]  有一點像日本打贏德國
[00:05:37.000 --> 00:05:39.000]  怎麼可以打贏
[00:05:39.000 --> 00:05:40.000]  最後入一球
[00:05:40.000 --> 00:05:42.000]  今天大家很高興
[00:05:42.000 --> 00:05:43.000]  世界盃
[00:05:43.000 --> 00:05:45.000]  underdog贏了的時候
[00:05:45.000 --> 00:05:46.000]  就有這個
[00:05:46.000 --> 00:05:47.000]  Hanukkah
[00:05:47.000 --> 00:05:49.000]  然後我們提過了
[00:05:49.000 --> 00:05:52.000]  就是講到Exodus出埃及
[00:05:52.000 --> 00:05:57.000]  但是Sherford Ho和上帝在歷史裡面的作為
[00:05:57.000 --> 00:05:59.000]  是沒有什麼關係的
[00:05:59.000 --> 00:06:01.000]  我們看一節聖經
[00:06:01.000 --> 00:06:04.000]  利美的23章第15節
[00:06:04.000 --> 00:06:07.000]  這裡說你們從安息日
[00:06:07.000 --> 00:06:09.000]  之前他就講了passover
[00:06:09.000 --> 00:06:11.000]  安息日的次日
[00:06:11.000 --> 00:06:13.000]  次日就數幾天
[00:06:13.000 --> 00:06:15.000]  七個的安息日
[00:06:15.000 --> 00:06:17.000]  第七個安息日的次日
[00:06:17.000 --> 00:06:19.000]  就共計50天
[00:06:19.000 --> 00:06:21.000]  所以為什麼叫Pentecost
