
[00:00:00.000 --> 00:00:00.840]   Thank you.
[00:00:00.840 --> 00:00:05.360]   Okay.
[00:00:05.360 --> 00:00:08.880]   So I have a friend named Grant,
[00:00:08.880 --> 00:00:12.320]   and I'm guessing most of us have a friend like this
[00:00:12.320 --> 00:00:13.640]   in your friend group.
[00:00:13.640 --> 00:00:16.520]   Grant is that one person in your friend group
[00:00:16.520 --> 00:00:20.640]   who is heads and shoulders, smarter and more successful
[00:00:20.640 --> 00:00:22.960]   than everybody else in your group.
[00:00:22.960 --> 00:00:25.520]   If you know who I'm talking about for yourself,
[00:00:25.520 --> 00:00:26.460]   think about them.
[00:00:27.640 --> 00:00:29.440]   Grant is a genius.
[00:00:29.440 --> 00:00:33.720]   Grant is very influential in his career.
[00:00:33.720 --> 00:00:35.520]   And this guy,
[00:00:35.520 --> 00:00:38.880]   we always joke that if you wanna feel bad about yourself,
[00:00:38.880 --> 00:00:39.720]   you should Google him
[00:00:39.720 --> 00:00:41.680]   because the number of podcasts he's on
[00:00:41.680 --> 00:00:44.400]   and the number of interviews he's been given
[00:00:44.400 --> 00:00:47.520]   and the number of lists in magazines
[00:00:47.520 --> 00:00:49.800]   that he's made it onto is a little sobering
[00:00:49.800 --> 00:00:53.320]   when you're like, "Oh, I'm about his age, that's great."
[00:00:53.320 --> 00:00:56.160]   And the reason Grant is successful and well-known
[00:00:56.160 --> 00:00:58.580]   is because Grant is an entrepreneur.
[00:00:58.580 --> 00:01:02.160]   So he opens businesses, he runs small businesses,
[00:01:02.160 --> 00:01:06.680]   and he's been doing this since he was 16,
[00:01:06.680 --> 00:01:08.320]   since he was maybe 14.
[00:01:08.320 --> 00:01:09.680]   I am not kidding.
[00:01:09.680 --> 00:01:11.800]   When he was in his teenage years,
[00:01:11.800 --> 00:01:14.560]   this guy opened a thrift store in Hyde Park
[00:01:14.560 --> 00:01:16.920]   that is still running to this day.
[00:01:16.920 --> 00:01:19.600]   He's also written books.
[00:01:19.600 --> 00:01:22.600]   He's made it into magazines.
[00:01:22.600 --> 00:01:24.800]   And right now he runs a company
[00:01:24.800 --> 00:01:28.440]   that has more than 50 employees.
[00:01:28.440 --> 00:01:30.020]   It's a little insane.
[00:01:30.020 --> 00:01:33.040]   Now, one thing Grant always talks about
[00:01:33.040 --> 00:01:35.360]   when you talk to him about his businesses
[00:01:35.360 --> 00:01:39.060]   is he'll talk a lot about projects
[00:01:39.060 --> 00:01:42.440]   that they will dump or not do
[00:01:42.440 --> 00:01:44.920]   because of the fact
[00:01:44.920 --> 00:01:47.640]   that it doesn't fit their mission statement.
[00:01:47.640 --> 00:01:49.800]   And this is something he says he's been doing
[00:01:49.800 --> 00:01:52.600]   ever since he started opening that thrift store
[00:01:52.600 --> 00:01:55.200]   when he was in his teenage years.
[00:01:55.200 --> 00:02:00.200]   So Grant would tell you that when you open a business,
[00:02:00.200 --> 00:02:04.480]   your mission statement is the very foundation
[00:02:04.480 --> 00:02:05.760]   of what you do.
[00:02:05.760 --> 00:02:07.460]   And you don't just have a mission statement
[00:02:07.460 --> 00:02:09.440]   because it's fun to put there.
[00:02:09.440 --> 00:02:10.700]   You don't have a mission statement
[00:02:10.700 --> 00:02:14.120]   just because you need something to pitch to investors.
[00:02:14.120 --> 00:02:15.360]   You have a mission statement
[00:02:15.360 --> 00:02:18.160]   because when an opportunity pops up,
[00:02:18.160 --> 00:02:21.680]   you can compare it to what you first set out to do
[00:02:21.680 --> 00:02:23.480]   and decide whether or not it's something
[00:02:23.480 --> 00:02:25.800]   you're going to do based on that.
[00:02:25.800 --> 00:02:28.400]   So if you're opening a burger restaurant
[00:02:28.400 --> 00:02:30.400]   and your mission statement
[00:02:30.400 --> 00:02:33.200]   is to provide the best dining experience
[00:02:33.200 --> 00:02:36.400]   with the most unique burgers in Chicago,
[00:02:36.400 --> 00:02:38.280]   you're probably not going to jump
[00:02:38.280 --> 00:02:41.380]   on the chicken sandwich trend when it comes around.
[00:02:41.380 --> 00:02:44.720]   You're probably not going to have a Taco Tuesday special
[00:02:44.720 --> 00:02:47.020]   because it doesn't match your mission statement.
[00:02:47.020 --> 00:02:50.400]   You're supposed to stay on point.
[00:02:50.400 --> 00:02:55.400]   Everything you do is born out of that mission statement.
[00:02:55.400 --> 00:02:57.220]   It's a foundational piece.
[00:02:57.220 --> 00:03:00.960]   It's like the cement upon which you build a tower.
[00:03:00.960 --> 00:03:04.680]   And he tells me that every single one of his businesses,
[00:03:04.680 --> 00:03:08.520]   past and present, has always and will always
[00:03:08.520 --> 00:03:12.800]   have a very strict and defined mission statement
[00:03:12.800 --> 00:03:15.520]   because otherwise you're going to end up wasting your time.
[00:03:17.480 --> 00:03:19.400]   So I want us to think today
[00:03:19.400 --> 00:03:23.480]   about what is your mission statement?
[00:03:23.480 --> 00:03:27.000]   Now, I know people are not like businesses.
[00:03:27.000 --> 00:03:30.700]   We don't sit down and decide that we're going to
[00:03:30.700 --> 00:03:33.920]   build a person and then decide what they're about
[00:03:33.920 --> 00:03:35.480]   and what their core values are.
[00:03:35.480 --> 00:03:38.900]   Most of us probably don't have an index card
[00:03:38.900 --> 00:03:42.360]   with our mission statement written down on it.
[00:03:42.360 --> 00:03:45.420]   I'm guessing most of us don't have an elevator pitch
[00:03:45.420 --> 00:03:47.440]   for who we are as a person.
[00:03:47.440 --> 00:03:50.940]   That we can just recite at any moment, right?
[00:03:50.940 --> 00:03:55.160]   But the thing is that each and every single one of us
[00:03:55.160 --> 00:03:56.480]   has a mission statement,
[00:03:56.480 --> 00:03:59.920]   whether or not we understand that we do.
[00:03:59.920 --> 00:04:01.640]   Even if we don't think we do,
[00:04:01.640 --> 00:04:05.960]   there is still something that is that foundation
[00:04:05.960 --> 00:04:08.600]   that drives every action you do,
[00:04:08.600 --> 00:04:11.420]   every day that you spend your time,
[00:04:11.420 --> 00:04:14.320]   it drives the decisions you make.
[00:04:14.320 --> 00:04:16.920]   So I want you to pause for a minute
[00:04:16.920 --> 00:04:19.500]   and think about what that would be for you.
[00:04:19.500 --> 00:04:22.480]   What is the thing that drives you?
[00:04:22.480 --> 00:04:26.960]   What gets you out of bed every single morning?
[00:04:26.960 --> 00:04:31.960]   If I were to distill every action and motivation
[00:04:31.960 --> 00:04:35.080]   and every task you do and the way you spend your time
[00:04:35.080 --> 00:04:36.420]   and the people you hang out with,
[00:04:36.420 --> 00:04:38.520]   if I were to distill that
[00:04:38.520 --> 00:04:42.040]   into some kind of a mission statement or a purpose,
[00:04:42.040 --> 00:04:44.120]   what would that be for you?
[00:04:46.080 --> 00:04:47.580]   Think about that for a minute.
