
[00:00:00.000 --> 00:00:01.240]  各位觀眾早安
[00:00:01.240 --> 00:00:07.340]  我們這次繼續我們前一個星期說的一個系列
[00:00:07.340 --> 00:00:11.000]  我們看看聖經裡面說一些俗世的君王
[00:00:11.000 --> 00:00:13.160]  或者一些不信主的君王
[00:00:13.160 --> 00:00:14.600]  一些故事
[00:00:14.600 --> 00:00:17.460]  我覺得聖經很有趣
[00:00:17.460 --> 00:00:22.200]  聖經很多時候不是很抽象地告訴我們
[00:00:22.200 --> 00:00:24.740]  一二三四這麼多點
[00:00:24.740 --> 00:00:26.340]  第一點第二點第三點
[00:00:26.340 --> 00:00:29.400]  很少這樣列舉重點出來的
[00:00:29.400 --> 00:00:34.800]  聖經很多時候是用故事來講述一些教義
[00:00:34.800 --> 00:00:42.060]  或者用一些故事的方法來述說一些人生裡面需要我們知道的道理
[00:00:42.060 --> 00:00:44.660]  所以我們看一些俗世君王的時候
[00:00:44.660 --> 00:00:46.460]  有時候我們會看看他們的故事
[00:00:46.460 --> 00:00:49.160]  聖經怎麼記載這些敘述
[00:00:49.160 --> 00:00:51.560]  這些敘述應該怎麼去解釋
[00:00:51.560 --> 00:00:54.760]  然後對我們今天有什麼意思
[00:00:54.760 --> 00:00:57.360]  所以今天我們選了另外一個君王
[00:00:57.360 --> 00:00:58.760]  叫做白沙十王
[00:00:58.760 --> 00:01:00.900]  這是《但義理書》第五章
[00:01:00.900 --> 00:01:02.800]  你讓我今年也說《但義理書》
[00:01:02.800 --> 00:01:10.900]  因為《但義理書》已經成為我今年花了很多時間的一本書信
[00:01:10.900 --> 00:01:13.600]  我們看《但義理書》第五章
[00:01:13.600 --> 00:01:17.300]  《但義理書》第五章提到這個叫做白沙十王
[00:01:17.300 --> 00:01:19.200]  你記得上一次我們提到
[00:01:19.200 --> 00:01:20.900]  另外一個世俗的君王
[00:01:20.900 --> 00:01:23.500]  叫做居老時
[00:01:23.500 --> 00:01:24.300]  下面那位
[00:01:24.300 --> 00:01:25.300]  黑白那位
[00:01:25.300 --> 00:01:26.600]  他有個樣子
[00:01:26.600 --> 00:01:27.200]  在右邊
[00:01:27.200 --> 00:01:28.560]  他右邊臉的那個
[00:01:28.560 --> 00:01:30.000]  那個叫居老時
[00:01:30.000 --> 00:01:32.600]  他是波斯帝國的第一個君王
[00:01:32.600 --> 00:01:36.500]  他攻陷巴比倫帝國
[00:01:36.500 --> 00:01:40.200]  我們再把時間回頭一點
[00:01:40.200 --> 00:01:43.200]  到底巴比倫帝國崩潰之前
[00:01:43.200 --> 00:01:44.900]  到底發生了什麼事
