
[00:00:00.000 --> 00:00:02.000]  上次跟大家說到
[00:00:02.000 --> 00:00:06.000]  父親雅各因為加南饑荒嚴重
[00:00:06.000 --> 00:00:09.000]  終於肯讓到愛子別雅敏
[00:00:09.000 --> 00:00:11.000]  與其餘九個兒子
[00:00:11.000 --> 00:00:13.000]  同去埃及買糧
[00:00:13.000 --> 00:00:16.000]  究竟十兄弟今次到加南
[00:00:16.000 --> 00:00:20.000]  再見藥室又會有什麼事情發生呢?
[00:00:20.000 --> 00:00:22.000]  看看第十四節
[00:00:22.000 --> 00:00:25.000]  在出發去加南之前
[00:00:25.000 --> 00:00:27.000]  雅各為了十個兒子
[00:00:27.000 --> 00:00:30.000]  祝福希望神使到十個兒子
[00:00:30.000 --> 00:00:32.000]  都能在埃及的手上
[00:00:32.000 --> 00:00:34.000]  眼前來到蒙恩
[00:00:34.000 --> 00:00:37.000]  還釋放他們的弟兄西勉
[00:00:37.000 --> 00:00:40.000]  使別雅敏可以平安回來
[00:00:40.000 --> 00:00:43.000]  如果結果雅各真的會失去
[00:00:43.000 --> 00:00:45.000]  十個兒子的話
[00:00:45.000 --> 00:00:47.000]  雅各都願意接受
[00:00:47.000 --> 00:00:49.000]  似乎雅各今次的決定
[00:00:49.000 --> 00:00:53.000]  是帶著一個先死而後生的心情
[00:00:53.000 --> 00:00:55.000]  雅各的父親雅各
[00:00:55.000 --> 00:00:57.000]  也願意接受
[00:00:57.000 --> 00:01:00.000]  先死而後生的心情
[00:01:00.000 --> 00:01:03.000]  雅各已經作出了心理準備
[00:01:03.000 --> 00:01:05.000]  和最壞的打算
[00:01:05.000 --> 00:01:07.000]  看看第十五節
[00:01:07.000 --> 00:01:09.000]  那裡說到
[00:01:09.000 --> 00:01:11.000]  今次他們出發去埃及
[00:01:11.000 --> 00:01:13.000]  讓人可以看見的是
[00:01:13.000 --> 00:01:15.000]  九兄弟所帶的禮物
[00:01:15.000 --> 00:01:19.000]  包括銀紙和濕衣弟別雅敏
[00:01:19.000 --> 00:01:20.000]  不過呢
[00:01:20.000 --> 00:01:22.000]  今次他們出發去埃及
[00:01:22.000 --> 00:01:24.000]  讓人看不到的
[00:01:24.000 --> 00:01:27.000]  究竟是甚麼心情去埃及
[00:01:27.000 --> 00:01:31.000]  而別雅敏被父親吩咐和九兄長
[00:01:31.000 --> 00:01:32.000]  同去埃及
[00:01:32.000 --> 00:01:34.000]  究竟別雅敏又知不知道
[00:01:34.000 --> 00:01:37.000]  所有的隱情呢?
[00:01:37.000 --> 00:01:39.000]  今次一去之後
[00:01:39.000 --> 00:01:42.000]  又說可以平安回來呢?
[00:01:42.000 --> 00:01:46.000]  當九兄弟帶同別雅敏來到埃及
[00:01:46.000 --> 00:01:49.000]  約瑟見到親弟別雅敏
[00:01:49.000 --> 00:01:51.000]  就吩咐人預備筵席
[00:01:51.000 --> 00:01:55.000]  要和他們一起來共進午膳
[00:01:55.000 --> 00:01:57.000]  在午膳期間
[00:01:57.000 --> 00:02:01.000]  九兄長就將迦蘭帶來的禮物
[00:02:01.000 --> 00:02:03.000]  送給約瑟
[00:02:03.000 --> 00:02:05.000]  又向約瑟來下拜
[00:02:05.000 --> 00:02:10.000]  當時約瑟有甚麼反應呢?
[00:02:10.000 --> 00:02:13.000]  約瑟就問候他們
[00:02:13.000 --> 00:02:17.000]  也問候他們的父親雅各還健在嗎?
[00:02:17.000 --> 00:02:20.000]  當約瑟知道父親還健在的時候
[00:02:20.000 --> 00:02:25.000]  又親眼見到自己和父母的親弟別雅敏
[00:02:25.000 --> 00:02:27.000]  第29節
[00:02:27.000 --> 00:02:30.000]  約瑟對別雅敏說
[00:02:30.000 --> 00:02:34.000]  小兒讓上帝賜恩淵你
[00:02:34.000 --> 00:02:39.000]  為何約瑟會稱別雅敏為小兒呢?
[00:02:39.000 --> 00:02:44.000]  有可能約瑟和別雅敏的年紀相差很遠
[00:02:44.000 --> 00:02:46.000]  無論如何
[00:02:46.000 --> 00:02:48.000]  約瑟稱別雅敏為小兒
[00:02:48.000 --> 00:02:52.000]  正好表現出約瑟對別雅敏的親切
[00:02:52.000 --> 00:02:54.000]  約瑟愛別雅敏
[00:02:54.000 --> 00:02:57.000]  還為別雅敏帶上祝福
[00:02:57.000 --> 00:03:01.000]  加上約瑟是一個重情又重義的人
[00:03:01.000 --> 00:03:03.000]  所以一時感觸下
[00:03:03.000 --> 00:03:08.000]  約瑟就轉身到自己的房間裡大哭一場
[00:03:08.000 --> 00:03:11.000]  大家還記不記得上一次
[00:03:11.000 --> 00:03:14.000]  為何約瑟要退去大哭一場呢?
[00:03:14.000 --> 00:03:17.000]  約瑟當時已經是一個兩個兒子的父親
[00:03:17.000 --> 00:03:20.000]  也是埃國的一國首相
[00:03:20.000 --> 00:03:21.000]  還有就是
[00:03:21.000 --> 00:03:24.000]  他也是買賣糧的最高領導人
[00:03:24.000 --> 00:03:26.000]  以約瑟當年的身份和地位
[00:03:26.000 --> 00:03:28.000]  而是一個幸福的家
[00:03:28.000 --> 00:03:33.000]  根本沒有需要為二十多年前所發生的事而大哭
[00:03:33.000 --> 00:03:36.000]  除非約瑟當年所遭遇的禍患
[00:03:36.000 --> 00:03:39.000]  所帶來給約瑟的心靈傷害
[00:03:39.000 --> 00:03:44.000]  一直都沒有機會正視和處理
[00:03:45.000 --> 00:03:47.000]  聖經沒有交代過
[00:03:47.000 --> 00:03:50.000]  約瑟當年要留在洛爾鄉
[00:03:50.000 --> 00:03:54.000]  究竟有沒有被埃及的人虐待過
[00:03:54.000 --> 00:03:57.000]  試想一下當時約瑟
[00:03:57.000 --> 00:03:59.000]  只不過是一個十七歲的青年人
[00:03:59.000 --> 00:04:02.000]  當年他身上所發生的事
[00:04:02.000 --> 00:04:05.000]  對一個十七歲的年輕人來說
[00:04:05.000 --> 00:04:08.000]  的確造成心靈上很大的傷害
[00:04:08.000 --> 00:04:12.000]  約瑟第一次退去大哭的一場
[00:04:12.000 --> 00:04:14.000]  是聽大哥流便
[00:04:14.000 --> 00:04:16.000]  重提當年的往事
[00:04:16.000 --> 00:04:18.000]  當年
[00:04:18.000 --> 00:04:20.000]  十兄長有殺自己的動機
[00:04:20.000 --> 00:04:22.000]  也有賣自己的行動
[00:04:22.000 --> 00:04:26.000]  約瑟的過去痛苦經歷
[00:04:26.000 --> 00:04:28.000]  好像電影一樣一幕一幕
[00:04:28.000 --> 00:04:31.000]  在他腦海中浮現
[00:04:31.000 --> 00:04:34.000]  上一次約瑟退去大哭
[00:04:34.000 --> 00:04:36.000]  是因為他傷痛的記憶
[00:04:36.000 --> 00:04:38.000]  觸動了他的情緒
[00:04:38.000 --> 00:04:41.000]  這次約瑟的大哭
[00:04:41.000 --> 00:04:43.000]  我認為是有分別的
[00:04:43.000 --> 00:04:45.000]  這次約瑟的心情和目光
[00:04:45.000 --> 00:04:48.000]  完全只是注視一個人的身上
[00:04:48.000 --> 00:04:51.000]  就是他親弟別雅敏
[00:04:51.000 --> 00:04:54.000]  在《聖經》中沒有交代過
[00:04:54.000 --> 00:04:56.000]  約瑟和別雅敏兩兄弟
[00:04:56.000 --> 00:04:59.000]  究竟年紀相差有多大
[00:04:59.000 --> 00:05:01.000]  也沒有交代過
[00:05:01.000 --> 00:05:03.000]  兩兄弟的感情究竟有多深
[00:05:03.000 --> 00:05:06.000]  不過很肯定的是
[00:05:06.000 --> 00:05:09.000]  他們是同父同母所生的親兄弟
[00:05:09.000 --> 00:05:11.000]  而最重要的是
[00:05:11.000 --> 00:05:13.000]  約瑟為何一直排斥
[00:05:13.000 --> 00:05:15.000]  質疑出賣約瑟
[00:05:15.000 --> 00:05:18.000]  只是十兄長而不是別雅敏
[00:05:18.000 --> 00:05:21.000]  所以我認為這次約瑟的大哭
[00:05:21.000 --> 00:05:26.000]  純粹是因為親眼見到自己的親弟而感觸
[00:05:26.000 --> 00:05:30.000]  約瑟上一次是傷心的感觸
[00:05:30.000 --> 00:05:33.000]  這次是開心的感觸
[00:05:33.000 --> 00:05:36.000]  約瑟哭過之後
[00:05:36.000 --> 00:05:37.000]  約瑟再回來
[00:05:37.000 --> 00:05:40.000]  和他的十兄弟共進午膳
[00:05:40.000 --> 00:05:43.000]  想知道故事會繼續如何發展下去?
[00:05:43.000 --> 00:05:46.000]  請留由下一次我和大家的講解
[00:05:46.000 --> 00:05:49.000]  由 Amara.org 社群提供的字幕
[00:05:49.000 --> 00:05:54.000]  多謝您收睇時局新聞,再會!

