
[00:00:00.000 --> 00:00:06.560]  各位,我們來到最後一集聖地望上行部主腳鐘
[00:00:06.560 --> 00:00:09.160]  我們已經有十多次的旅程
[00:00:09.160 --> 00:00:16.040]  上一集我們停留在苦路Villadrosa最後一站第十四站
[00:00:16.040 --> 00:00:22.120]  這裡就是聖母堂所標記的地方
[00:00:22.120 --> 00:00:25.480]  紀念耶穌從死到復活的墳墓
[00:00:25.480 --> 00:00:27.880]  如果你有去過耶路撒冷玩
[00:00:27.880 --> 00:00:29.680]  你可能聽過另一個說法
[00:00:29.680 --> 00:00:35.840]  就是有另一個地方才是耶穌基督死而復活的墳墓
[00:00:35.840 --> 00:00:39.880]  那個地方叫Garden Tomb花園叢
[00:00:39.880 --> 00:00:43.840]  這個地方位於耶路撒冷舊城北面
[00:00:43.840 --> 00:00:45.840]  大馬士革門外面
[00:00:45.840 --> 00:00:49.840]  有人認為這個地方才是耶穌的墳墓
[00:00:49.840 --> 00:00:55.000]  因為這裡的面貌和山上的陽色
[00:00:55.000 --> 00:00:56.680]  就像一個骷髏頭
[00:00:56.680 --> 00:00:58.680]  所以十九世紀末的時候
[00:00:58.680 --> 00:01:01.680]  有一群基督徒望見這個山的時候
[00:01:01.680 --> 00:01:07.160]  他們不太接受聖母堂裡面東正教天主教的儀式
[00:01:07.160 --> 00:01:11.440]  所以他們認為這裡才是足留地
[00:01:11.440 --> 00:01:15.680]  因為足留地的意思就是骷髏頭的意思
[00:01:15.680 --> 00:01:20.680]  大家留意聖經所描述的足留地Gothic
[00:01:20.680 --> 00:01:23.440]  其實不是說一個山的面貌
[00:01:23.440 --> 00:01:26.680]  而是說這個地方是一個死刑場
[00:01:26.680 --> 00:01:30.440]  place of skull 死亡死刑的地方
[00:01:30.440 --> 00:01:33.680]  更何況二千年前一世紀的時候
[00:01:33.680 --> 00:01:38.680]  這裡的山的樣貌不是這樣的
[00:01:38.680 --> 00:01:42.680]  有一個這樣的骷髏頭的面貌
[00:01:42.680 --> 00:01:44.680]  是後世才出現的
[00:01:44.680 --> 00:01:47.440]  一世紀的時候不是這樣的
[00:01:47.440 --> 00:01:50.680]  但是有很多的旅客來到耶路撒冷的時候
[00:01:50.680 --> 00:01:54.680]  他們很多時候會來到花園叢
[00:01:54.680 --> 00:01:57.680]  說真的這個花園叢也有吸引的地方
[00:01:57.680 --> 00:02:00.680]  因為在耶路撒冷的舊城甚至聖母堂
[00:02:00.680 --> 00:02:05.680]  都給人一種繁忙很多張力的感覺
[00:02:05.680 --> 00:02:07.680]  這個花園叢特別幽靜
[00:02:07.680 --> 00:02:11.680]  所以有很多基督徒的客人很喜歡這個地方
[00:02:11.680 --> 00:02:16.680]  來講解聖經、默想甚至在這裡受聖餐
[00:02:16.680 --> 00:02:20.680]  按照考古、文獻、歷史、傳統等等
[00:02:20.680 --> 00:02:22.680]  聖母堂Holy Sepulchre
[00:02:22.680 --> 00:02:27.680]  仍然是耶穌死而復活、墓穴的所在
[00:02:27.680 --> 00:02:29.680]  沒錯經過很多很多年
[00:02:29.680 --> 00:02:34.680]  幾乎二千年的拆毀又重建
[00:02:34.680 --> 00:02:36.680]  都已經面目全非
[00:02:36.680 --> 00:02:39.680]  又或者對於你的傳統
[00:02:39.680 --> 00:02:40.680]  你來到這個地方
[00:02:40.680 --> 00:02:44.680]  你看到天主教甚至是東正教
[00:02:44.680 --> 00:02:48.680]  他們的儀式不是我們很熟悉的東西
[00:02:48.680 --> 00:02:50.680]  不如我們開放一點來欣賞一下
[00:02:50.680 --> 00:02:52.680]  他們曾經做過的事
[00:02:52.680 --> 00:02:56.680]  其實是很多時藉著很多很多年
[00:02:56.680 --> 00:03:03.680]  東正教的努力才能夠保留到這個地方
[00:03:03.680 --> 00:03:06.680]  雖然現在已經是面目全非
[00:03:06.680 --> 00:03:10.680]  但我們可以藉著考古、文獻、歷史等等的資料
[00:03:10.680 --> 00:03:13.680]  將這個地方稍為還原
[00:03:13.680 --> 00:03:16.680]  這個畫面圖就可以解釋一下
[00:03:16.680 --> 00:03:19.680]  到底這裡之前發生了什麼事
[00:03:19.680 --> 00:03:22.680]  我們回到公元後的三十年
[00:03:22.680 --> 00:03:26.680]  即是耶穌死而復活的事跡的時間
[00:03:26.680 --> 00:03:31.680]  這個地方足留地位於城牆以外
[00:03:31.680 --> 00:03:34.680]  這裡本身是一個石礦場
[00:03:34.680 --> 00:03:36.680]  所以經年累月
[00:03:36.680 --> 00:03:41.680]  很多好的石塊早已被人採了
[00:03:41.680 --> 00:03:45.680]  留下來的只是石質較差的石地
[00:03:45.680 --> 00:03:49.680]  所以經年累月就長出很多花草
[00:03:49.680 --> 00:03:51.680]  因為石質較差
[00:03:51.680 --> 00:03:56.680]  所以適合開採墓穴
[00:03:56.680 --> 00:04:00.680]  所以這一帶的地方在城門以外
[00:04:00.680 --> 00:04:04.680]  很多時是墳墓和花園
[00:04:04.680 --> 00:04:08.680]  在以前的歷史文獻中告訴我們
[00:04:08.680 --> 00:04:13.680]  這裡有一個城門叫花園門
[00:04:13.680 --> 00:04:17.680]  出來這裡就看到一個像花園的地方
[00:04:17.680 --> 00:04:22.680]  或者是一些墳墓開鑿的地帶
[00:04:22.680 --> 00:04:25.680]  一世紀墳墓的格式是怎樣的呢?
[00:04:25.680 --> 00:04:29.680]  你記得我們曾經去過那薩勒村莊
[00:04:29.680 --> 00:04:32.680]  那裡有一個人工造出來
[00:04:32.680 --> 00:04:36.680]  仿效一世紀墓穴的墳墓
[00:04:36.680 --> 00:04:38.680]  是從石山挖掘出來的
[00:04:38.680 --> 00:04:42.680]  首先我們進入墳墓有一個內室
[00:04:42.680 --> 00:04:45.680]  這個內室是用來預備屍體的
[00:04:45.680 --> 00:04:48.680]  例如人們會帶著沉香活藥
[00:04:48.680 --> 00:04:51.680]  將屍體預備好
[00:04:51.680 --> 00:04:59.680]  然後將屍體放入山邊作出來的長洞穴
[00:04:59.680 --> 00:05:01.680]  希伯來文叫作Kuk
[00:05:01.680 --> 00:05:03.680]  或者眾數叫做Kukim
[00:05:03.680 --> 00:05:06.680]  所以有時候會叫做Kukim Tomb
[00:05:06.680 --> 00:05:08.680]  Kukim的墳墓
[00:05:08.680 --> 00:05:13.680]  將屍體包起來放入長洞穴
[00:05:13.680 --> 00:05:17.680]  一年之後屍體腐化
[00:05:17.680 --> 00:05:21.680]  家屬會回到墓穴的樹
[00:05:21.680 --> 00:05:24.680]  然後將骨頭拿出來
[00:05:24.680 --> 00:05:27.680]  那叫做執骨禮
