
[00:00:00.000 --> 00:00:00.760]  那麼我們回到聖經,好嗎?
[00:00:00.760 --> 00:00:03.400]  我們繼續我們這個系列叫做《逆境前行》
[00:00:03.400 --> 00:00:07.740]  我們去《史萊姆傳》第十章
[00:00:07.740 --> 00:00:09.740]  第一節開始
[00:00:09.740 --> 00:00:14.320]  這裡聖經這麼記載
[00:00:14.320 --> 00:00:17.240]  他說在該撒尼亞有一個人叫做哥尼留
[00:00:17.240 --> 00:00:19.640]  是意大利營的白夫長
[00:00:19.640 --> 00:00:21.640]  他在那裡做了一件事
[00:00:21.640 --> 00:00:23.640]  就是他在那裡做了一件事
[00:00:23.640 --> 00:00:25.640]  就是他在那裡做了一件事
[00:00:25.640 --> 00:00:27.640]  就是他在那裡做了一件事
[00:00:27.640 --> 00:00:29.640]  他在那裡做了一件事
[00:00:29.640 --> 00:00:31.640]  他是虔誠的人
[00:00:31.640 --> 00:00:33.640]  他和全家敬畏神
[00:00:33.640 --> 00:00:35.640]  他和全家敬畏神
[00:00:35.640 --> 00:00:37.640]  對人民行過許多善事
[00:00:37.640 --> 00:00:39.640]  常常向神禱告
[00:00:39.640 --> 00:00:41.640]  有一天大約下午三點鐘
[00:00:41.640 --> 00:00:43.640]  在異象中
[00:00:43.640 --> 00:00:45.640]  他清清楚楚看見神的一位天使
[00:00:45.640 --> 00:00:47.640]  來到他那裡
[00:00:47.640 --> 00:00:49.640]  對他說:哥尼留
[00:00:49.640 --> 00:00:51.640]  他聽見一看害怕
[00:00:51.640 --> 00:00:53.640]  就說:主呀,什麼事?
[00:00:53.640 --> 00:00:55.640]  天使說:你的禱告和善行
[00:00:55.640 --> 00:00:57.640]  已經達到神面前
[00:00:57.640 --> 00:00:59.640]  蒙他紀念了
[00:00:59.640 --> 00:01:01.640]  現在你要派人到約柏去
[00:01:01.640 --> 00:01:03.640]  請那名叫彼得的西門來
[00:01:03.640 --> 00:01:05.640]  請那名叫彼得的西門來
[00:01:05.640 --> 00:01:07.640]  他在一個祭陪工人西門的家裡作客
[00:01:07.640 --> 00:01:09.640]  他在一個祭陪工人西門的家裡作客
[00:01:09.640 --> 00:01:11.640]  房子就在海邊
[00:01:11.640 --> 00:01:13.640]  房子就在海邊
[00:01:13.640 --> 00:01:15.640]  和他說話的天使走了之後
[00:01:15.640 --> 00:01:17.640]  他就叫了兩個家僕
[00:01:17.640 --> 00:01:19.640]  事後他的一個虔誠士兵來
[00:01:19.640 --> 00:01:21.640]  把一切事向他們講明
[00:01:21.640 --> 00:01:23.640]  把一切事向他們講明
[00:01:23.640 --> 00:01:25.640]  然後派他們到約柏去
[00:01:25.640 --> 00:01:27.640]  然後派他們到約柏去
[00:01:27.640 --> 00:01:29.640]  我們讀這八節
[00:01:29.640 --> 00:01:31.640]  這個故事是司徒函傳第十章
[00:01:31.640 --> 00:01:33.640]  我們知道新約聖經有開頭四卷書
[00:01:33.640 --> 00:01:35.640]  我們知道新約聖經有開頭四卷書
[00:01:35.640 --> 00:01:37.640]  馬太、馬可、路加和約翰福音
[00:01:37.640 --> 00:01:39.640]  馬太、馬可、路加和約翰福音
[00:01:39.640 --> 00:01:41.640]  這四本約翰福音都可以叫做歷史的題材
[00:01:41.640 --> 00:01:43.640]  這四本約翰福音都可以叫做歷史的題材
[00:01:43.640 --> 00:01:45.640]  是介紹耶穌的出生和生平
[00:01:45.640 --> 00:01:47.640]  是介紹耶穌的出生和生平
[00:01:47.640 --> 00:01:49.640]  他死而復活甚至升天
[00:01:49.640 --> 00:01:51.640]  四本福音書
[00:01:51.640 --> 00:01:53.640]  第五本書就是我們今天看的司徒函傳
[00:01:53.640 --> 00:01:55.640]  第五本書就是我們今天看的司徒函傳
[00:01:55.640 --> 00:01:57.640]  司徒函傳裡面講什麼呢
[00:01:57.640 --> 00:01:59.640]  司徒函傳裡面講什麼呢
[00:01:59.640 --> 00:02:01.640]  是講到初期教會的報道
[00:02:01.640 --> 00:02:03.640]  是講到初期教會的報道
[00:02:03.640 --> 00:02:05.640]  宣教的歷程
[00:02:05.640 --> 00:02:07.640]  宣教的歷程
[00:02:07.640 --> 00:02:09.640]  如果你看下一張的slide的話
[00:02:09.640 --> 00:02:11.640]  如果你看下一張的slide的話
[00:02:11.640 --> 00:02:13.640]  就是一張地圖
[00:02:13.640 --> 00:02:15.640]  我想在這張地圖找三個地方
[00:02:15.640 --> 00:02:17.640]  該撒尼亞、約柏和耶路撒冷
[00:02:17.640 --> 00:02:19.640]  我想在這張地圖找三個地方
[00:02:19.640 --> 00:02:21.640]  找到吧
[00:02:21.640 --> 00:02:23.640]  很容易吧
[00:02:23.640 --> 00:02:25.640]  找到這三個地方就知道
[00:02:25.640 --> 00:02:27.640]  大概這個故事是環繞這三個地方
[00:02:27.640 --> 00:02:29.640]  大概這個故事是環繞這三個地方
[00:02:29.640 --> 00:02:31.640]  當時初期教會開始之後
[00:02:31.640 --> 00:02:33.640]  當時初期教會開始之後
[00:02:33.640 --> 00:02:35.640]  他們在耶路撒冷開始
[00:02:35.640 --> 00:02:37.640]  然後到其他地方擴散
[00:02:37.640 --> 00:02:39.640]  然後到其他地方擴散
[00:02:39.640 --> 00:02:41.640]  In fact在聖靈降臨之後
[00:02:41.640 --> 00:02:43.640]  In fact在聖靈降臨之後
[00:02:43.640 --> 00:02:45.640]  聖靈降臨之後
[00:02:45.640 --> 00:02:47.640]  他就empower當時的教會
[00:02:47.640 --> 00:02:49.640]  去到猶太傳遞
[00:02:49.640 --> 00:02:51.640]  就是耶路撒冷北面的地帶
[00:02:51.640 --> 00:02:53.640]  然後去到撒馬利亞
[00:02:53.640 --> 00:02:55.640]  然後去到撒馬利亞
[00:02:55.640 --> 00:02:57.640]  去到其他地方
[00:02:57.640 --> 00:02:59.640]  聖靈就要他們
[00:02:59.640 --> 00:03:01.640]  將福音、教會
[00:03:01.640 --> 00:03:03.640]  一路直傳、發展
[00:03:03.640 --> 00:03:05.640]  一路直傳、發展
[00:03:05.640 --> 00:03:07.640]  所以這個地圖讓我們看到
[00:03:07.640 --> 00:03:09.640]  大概這三個的三點
[00:03:09.640 --> 00:03:11.640]  大概這三個的三點
[00:03:11.640 --> 00:03:13.640]  就是我們今天看的故事
[00:03:13.640 --> 00:03:15.640]  就是我們今天看的故事
[00:03:15.640 --> 00:03:17.640]  有一個羅馬的將軍
[00:03:17.640 --> 00:03:19.640]  有一個羅馬的將軍
[00:03:19.640 --> 00:03:21.640]  叫做 Cornelius
[00:03:21.640 --> 00:03:23.640]  他信主的經歷
[00:03:23.640 --> 00:03:25.640]  或者那個故事是平衡的
[00:03:25.640 --> 00:03:27.640]  又有另一個故事
[00:03:27.640 --> 00:03:29.640]  就是彼得教會的領袖
[00:03:29.640 --> 00:03:31.640]  他看到一個異象
[00:03:31.640 --> 00:03:33.640]  這個故事就是環繞這三個地方
[00:03:33.640 --> 00:03:35.640]  這個故事就是環繞這三個地方
[00:03:35.640 --> 00:03:37.640]  如果你看到這個地圖的時候
