
[00:00:00.000 --> 00:00:02.000]  各位團友歡迎來到聖地
[00:00:02.000 --> 00:00:04.000]  我們現在在聖地的上空
[00:00:04.000 --> 00:00:06.000]  可能你會問
[00:00:06.000 --> 00:00:08.000]  到底旅遊和信仰
[00:00:08.000 --> 00:00:10.000]  看聖經有什麼關係呢?
[00:00:10.000 --> 00:00:12.000]  正正經經看聖經就行了
[00:00:12.000 --> 00:00:14.000]  何必要飛到這個地方
[00:00:14.000 --> 00:00:16.000]  走到這麼遠呢?
[00:00:16.000 --> 00:00:18.000]  我不知道你有沒有這樣的感覺呢?
[00:00:18.000 --> 00:00:20.000]  每一次你打開聖經的時候
[00:00:20.000 --> 00:00:22.000]  你都會覺得聖經的世界和我們的世界有一點分別
[00:00:22.000 --> 00:00:24.000]  是不是?
[00:00:24.000 --> 00:00:26.000]  聖經本身的語言其實和我們很有分別
[00:00:26.000 --> 00:00:28.000]  雖然已經翻譯成了
[00:00:28.000 --> 00:00:30.000]  現代的語言
[00:00:30.000 --> 00:00:32.000]  你知道本身聖經舊約是希伯來文
[00:00:32.000 --> 00:00:34.000]  或者有一點點亞蘭文所寫
[00:00:34.000 --> 00:00:36.000]  新約聖經就是希臘文所寫
[00:00:36.000 --> 00:00:38.000]  語言都不是我們現在會用的語言
[00:00:38.000 --> 00:00:40.000]  是不是?
[00:00:40.000 --> 00:00:42.000]  所以有一個差距
[00:00:42.000 --> 00:00:44.000]  我們一定需要去連接
[00:00:44.000 --> 00:00:46.000]  聖經的世界和它的文化背景
[00:00:46.000 --> 00:00:48.000]  和我們今天的文化背景都很不同
[00:00:48.000 --> 00:00:50.000]  我們不是說將聖經
[00:00:50.000 --> 00:00:52.000]  框在以前的文化背景裡面
[00:00:52.000 --> 00:00:54.000]  而我想告訴你
[00:00:54.000 --> 00:00:56.000]  神是藉著當時的
[00:00:56.000 --> 00:00:58.000]  處境和文化
[00:00:58.000 --> 00:01:00.000]  和當時的人說話啟示他自己
[00:01:00.000 --> 00:01:02.000]  我們需要明白當時的處境
[00:01:02.000 --> 00:01:04.000]  我們就能夠明白
[00:01:04.000 --> 00:01:06.000]  上帝的遺言和真理是什麼
[00:01:06.000 --> 00:01:08.000]  我們才能夠應用在
[00:01:08.000 --> 00:01:10.000]  此時此地
[00:01:10.000 --> 00:01:12.000]  就像你平時去旅行
[00:01:12.000 --> 00:01:14.000]  你都要明白當地的語言
[00:01:14.000 --> 00:01:16.000]  風土文情等等
[00:01:16.000 --> 00:01:18.000]  今天我們看聖經其實都是一樣
[00:01:18.000 --> 00:01:20.000]  要了解我們的信仰其實有一點像去旅遊
[00:01:20.000 --> 00:01:22.000]  我們要明白那個處境
[00:01:22.000 --> 00:01:24.000]  那個文化
[00:01:24.000 --> 00:01:26.000]  歷史甚至地理
[00:01:26.000 --> 00:01:28.000]  你才會仔細發現
[00:01:28.000 --> 00:01:30.000]  聖經的作者
[00:01:30.000 --> 00:01:32.000]  神要藉著他們說什麼
[00:01:32.000 --> 00:01:34.000]  光說也沒用
[00:01:34.000 --> 00:01:36.000]  整個旅程裡面
[00:01:36.000 --> 00:01:38.000]  我不斷會有一些示範給你
[00:01:38.000 --> 00:01:40.000]  給你一些影片
[00:01:40.000 --> 00:01:42.000]  和連結聖經
