
[00:00:00.000 --> 00:00:15.760]  歡迎所有觀眾來與我們聊天和思考信仰和現實生活的問題
[00:00:15.760 --> 00:00:23.040]  大家知道2020年6月30日,香港國安法生效
[00:00:23.040 --> 00:00:29.040]  我們作為基督徒應該如何思考和看待這個問題
[00:00:29.040 --> 00:00:35.440]  聖經有沒有一個角度讓我們看到政治社會的問題
[00:00:35.440 --> 00:00:40.560]  神在聖經裏面應該有什麼原則讓我們使用
[00:00:40.560 --> 00:00:45.680]  所以今天我找了Anthony,他是在Vancouver的
[00:00:45.680 --> 00:00:53.120]  他在文革會議中,在溫哥華的短訊中心
[00:00:53.120 --> 00:01:01.040]  Helen和Selwyn在多倫多的,他們在盛會中在教會中計劃
[00:01:01.040 --> 00:01:04.080]  我姐姐在芝加哥
[00:01:04.080 --> 00:01:07.200]  我們幾個走在一起,我們想談這些議題
[00:01:07.200 --> 00:01:09.280]  其實這些議題是很黑的議題
[00:01:09.280 --> 00:01:12.080]  我們發現我們不能避開
[00:01:12.080 --> 00:01:18.480]  我覺得上帝對我們很好,用不同的衝擊讓我們思考
[00:01:18.480 --> 00:01:24.400]  我覺得在國安法的時候,在橫行教會的圈子
[00:01:24.400 --> 00:01:28.720]  香港當然非常敏感,北美其實也是很敏感的
[00:01:28.720 --> 00:01:32.080]  我想探討一下這個問題,為什麼
[00:01:32.080 --> 00:01:35.520]  為什麼你覺得在你的經驗和觀察裏面
[00:01:35.520 --> 00:01:41.040]  在北美的教會,這個比較遠一點,隔了一個太平洋
[00:01:41.040 --> 00:01:43.680]  為什麼你覺得這裏是這麼敏感呢?
[00:01:43.680 --> 00:01:48.320]  其實當我在木會的時間,其實也接觸過很多
[00:01:48.320 --> 00:01:54.560]  香港的社會運動近年,都是由2014年比較開始熾熱
[00:01:54.560 --> 00:01:56.720]  雨傘運動開始
[00:01:56.720 --> 00:02:03.840]  其實當時的議題,當然當時都是一個很龐大的運動
[00:02:03.840 --> 00:02:09.040]  但是在北美來說,那個反而沒有那麼靠近
[00:02:09.040 --> 00:02:16.880]  但是當時去反應的時候,我聽到基本上是一個聲音
[00:02:16.880 --> 00:02:20.400]  從教會出來的,就是我們有國內的士工
[00:02:20.400 --> 00:02:22.640]  我們有宣教的士工
[00:02:22.640 --> 00:02:28.240]  所以我們不出聲,我們不想影響我們國內的士工
[00:02:28.240 --> 00:02:35.200]  所以這個理由是當時一個,也算是一個很可取
[00:02:35.200 --> 00:02:38.960]  也算是一個很合理的理由
[00:02:38.960 --> 00:02:43.120]  但是一直發展到去年,去到今年的時候
[00:02:43.120 --> 00:02:46.640]  你會發覺沒有人再用這個理由
[00:02:46.640 --> 00:02:50.480]  因為十字架又被拆,教會又被封
[00:02:50.480 --> 00:02:56.400]  所以在這個處境裏面,你不可以再說是因為我
[00:02:56.400 --> 00:03:00.240]  為了宣教、為了福音的緣故而不出聲
[00:03:00.240 --> 00:03:03.040]  甚至應該為了福音的緣故而出聲
[00:03:03.040 --> 00:03:07.600]  但是我想更加浮現到教會那個實際的問題
[00:03:07.600 --> 00:03:14.800]  就是我們其實不是很知道怎樣跟政權去抗衡
[00:03:14.800 --> 00:03:17.840]  而是怎樣去對付政權
[00:03:17.840 --> 00:03:24.240]  特別我們香港過來的,我們過去在殖民地的地方長大
[00:03:24.240 --> 00:03:28.720]  我們是受惠於英國一個基督教的國家
[00:03:28.720 --> 00:03:31.680]  所以我們去面對一個不是基督教的政權的時候
[00:03:31.680 --> 00:03:33.040]  我們是不知道怎樣面對的
[00:03:33.040 --> 00:03:36.720]  而我們有恐懼,最好我們不要出聲
[00:03:36.720 --> 00:03:41.840]  所以我想這個是浮現了移民的教會、香港的教會
[00:03:41.840 --> 00:03:46.080]  華人的教會的核心問題
[00:03:46.080 --> 00:03:47.600]  面對政權的時候
[00:03:47.600 --> 00:03:50.480]  所以很多時候,一扔扔出來的那一句就是
[00:03:50.480 --> 00:03:52.080]  政教要分離的
[00:03:52.080 --> 00:03:54.640]  但是很多時候他們所說的政教分離
[00:03:54.640 --> 00:03:58.240]  就是在說政治和宗教
[00:03:58.240 --> 00:04:03.360]  但是其實真正的政教分離應該是政權和教會
[00:04:03.360 --> 00:04:06.160]  或者是State and Church
[00:04:06.160 --> 00:04:09.360]  和Religion and Country
[00:04:09.360 --> 00:04:13.040]  那個是我一些觀察的內容
[00:04:13.040 --> 00:04:14.560]  說到政教分離的時候
[00:04:14.560 --> 00:04:19.600]  我想原意不是說教會不理政權
[00:04:19.600 --> 00:04:24.320]  而是政權沒有任何權力應該去牽涉教會
[00:04:24.320 --> 00:04:26.320]  去控制教會
[00:04:26.320 --> 00:04:29.520]  所以政教分離不是我們不講政治就叫政教分離
[00:04:29.520 --> 00:04:33.360]  政教分離是保護宗教自由和自由
[00:04:33.360 --> 00:04:36.960]  所以我想都是來自不同的理解
[00:04:36.960 --> 00:04:40.560]  我們每次說到政治的時候
[00:04:40.560 --> 00:04:42.560]  我們覺得和信仰是沒有關係的
[00:04:42.560 --> 00:04:44.560]  信仰應該是一些很熟悉的東西
[00:04:44.560 --> 00:04:49.760]  甚至一個移民教會
[00:04:49.760 --> 00:04:53.040]  我想更加一個本身
[00:04:53.040 --> 00:04:54.560]  就算你是Miguelito也好
[00:04:54.560 --> 00:04:58.960]  其實我想參與在主流社會的程度相對是低的
[00:04:58.960 --> 00:05:02.560]  很多時候,特別是第一代移民來的時候
[00:05:02.560 --> 00:05:07.680]  住在一個安穩的生活
[00:05:07.680 --> 00:05:09.680]  其實已經很難了
[00:05:09.680 --> 00:05:11.680]  或者說收成期
[00:05:11.680 --> 00:05:13.680]  要享受這裡的
[00:05:13.680 --> 00:05:18.720]  有的你那麼久以來得來的成果
[00:05:18.720 --> 00:05:20.720]  可能對社會的參與
[00:05:20.720 --> 00:05:24.720]  無論是因為語言或文化的不同
[00:05:24.720 --> 00:05:26.720]  其實那個參與性是相對低的
[00:05:26.720 --> 00:05:28.720]  變相在教會
[00:05:28.880 --> 00:05:32.880]  除了一兩件的事件之外
[00:05:32.880 --> 00:05:34.880]  在加拿大或美國
[00:05:34.880 --> 00:05:36.880]  我相信都是
[00:05:36.880 --> 00:05:38.880]  那個參與
[00:05:38.880 --> 00:05:40.880]  教會或信徒參與的政治
[00:05:40.880 --> 00:05:42.880]  普遍是少的
[00:05:42.880 --> 00:05:44.880]  我想這個也很相關
[00:05:44.880 --> 00:05:46.880]  剛才Andy 說的
[00:05:46.880 --> 00:05:48.880]  我們在香港移民過來的時候
[00:05:48.880 --> 00:05:50.880]  回想我小時候在香港成長
[00:05:50.880 --> 00:05:56.880]  除了1989年的時候
[00:05:56.880 --> 00:05:58.880]  上街之後
[00:05:58.880 --> 00:06:04.880]  其實我也想不到有很多大眾一起去參加一個政治運動
[00:06:04.880 --> 00:06:06.880]  在香港,我從小到大都聽到
[00:06:06.880 --> 00:06:08.880]  我對政治沒有興趣
[00:06:08.880 --> 00:06:10.880]  與我無關的
[00:06:10.880 --> 00:06:12.880]  總之我不搞了
[00:06:12.880 --> 00:06:14.880]  我想這件事也很深入
[00:06:14.880 --> 00:06:16.880]  我們這些香港人
[00:06:16.880 --> 00:06:18.880]  甚至移民到海外
[00:06:18.880 --> 00:06:20.880]  一樣都是這樣
[00:06:20.880 --> 00:06:22.880]  突然間我想起
[00:06:22.880 --> 00:06:24.880]  在這幾年,我們在2016年回到加拿大
[00:06:24.880 --> 00:06:30.880]  曾經我們對加拿大一些越來越有爭議的議題
[00:06:30.880 --> 00:06:34.880]  現在都流行一些petition
[00:06:34.880 --> 00:06:36.880]  我們都在教會的WhatsApp群組
[00:06:36.880 --> 00:06:38.880]  小組
[00:06:38.880 --> 00:06:40.880]  提出了一些
[00:06:40.880 --> 00:06:42.880]  當時傳統是
[00:06:42.880 --> 00:06:44.880]  首先是這樣說的
[00:06:44.880 --> 00:06:46.880]  多謝你去參與政治
[00:06:46.880 --> 00:06:48.880]  不過這些petition你不要再發出來了
[00:06:48.880 --> 00:06:50.880]  我現在要叫Elder Sport
[00:06:50.880 --> 00:06:52.880]  要看看我們可不可以再發出這些東西
[00:06:52.880 --> 00:06:54.880]  當然
[00:06:54.880 --> 00:06:56.880]  他說完之後就沒有再跟進
[00:06:56.880 --> 00:06:58.880]  但我想反映了
[00:06:58.880 --> 00:07:00.880]  其實橫教會對
[00:07:00.880 --> 00:07:02.880]  這個我剛才也說過
[00:07:02.880 --> 00:07:04.880]  不是一些敏感的
[00:07:04.880 --> 00:07:06.880]  好像國安法
[00:07:06.880 --> 00:07:08.880]  是在現場的一些政治議題
[00:07:08.880 --> 00:07:10.880]  我們的取態
[00:07:10.880 --> 00:07:12.880]  在教會的取態
[00:07:12.880 --> 00:07:14.880]  都是我們不要再說了
[00:07:14.880 --> 00:07:16.880]  不要搞了
[00:07:16.880 --> 00:07:18.880]  我就叫Elder Sport
[00:07:18.880 --> 00:07:20.880]  不過其實都是不了了之
[00:07:20.880 --> 00:07:22.880]  很多時候
[00:07:22.880 --> 00:07:24.880]  我們都要
[00:07:24.880 --> 00:07:28.880]  不同方面的取態和意見
[00:07:28.880 --> 00:07:30.880]  我想拿出來談
[00:07:30.880 --> 00:07:32.880]  其實是一個好的事
[00:07:32.880 --> 00:07:34.880]  但是我想
[00:07:34.880 --> 00:07:36.880]  缺乏了這樣的空間和平台的時候
[00:07:36.880 --> 00:07:38.880]  變了就會
[00:07:38.880 --> 00:07:40.880]  不要了,最後大家可能吵架收場
[00:07:40.880 --> 00:07:42.880]  面左左
[00:07:42.880 --> 00:07:44.880]  我想這個是
[00:07:44.880 --> 00:07:46.880]  中國人都是喜歡和諧
[00:07:46.880 --> 00:07:48.880]  大家不要互相和氣
[00:07:48.880 --> 00:07:50.880]  和諧就最好了
[00:07:50.880 --> 00:07:52.880]  我想這個都反映在裡面
[00:07:52.880 --> 00:07:54.880]  何諧
[00:07:54.880 --> 00:07:56.880]  何何諧諧
[00:07:56.880 --> 00:07:58.880]  但我從另一個角度
[00:07:58.880 --> 00:08:00.880]  就是其實對於政治
[00:08:00.880 --> 00:08:02.880]  這件事來說
[00:08:02.880 --> 00:08:04.880]  其實對於中國人來說
[00:08:04.880 --> 00:08:06.880]  我們是沒有政治的觀念
[00:08:06.880 --> 00:08:08.880]  我們在儒家的思想
[00:08:08.880 --> 00:08:10.880]  一直流傳下來的時候
[00:08:10.880 --> 00:08:12.880]  我們是沒有政治的觀念
[00:08:12.880 --> 00:08:14.880]  當我們接觸政治的時候
[00:08:14.880 --> 00:08:16.880]  其實我們已經
[00:08:16.880 --> 00:08:18.880]  被灌輸到政治是骯髒的
[00:08:18.880 --> 00:08:20.880]  是污穢的
[00:08:20.880 --> 00:08:22.880]  這個是我們
[00:08:22.880 --> 00:08:24.880]  從小到大想政治的時候
[00:08:24.880 --> 00:08:26.880]  就想到的,污穢、骯髒
[00:08:26.880 --> 00:08:28.880]  這個再加上
[00:08:28.880 --> 00:08:30.880]  我們在教會裡面
[00:08:30.880 --> 00:08:32.880]  現在我是一個訓練人
[00:08:32.880 --> 00:08:34.880]  做報道宣教的機構
[00:08:34.880 --> 00:08:36.880]  我都很多時候研究
[00:08:36.880 --> 00:08:38.880]  我們上一代
[00:08:38.880 --> 00:08:40.880]  其實傳福音的方法
[00:08:40.880 --> 00:08:42.880]  就是很多時候信耶穌得永生
[00:08:42.880 --> 00:08:44.880]  香港我們
[00:08:44.880 --> 00:08:46.880]  經常看到十字架都是這幾個字
[00:08:46.880 --> 00:08:48.880]  信耶穌得永生
[00:08:48.880 --> 00:08:50.880]  信耶穌最重要的是什麼?就是上天堂
[00:08:50.880 --> 00:08:52.880]  這種概念來說
[00:08:52.880 --> 00:08:54.880]  變成我們一個很出世
[00:08:54.880 --> 00:08:56.880]  而不入世的信仰
[00:08:56.880 --> 00:08:58.880]  信耶穌
[00:08:58.880 --> 00:09:00.880]  就是為了我將來死了
[00:09:00.880 --> 00:09:02.880]  上天堂
[00:09:02.880 --> 00:09:04.880]  我今生拿了這個護照
[00:09:04.880 --> 00:09:06.880]  That's it, OK
[00:09:06.880 --> 00:09:08.880]  我不會再思想
[00:09:08.880 --> 00:09:10.880]  我怎樣回應
[00:09:10.880 --> 00:09:12.880]  聖經裡面所說的作肝作炎
[00:09:12.880 --> 00:09:14.880]  是在時代裡面
[00:09:14.880 --> 00:09:16.880]  去發聲
[00:09:16.880 --> 00:09:18.880]  做福音的見證
[00:09:18.880 --> 00:09:20.880]  我們所想的福音是什麼呢?
[00:09:20.880 --> 00:09:22.880]  就是
[00:09:22.880 --> 00:09:24.880]  confession prayer
[00:09:24.880 --> 00:09:26.880]  你say confession prayer
[00:09:26.880 --> 00:09:28.880]  信耶穌,信主,決志
[00:09:28.880 --> 00:09:30.880]  很重要,因為你講了那個
[00:09:30.880 --> 00:09:32.880]  你就上到天堂
[00:09:32.880 --> 00:09:34.880]  但今次的生命是怎樣呢?
[00:09:34.880 --> 00:09:36.880]  是不會理的
[00:09:36.880 --> 00:09:38.880]  這種影響我們就是性俗義分
[00:09:38.880 --> 00:09:40.880]  我們就以為
[00:09:40.880 --> 00:09:42.880]  這就叫做聖潔
[00:09:42.880 --> 00:09:44.880]  在聖經裡面的聖潔
[00:09:44.880 --> 00:09:46.880]  耶穌所說的,你要跟從
[00:09:46.880 --> 00:09:50.880]  那種像Christ like的生命
[00:09:50.880 --> 00:09:52.880]  我們沒有什麼追求的
[00:09:52.880 --> 00:09:54.880]  我們不是要Christ like的生命
[00:09:54.880 --> 00:09:56.880]  我們是要
[00:09:56.880 --> 00:09:58.880]  In Christ,一個的eternal life
[00:09:58.880 --> 00:10:00.880]  將來的那個最重要
[00:10:00.880 --> 00:10:02.880]  所以這個是我們
[00:10:02.880 --> 00:10:04.880]  我明白
[00:10:04.880 --> 00:10:06.880]  上一代的時間
[00:10:06.880 --> 00:10:08.880]  傳福音的環境是很不同
[00:10:08.880 --> 00:10:10.880]  香港或其他
[00:10:10.880 --> 00:10:12.880]  東南亞的地方的貧窮
[00:10:12.880 --> 00:10:16.880]  或物質上的需要
[00:10:16.880 --> 00:10:18.880]  那種情況的底下
[00:10:18.880 --> 00:10:20.880]  重點我們就說
[00:10:20.880 --> 00:10:22.880]  我們信耶穌的一個永恆的盼望
[00:10:22.880 --> 00:10:24.880]  那個是對的
[00:10:24.880 --> 00:10:26.880]  但那個其實是某一部分
[00:10:26.880 --> 00:10:28.880]  我們一半講了福音
[00:10:28.880 --> 00:10:30.880]  但我們沒有講到今生的部分
[00:10:30.880 --> 00:10:32.880]  所以這個其實是影響了
[00:10:32.880 --> 00:10:34.880]  我們怎樣回應政治的議題
[00:10:34.880 --> 00:10:36.880]  還有我們很怕
[00:10:36.880 --> 00:10:38.880]  我們不懂得去碰這些東西
[00:10:38.880 --> 00:10:40.880]  某程度上
[00:10:40.880 --> 00:10:42.880]  我們有屬靈潔癖
[00:10:42.880 --> 00:10:44.880]  我們有潔癖
[00:10:44.880 --> 00:10:46.880]  這些全部都不要碰
[00:10:46.880 --> 00:10:48.880]  變成我們不像耶穌
[00:10:48.880 --> 00:10:50.880]  我自己的角度來說
[00:10:50.880 --> 00:10:52.880]  耶穌不是這樣的
[00:10:52.880 --> 00:10:54.880]  祂有潔癖就不會來拯救我們這些罪人
[00:10:54.880 --> 00:10:56.880]  祂最辛苦的就是
[00:10:56.880 --> 00:10:58.880]  祂聖潔的
[00:10:58.880 --> 00:11:00.880]  祂要來到我們這裡
[00:11:00.880 --> 00:11:02.880]  沾污了祂
[00:11:02.880 --> 00:11:04.880]  但其實我們的信仰就是要我們
[00:11:04.880 --> 00:11:06.880]  在祈禱的聖餵裏
[00:11:06.880 --> 00:11:08.880]  去改變這個世界
[00:11:08.880 --> 00:11:10.880]  我有一個相關的
[00:11:10.880 --> 00:11:12.880]  自我問自己的問題
[00:11:12.880 --> 00:11:14.880]  如果是這樣的
[00:11:14.880 --> 00:11:16.880]  如果信仰是這樣
