
[00:00:00.000 --> 00:00:02.360]  來到九日網上第十八講
[00:00:02.360 --> 00:00:04.760]  創世紀二十五章
[00:00:04.760 --> 00:00:09.400]  是阿伯拉罕故事最後的一段結語
[00:00:09.400 --> 00:00:14.440]  去交代阿伯拉罕的眾子孫及他們的後人
[00:00:14.440 --> 00:00:19.520]  亦交代阿伯拉罕將財產分給二子
[00:00:19.520 --> 00:00:22.400]  二十五章頭三段
[00:00:22.400 --> 00:00:24.400]  第一至第四節
[00:00:24.400 --> 00:00:28.200]  就是基土拉所生的東方國族
[00:00:28.200 --> 00:00:31.280]  基土拉是阿伯拉罕另一個妻子
[00:00:31.280 --> 00:00:34.080]  為了她生不同的兒子
[00:00:34.080 --> 00:00:38.960]  然後交代了她每一族的族人及名字
[00:00:38.960 --> 00:00:40.960]  五至十一節
[00:00:40.960 --> 00:00:46.000]  就是講到撒拉為阿伯拉罕所生的二子
[00:00:46.000 --> 00:00:50.560]  這個當然就是將來以色列國的族長
[00:00:50.560 --> 00:00:52.560]  亦是神跡出生的
[00:00:52.560 --> 00:00:54.560]  是特夢神揀選
[00:00:54.560 --> 00:00:57.840]  第三段就是十二至十八節
[00:00:57.840 --> 00:00:59.840]  就是夏格
[00:00:59.840 --> 00:01:01.040]  這個很熟悉的名字
[00:01:01.040 --> 00:01:03.040]  阿伯拉罕另一個妻子
[00:01:03.040 --> 00:01:06.640]  為阿伯拉罕所生的二十瑪利
[00:01:06.640 --> 00:01:09.320]  然後講到她的後人二十瑪利人
[00:01:09.320 --> 00:01:11.720]  我們先看第三段
[00:01:11.720 --> 00:01:14.640]  記得這個很熟悉的名字二十瑪利
[00:01:14.640 --> 00:01:20.000]  阿伯拉罕和這位妻子夏格所生
[00:01:20.000 --> 00:01:22.000]  二十五章第十二節
[00:01:22.000 --> 00:01:25.040]  撒拉的侍女埃及人夏格
[00:01:25.040 --> 00:01:28.240]  及阿伯拉罕所生的二子是二十瑪利
[00:01:28.240 --> 00:01:30.560]  二十瑪利的二子們的名字
[00:01:30.560 --> 00:01:33.520]  按照他的家譜記載在下面
[00:01:33.520 --> 00:01:35.520]  然後講出這些名字之後
[00:01:35.520 --> 00:01:38.320]  他說照著他們的村莊營寨
[00:01:38.320 --> 00:01:40.800]  就作十二族的族長
[00:01:40.800 --> 00:01:44.240]  二十瑪利享壽一百三十七歲
[00:01:44.240 --> 00:01:47.360]  氣絕而死歸到他的列祖那裡
[00:01:47.360 --> 00:01:49.840]  這裡交代二十瑪利人
[00:01:49.840 --> 00:01:55.120]  住在以色列地的東面約旦河東的國族
[00:01:55.120 --> 00:01:59.360]  第一段講到阿伯拉罕另一個妻子
[00:01:59.360 --> 00:02:01.040]  叫做基圖拉
[00:02:01.040 --> 00:02:03.040]  二十五章第一節這樣交代
[00:02:03.040 --> 00:02:05.280]  阿伯拉罕又娶了一妻
[00:02:05.280 --> 00:02:07.440]  其實是原意
[00:02:07.440 --> 00:02:09.840]  其他的經文告訴我們
[00:02:09.840 --> 00:02:12.320]  這不是正室的妻子
[00:02:12.320 --> 00:02:14.320]  是一個妾侍
[00:02:14.320 --> 00:02:17.600]  這個人叫做基圖拉
[00:02:17.600 --> 00:02:21.440]  基圖拉為阿伯拉罕生了不同的兒子
[00:02:21.440 --> 00:02:22.960]  講了六位
[00:02:22.960 --> 00:02:26.560]  這個基圖拉另一個妻妾
[00:02:26.560 --> 00:02:30.080]  你記得之前雖然沒有講過
[00:02:30.080 --> 00:02:32.800]  但是情節你可以明白
[00:02:32.800 --> 00:02:35.040]  為什麼會是另一個妾侍
[00:02:35.040 --> 00:02:40.640]  你記得之前提過撒拉不能夠生育的時候
[00:02:40.640 --> 00:02:48.320]  他就把埃及人的侍女夏格給了阿伯拉罕
[00:02:48.320 --> 00:02:50.880]  以至他能夠生一個兒子
[00:02:50.880 --> 00:02:55.120]  基圖拉是另一個妾侍
[00:02:55.120 --> 00:02:59.840]  應該不是撒拉死了之後才娶的妾
[00:02:59.840 --> 00:03:06.640]  基圖拉可以跟之前提過的夏格地位相似
[00:03:06.640 --> 00:03:09.440]  只不過之前講到阿伯拉罕的故事的時候
[00:03:09.440 --> 00:03:12.000]  沒有交代基圖拉這個人
[00:03:12.000 --> 00:03:23.760]  無論如何這裡講到基圖拉的後代
[00:03:23.760 --> 00:03:29.440]  也講到夏格所生的伊什瑪利的後代
[00:03:29.440 --> 00:03:31.840]  他們這些族人
[00:03:31.840 --> 00:03:34.800]  按照這些名字、地理等等
[00:03:34.800 --> 00:03:38.720]  都是分布在約旦河東的一帶
[00:03:38.720 --> 00:03:42.560]  沙漠和礦野的一些游牧民族
[00:03:42.560 --> 00:03:45.120]  例如這裡提到一個名字
[00:03:45.120 --> 00:03:47.040]  或者提到一個地方
[00:03:47.040 --> 00:03:49.680]  一個族名大家都很熟悉
[00:03:49.680 --> 00:03:51.040]  就是米殿
[00:03:51.040 --> 00:03:56.640]  米殿就在沙地阿拉伯半島的北面一帶
[00:03:56.640 --> 00:04:00.880]  為什麼提到這些別國的族類呢
[00:04:00.880 --> 00:04:03.920]  25章第五節
[00:04:03.920 --> 00:04:08.000]  阿伯拉罕將一切所有的都給了伊什
[00:04:08.000 --> 00:04:10.800]  就是他真正的正室
[00:04:10.800 --> 00:04:13.120]  撒拉所生的伊什
[00:04:13.120 --> 00:04:14.480]  然後第六節
[00:04:14.480 --> 00:04:19.280]  阿伯拉罕就將財物分給輸出的種子
[00:04:19.280 --> 00:04:22.000]  就是非正妻
[00:04:22.000 --> 00:04:24.400]  妾侍所生的種子
[00:04:24.400 --> 00:04:26.480]  趁著自己還在世的時候
[00:04:26.480 --> 00:04:29.440]  就打發他們離開他的兒子伊什
[00:04:29.440 --> 00:04:31.040]  往東方去
[00:04:31.040 --> 00:04:33.920]  阿伯拉罕一生的年齡是175歲
[00:04:33.920 --> 00:04:36.720]  阿伯拉罕壽高年邁
[00:04:36.720 --> 00:04:37.840]  氣絕已死
[00:04:37.840 --> 00:04:40.400]  歸到他的列祖那裡
[00:04:40.400 --> 00:04:42.160]  近東的社會裡面
[00:04:42.160 --> 00:04:44.640]  每逢一個家父死之前
[00:04:44.640 --> 00:04:47.840]  他都會分佈他的家產
[00:04:47.840 --> 00:04:51.280]  提到阿伯拉罕其他的後代
[00:04:51.280 --> 00:04:53.440]  他們是什麼族名
[00:04:53.440 --> 00:04:56.080]  以及將來都會成為邦國
[00:04:56.080 --> 00:04:58.320]  成為不同的民族
[00:04:58.320 --> 00:05:00.240]  為什麼要交代這件事呢
[00:05:00.240 --> 00:05:03.520]  就是完全因為上帝曾經對阿伯拉罕
[00:05:03.520 --> 00:05:06.720]  應許過一些的承諾
[00:05:06.720 --> 00:05:10.720]  在十七章第四至第六節曾經提過
[00:05:10.720 --> 00:05:14.400]  阿伯拉罕得到上帝的應許
[00:05:14.400 --> 00:05:17.200]  他會成為多國之父
[00:05:17.200 --> 00:05:19.600]  Father of Nations
[00:05:19.600 --> 00:05:21.280]  Father of Many Nations
[00:05:21.280 --> 00:05:22.880]  其實阿伯拉罕這個字
[00:05:22.880 --> 00:05:26.560]  意思就是Father of Many Nations
[00:05:26.560 --> 00:05:30.240]  在他身上會出現很多不同的邦國
[00:05:30.240 --> 00:05:31.840]  不同的民族
[00:05:31.840 --> 00:05:35.680]  來到阿伯拉罕故事終結的時候
[00:05:35.680 --> 00:05:37.200]  作者就要交代
[00:05:37.200 --> 00:05:39.840]  神承諾的每一句話
[00:05:39.840 --> 00:05:42.720]  每一句都沒有落空
[00:05:42.720 --> 00:05:44.640]  所以說到這些別國的時候
[00:05:44.640 --> 00:05:47.520]  說到他們都得到上帝的祝福
[00:05:47.520 --> 00:05:49.680]  這個其實都是創世紀
[00:05:49.680 --> 00:05:54.560]  由始至終都有的特別的神學
[00:05:54.560 --> 00:05:56.480]  這種神學就是告訴我們
[00:05:56.480 --> 00:06:00.240]  很多時候以色列周邊的邦國
[00:06:00.240 --> 00:06:06.000]  和族長阿伯拉罕有所謂的遠親的關係
[00:06:06.000 --> 00:06:09.200]  有些親戚的連帶關係
[00:06:09.200 --> 00:06:14.720]  所以不單止以色列得到上帝的祝福
[00:06:14.720 --> 00:06:16.320]  周邊的邦國
[00:06:16.320 --> 00:06:19.920]  特別是和阿伯拉罕有關係的邦國
[00:06:19.920 --> 00:06:22.640]  都得到上帝自己的承諾
[00:06:22.640 --> 00:06:25.120]  創世紀你記得在第十章的時候
[00:06:25.120 --> 00:06:27.920]  有七十個列國的列表
[00:06:27.920 --> 00:06:31.200]  這些邦國都得到上帝自己的祝福
[00:06:31.200 --> 00:06:33.840]  能夠分散遍滿全地
[00:06:33.840 --> 00:06:37.840]  你也記得阿門人和摩訶人
[00:06:37.840 --> 00:06:40.720]  這兩個民族和邦國
[00:06:40.720 --> 00:06:45.360]  也是和阿伯拉罕藉著諾德有所關係
[00:06:45.360 --> 00:06:48.720]  所以他們一般來說
[00:06:48.720 --> 00:06:53.520]  都得到上帝給他們的一般的祝福
[00:06:53.520 --> 00:06:55.760]  現在說到以實瑪利
[00:06:55.760 --> 00:06:57.840]  說到基督拉的後代
[00:06:57.840 --> 00:06:59.600]  東方的國族
[00:06:59.600 --> 00:07:03.920]  第一段和第三段所交代的民族
[00:07:03.920 --> 00:07:08.560]  都是說到他們得到神的普遍祝福
[00:07:08.560 --> 00:07:11.200]  你也記得創世紀之後
[00:07:11.200 --> 00:07:13.520]  一些不同的民族
[00:07:13.520 --> 00:07:17.760]  也是和阿伯拉罕以實瑪國有關聯的
[00:07:17.760 --> 00:07:19.760]  譬如以素、以東
[00:07:19.760 --> 00:07:23.280]  也是和亞國有所關聯
[00:07:23.280 --> 00:07:24.400]  是兄弟
[00:07:24.400 --> 00:07:26.400]  這些別國得到祝福
[00:07:26.400 --> 00:07:29.280]  傳恩合位是神對萬國
[00:07:29.280 --> 00:07:31.280]  有一個普遍的恩典
[00:07:31.280 --> 00:07:33.280]  一個common grace
[00:07:33.280 --> 00:07:38.240]  以色列雖然被揀選
[00:07:38.240 --> 00:07:40.240]  在萬國當中
[00:07:40.240 --> 00:07:42.240]  在他們中間成為chosen people
[00:07:42.240 --> 00:07:49.760]  他們是不能夠壟斷上帝的普遍祝福
[00:07:49.760 --> 00:07:52.240]  因為這位上帝是創天造地
[00:07:52.240 --> 00:07:54.240]  是萬國的主宰
[00:07:54.240 --> 00:08:00.000]  他對每一個邦國都有一個普遍的恩典
[00:08:00.000 --> 00:08:02.000]  我們繼續問
[00:08:02.000 --> 00:08:04.000]  神揀選以色列民
[00:08:04.000 --> 00:08:06.000]  有什麼特別的地方呢?
[00:08:06.000 --> 00:08:09.760]  我們再看這25章的分段
[00:08:09.760 --> 00:08:11.760]  第一段一至第四節
[00:08:11.760 --> 00:08:15.040]  是說到基督拉所生的東方國族
[00:08:15.040 --> 00:08:17.040]  五至第十一節
[00:08:17.040 --> 00:08:20.160]  是說到撒拉所生的以撒
[00:08:20.160 --> 00:08:22.480]  將來成為以色列民
[00:08:22.480 --> 00:08:23.680]  以色列國
[00:08:23.680 --> 00:08:25.680]  然後十二至十八節
[00:08:25.680 --> 00:08:27.680]  第三段
[00:08:27.680 --> 00:08:30.720]  就是夏革所生的伊什瑪利人
[00:08:30.720 --> 00:08:32.720]  你看到這個分佈
[00:08:32.720 --> 00:08:38.000]  三個民族表面上都得到上帝的祝福
[00:08:38.000 --> 00:08:40.000]  但唯獨中間有分別
