
[00:00:00.000 --> 00:00:02.000]  各位大英姐妹早安
[00:00:02.000 --> 00:00:06.000]  今次我們繼續敬拜的系列
[00:00:06.000 --> 00:00:08.000]  我們繼續思想到聖經裡面
[00:00:08.000 --> 00:00:11.000]  如何教導我們做一個敬拜的社群
[00:00:11.000 --> 00:00:15.000]  上一次我們提過有詩篇第八篇
[00:00:15.000 --> 00:00:18.000]  和創世紀第二章
[00:00:18.000 --> 00:00:20.000]  我們說創世紀第二章裡面所描述的
[00:00:20.000 --> 00:00:22.000]  Garden of Eden
[00:00:22.000 --> 00:00:25.000]  這個伊甸園
[00:00:25.000 --> 00:00:27.000]  伊甸園是向東的
[00:00:27.000 --> 00:00:29.000]  是吧 向東的
[00:00:29.000 --> 00:00:31.000]  還有基督派到守衛
[00:00:31.000 --> 00:00:35.000]  等等不同的術語等等
[00:00:35.000 --> 00:00:37.000]  告訴我們伊甸園不是一個花園
[00:00:37.000 --> 00:00:39.000]  而是一個聖所
[00:00:39.000 --> 00:00:41.000]  是一個敬拜的聖所
[00:00:41.000 --> 00:00:43.000]  所以所有的人
[00:00:43.000 --> 00:00:44.000]  在創造的時候
[00:00:44.000 --> 00:00:45.000]  其實他們有一個天職
[00:00:45.000 --> 00:00:46.000]  一個身份
[00:00:46.000 --> 00:00:47.000]  一個identity
[00:00:47.000 --> 00:00:49.000]  我們就是worshipper
[00:00:49.000 --> 00:00:51.000]  去敬拜上帝
[00:00:51.000 --> 00:00:52.000]  如果你想留意一下
[00:00:52.000 --> 00:00:53.000]  我記得上次說過
[00:00:53.000 --> 00:00:55.000]  好像看地圖一樣
[00:00:55.000 --> 00:00:56.000]  裡面有些symbols
[00:00:56.000 --> 00:00:58.000]  這個創世紀第二章
[00:00:58.000 --> 00:01:00.000]  說到向東有基督派
[00:01:00.000 --> 00:01:01.000]  然後有生命樹
[00:01:01.000 --> 00:01:05.000]  河水從伊甸流出來
[00:01:05.000 --> 00:01:06.000]  意思就是說
[00:01:06.000 --> 00:01:08.000]  這個伊甸園在哪裡
[00:01:08.000 --> 00:01:11.000]  不會在地心曲力金吧
[00:01:11.000 --> 00:01:13.000]  正常應該是在山頂
[00:01:13.000 --> 00:01:14.000]  在聖山之上
[00:01:14.000 --> 00:01:18.000]  或者有一些術語說到行走
[00:01:18.000 --> 00:01:20.000]  神行走在當中
[00:01:20.000 --> 00:01:22.000]  譬如世紀第三章
[00:01:22.000 --> 00:01:24.000]  在這裡伴翼犯罪之後
[00:01:24.000 --> 00:01:25.000]  天起了涼風
[00:01:25.000 --> 00:01:27.000]  那人和他的妻子聽見搖滑
[00:01:27.000 --> 00:01:30.000]  在園中行走的聲音
[00:01:30.000 --> 00:01:31.000]  walking
[00:01:31.000 --> 00:01:32.000]  行走
[00:01:32.000 --> 00:01:34.000]  其實是和上帝有一個關係
[00:01:34.000 --> 00:01:35.000]  和上帝一起
[00:01:35.000 --> 00:01:36.000]  要同行的意思
[00:01:36.000 --> 00:01:38.000]  但是因為他們犯罪
[00:01:38.000 --> 00:01:40.000]  所以他們就躲起來了
[00:01:40.000 --> 00:01:42.000]  然後他們被趕出伊甸園
[00:01:42.000 --> 00:01:43.000]  第四章十六節
[00:01:43.000 --> 00:01:49.000]  你也看到該人又離開了搖滑的面
[00:01:49.000 --> 00:01:51.000]  the presence
[00:01:51.000 --> 00:01:52.000]  或者the face
[00:01:52.000 --> 00:01:54.000]  所以伊甸園本身是一個敬拜
[00:01:54.000 --> 00:01:58.000]  和上帝建立關係的一個地方
[00:01:58.000 --> 00:02:00.000]  如果這樣看的話
[00:02:00.000 --> 00:02:03.000]  聖經從頭到尾都是講敬拜的
[00:02:03.000 --> 00:02:04.000]  開頭講敬拜當然
[00:02:04.000 --> 00:02:06.000]  第一章第二章
[00:02:06.000 --> 00:02:07.000]  到最後
[00:02:07.000 --> 00:02:11.000]  啟示錄
[00:02:11.000 --> 00:02:13.000]  啟示錄說看見新天新地
[00:02:13.000 --> 00:02:15.000]  先前的天
[00:02:15.000 --> 00:02:17.000]  先前的地已經過去了
[00:02:17.000 --> 00:02:18.000]  海也沒有了
[00:02:18.000 --> 00:02:20.000]  海因為邪惡
[00:02:20.000 --> 00:02:21.000]  代表邪惡
[00:02:21.000 --> 00:02:26.000]  看見聖神新耶路撒冷從上帝那裡從天降臨
[00:02:26.000 --> 00:02:27.000]  預備好了
[00:02:27.000 --> 00:02:30.000]  好像新娘打扮整齊等候丈夫一樣
[00:02:30.000 --> 00:02:32.000]  聽見大聲音再補助出來
[00:02:32.000 --> 00:02:36.000]  他說看啊上帝的帳幕在人間
[00:02:36.000 --> 00:02:38.000]  他要和人同住
[00:02:38.000 --> 00:02:40.000]  walking together
[00:02:40.000 --> 00:02:41.000]  living together
[00:02:41.000 --> 00:02:42.000]  要作他的子民
[00:02:42.000 --> 00:02:47.000]  上帝要親自與他們同在the presence
[00:02:47.000 --> 00:02:49.000]  上帝要察覺他們眼裡不再有死亡
[00:02:49.000 --> 00:02:50.000]  不再有痛苦
[00:02:50.000 --> 00:02:51.000]  上帝已經過去了
[00:02:51.000 --> 00:02:53.000]  所以你想想聖經從頭到尾
[00:02:53.000 --> 00:02:55.000]  其實就好像書架
[00:02:55.000 --> 00:02:58.000]  書架的書是不是有bookend
[00:02:58.000 --> 00:03:00.000]  我知道你不明白
[00:03:00.000 --> 00:03:02.000]  因為你家裡沒有書
[00:03:02.000 --> 00:03:04.000]  很少人有書
[00:03:04.000 --> 00:03:09.000]  但是有bookend書架裡面的腳
[00:03:09.000 --> 00:03:10.000]  頂住
[00:03:10.000 --> 00:03:12.000]  從頭到尾都是在講敬拜
[00:03:12.000 --> 00:03:14.000]  從敬拜到敬拜
[00:03:14.000 --> 00:03:16.000]  或者聽聽偉大的樂章
[00:03:16.000 --> 00:03:18.000]  開頭的序曲
[00:03:18.000 --> 00:03:21.000]  到最後的chord
[00:03:21.000 --> 00:03:24.000]  都是差不多這樣的聲音
[00:03:24.000 --> 00:03:26.000]  差不多這樣的melody
[00:03:26.000 --> 00:03:28.000]  由敬拜到敬拜
[00:03:28.000 --> 00:03:30.000]  整本聖經都是在講worship
[00:03:30.000 --> 00:03:33.000]  上帝值得我們去敬拜
[00:03:33.000 --> 00:03:35.000]  雖然我們人犯罪
[00:03:35.000 --> 00:03:40.000]  我們是流亡於伊甸園之外
[00:03:40.000 --> 00:03:43.000]  我們沒有了上帝的同在
[00:03:43.000 --> 00:03:46.000]  但是仍然是藉著上帝的恩典
[00:03:46.000 --> 00:03:49.000]  可以和上帝同行
[00:03:49.000 --> 00:03:51.000]  所以所有敬拜的人
[00:03:51.000 --> 00:03:53.000]  由《創世紀》第三章人搏之後
[00:03:53.000 --> 00:03:55.000]  怎樣形容他們呢
[00:03:55.000 --> 00:03:58.000]  敬拜主的人和上帝仍然有關係的人
[00:03:58.000 --> 00:04:01.000]  就是與上帝同行的人
[00:04:01.000 --> 00:04:03.000]  譬如第五章23節
[00:04:03.000 --> 00:04:07.000]  以樂共活了365年
[00:04:07.000 --> 00:04:10.000]  這裡不應該是他真的這麼長壽
[00:04:10.000 --> 00:04:12.000]  但是symbolic number
[00:04:12.000 --> 00:04:13.000]  一整年了
[00:04:13.000 --> 00:04:14.000]  一個solar year
[00:04:14.000 --> 00:04:16.000]  365年
[00:04:16.000 --> 00:04:19.000]  以樂與神同行
[00:04:19.000 --> 00:04:21.000]  神就將他接去了
[00:04:21.000 --> 00:04:23.000]  48章15節
[00:04:23.000 --> 00:04:24.000]  《創世紀》最後
[00:04:24.000 --> 00:04:28.000]  亞各為他種子祝福的時候
[00:04:28.000 --> 00:04:29.000]  他說什麼呢
[00:04:29.000 --> 00:04:33.000]  他形容阿伯拉罕和以撒是怎樣的人
[00:04:33.000 --> 00:04:37.000]  是與上帝同行的人
[00:04:37.000 --> 00:04:43.000]  藉著上帝去祝福他的子孫
[00:04:43.000 --> 00:04:46.000]  拜登最近幾年經常說這六個字
[00:04:46.000 --> 00:04:48.000]  行公義好憐憫
[00:04:48.000 --> 00:04:51.000]  因為世事太多不義的事
[00:04:51.000 --> 00:04:52.000]  好好提醒
[00:04:52.000 --> 00:04:53.000]  告訴我要行
[00:04:53.000 --> 00:04:55.000]  行公義好憐憫
[00:04:55.000 --> 00:04:56.000]  尼加書6章第8節
[00:04:56.000 --> 00:04:59.000]  不過很多時候很少說後面那句
[00:04:59.000 --> 00:05:02.000]  因為我想對戀比較容易
[00:05:02.000 --> 00:05:04.000]  行公義好憐憫
[00:05:04.000 --> 00:05:06.000]  但後面說了什麼
[00:05:06.000 --> 00:05:09.000]  傳謙卑的心與神同行
[00:05:09.000 --> 00:05:11.000]  去敬拜他
[00:05:11.000 --> 00:05:14.000]  這就是上帝對人的旨意
[00:05:14.000 --> 00:05:17.000]  行公義好憐憫不只是做好事
[00:05:17.000 --> 00:05:20.000]  是與上帝建立一個約的關係
[00:05:20.000 --> 00:05:22.000]  與上帝同行
[00:05:22.000 --> 00:05:26.000]  這就是敬拜的生命
[00:05:26.000 --> 00:05:28.000]  與上帝同行
[00:05:28.000 --> 00:05:31.000]  小時候有沒有玩過一個遊戲
[00:05:31.000 --> 00:05:33.000]  二人三族
[00:05:33.000 --> 00:05:34.000]  有吧
[00:05:34.000 --> 00:05:37.000]  我們小時候團契玩的低能遊戲
[00:05:37.000 --> 00:05:38.000]  就是那些
[00:05:38.000 --> 00:05:40.000]  你明明不喜歡那個人
[00:05:40.000 --> 00:05:41.000]  要跟他一起二人三族
[00:05:41.000 --> 00:05:42.000]  被迫的
[00:05:42.000 --> 00:05:44.000]  導師說你要跟他
[00:05:44.000 --> 00:05:46.000]  你就逼著這樣做
[00:05:46.000 --> 00:05:48.000]  什麼叫二人三族
[00:05:48.000 --> 00:05:49.000]  就是要跟他同行
[00:05:49.000 --> 00:05:50.000]  結伴同行
[00:05:50.000 --> 00:05:52.000]  或者堅持要跟他同行
[00:05:52.000 --> 00:05:56.000]  上帝就是我們最忠實的結伴者
[00:05:56.000 --> 00:05:58.000]  或者配伴者
[00:05:58.000 --> 00:06:00.000]  所以聖經從頭到尾都告訴我們
[00:06:00.000 --> 00:06:03.000]  神和他的子民是想同在的
[00:06:03.000 --> 00:06:04.000]  想同行的
[00:06:04.000 --> 00:06:06.000]  所以整本聖經從頭到尾
[00:06:06.000 --> 00:06:07.000]  好像兩個bookend
[00:06:07.000 --> 00:06:09.000]  就告訴我們一個長篇的故事
[00:06:09.000 --> 00:06:10.000]  告訴我們
[00:06:10.000 --> 00:06:14.000]  上帝希望跟人同住
[00:06:14.000 --> 00:06:15.000]  跟人一起同住
[00:06:15.000 --> 00:06:17.000]  以至人能夠跟他一起敬拜
