
[00:00:00.000 --> 00:00:04.000]  加南地的地景是怎樣呢?
[00:00:04.000 --> 00:00:08.000]  它的地勢等等
[00:00:08.000 --> 00:00:12.000]  我們希望用一個短的時間來整理一下
[00:00:12.000 --> 00:00:16.000]  左邊是一個做得很好的
[00:00:16.000 --> 00:00:20.000]  雖然是英文的地圖
[00:00:20.000 --> 00:00:22.000]  由南至北有一條紅線
[00:00:22.000 --> 00:00:26.000]  由西至東有一條淺藍色的線
[00:00:26.000 --> 00:00:28.000]  為甚麼畫兩條線上去呢?
[00:00:28.000 --> 00:00:32.000]  由南至北紅色這條線
[00:00:32.000 --> 00:00:34.000]  做一個橫切面的畫
[00:00:34.000 --> 00:00:36.000]  將它斬開
[00:00:36.000 --> 00:00:38.000]  看看它的高高低低
[00:00:38.000 --> 00:00:42.000]  就是上面這個圖
[00:00:42.000 --> 00:00:44.000]  由北面開始
[00:00:44.000 --> 00:00:48.000]  Upper Gallery 上加利利的地方
[00:00:48.000 --> 00:00:50.000]  高山比較多
[00:00:50.000 --> 00:00:54.000]  然後就下來
[00:00:54.000 --> 00:00:56.000]  我剛才提過下加利利
[00:00:56.000 --> 00:00:58.000]  Lower Gallery
[00:00:58.000 --> 00:01:00.000]  就是那撒勒的地方
[00:01:00.000 --> 00:01:02.000]  那撒勒在這裡
[00:01:02.000 --> 00:01:06.000]  它的山峰高度大概是
[00:01:06.000 --> 00:01:10.000]  不夠二千呎高
[00:01:10.000 --> 00:01:12.000]  這裡就是Lower Gallery
[00:01:12.000 --> 00:01:14.000]  大概在那撒勒附近
[00:01:14.000 --> 00:01:16.000]  這個地方
[00:01:16.000 --> 00:01:18.000]  塔伯山等等
[00:01:18.000 --> 00:01:20.000]  塔伯山不是尼泊爾山
[00:01:20.000 --> 00:01:22.000]  這個就是Lower Gallery
[00:01:22.000 --> 00:01:24.000]  在那撒勒附近
[00:01:24.000 --> 00:01:26.000]  有一個平原
[00:01:26.000 --> 00:01:28.000]  一個大闊的山谷
[00:01:28.000 --> 00:01:30.000]  叫做耶斯列谷
[00:01:30.000 --> 00:01:32.000]  耶斯列谷
[00:01:32.000 --> 00:01:34.000]  在這裡
[00:01:34.000 --> 00:01:36.000]  Jesville Valley
[00:01:36.000 --> 00:01:38.000]  這是一個通往西東
[00:01:38.000 --> 00:01:40.000]  一個很重要
[00:01:40.000 --> 00:01:42.000]  很方便的路線
[00:01:42.000 --> 00:01:44.000]  這裡就是Jesville Valley
[00:01:44.000 --> 00:01:48.000]  就是耶斯列平原
[00:01:48.000 --> 00:01:50.000]  然後一直向南
[00:01:50.000 --> 00:01:54.000]  就開始往中央山脈
[00:01:54.000 --> 00:01:56.000]  就是這地方
[00:01:56.000 --> 00:01:58.000]  今天有一個很大的
[00:01:58.000 --> 00:02:00.000]  Palestinian的城市
[00:02:00.000 --> 00:02:02.000]  在West Bank
[00:02:02.000 --> 00:02:04.000]  Palestinian Territory
[00:02:04.000 --> 00:02:06.000]  巴士丹地區
[00:02:06.000 --> 00:02:08.000]  這裡就開始
[00:02:08.000 --> 00:02:12.000]  上到差不多一千呎以上
[00:02:12.000 --> 00:02:14.000]  然後一直向南的時候
[00:02:14.000 --> 00:02:16.000]  就去到
[00:02:16.000 --> 00:02:18.000]  以巴魯山
[00:02:18.000 --> 00:02:20.000]  和基里森山
[00:02:20.000 --> 00:02:22.000]  Mount Gerizim
[00:02:22.000 --> 00:02:24.000]  你記得這個地方
[00:02:24.000 --> 00:02:26.000]  就是事件的地方
[00:02:26.000 --> 00:02:28.000]  這裡就是約書亞入主了嘉南之後
[00:02:28.000 --> 00:02:30.000]  他們最後就去到事件的地方
[00:02:30.000 --> 00:02:32.000]  在兩個山頭上
[00:02:32.000 --> 00:02:34.000]  來到納約和耶和華
[00:02:34.000 --> 00:02:36.000]  有祝福
[00:02:36.000 --> 00:02:38.000]  有奏坐的說話
[00:02:38.000 --> 00:02:40.000]  在約書亞記第24章
[00:02:40.000 --> 00:02:42.000]  這個地方
[00:02:42.000 --> 00:02:44.000]  如果你今天看過地景
[00:02:44.000 --> 00:02:46.000]  你都看到是一個十字路口
[00:02:46.000 --> 00:02:48.000]  Shakim在哪裡呢?
[00:02:48.000 --> 00:02:50.000]  我們先找Shakim
[00:02:50.000 --> 00:02:52.000]  就是事件
[00:02:52.000 --> 00:02:54.000]  事件就在這裡
[00:02:54.000 --> 00:02:56.000]  今天就是Nablus
[00:02:56.000 --> 00:02:58.000]  另外一個大的巴士丹的城市
[00:02:58.000 --> 00:03:00.000]  你看到
[00:03:00.000 --> 00:03:02.000]  你這樣看的時候
[00:03:02.000 --> 00:03:04.000]  Shakim就好像一個T字路線的中間
[00:03:04.000 --> 00:03:06.000]  這個是一個十字路口
[00:03:06.000 --> 00:03:08.000]  又是一個中間之地
[00:03:08.000 --> 00:03:10.000]  然後又是一個T字路線
[00:03:10.000 --> 00:03:12.000]  然後又是一個T字路線
[00:03:12.000 --> 00:03:14.000]  然後又是一個T字路線
[00:03:14.000 --> 00:03:16.000]  又是一個中間之地
[00:03:16.000 --> 00:03:18.000]  的中間之地
[00:03:18.000 --> 00:03:20.000]  最多交通經過
[00:03:20.000 --> 00:03:22.000]  南北東西
[00:03:22.000 --> 00:03:24.000]  前面我們看到有地中海
[00:03:24.000 --> 00:03:26.000]  地中海
[00:03:26.000 --> 00:03:28.000]  然後過了沿海平原
[00:03:28.000 --> 00:03:30.000]  再進來的時候就是薩馬利亞山地
[00:03:30.000 --> 00:03:32.000]  然後我們就看到有
[00:03:32.000 --> 00:03:34.000]  以巴盧山
[00:03:34.000 --> 00:03:36.000]  和
[00:03:36.000 --> 00:03:38.000]  這個基利森山
[00:03:38.000 --> 00:03:40.000]  就是結在
[00:03:40.000 --> 00:03:42.000]  這個事件的
[00:03:42.000 --> 00:03:44.000]  一北一南
[00:03:44.000 --> 00:03:46.000]  Galaxy
[00:03:46.000 --> 00:03:48.000]  Mount Galaxy
[00:03:48.000 --> 00:03:50.000]  基利森山
[00:03:50.000 --> 00:03:52.000]  看到嗎?
[00:03:52.000 --> 00:03:54.000]  我們zoom out
[00:03:54.000 --> 00:03:56.000]  一點的話你會發現
[00:03:56.000 --> 00:03:58.000]  由北至南一直下來
[00:03:58.000 --> 00:04:00.000]  就是去到這個事件
[00:04:00.000 --> 00:04:02.000]  然後北面就是
[00:04:02.000 --> 00:04:04.000]  以巴盧山
[00:04:04.000 --> 00:04:06.000]  有一個找到一個鐵器時代
[00:04:06.000 --> 00:04:08.000]  舊約時代的
[00:04:08.000 --> 00:04:10.000]  約書亞時期的大概1200BC
[00:04:10.000 --> 00:04:12.000]  一個祭壇的地方
[00:04:12.000 --> 00:04:14.000]  這個相信就是
[00:04:14.000 --> 00:04:16.000]  約書亞記
[00:04:16.000 --> 00:04:18.000]  裡面說到他們
[00:04:18.000 --> 00:04:20.000]  在以巴盧山建祭壇
[00:04:20.000 --> 00:04:22.000]  的位置
[00:04:22.000 --> 00:04:24.000]  然後這裡就是基利森山
[00:04:24.000 --> 00:04:26.000]  在這裡他們立約
[00:04:26.000 --> 00:04:28.000]  基利森山今天
[00:04:28.000 --> 00:04:30.000]  在山頭上還有
[00:04:30.000 --> 00:04:32.000]  那些叫做薩馬利亞人
[00:04:32.000 --> 00:04:34.000]  有2000年的歷史
[00:04:34.000 --> 00:04:36.000]  還有一群薩馬利亞人
[00:04:36.000 --> 00:04:38.000]  自己一個村莊
[00:04:38.000 --> 00:04:40.000]  他們自己內族通婚
[00:04:40.000 --> 00:04:42.000]  現在只有800-900人左右
[00:04:42.000 --> 00:04:44.000]  他們就在這裡
[00:04:44.000 --> 00:04:46.000]  世世代代
[00:04:46.000 --> 00:04:48.000]  在這個山頭上
[00:04:48.000 --> 00:04:50.000]  建立他們的地方
[00:04:50.000 --> 00:04:52.000]  有他們自己的宗教傳統
[00:04:52.000 --> 00:04:54.000]  薩馬利亞人就
[00:04:54.000 --> 00:04:56.000]  只是接受
[00:04:56.000 --> 00:04:58.000]  摩西五經
[00:04:58.000 --> 00:05:00.000]  還是接受他們那個版本的摩西五經
[00:05:00.000 --> 00:05:02.000]  不接受整個的
[00:05:02.000 --> 00:05:04.000]  希伯來聖經
[00:05:04.000 --> 00:05:06.000]  我們叫的九六聖經
[00:05:06.000 --> 00:05:08.000]  所以這裡又是一個
[00:05:08.000 --> 00:05:10.000]  十字路口
[00:05:10.000 --> 00:05:12.000]  來到基利森山和以巴盧山
[00:05:12.000 --> 00:05:14.000]  一直繼續下去
[00:05:14.000 --> 00:05:16.000]  你會看到耶路撒冷
[00:05:16.000 --> 00:05:18.000]  伯利恆
[00:05:18.000 --> 00:05:20.000]  這個所謂的Hill Country
[00:05:20.000 --> 00:05:22.000]  北面的Hill Country
[00:05:22.000 --> 00:05:24.000]  就是馬來西亞和以法尼亞的山地
[00:05:24.000 --> 00:05:26.000]  下面
[00:05:26.000 --> 00:05:28.000]  南面就是
[00:05:28.000 --> 00:05:30.000]  伯利恆附近
[00:05:30.000 --> 00:05:32.000]  耶路撒冷附近
[00:05:32.000 --> 00:05:34.000]  這些的
[00:05:34.000 --> 00:05:36.000]  很大的山地
[00:05:36.000 --> 00:05:38.000]  一直下去你會看到整個的山脈
[00:05:38.000 --> 00:05:40.000]  去到下面就是希伯倫
[00:05:40.000 --> 00:05:42.000]  希伯倫
[00:05:42.000 --> 00:05:44.000]  族長時代
[00:05:44.000 --> 00:05:46.000]  伯利恆以撒亞國很多時候就是希伯倫
[00:05:46.000 --> 00:05:48.000]  這個地方做的基地
[00:05:48.000 --> 00:05:50.000]  事實上伯利恆買第一塊
[00:05:50.000 --> 00:05:52.000]  的墳地就是在希伯倫
[00:05:52.000 --> 00:05:54.000]  是不是
[00:05:54.000 --> 00:05:56.000]  然後過了這個中央山脈
[00:05:56.000 --> 00:05:58.000]  再下去的時候
[00:05:58.000 --> 00:06:00.000]  再向南就下去
[00:06:00.000 --> 00:06:02.000]  一千多呎的
[00:06:02.000 --> 00:06:04.000]  海拔以上
[00:06:04.000 --> 00:06:06.000]  這裡就叫做Negev Basin
[00:06:06.000 --> 00:06:08.000]  就是這個南地的盤地
[00:06:08.000 --> 00:06:10.000]  這裡最重要的地方
[00:06:10.000 --> 00:06:12.000]  就是Besheva
[00:06:12.000 --> 00:06:14.000]  就是
[00:06:14.000 --> 00:06:16.000]  這個
[00:06:16.000 --> 00:06:18.000]  Bessabala
[00:06:18.000 --> 00:06:20.000]  所以這裡就是比較乾旱一點
[00:06:20.000 --> 00:06:22.000]  就叫做Negev
[00:06:22.000 --> 00:06:24.000]  然後再下去就是Negev Highland
[00:06:24.000 --> 00:06:26.000]  再下去下面
[00:06:26.000 --> 00:06:28.000]  就是比較高山一點的
[00:06:28.000 --> 00:06:30.000]  南地
[00:06:30.000 --> 00:06:32.000]  如果你看聖經的話
[00:06:32.000 --> 00:06:34.000]  你會想起這種地理
[00:06:34.000 --> 00:06:36.000]  譬如
[00:06:36.000 --> 00:06:40.000]  在這個
[00:06:40.000 --> 00:06:42.000]  創世紀第十二章
[00:06:42.000 --> 00:06:44.000]  第十二章
[00:06:44.000 --> 00:06:46.000]  你記得嗎
[00:06:46.000 --> 00:06:48.000]  就是亞伯蘭回應上帝的呼召
[00:06:48.000 --> 00:06:50.000]  在萬國得福
[00:06:50.000 --> 00:06:52.000]  去到中間之地
[00:06:52.000 --> 00:06:54.000]  他就照著耶和華的吩咐
[00:06:54.000 --> 00:06:56.000]  羅德也帶著他
[00:06:56.000 --> 00:06:58.000]  然後出了哈蘭的時候
[00:06:58.000 --> 00:07:00.000]  他就帶著妻兒
[00:07:00.000 --> 00:07:02.000]  他們的產物等等
[00:07:02.000 --> 00:07:04.000]  往迦南地去
[00:07:04.000 --> 00:07:06.000]  他們就來了迦南地
[00:07:06.000 --> 00:07:08.000]  經過那地
[00:07:08.000 --> 00:07:10.000]  到了第一個地方是什麼
[00:07:10.000 --> 00:07:12.000]  就是事件的地方
[00:07:12.000 --> 00:07:14.000]  那時迦南人住在那地
[00:07:14.000 --> 00:07:16.000]  然後上帝就跟他們顯言
[00:07:16.000 --> 00:07:18.000]  耶和華跟他們顯言
[00:07:18.000 --> 00:07:20.000]  他就捉了一座壇在事件
[00:07:20.000 --> 00:07:22.000]  然後再從那裡
