
[00:00:00.000 --> 00:00:04.540]  好 今天我們繼續看第五章 創世紀第五章
[00:00:04.540 --> 00:00:07.180]  上一次我們講到創世紀第五章
[00:00:07.180 --> 00:00:09.180]  這個家譜
[00:00:09.180 --> 00:00:14.680]  這個家譜就是一個十代的家譜
[00:00:14.680 --> 00:00:16.680]  由亞當 失德開始
[00:00:16.680 --> 00:00:19.900]  一直講到第九代到第十代
[00:00:19.900 --> 00:00:22.900]  拉麥和羅亞
[00:00:22.900 --> 00:00:24.900]  這個家譜很有趣味
[00:00:24.900 --> 00:00:29.400]  我從小到大 可能年輕的時候在教會
[00:00:29.400 --> 00:00:31.400]  一直教的
[00:00:31.400 --> 00:00:35.400]  就是說這些家譜的人
[00:00:35.400 --> 00:00:42.400]  有很長壽的年代
[00:00:42.400 --> 00:00:46.400]  每一個 你看到他們壽終
[00:00:46.400 --> 00:00:50.400]  是很長的 雖然還不夠一千
[00:00:50.400 --> 00:00:54.400]  到底這個家譜想表達什麼呢
[00:00:54.400 --> 00:00:56.400]  家譜神學是做什麼呢
[00:00:56.400 --> 00:01:01.400]  在最近幾十年
[00:01:01.400 --> 00:01:04.400]  因為近東的文獻
[00:01:04.400 --> 00:01:07.400]  開始有更多的了解
[00:01:07.400 --> 00:01:09.400]  也做了一些比對研究
[00:01:09.400 --> 00:01:11.400]  你記得我們從開始到現在
[00:01:11.400 --> 00:01:13.400]  我們一直在做比對研究
[00:01:13.400 --> 00:01:18.400]  我們說比對研究這個工具
[00:01:18.400 --> 00:01:23.400]  能夠幫助我們找到一些相似的近東作品
[00:01:23.400 --> 00:01:26.400]  相似近東的故事 或者寫作
[00:01:26.400 --> 00:01:30.400]  能夠跟聖經做一些對比
[00:01:30.400 --> 00:01:33.400]  所以我們不需要怕
[00:01:33.400 --> 00:01:36.400]  去找這些文獻
[00:01:36.400 --> 00:01:39.400]  翻譯出來 大部分當然是英文
[00:01:39.400 --> 00:01:43.400]  我們可以很粗略地把它翻譯成中文
[00:01:43.400 --> 00:01:46.400]  我們試一下去做一些比對
[00:01:46.400 --> 00:01:47.400]  比對要做什麼呢
[00:01:47.400 --> 00:01:52.400]  比對研究就是將一些類似的文獻
[00:01:52.400 --> 00:01:55.400]  篩選一邊
[00:01:55.400 --> 00:01:58.400]  至少有兩方面
[00:01:58.400 --> 00:02:01.400]  第一方面就是相似的地方
[00:02:01.400 --> 00:02:04.400]  另一方面就是差異的地方
[00:02:04.400 --> 00:02:06.400]  所以我們就試一下
[00:02:06.400 --> 00:02:08.400]  繼續用這個比對的方法
[00:02:08.400 --> 00:02:10.400]  Comparative Studies
[00:02:10.400 --> 00:02:13.400]  我們看看創世紀第五章
[00:02:13.400 --> 00:02:16.400]  有什麼神學的意義
[00:02:16.400 --> 00:02:19.400]  以致比對之後能夠更加顯明出來
[00:02:19.400 --> 00:02:22.400]  加普十代
[00:02:22.400 --> 00:02:26.400]  講到他幾多歲的時候生兒子
[00:02:26.400 --> 00:02:32.400]  生了之後活了多少年
[00:02:32.400 --> 00:02:35.400]  最後他就死亡了
[00:02:35.400 --> 00:02:39.400]  好像亞當一樣 九百三十年等等
[00:02:39.400 --> 00:02:44.400]  有沒有一些類似的記載
[00:02:44.400 --> 00:02:48.400]  在近東我們能夠做一些比對 比較呢
[00:02:48.400 --> 00:02:54.400]  如果熟悉近東的文獻的人
[00:02:54.400 --> 00:02:56.400]  可能都聽過
[00:02:56.400 --> 00:03:00.400]  這個我們叫做蘇美爾的列王表
[00:03:00.400 --> 00:03:02.400]  Sumerian King List
[00:03:02.400 --> 00:03:05.400]  這個Sumerian King List是做什麼的呢
[00:03:05.400 --> 00:03:07.400]  就是在一個prism
[00:03:07.400 --> 00:03:10.400]  一個四方形 有四面的
[00:03:10.400 --> 00:03:13.400]  有一些Cuneiform的褻形文字
[00:03:13.400 --> 00:03:15.400]  雕刻在上面
[00:03:15.400 --> 00:03:17.400]  其實是一些列表
[00:03:17.400 --> 00:03:21.400]  列出在不同的城市
[00:03:21.400 --> 00:03:23.400]  遠古之年
[00:03:23.400 --> 00:03:25.400]  不同的城邦
[00:03:25.400 --> 00:03:27.400]  比如這個埃利都
[00:03:27.400 --> 00:03:29.400]  有兩個王
[00:03:29.400 --> 00:03:31.400]  兩個王的名字是什麼呢
[00:03:31.400 --> 00:03:34.400]  然後他們各自統治了多少年
[00:03:34.400 --> 00:03:38.400]  然後這個所謂的城邦
[00:03:38.400 --> 00:03:40.400]  再次有霸權的時候
[00:03:40.400 --> 00:03:42.400]  就不再是埃利都了
[00:03:42.400 --> 00:03:45.400]  就去到另外一個城邦了
[00:03:45.400 --> 00:03:48.400]  就是巴德提比拉
[00:03:48.400 --> 00:03:50.400]  這個城邦
[00:03:50.400 --> 00:03:52.400]  裡面有三個王
[00:03:52.400 --> 00:03:54.400]  就是說在這一段時間
[00:03:54.400 --> 00:03:57.400]  在巴德提比拉這個地方
[00:03:57.400 --> 00:04:01.400]  當時的所謂霸權
[00:04:01.400 --> 00:04:03.400]  或者一個城邦
[00:04:03.400 --> 00:04:05.400]  可以有很大的影響力
[00:04:05.400 --> 00:04:08.400]  對整個南美索不達米亞
[00:04:08.400 --> 00:04:09.400]  就是蘇美爾地區
[00:04:09.400 --> 00:04:11.400]  有很大的影響力
[00:04:11.400 --> 00:04:13.400]  這個城邦有三個王
[00:04:13.400 --> 00:04:15.400]  然後就去到另外一個城市
[00:04:15.400 --> 00:04:17.400]  再去另外一個城市
[00:04:17.400 --> 00:04:20.400]  然後這段時間去到斯魯柏
[00:04:20.400 --> 00:04:21.400]  這個地方
[00:04:21.400 --> 00:04:23.400]  就有另外一個王
[00:04:23.400 --> 00:04:27.400]  烏巴拉圖圖
[00:04:27.400 --> 00:04:31.400]  然後就說洪水來到
[00:04:31.400 --> 00:04:33.400]  洪水之後就繼續記載
[00:04:33.400 --> 00:04:36.400]  有什麼城市和有什麼王
[00:04:36.400 --> 00:04:40.400]  首先就說基什這個地方
[00:04:40.400 --> 00:04:41.400]  然後就數下去
[00:04:41.400 --> 00:04:43.400]  數下去有很長很長的
[00:04:43.400 --> 00:04:45.400]  到後面
[00:04:45.400 --> 00:04:47.400]  其中一個王我們曾經提過
[00:04:47.400 --> 00:04:50.400]  叫做基加美斯
[00:04:50.400 --> 00:04:52.400]  他就在烏魯克
[00:04:52.400 --> 00:04:55.400]  就是烏魯克一個古城
[00:04:55.400 --> 00:04:58.400]  當時大概是3500BC的時候
[00:04:58.400 --> 00:05:02.400]  就是主前3500至4000的時候
[00:05:02.400 --> 00:05:03.400]  在那裡作王
[00:05:03.400 --> 00:05:05.400]  你見到他們列出
[00:05:05.400 --> 00:05:08.400]  不單止是城邦和城邦裡面的王
[00:05:08.400 --> 00:05:10.400]  也列出什麼
[00:05:10.400 --> 00:05:13.400]  列出他作王多少年的
[00:05:13.400 --> 00:05:16.400]  你見到這些年數非常之大
[00:05:16.400 --> 00:05:18.400]  28800年
[00:05:18.400 --> 00:05:22.400]  另外一個王就36000年
[00:05:22.400 --> 00:05:24.400]  然後就轉了去這個
[00:05:24.400 --> 00:05:26.400]  這個地方
[00:05:26.400 --> 00:05:28.400]  巴德提比拉這個地方
[00:05:28.400 --> 00:05:31.400]  然後這裡有四萬多年
[00:05:31.400 --> 00:05:33.400]  一直都是數以萬計
[00:05:33.400 --> 00:05:35.400]  數以千計的年
[00:05:35.400 --> 00:05:37.400]  然後洪水就來到了
[00:05:37.400 --> 00:05:39.400]  你見到有一個分水嶺
[00:05:39.400 --> 00:05:43.400]  前面遠古的一些列王歷史
[00:05:43.400 --> 00:05:45.400]  然後就到洪水
[00:05:45.400 --> 00:05:46.400]  洪水到了
[00:05:46.400 --> 00:05:47.400]  洪水之後
[00:05:47.400 --> 00:05:52.400]  那個王權又去到另外一個地方
[00:05:52.400 --> 00:05:55.400]  英文就是Kingship Descent from Heaven
[00:05:55.400 --> 00:05:57.400]  開頭這裡也有一句這樣的東西
[00:05:57.400 --> 00:06:00.400]  Kingship Descent from Heaven
[00:06:00.400 --> 00:06:03.400]  我們第一章的時候說到神的形象
[00:06:03.400 --> 00:06:07.400]  這些君王都是自稱為神的代表
[00:06:07.400 --> 00:06:09.400]  神的形象等等
[00:06:09.400 --> 00:06:11.400]  到洪水之後
[00:06:11.400 --> 00:06:12.400]  也有回這句東西
[00:06:12.400 --> 00:06:14.400]  Kingship Descent
[00:06:14.400 --> 00:06:16.400]  王權降下來
[00:06:16.400 --> 00:06:18.400]  從天降下來
[00:06:18.400 --> 00:06:20.400]  去到這個基什的地方
[00:06:20.400 --> 00:06:22.400]  這裡你見到有些Paladin
[00:06:22.400 --> 00:06:25.400]  有些格式
[00:06:25.400 --> 00:06:27.400]  洪水之前
[00:06:27.400 --> 00:06:30.400]  這些年數是很長的
[00:06:30.400 --> 00:06:32.400]  數以千萬計
[00:06:32.400 --> 00:06:34.400]  然後洪水之後
[00:06:34.400 --> 00:06:38.400]  比較實數一些
[00:06:38.400 --> 00:06:41.400]  比較現實一些的數字
[00:06:41.400 --> 00:06:43.400]  譬如基加美斯
[00:06:43.400 --> 00:06:44.400]  126
[00:06:44.400 --> 00:06:47.400]  之後的王更加少
[00:06:47.400 --> 00:06:50.400]  3年、5年、20年、40年等等
[00:06:50.400 --> 00:06:52.400]  比較現實一些的
[00:06:52.400 --> 00:06:57.400]  統治的一些時間
[00:06:57.400 --> 00:07:00.400]  我們見到這樣的記載的時候
[00:07:00.400 --> 00:07:05.400]  我們首先不要說這些是天方夜譚
[00:07:05.400 --> 00:07:10.400]  我們首先用一個文學的手法
[00:07:10.400 --> 00:07:12.400]  來做一些比對
[00:07:12.400 --> 00:07:14.400]  文學手法的意思是
[00:07:14.400 --> 00:07:16.400]  他們用的格式和手法
[00:07:16.400 --> 00:07:18.400]  我們試一下將它比對
[00:07:18.400 --> 00:07:22.400]  聖經特別是創世紀第五章
[00:07:22.400 --> 00:07:25.400]  它的格式和手法是怎樣
[00:07:25.400 --> 00:07:27.400]  到底想表達什麼意義
[00:07:27.400 --> 00:07:30.400]  首先我們看這些近東的文獻
[00:07:30.400 --> 00:07:32.400]  我們很多時候第一個
[00:07:32.400 --> 00:07:36.400]  特別是傳統教會的環境
[00:07:36.400 --> 00:07:38.400]  我們聽見那些神話
[00:07:38.400 --> 00:07:39.400]  創世神話
[00:07:39.400 --> 00:07:42.400]  或者以往我們曾經分享過
[00:07:42.400 --> 00:07:43.400]  另外一些的文獻
[00:07:43.400 --> 00:07:45.400]  我們就說我們怎可以看這些
[00:07:45.400 --> 00:07:48.400]  這些是異教虛無的神所做的
[00:07:48.400 --> 00:07:49.400]  一定是假的
[00:07:49.400 --> 00:07:52.400]  我們不是真假的問題
[00:07:52.400 --> 00:07:54.400]  而是那個記載的手法
[00:07:54.400 --> 00:07:57.400]  希望你能夠掌握到那個
[00:07:57.400 --> 00:07:59.400]  comparative studies
[00:07:59.400 --> 00:08:01.400]  那個比對研究
[00:08:01.400 --> 00:08:02.400]  到底想做什麼
[00:08:02.400 --> 00:08:05.400]  如果你將這個蘇美爾獵王表
[00:08:05.400 --> 00:08:07.400]  Shemarion King list
[00:08:07.400 --> 00:08:10.400]  和創世紀第五章的家譜
[00:08:10.400 --> 00:08:12.400]  去做一些比較
[00:08:12.400 --> 00:08:14.400]  有什麼差異呢
[00:08:14.400 --> 00:08:15.400]  第一樣的差異就是
[00:08:15.400 --> 00:08:16.400]  米索不達米亞
[00:08:16.400 --> 00:08:19.400]  很明顯是用60進制的
[00:08:19.400 --> 00:08:22.400]  我們曾經我記得說過
[00:08:22.400 --> 00:08:24.400]  這個米索不達米亞
[00:08:24.400 --> 00:08:26.400]  米索不達米亞
[00:08:26.400 --> 00:08:28.400]  他們發明了60進制
[00:08:28.400 --> 00:08:31.400]  或者一些量度的單位
[00:08:31.400 --> 00:08:32.400]  都是60
[00:08:32.400 --> 00:08:34.400]  一分鐘有60秒等等
[00:08:34.400 --> 00:08:35.400]  現在我們都在用的
[00:08:35.400 --> 00:08:37.400]  這些是第一個
[00:08:37.400 --> 00:08:39.400]  人類的文明歷史裡面
[00:08:39.400 --> 00:08:41.400]  蘇美爾人Shemarion所發明的
[00:08:41.400 --> 00:08:44.400]  所以他們的數字的單位
[00:08:44.400 --> 00:08:46.400]  往往都是60進制
[00:08:46.400 --> 00:08:50.400]  剛才你記得那些獵王表的數字
[00:08:50.400 --> 00:08:52.400]  很多都是60進制的
[00:08:52.400 --> 00:08:53.400]  看到嗎
[00:08:53.400 --> 00:08:56.400]  這些都是36000等等
[00:08:56.400 --> 00:08:59.400]  6萬呀 6000呀等等
[00:08:59.400 --> 00:09:01.400]  600呀等等
[00:09:01.400 --> 00:09:03.400]  所以他們是60進制
[00:09:03.400 --> 00:09:05.400]  《聖經》希伯來文
[00:09:05.400 --> 00:09:06.400]  可能就是10進制
[00:09:06.400 --> 00:09:08.400]  當然我們現在不是說
[00:09:08.400 --> 00:09:10.400]  絕對清楚到
[00:09:10.400 --> 00:09:12.400]  但是似乎都可能是10進制
[00:09:12.400 --> 00:09:15.400]  所以在數字的計算上
[00:09:15.400 --> 00:09:16.400]  有分別
[00:09:16.400 --> 00:09:18.400]  另外有什麼的差異呢
[00:09:18.400 --> 00:09:19.400]  有什麼differences
[00:09:19.400 --> 00:09:22.400]  就是蘇美爾獵王表
[00:09:22.400 --> 00:09:26.400]  是一個獵王城邦的獵表
[00:09:26.400 --> 00:09:27.400]  King list
[00:09:27.400 --> 00:09:31.400]  等於舊約裡面其他的經文
[00:09:31.400 --> 00:09:34.400]  一些的獵王表
[00:09:34.400 --> 00:09:36.400]  獵出一個王
[00:09:36.400 --> 00:09:38.400]  統治了多久等等
[00:09:38.400 --> 00:09:40.400]  然後呢
[00:09:40.400 --> 00:09:42.400]  這個創世紀第五章
[00:09:42.400 --> 00:09:44.400]  就是一個宗族
[00:09:44.400 --> 00:09:46.400]  一個家譜的記載
[00:09:46.400 --> 00:09:49.400]  沒錯 有這些差異
[00:09:49.400 --> 00:09:51.400]  但是很明顯
[00:09:51.400 --> 00:09:52.400]  有些相似的地方
[00:09:52.400 --> 00:09:54.400]  如果你第一次看
[00:09:54.400 --> 00:09:55.400]  這個蘇美爾獵王表的時候
