
[00:00:00.000 --> 00:00:04.160]  於是我們就知道17章第一節發生了什麼事
[00:00:04.160 --> 00:00:07.160]  就是一個先知的回應
[00:00:07.160 --> 00:00:10.040]  上帝回應阿訶王做的事
[00:00:10.040 --> 00:00:15.440]  以利亞在基列住的提比斯人
[00:00:15.440 --> 00:00:18.840]  提比斯的字大概意思是寄居者
[00:00:18.840 --> 00:00:21.240]  不過我們音譯就叫做提比斯
[00:00:21.240 --> 00:00:23.040]  其實就是寄居者
[00:00:23.040 --> 00:00:27.120]  在基列的寄居者 以利亞
[00:00:27.120 --> 00:00:29.520]  他奉差派對阿訶王說
[00:00:29.520 --> 00:00:34.000]  就是上帝說我收起怒水 收起雨水
[00:00:34.000 --> 00:00:36.800]  這個我剛才說了 生命的背景
[00:00:36.800 --> 00:00:39.040]  就是說這些就是咒咒
[00:00:39.040 --> 00:00:41.880]  當我們不在上帝的約裡面
[00:00:41.880 --> 00:00:43.400]  不忠於祂的時候
[00:00:43.400 --> 00:00:48.880]  很多時候約裡面所講清楚的咒咒就會淋到
[00:00:48.880 --> 00:00:52.000]  你不再活在耶和華的同在下
[00:00:52.000 --> 00:00:54.920]  神的同在下 你失去了上帝的同在
[00:00:54.920 --> 00:00:57.800]  在以前迦南地的人來說
[00:00:57.800 --> 00:00:59.120]  最重要的一件事
[00:00:59.120 --> 00:01:01.040]  沒有上帝的同在的話
[00:01:01.040 --> 00:01:03.080]  就是沒有怒水也沒有雨
[00:01:03.080 --> 00:01:04.880]  所以有幾年的時間
[00:01:04.880 --> 00:01:07.920]  這樣的情況就自然會有旱災出現
[00:01:07.920 --> 00:01:11.280]  耶和華的話就淋到以利亞
[00:01:11.280 --> 00:01:14.920]  首先上帝跟先知說
[00:01:14.920 --> 00:01:17.960]  沒有水 旱災來到
[00:01:17.960 --> 00:01:19.720]  不過我會養活你
[00:01:19.720 --> 00:01:22.680]  他說你離開這個地方往東去
[00:01:22.680 --> 00:01:25.480]  當時他在伊斯利國
[00:01:25.480 --> 00:01:27.560]  跟阿訶講完話
[00:01:27.560 --> 00:01:30.000]  大概應該是在京都
[00:01:30.000 --> 00:01:33.640]  他就叫他去約旦河東的地方
[00:01:33.640 --> 00:01:35.720]  就是他回到他本來來的地方
[00:01:35.720 --> 00:01:37.520]  基列就在這裡
[00:01:37.520 --> 00:01:40.480]  所以他就離開了應許之地
[00:01:40.480 --> 00:01:42.160]  講清楚了
[00:01:42.160 --> 00:01:47.200]  約旦河其實就是迦南地東邊的邊境
[00:01:47.200 --> 00:01:52.400]  叫他去約旦河東的基立溪旁
[00:01:52.400 --> 00:01:54.120]  叫Reef
[00:01:54.120 --> 00:01:55.520]  不知道在哪裡
[00:01:55.520 --> 00:01:57.520]  不過總之就是約旦河東邊
[00:01:57.520 --> 00:01:58.680]  這個最為重要
[00:01:58.680 --> 00:02:00.800]  因為他就離開了迦南地
[00:02:00.800 --> 00:02:03.520]  離開了迦南地還有沒有上帝同在
[00:02:03.520 --> 00:02:05.440]  應該是沒有
[00:02:05.440 --> 00:02:06.720]  不過在先知上
[00:02:06.720 --> 00:02:09.640]  在以利亞的身上發生的就是
[00:02:09.640 --> 00:02:13.680]  上帝居然在他的境外
[00:02:13.680 --> 00:02:15.960]  就是在迦南地以外
[00:02:15.960 --> 00:02:20.440]  他仍然是控制著水和食物
[00:02:20.440 --> 00:02:22.920]  換句話說他是誰
[00:02:22.920 --> 00:02:25.360]  他是全地的主人
[00:02:25.360 --> 00:02:26.600]  這裡已經講清楚了
[00:02:26.600 --> 00:02:28.400]  他不是巴力
[00:02:28.400 --> 00:02:30.200]  巴力就有地頭
[00:02:30.200 --> 00:02:31.920]  譬如烏加拉
[00:02:31.920 --> 00:02:33.840]  在薩峰山
[00:02:33.840 --> 00:02:35.720]  Mount Saffong
[00:02:35.720 --> 00:02:37.000]  但是耶和華沒有的
[00:02:37.000 --> 00:02:38.120]  去到哪裡都好
[00:02:38.120 --> 00:02:41.280]  他都是可以供應
[00:02:41.280 --> 00:02:44.080]  還有是操控著水和食物
[00:02:44.080 --> 00:02:46.840]  所以有一個這麼可愛的故事
[00:02:46.840 --> 00:02:48.920]  就是赫那溪裡面的水
[00:02:48.920 --> 00:02:51.440]  已經吩咐了烏鴉在那裡供養你了
[00:02:51.440 --> 00:02:54.040]  上帝就用不同的方法來供養他
[00:02:54.040 --> 00:02:56.040]  於是以利亞就去了
[00:02:56.040 --> 00:02:58.240]  遵照上帝的話做
[00:02:58.240 --> 00:03:02.720]  就住在約旦河東的基納溪旁
[00:03:02.720 --> 00:03:05.440]  早上有餅和肉
[00:03:05.440 --> 00:03:07.200]  晚上也有餅和肉
[00:03:07.200 --> 00:03:09.720]  然後他也喝溪裡面的水
[00:03:09.720 --> 00:03:13.560]  直到喝乾為止
[00:03:13.560 --> 00:03:14.400]  這裡就講清楚了
[00:03:14.400 --> 00:03:16.920]  上帝控制了所有的東西
[00:03:16.920 --> 00:03:18.360]  這是第一個故事
[00:03:18.360 --> 00:03:19.320]  以利亞
[00:03:19.320 --> 00:03:21.720]  然後那裡的水乾了
[00:03:21.720 --> 00:03:25.000]  發生什麼事呢
[00:03:25.000 --> 00:03:29.200]  雨沒有再下在地上
[00:03:29.200 --> 00:03:31.480]  耶和華就臨到以利亞
[00:03:31.480 --> 00:03:32.560]  他說你起來
[00:03:32.560 --> 00:03:34.200]  這次去哪裡
[00:03:34.200 --> 00:03:37.400]  就去西頓的薩拉法去
[00:03:37.400 --> 00:03:38.920]  薩拉法
[00:03:38.920 --> 00:03:40.800]  西頓的地方
[00:03:40.800 --> 00:03:41.960]  住在那裡
[00:03:41.960 --> 00:03:43.680]  這裡奇怪了
[00:03:43.680 --> 00:03:46.840]  他本身是這裡的人
[00:03:47.160 --> 00:03:52.200]  奉差派做先知去對付
[00:03:52.200 --> 00:03:53.480]  以利亞就說
[00:03:53.480 --> 00:03:54.840]  上帝就跟他說
[00:03:54.840 --> 00:03:57.320]  你住在約旦河東
[00:03:57.320 --> 00:04:01.520]  以色列的認許之地之外
[00:04:01.520 --> 00:04:03.240]  但我在那裡供養你
[00:04:03.240 --> 00:04:04.360]  我很信實
[00:04:04.360 --> 00:04:08.240]  我仍然去控制所有的東西
[00:04:08.240 --> 00:04:09.840]  然後那個故事完了
[00:04:09.840 --> 00:04:11.240]  就叫他去哪裡
[00:04:11.240 --> 00:04:13.920]  就叫他去西頓的薩拉法
[00:04:13.920 --> 00:04:15.800]  西頓附近的薩拉法
[00:04:15.800 --> 00:04:21.120]  居然叫他去敵邦的故土裡面
[00:04:21.120 --> 00:04:22.560]  進入他的故土
[00:04:22.560 --> 00:04:26.840]  這裡肯定就是以色列的認許之地以外
[00:04:26.840 --> 00:04:31.120]  叫他去西頓的地方做什麼呢
[00:04:31.120 --> 00:04:37.520]  在那裡他就吩咐了一個寡婦來供養他
[00:04:37.520 --> 00:04:39.360]  他就起來去了那個地方
[00:04:39.360 --> 00:04:41.880]  他也在境外
[00:04:41.880 --> 00:04:43.520]  所謂迦林地的境外
[00:04:43.520 --> 00:04:48.800]  上帝很奇妙地又去供應他
[00:04:48.800 --> 00:04:52.200]  在城門口他就遇見了一個寡婦去收拾
[00:04:52.200 --> 00:04:53.720]  然後就跟他說
[00:04:53.720 --> 00:04:56.760]  你用器皿給我喝水
[00:04:56.760 --> 00:04:58.520]  他就拿了水給他
[00:04:58.520 --> 00:05:00.080]  又呼喚他
[00:05:00.080 --> 00:05:02.520]  你可不可以拿些餅給我吃
[00:05:02.520 --> 00:05:04.280]  現在是旱災
[00:05:04.280 --> 00:05:06.720]  所以那個寡婦就跟他說
[00:05:06.720 --> 00:05:08.360]  我指著永生的耳環
[00:05:08.360 --> 00:05:10.560]  你的神和氣勢
[00:05:10.560 --> 00:05:11.880]  我沒有餅
[00:05:11.880 --> 00:05:15.760]  潭內也只有一把麵
[00:05:15.760 --> 00:05:18.160]  瓶裡面只有一點油
[00:05:18.160 --> 00:05:20.800]  看我去撿兩斤柴
[00:05:20.800 --> 00:05:24.120]  回來我和我的兒子做餅
[00:05:24.120 --> 00:05:27.360]  我們吃了之後就等死了
[00:05:27.360 --> 00:05:29.320]  因為剩下很少很少東西
[00:05:29.320 --> 00:05:31.920]  已經山窮水盡的時候
[00:05:31.920 --> 00:05:33.200]  以利亞就跟他說
[00:05:33.200 --> 00:05:34.040]  不需要怕
[00:05:34.040 --> 00:05:36.520]  你照著我的話去做
[00:05:36.520 --> 00:05:41.160]  正如之前以利亞照著耶和華的話去做
[00:05:41.160 --> 00:05:42.560]  耶和華就恭應他
[00:05:42.560 --> 00:05:44.320]  現在他就吩咐寡婦
[00:05:44.320 --> 00:05:47.400]  用他的信心照著他做
[00:05:47.400 --> 00:05:49.000]  先給我一個小餅
[00:05:49.000 --> 00:05:49.920]  拿給我
[00:05:49.920 --> 00:05:53.960]  然後就為你和你的兒子做餅
[00:05:53.960 --> 00:05:55.120]  因為什麼
[00:05:55.120 --> 00:05:55.960]  神說什麼
[00:05:55.960 --> 00:05:58.360]  潭內的麵必不用盡
[00:05:58.360 --> 00:06:00.720]  瓶裡面的油必不短缺
[00:06:00.720 --> 00:06:05.200]  直到耶和華始於降在地上的日子
[00:06:05.200 --> 00:06:06.480]  就是說這段時間裡面
[00:06:06.480 --> 00:06:09.200]  一定會給你小麥
[00:06:09.200 --> 00:06:10.280]  大麥
[00:06:10.280 --> 00:06:12.360]  麵粉
[00:06:12.360 --> 00:06:14.480]  橄欖樹
[00:06:14.480 --> 00:06:15.480]  出橄欖
[00:06:15.480 --> 00:06:16.120]  收成了
[00:06:16.120 --> 00:06:16.840]  有油了
[00:06:16.840 --> 00:06:18.080]  有橄欖油用
[00:06:18.080 --> 00:06:18.560]  是不是?
[00:06:18.560 --> 00:06:22.520]  這些全部都是甘地的氣候
[00:06:22.520 --> 00:06:25.360]  或者農耕的 cycle(循環)
[00:06:25.360 --> 00:06:28.360]  直到耶和華始於雨降在地上
[00:06:28.360 --> 00:06:32.120]  就是用神蹟去給他油和麵粉等等
[00:06:32.120 --> 00:06:34.360]  他就照著以利亞的話去做
[00:06:34.360 --> 00:06:36.560]  正如以利亞照著耶和華的話去做
[00:06:36.560 --> 00:06:37.320]  是不是?
[00:06:37.320 --> 00:06:40.640]  塔羅和以利亞和他家中的人就吃了許多日子
[00:06:40.640 --> 00:06:43.920]  潭內的麵果然沒有用盡
[00:06:43.920 --> 00:06:46.840]  瓶裡面的油也沒有短缺
[00:06:46.840 --> 00:06:48.840]  正如耶和華
[00:06:48.840 --> 00:06:52.080]  藉著以利亞所說的話
[00:06:52.080 --> 00:06:53.760]  這裡提了什麼呢?
