
[00:00:00.000 --> 00:00:02.440]  我們繼續看詩篇
[00:00:02.440 --> 00:00:05.280]  我們在人生當中有一些詩篇
[00:00:05.280 --> 00:00:09.000]  是正是告訴我們我們如何做人和如何生活
[00:00:09.000 --> 00:00:11.080]  我們先看122篇
[00:00:11.080 --> 00:00:13.840]  大衛上行之師人對我說
[00:00:13.840 --> 00:00:17.320]  我們往耶和華的殿去我就歡喜
[00:00:17.320 --> 00:00:21.280]  耶路撒冷我們的腳站在你的門內
[00:00:21.280 --> 00:00:25.000]  耶路撒冷被建造如同連絡整齊的一座城
[00:00:25.000 --> 00:00:27.200]  眾之派就是耶和華的派
[00:00:27.200 --> 00:00:28.200]  上那裡去
[00:00:28.200 --> 00:00:32.280]  按以色列的常例稱讚耶和華的名
[00:00:32.280 --> 00:00:35.720]  因為在那裡設立審判的寶座
[00:00:35.720 --> 00:00:37.920]  就是大衛家的寶座
[00:00:37.920 --> 00:00:40.280]  你們要為耶路撒冷求平安
[00:00:40.280 --> 00:00:41.280]  耶路撒冷
[00:00:41.280 --> 00:00:43.680]  愛你的人必然興旺
[00:00:43.680 --> 00:00:46.200]  願你城中平安
[00:00:46.200 --> 00:00:48.880]  願你宮內興旺
[00:00:48.880 --> 00:00:51.520]  因我的弟兄和同伴的緣故
[00:00:51.520 --> 00:00:52.440]  我要說
[00:00:52.440 --> 00:00:54.880]  願平安在你中間
[00:00:54.880 --> 00:00:58.360]  因耶和華我們上帝殿的緣故
[00:00:58.360 --> 00:01:00.280]  我要為你求福
[00:01:00.280 --> 00:01:02.000]  我不知道你們有沒有想過
[00:01:02.000 --> 00:01:09.200]  我們基督徒可以用什麼形象來代表或形容我們
[00:01:09.200 --> 00:01:12.960]  我們基督徒可以用門徒
[00:01:12.960 --> 00:01:16.680]  門徒的意思其實是學生的意思
[00:01:16.680 --> 00:01:18.400]  門生的意思
[00:01:18.400 --> 00:01:21.560]  就是說你拜一個人為師
[00:01:21.560 --> 00:01:23.880]  然後跟著他學習
[00:01:23.880 --> 00:01:27.760]  就是一個終身學習的經過
[00:01:27.760 --> 00:01:29.800]  這個就叫做門徒
[00:01:29.800 --> 00:01:33.320]  所以基督徒就叫做基督的門徒
[00:01:33.320 --> 00:01:36.880]  或者很多時候聖經裡面說我們是兄弟姐妹
[00:01:36.880 --> 00:01:39.720]  著重點這個形象
[00:01:39.720 --> 00:01:42.360]  就是說我們是一班的家人
[00:01:42.360 --> 00:01:46.520]  我們是一個家庭裡面的成員
[00:01:46.520 --> 00:01:48.080]  就是我不見到你的時候
[00:01:48.080 --> 00:01:49.680]  我會掛念你
[00:01:49.680 --> 00:01:51.280]  或者你有難的時候
[00:01:51.280 --> 00:01:53.680]  我們需要去關心你等等
[00:01:53.680 --> 00:01:56.000]  就是大家齊上齊落
[00:01:56.000 --> 00:01:58.000]  就是兄弟姐妹
[00:01:58.000 --> 00:02:01.840]  另外在聖經裡面也說到follower
[00:02:01.840 --> 00:02:05.120]  說我們基督徒是一班的跟隨者
[00:02:05.120 --> 00:02:06.440]  follower是什麼意思呢?
[00:02:06.440 --> 00:02:10.000]  就是說我們跟著一個不同的生活方式
[00:02:10.000 --> 00:02:10.960]  是不是?
[00:02:10.960 --> 00:02:13.760]  基督給我們的生活的習慣
[00:02:13.760 --> 00:02:15.200]  生活的價值
[00:02:15.200 --> 00:02:17.240]  生活的模式是不同的
[00:02:17.240 --> 00:02:19.160]  所以我們是followers of Jesus
[00:02:19.160 --> 00:02:22.200]  就是說我們是基督的跟隨者
[00:02:22.200 --> 00:02:23.520]  跟隨他的方式
[00:02:23.520 --> 00:02:25.240]  不是跟隨世界的方式
[00:02:25.240 --> 00:02:27.240]  我們跟隨另外一個方式
[00:02:27.240 --> 00:02:28.800]  我不知道你們有沒有想過
[00:02:28.800 --> 00:02:32.120]  基督徒也可以叫做朝聖者
[00:02:32.120 --> 00:02:33.840]  pilgrims
[00:02:33.960 --> 00:02:39.840]  我想我們現代的基督徒很少會說去朝聖的
[00:02:39.840 --> 00:02:40.680]  是不是?
[00:02:40.680 --> 00:02:43.640]  我們最多去朝聖的可能是多倫多
[00:02:43.640 --> 00:02:46.640]  去一些我們喜歡去的地方等等
[00:02:46.640 --> 00:02:50.640]  在我們的傳統裡面
[00:02:50.640 --> 00:02:53.240]  很少會說到我們去某個地方
[00:02:53.240 --> 00:02:54.920]  去朝聖
[00:02:54.920 --> 00:02:57.480]  去做pilgrim
[00:02:57.480 --> 00:03:00.760]  或者去go on一個pilgrimage
[00:03:00.760 --> 00:03:04.000]  譬如有時候我會帶隊去以色列
[00:03:04.000 --> 00:03:07.000]  你會看到有其他的宗教
[00:03:07.000 --> 00:03:09.200]  或者其他基督教的傳統
[00:03:09.200 --> 00:03:13.720]  他們有他們的朝聖的practice
[00:03:13.720 --> 00:03:16.720]  東正教或者天主教
[00:03:16.720 --> 00:03:19.240]  在這方面就會比較強一些
[00:03:19.240 --> 00:03:20.600]  就去到那個地方
[00:03:20.600 --> 00:03:26.160]  去到聖地或者一些遊覽景點的地方
[00:03:26.160 --> 00:03:28.560]  跟聖經是有關係的
[00:03:28.560 --> 00:03:31.240]  跟他們宗教信仰生命是有關係的
[00:03:31.240 --> 00:03:33.840]  他們就會特別注重去那個地方
[00:03:33.840 --> 00:03:36.360]  然後去那個地方不是單單拍照這麼簡單
[00:03:36.360 --> 00:03:41.160]  他們是對他的信仰或者對他的生命
[00:03:41.160 --> 00:03:43.040]  是會有幫助的
[00:03:43.040 --> 00:03:46.640]  給他生命裡面一種經歷
[00:03:46.640 --> 00:03:49.600]  這種就叫做pilgrim
[00:03:49.600 --> 00:03:51.600]  什麼叫做朝聖呢?
[00:03:51.600 --> 00:03:56.800]  朝聖就是說我們永遠都是在一個路程上
[00:03:56.800 --> 00:03:58.800]  是不會停下來的
[00:03:58.800 --> 00:04:00.800]  去某一個目的地
[00:04:00.800 --> 00:04:03.800]  這個就是每一個pilgrim會做的事情
[00:04:03.800 --> 00:04:06.320]  就是說明白我們真正的家鄉
[00:04:06.320 --> 00:04:08.120]  真正所屬的地方
[00:04:08.120 --> 00:04:09.120]  歸屬的地方
[00:04:09.120 --> 00:04:10.480]  就不是在這裡
[00:04:10.480 --> 00:04:12.920]  而我們每一個都是上路者
[00:04:12.920 --> 00:04:15.400]  朝聖就是一路上路
[00:04:15.400 --> 00:04:16.720]  由這個地方
[00:04:16.720 --> 00:04:19.160]  你會去到一個終點一個目的地
[00:04:19.160 --> 00:04:23.080]  而那個地方就是屬神的地方
[00:04:23.080 --> 00:04:25.080]  或者神自己
[00:04:25.080 --> 00:04:27.200]  聖經裡面真的有這麼說的
[00:04:27.200 --> 00:04:28.600]  特別是詩篇
[00:04:28.600 --> 00:04:31.760]  說到有15篇的詩篇
[00:04:31.760 --> 00:04:33.400]  就是說我們的生命
[00:04:33.400 --> 00:04:34.920]  或者邀請我們的生命
[00:04:34.920 --> 00:04:36.400]  做一個朝聖者
[00:04:36.400 --> 00:04:38.640]  這15篇的詩篇
