
[00:00:00.000 --> 00:00:01.600]  要馬上吃雞
[00:00:01.600 --> 00:00:05.880]  大家頂尖會今年過得好嗎
[00:00:05.880 --> 00:00:07.120]  好
[00:00:07.120 --> 00:00:11.040]  我猜頂尖會在不同的崗位上
[00:00:11.040 --> 00:00:12.640]  都有不同的挑戰
[00:00:12.640 --> 00:00:13.840]  也有不同的驚喜
[00:00:13.840 --> 00:00:18.160]  我們年尾都一齊數算上帝給我們的恩典
[00:00:18.160 --> 00:00:21.200]  不知道大家有沒有聽過
[00:00:21.200 --> 00:00:22.800]  身邊有些朋友這樣說
[00:00:22.800 --> 00:00:25.640]  是弱者才需要信耶穌
[00:00:25.640 --> 00:00:27.200]  有沒有聽過
[00:00:29.120 --> 00:00:30.240]  你怎樣回應他
[00:00:30.240 --> 00:00:35.680]  我覺得有個朋友他很熟讀歷史
[00:00:35.680 --> 00:00:38.800]  他也是一個很醒目的人
[00:00:38.800 --> 00:00:43.840]  他覺得人生不需要求助
[00:00:43.840 --> 00:00:46.160]  也不需要去找任何人的幫助
[00:00:46.160 --> 00:00:51.720]  他覺得你的信仰只是用來安慰自己
[00:00:51.720 --> 00:00:53.680]  是弱者才需要的
[00:00:53.680 --> 00:00:54.320]  他不需要
[00:00:56.120 --> 00:01:01.520]  我知道他很崇尚強大的政權
[00:01:01.520 --> 00:01:04.320]  於是我就看看這個世界有什麼很強的王
[00:01:04.320 --> 00:01:10.160]  我發現原來一些很強大的君王
[00:01:10.160 --> 00:01:13.560]  他們做很多事情令他們名流千古
[00:01:13.560 --> 00:01:18.120]  他們做的事情的目的就是向世界宣示
[00:01:18.120 --> 00:01:19.680]  我是最強的
[00:01:19.680 --> 00:01:22.720]  我無人能及
[00:01:23.920 --> 00:01:26.640]  先說一下這個
[00:01:26.640 --> 00:01:27.640]  知道這個是誰嗎
[00:01:27.640 --> 00:01:28.800]  秦始皇
[00:01:28.800 --> 00:01:30.080]  是,每個人都認識
[00:01:30.080 --> 00:01:32.400]  古代有秦始皇
[00:01:32.400 --> 00:01:34.280]  殲滅六國
[00:01:34.280 --> 00:01:36.120]  收築萬里長城
[00:01:36.120 --> 00:01:37.560]  統一地方民治
[00:01:37.560 --> 00:01:41.040]  貨幣各樣的道兩行他都統一了
[00:01:41.040 --> 00:01:43.560]  建立一個中央集權的國家
[00:01:43.560 --> 00:01:45.200]  令世人都知道他的名字
[00:01:45.200 --> 00:01:46.720]  千古留名
[00:01:46.720 --> 00:01:47.960]  古今中外
[00:01:47.960 --> 00:01:49.760]  無人不識
[00:01:50.400 --> 00:01:54.040]  然後我發現原來不單只是秦始皇
[00:01:54.040 --> 00:01:57.440]  我發現現代的君王都有一個習慣
[00:01:57.440 --> 00:01:59.440]  就是想告訴全世界
[00:01:59.440 --> 00:02:01.360]  他是很有權力
[00:02:01.360 --> 00:02:02.160]  很威風
[00:02:02.160 --> 00:02:04.440]  這個是太皇
[00:02:04.440 --> 00:02:10.200]  2019年他在他的加冕登基典禮中
[00:02:10.200 --> 00:02:11.360]  動用超過20萬人
[00:02:11.360 --> 00:02:14.640]  花費超過3000萬美金
[00:02:14.640 --> 00:02:19.120]  去到辦這個加冕的典禮
[00:02:19.760 --> 00:02:22.440]  他接受水禮
[00:02:22.440 --> 00:02:25.000]  聖水的灌頂
[00:02:25.000 --> 00:02:25.880]  高僧的祝福
[00:02:25.880 --> 00:02:27.760]  升格為一個佛教的神
[00:02:27.760 --> 00:02:31.080]  轉化為人間的化身
[00:02:31.080 --> 00:02:34.120]  接受八方政壇的八方聖水
[00:02:34.120 --> 00:02:37.280]  確立了他對國家的統治性
[00:02:37.280 --> 00:02:38.280]  是很有正當
[00:02:38.280 --> 00:02:42.360]  然後祭司就會為他穿起皇袍
[00:02:42.360 --> 00:02:48.520]  正式成為一個人神一體的太皇
[00:02:49.080 --> 00:02:50.800]  他就是一個神格化的皇帝
[00:02:50.800 --> 00:02:51.880]  由此登基
[00:02:51.880 --> 00:02:56.560]  自古以來皇帝這個身分是很尊貴
[00:02:56.560 --> 00:02:58.160]  很強大
[00:02:58.160 --> 00:03:00.520]  很令人崇拜
[00:03:00.520 --> 00:03:08.040]  是所有人都很想依靠他的一個物體
[00:03:08.040 --> 00:03:09.000]  一個being
[00:03:09.000 --> 00:03:10.120]  一個存在
[00:03:10.120 --> 00:03:12.120]  成為了神明他就會怎樣呢
[00:03:12.120 --> 00:03:14.400]  管理這個世界的角落
[00:03:14.400 --> 00:03:15.880]  至少在他的國家裡面
[00:03:16.560 --> 00:03:19.440]  人民的福祉是依靠著這個主宰
[00:03:19.440 --> 00:03:25.560]  所以基本上每一個皇帝都想統治更多的地方
[00:03:25.560 --> 00:03:27.480]  越多的地方越多的人
[00:03:27.480 --> 00:03:30.960]  表示自己的力量實力很強
[00:03:30.960 --> 00:03:32.280]  可以名流千古
[00:03:32.280 --> 00:03:34.520]  今天我們說的經文就是
[00:03:34.520 --> 00:03:39.000]  老家用了一個去到哪裡就贏到哪裡
[00:03:39.000 --> 00:03:43.320]  千古一帝屋大衛的凱撒
[00:03:43.840 --> 00:03:47.240]  去襯托一個出生在馬槽的耶穌
[00:03:47.240 --> 00:03:51.760]  我們來看看在2025年結束之前
[00:03:51.760 --> 00:03:54.840]  這段經文給我們有什麼反省和提醒
[00:03:54.840 --> 00:03:56.560]  準備好我們來看看
[00:03:56.560 --> 00:03:59.960]  聽完這篇講道我們會知道
[00:03:59.960 --> 00:04:03.240]  究竟老家是怎樣利用這麼強大的君王
[00:04:03.240 --> 00:04:05.440]  去襯托一個表面這麼軟弱的耶穌
[00:04:05.440 --> 00:04:06.720]  一個BB
[00:04:06.720 --> 00:04:10.120]  面對現實我們究竟怎樣選擇呢
[00:04:10.120 --> 00:04:15.000]  我們來看看經文
[00:04:15.000 --> 00:04:18.840]  在這些日子裡面
[00:04:18.840 --> 00:04:23.600]  凱撒奧古斯督降旨叫全國人民登記戶籍
[00:04:23.600 --> 00:04:30.440]  這次登記是居尼柳在敘利亞總督之名去舉行的
[00:04:30.440 --> 00:04:33.960]  眾人就各歸各城辦理登記
[00:04:34.720 --> 00:04:40.520]  約瑟從加利利的拿撒勒城回到猶太
[00:04:40.520 --> 00:04:43.920]  去了大衛城一個叫做巴黎行的地方
[00:04:43.920 --> 00:04:45.520]  因為他是大衛家族的人
[00:04:45.520 --> 00:04:50.120]  要跟他所聘的妻瑪利亞一同登記戶籍
[00:04:50.120 --> 00:04:52.720]  那時候瑪利亞已經有新人了
[00:04:52.720 --> 00:04:56.720]  他們在那時候瑪利亞生產奇游到
[00:04:56.720 --> 00:04:58.320]  生了一個投胎的兒子
[00:04:58.320 --> 00:05:01.120]  用布包起放在馬槽裡面
[00:05:01.120 --> 00:05:04.400]  因為客店沒有地方
[00:05:05.400 --> 00:05:10.800]  今天第一個出場的人物是千古一帝
[00:05:10.800 --> 00:05:14.400]  幫我按下一張
[00:05:14.400 --> 00:05:15.800]  謝謝
[00:05:15.800 --> 00:05:21.400]  是屋大衛這個皇帝
[00:05:21.400 --> 00:05:24.000]  他非常之強大
[00:05:24.000 --> 00:05:26.200]  千古一帝屋大衛
[00:05:26.200 --> 00:05:28.400]  你聽他的名字都知道厲害
[00:05:28.400 --> 00:05:30.200]  因為名字那麼長
[00:05:31.400 --> 00:05:38.200]  他在主前2017年就已經平息了羅馬帝國裡面幾十年的內亂
[00:05:38.200 --> 00:05:40.600]  他去到哪裡打到哪裡
[00:05:40.600 --> 00:05:42.000]  從來都沒有輸過
[00:05:42.000 --> 00:05:43.400]  你贏了那個城市
[00:05:43.400 --> 00:05:45.400]  如果你反抗他的話
[00:05:45.400 --> 00:05:46.400]  他就會屠城
[00:05:46.400 --> 00:05:48.800]  基本上他是殺人如麻
[00:05:48.800 --> 00:05:55.600]  最後他征服了整個以色列和周邊地區的地中海沿岸
[00:05:55.600 --> 00:05:57.400]  大家如果看圖就知道了
[00:05:57.400 --> 00:05:59.000]  這個圖
[00:05:59.600 --> 00:06:02.800]  你看到黃色和綠色的地方就是他征服的地方
[00:06:02.800 --> 00:06:05.000]  一個圈
[00:06:05.000 --> 00:06:08.600]  中間那個圈當然就是地中海沿岸
[00:06:08.600 --> 00:06:11.800]  埃及和現在的西班牙
[00:06:11.800 --> 00:06:13.200]  還有非洲的北部
[00:06:13.200 --> 00:06:14.800]  都是他征服的地方
[00:06:14.800 --> 00:06:16.400]  如果太複雜的話
[00:06:16.400 --> 00:06:17.400]  先看簡易版
[00:06:17.400 --> 00:06:18.400]  再按一次
