
[00:00:00.000 --> 00:00:01.200]  然後中文課
[00:00:01.200 --> 00:00:03.200]  今天就是黎先傳導講到這裡
[00:00:03.200 --> 00:00:04.800]  現在時間交給黎先
[00:00:04.800 --> 00:00:08.400]  Hello 各位好
[00:00:08.400 --> 00:00:11.600]  喜歡那個生物認領柱嗎?
[00:00:11.600 --> 00:00:12.800]  想不想試一下?
[00:00:12.800 --> 00:00:13.600]  哈哈哈
[00:00:13.600 --> 00:00:14.800]  哈哈哈
[00:00:14.800 --> 00:00:19.000]  那個生物認領柱的盒子只有這麼大
[00:00:19.000 --> 00:00:20.800]  但如果你有些東西大一點的
[00:00:20.800 --> 00:00:22.200]  例如你的外套
[00:00:22.200 --> 00:00:24.200]  或者你的小朋友不見了
[00:00:24.200 --> 00:00:25.800]  你也可以找Amanda
[00:00:25.800 --> 00:00:26.600]  哈哈哈
[00:00:26.600 --> 00:00:28.800]  好各位母親節快樂
[00:00:28.800 --> 00:00:34.600]  今天我知道大家都很有慶祝感覺
[00:00:34.600 --> 00:00:37.200]  因為我知道不僅是母親節
[00:00:37.200 --> 00:00:38.800]  還有畢業禮
[00:00:38.800 --> 00:00:39.800]  好像很多
[00:00:39.800 --> 00:00:40.200]  是不是?
[00:00:40.200 --> 00:00:42.400]  好像有我們的牧師去了畢業禮
[00:00:42.400 --> 00:00:44.200]  所以其實今天是很多慶祝
[00:00:44.200 --> 00:00:45.800]  很開心的一個日子
[00:00:45.800 --> 00:00:47.800]  所以我今天預備講到的時候
[00:00:47.800 --> 00:00:49.600]  我預備今天的講到的時候
[00:00:49.600 --> 00:00:51.800]  我自己的心情也很輕鬆起來
[00:00:51.800 --> 00:00:53.000]  我想一下
[00:00:53.000 --> 00:00:56.400]  不如我也輕輕鬆鬆地跟大家講一整句話
[00:00:56.400 --> 00:00:58.200]  不過雖然是輕鬆
[00:00:58.200 --> 00:01:00.600]  但絕對不是不重要的
[00:01:00.600 --> 00:01:04.200]  而且我覺得今天要講的東西也是超級重要的
[00:01:04.200 --> 00:01:06.200]  先講一個故事
[00:01:06.200 --> 00:01:07.600]  我不知道你聽過沒有
[00:01:07.600 --> 00:01:12.600]  從前有一位學業和事業都有成的少女
[00:01:12.600 --> 00:01:14.400]  二十多三十歲
[00:01:14.400 --> 00:01:16.000]  她有四個男朋友
[00:01:16.000 --> 00:01:18.200]  哈哈哈
[00:01:18.200 --> 00:01:20.000]  人家是這麼挑的
[00:01:20.000 --> 00:01:21.800]  不是四個老公
[00:01:21.800 --> 00:01:23.800]  是四個男友
[00:01:23.800 --> 00:01:25.200]  第四個呢
[00:01:25.200 --> 00:01:26.200]  她是
[00:01:26.200 --> 00:01:28.200]  第四個她是最喜歡的
[00:01:28.200 --> 00:01:28.600]  OK
[00:01:28.600 --> 00:01:29.600]  聽一下為什麼
[00:01:29.600 --> 00:01:31.800]  她喜歡到經常都買
[00:01:31.800 --> 00:01:32.400]  為什麼?
[00:01:32.400 --> 00:01:34.000]  經常都買一些漂亮的衣服給她
[00:01:34.000 --> 00:01:35.600]  穿得她很型格
[00:01:35.600 --> 00:01:36.400]  很瘋狂
[00:01:36.400 --> 00:01:37.800]  很貴氣
[00:01:37.800 --> 00:01:40.600]  經常跟她去吃美食
[00:01:40.600 --> 00:01:43.400]  韓日、意大利、法國
[00:01:43.400 --> 00:01:44.800]  中國海底撈
[00:01:44.800 --> 00:01:46.000]  她都會混合的
[00:01:46.000 --> 00:01:47.800]  總之就是跟她一起
[00:01:47.800 --> 00:01:51.200]  每次都是跟她去A級的享受
[00:01:51.200 --> 00:01:52.400]  不是A4的享受
[00:01:52.400 --> 00:01:53.400]  是A級的
[00:01:53.400 --> 00:01:54.000]  OK
[00:01:54.000 --> 00:01:56.000]  第三個男朋友
[00:01:56.000 --> 00:01:58.400]  她也是非常喜歡的
[00:01:58.400 --> 00:02:02.800]  而且這個男朋友很有成就
[00:02:02.800 --> 00:02:09.800]  所以這個女朋友很喜歡帶他出去介紹一下人家
[00:02:09.800 --> 00:02:13.400]  她是什麼博士呢?
[00:02:13.400 --> 00:02:16.200]  介紹給人家認識
[00:02:16.200 --> 00:02:17.000]  別人稱讚她
[00:02:17.000 --> 00:02:18.200]  她的心很灰心
[00:02:19.000 --> 00:02:23.600]  但是她對這個男朋友的心裡面
[00:02:23.600 --> 00:02:24.600]  也有些顧慮
[00:02:24.600 --> 00:02:27.000]  就是她經常怕他丟下她
[00:02:27.000 --> 00:02:27.400]  OK
[00:02:27.400 --> 00:02:28.600]  第三個男朋友
[00:02:28.600 --> 00:02:29.800]  第二個男朋友
[00:02:29.800 --> 00:02:31.800]  她也是很喜歡的
[00:02:31.800 --> 00:02:35.800]  而且這個男朋友一向給她最大的安全感
[00:02:35.800 --> 00:02:38.200]  這個男朋友很親切
[00:02:38.200 --> 00:02:39.800]  很體貼
[00:02:39.800 --> 00:02:42.400]  還有很能忍受她
[00:02:42.400 --> 00:02:45.000]  所以有什麼事情不妥的時候
[00:02:45.000 --> 00:02:46.200]  她當然會先找他
[00:02:46.200 --> 00:02:47.200]  她當然會找他
[00:02:47.200 --> 00:02:49.200]  她當然可以幫助他
[00:02:49.200 --> 00:02:51.600]  這是第三個男朋友
[00:02:51.600 --> 00:02:52.600]  第四個
[00:02:52.600 --> 00:02:54.200]  倒過來
[00:02:54.200 --> 00:02:55.000]  這是第二個
[00:02:55.000 --> 00:02:57.400]  真的會聽我說話的
[00:02:57.400 --> 00:02:58.400]  OK
[00:02:58.400 --> 00:03:00.200]  這是第一個男朋友
[00:03:00.200 --> 00:03:01.400]  最後一個
[00:03:01.400 --> 00:03:05.800]  這個少女是最不上心的
[00:03:05.800 --> 00:03:10.400]  但是這個男朋友是超級忠心的
[00:03:10.400 --> 00:03:18.600]  這個女生從她年輕成長讀書
[00:03:18.600 --> 00:03:20.400]  出來工作
[00:03:20.400 --> 00:03:22.200]  一直都很支持她
[00:03:22.200 --> 00:03:28.600]  不過這個少女不知為什麼偏偏對她最冷淡
[00:03:28.600 --> 00:03:31.000]  最少時間跟她在一起
[00:03:31.000 --> 00:03:33.800]  除了自己很搞不定的時候
[00:03:33.800 --> 00:03:36.000]  都會找她
[00:03:36.000 --> 00:03:37.000]  說到這裡
[00:03:37.000 --> 00:03:38.400]  問問現場的姐妹
[00:03:38.400 --> 00:03:40.400]  有沒有一個像你的男朋友呢?
[00:03:40.400 --> 00:03:42.400]  你喜歡哪一個呢?
[00:03:42.400 --> 00:03:43.400]  但是這樣
[00:03:43.400 --> 00:03:44.200]  弟兄不用生氣
[00:03:44.200 --> 00:03:49.000]  因為這個故事絕對不只是給女朋友說她有幾個男朋友
[00:03:49.000 --> 00:03:51.000]  其實可以倒過來看
[00:03:51.000 --> 00:03:53.400]  因為有一個男朋友
