
[00:00:00.000 --> 00:00:01.000]  未必會背
[00:00:01.000 --> 00:00:03.000]  不過我們肯定有印象
[00:00:03.000 --> 00:00:05.000]  但我們每講到十誡的時候
[00:00:05.000 --> 00:00:07.000]  我們總覺得
[00:00:07.000 --> 00:00:09.000]  中文翻譯為「誡明」
[00:00:09.000 --> 00:00:13.000]  「誡明」的意思很多時候就是
[00:00:13.000 --> 00:00:16.000]  你限制或者不准你做一些事
[00:00:16.000 --> 00:00:20.000]  我們現代人一聽到就很不滿意
[00:00:20.000 --> 00:00:22.000]  我們覺得為何不讓我們做這件事
[00:00:22.000 --> 00:00:25.000]  不讓做這件事 不讓做那件事
[00:00:25.000 --> 00:00:29.000]  這個是不是聖經所講的十誡的意思呢
[00:00:29.000 --> 00:00:31.000]  我們中文叫十誡
[00:00:31.000 --> 00:00:33.000]  英文叫ten commandments
[00:00:33.000 --> 00:00:35.000]  其實聖經本身 特別是希伯來聖經
[00:00:35.000 --> 00:00:37.000]  即是舊約聖經
[00:00:37.000 --> 00:00:39.000]  他不是用十誡來形容
[00:00:39.000 --> 00:00:41.000]  這十條的項目
[00:00:41.000 --> 00:00:43.000]  他是用十句說話
[00:00:43.000 --> 00:00:45.000]  ten words
[00:00:45.000 --> 00:00:47.000]  或者ten things
[00:00:47.000 --> 00:00:49.000]  即是十件事
[00:00:49.000 --> 00:00:51.000]  十件事
[00:00:51.000 --> 00:00:53.000]  十句說話
[00:00:53.000 --> 00:00:56.000]  所以我們有時候一些書籍
[00:00:56.000 --> 00:00:59.000]  會介紹十誡是declar
[00:00:59.000 --> 00:01:01.000]  declar即是十
[00:01:01.000 --> 00:01:03.000]  logos就是words
[00:01:03.000 --> 00:01:06.000]  我們叫它十件事
[00:01:06.000 --> 00:01:08.000]  或者十個原則
[00:01:08.000 --> 00:01:13.000]  其實不是有味道是do和don't
[00:01:13.000 --> 00:01:17.000]  不是只說列表一些東西
[00:01:17.000 --> 00:01:18.000]  然後你要做一些事
[00:01:18.000 --> 00:01:19.000]  不可以做一些事
[00:01:19.000 --> 00:01:20.000]  thou shall do
[00:01:20.000 --> 00:01:22.000]  thou shall not do
[00:01:22.000 --> 00:01:23.000]  不是這個意思
[00:01:23.000 --> 00:01:25.000]  是十個原則
[00:01:25.000 --> 00:01:26.000]  十個principle
[00:01:26.000 --> 00:01:29.000]  我們可以形容它做一個憲法
[00:01:29.000 --> 00:01:32.000]  好像我們美國有憲法一樣
[00:01:32.000 --> 00:01:34.000]  constitution
[00:01:34.000 --> 00:01:35.000]  constitution就不是那些律師樓
[00:01:35.000 --> 00:01:39.000]  那些很厚很多冊的law code
[00:01:39.000 --> 00:01:41.000]  他拿來check下
[00:01:41.000 --> 00:01:47.000]  到底有哪個的律例犯了罪等等
[00:01:47.000 --> 00:01:49.000]  是一些大的原則
[00:01:49.000 --> 00:01:52.000]  所以你如果問美國的大的原則是什麼
[00:01:52.000 --> 00:01:54.000]  美國的精神
[00:01:54.000 --> 00:01:56.000]  自由
[00:01:56.000 --> 00:01:58.000]  甚至放縱
[00:01:58.000 --> 00:02:00.000]  自由 總之什麼都可以做
[00:02:00.000 --> 00:02:02.000]  總之你叫我們不要做事
[00:02:02.000 --> 00:02:03.000]  那就不行
[00:02:03.000 --> 00:02:05.000]  這個是最大的罪
[00:02:05.000 --> 00:02:06.000]  因為我們講liberty
[00:02:06.000 --> 00:02:08.000]  講freedom等等
[00:02:08.000 --> 00:02:10.000]  這個十誡所謂
[00:02:10.000 --> 00:02:16.000]  其實是給神的子民一個十個原則
[00:02:16.000 --> 00:02:19.000]  十個法則
[00:02:19.000 --> 00:02:22.000]  用這些原則
[00:02:22.000 --> 00:02:24.000]  你就應用在一些場景
[00:02:24.000 --> 00:02:27.000]  一些特定的處境裏面
[00:02:27.000 --> 00:02:29.000]  譬如說不可殺人
[00:02:29.000 --> 00:02:31.000]  這個是大的原則
[00:02:31.000 --> 00:02:33.000]  在不同的情況下
[00:02:33.000 --> 00:02:38.000]  應該怎樣去執行或者活出這個principle
[00:02:38.000 --> 00:02:40.000]  that's the whole point
[00:02:40.000 --> 00:02:42.000]  既然大家都這麼熟十誡
[00:02:42.000 --> 00:02:44.000]  不如我們看看好嗎
[00:02:44.000 --> 00:02:47.000]  出《亞劉記》二十章一至十七節
[00:02:47.000 --> 00:02:49.000]  那些不懂得背的只有印象
[00:02:49.000 --> 00:02:51.000]  現在來了
[00:02:51.000 --> 00:02:53.000]  還沒到
[00:02:53.000 --> 00:02:55.000]  不要緊不要看
[00:02:55.000 --> 00:02:57.000]  我們還沒看之前
[00:02:57.000 --> 00:02:59.000]  我們需要介紹一件事
[00:02:59.000 --> 00:03:04.000]  十誡的鋪排
[00:03:04.000 --> 00:03:06.000]  或者它的格式
[00:03:06.000 --> 00:03:08.000]  是和當時古代的時候
[00:03:08.000 --> 00:03:12.000]  古代世界的格式有相似的地方
[00:03:12.000 --> 00:03:13.000]  因為你記得出埃及的時候
[00:03:13.000 --> 00:03:16.000]  大概是主前一千二百年
[00:03:16.000 --> 00:03:18.000]  一千五百年左右的時間
[00:03:18.000 --> 00:03:21.000]  當上帝去拯救他的子民
[00:03:21.000 --> 00:03:23.000]  離開埃及
[00:03:23.000 --> 00:03:24.000]  黑暗的地方
[00:03:24.000 --> 00:03:25.000]  遺老的地方
[00:03:25.000 --> 00:03:26.000]  將他們帶出來
[00:03:26.000 --> 00:03:27.000]  過了紅海
[00:03:27.000 --> 00:03:29.000]  然後過了曠野
[00:03:29.000 --> 00:03:30.000]  去到一個地方
[00:03:30.000 --> 00:03:31.000]  一座山
[00:03:31.000 --> 00:03:33.000]  一座山叫做西乃山
[00:03:33.000 --> 00:03:35.000]  賀列山
[00:03:35.000 --> 00:03:36.000]  在山那裏
[00:03:36.000 --> 00:03:38.000]  上帝就出現了
[00:03:38.000 --> 00:03:39.000]  然後就和他們說
[00:03:39.000 --> 00:03:41.000]  我現在和你們立約
[00:03:41.000 --> 00:03:43.000]  我用恩典拯救了你們
[00:03:43.000 --> 00:03:46.000]  現在你們成為一班新的人民
[00:03:46.000 --> 00:03:47.000]  新的子民
[00:03:47.000 --> 00:03:48.000]  有新的身份
[00:03:48.000 --> 00:03:51.000]  我現在給你們新的原則
[00:03:51.000 --> 00:03:53.000]  這個叫十誡
[00:03:53.000 --> 00:03:55.000]  十句的說話
[00:03:55.000 --> 00:03:57.000]  為什麼是十句呢
[00:03:57.000 --> 00:03:59.000]  有沒有想過
[00:03:59.000 --> 00:04:00.000]  為什麼不是五句
[00:04:00.000 --> 00:04:02.000]  或者七句
[00:04:02.000 --> 00:04:03.000]  因為聖經文化
[00:04:03.000 --> 00:04:05.000]  七是perfect number
[00:04:05.000 --> 00:04:07.000]  或者十二也是perfect number
[00:04:07.000 --> 00:04:08.000]  十二支派
[00:04:08.000 --> 00:04:10.000]  為什麼是十
[00:04:10.000 --> 00:04:12.000]  猜到嗎
[00:04:12.000 --> 00:04:14.000]  大家猜來猜去
[00:04:14.000 --> 00:04:16.000]  最有可能的
[00:04:16.000 --> 00:04:18.000]  就是容易記
[00:04:18.000 --> 00:04:20.000]  大部分人都有十隻手指
[00:04:20.000 --> 00:04:22.000]  除非是六指及摩
[00:04:22.000 --> 00:04:24.000]  多了一隻
[00:04:24.000 --> 00:04:25.000]  大概十件東西
[00:04:25.000 --> 00:04:26.000]  我們是容易記到的
[00:04:26.000 --> 00:04:29.000]  所以有十個法則
[00:04:29.000 --> 00:04:31.000]  去頒布出來
[00:04:31.000 --> 00:04:32.000]  摩西的時代
[00:04:32.000 --> 00:04:35.000]  當時他們不同的國家
[00:04:35.000 --> 00:04:37.000]  會建立一些盟約
[00:04:37.000 --> 00:04:38.000]  譬如一些大的國家
[00:04:38.000 --> 00:04:39.000]  埃及
[00:04:39.000 --> 00:04:41.000]  他會和一些小的國家
[00:04:41.000 --> 00:04:43.000]  譬如一些小的城邦
[00:04:43.000 --> 00:04:45.000]  建立盟約
[00:04:45.000 --> 00:04:46.000]  建立盟約的時候
[00:04:46.000 --> 00:04:50.000]  他們就會大家簽署一些條約
[00:04:50.000 --> 00:04:52.000]  譬如我們美國
[00:04:52.000 --> 00:04:54.000]  和其他國家都有盟約
[00:04:54.000 --> 00:04:57.000]  我們和歐盟
[00:04:57.000 --> 00:04:59.000]  我們和加拿大
[00:04:59.000 --> 00:05:02.000]  其他國家我們會有一些外交的關係
[00:05:02.000 --> 00:05:04.000]  Diplomacy
[00:05:04.000 --> 00:05:05.000]  當時摩西的時候
[00:05:05.000 --> 00:05:07.000]  都是有這樣的
[00:05:07.000 --> 00:05:08.000]  兩個國家
[00:05:08.000 --> 00:05:10.000]  特別是一個大國和一個小國
[00:05:10.000 --> 00:05:12.000]  大王和一個小王
[00:05:12.000 --> 00:05:14.000]  去建交
[00:05:14.000 --> 00:05:16.000]  做一些外交的關係的時候
[00:05:16.000 --> 00:05:18.000]  就會簽署一些協議
[00:05:18.000 --> 00:05:21.000]  文件裡面就詳細解釋
[00:05:21.000 --> 00:05:24.000]  大家怎樣維持這個關係
[00:05:24.000 --> 00:05:27.000]  怎樣維持一個良好的關係
[00:05:27.000 --> 00:05:29.000]  大國和小國去建交的時候
[00:05:29.000 --> 00:05:33.000]  我們就簽署一些所謂的government
[00:05:33.000 --> 00:05:34.000]  或者我們今天
[00:05:34.000 --> 00:05:37.000]  會叫做Suceran Treaty
[00:05:37.000 --> 00:05:39.000]  我知道這個字很大
[00:05:39.000 --> 00:05:41.000]  其實就是約的意思
[00:05:41.000 --> 00:05:43.000]  大家有一個約定
[00:05:43.000 --> 00:05:46.000]  這個約定有一個格式
[00:05:46.000 --> 00:05:47.000]  第一個格式就是
[00:05:47.000 --> 00:05:50.000]  大王就會介紹自己
[00:05:50.000 --> 00:05:51.000]  他說我是誰
[00:05:51.000 --> 00:05:54.000]  然後第二個元素
[00:05:54.000 --> 00:05:58.000]  就是講到歷史的過去的恩情
[00:05:58.000 --> 00:06:00.000]  就是說我曾經怎樣對過你
[00:06:00.000 --> 00:06:01.000]  曾經怎樣救過你
[00:06:01.000 --> 00:06:03.000]  現在你應該怎樣
[00:06:03.000 --> 00:06:05.000]  第三個原則就是說
[00:06:05.000 --> 00:06:07.000]  你心裡面應該有什麼法則
[00:06:07.000 --> 00:06:09.000]  我頒佈這個誡命的時候
[00:06:09.000 --> 00:06:12.000]  我頒佈這些約條款的時候
[00:06:12.000 --> 00:06:14.000]  你就需要做什麼
[00:06:14.000 --> 00:06:16.000]  你就需要對我忠心
[00:06:16.000 --> 00:06:19.000]  你都需要效忠於我
[00:06:19.000 --> 00:06:21.000]  然後第四個原則
[00:06:21.000 --> 00:06:22.000]  第四個的元素
[00:06:22.000 --> 00:06:24.000]  就是續約的條文
[00:06:24.000 --> 00:06:27.000]  就是說你如果死了之後
[00:06:27.000 --> 00:06:28.000]  誰續你位
[00:06:28.000 --> 00:06:29.000]  你兒子續你位
[00:06:29.000 --> 00:06:30.000]  你王子
[00:06:30.000 --> 00:06:31.000]  他上任的時候
[00:06:31.000 --> 00:06:32.000]  登基的時候
[00:06:32.000 --> 00:06:35.000]  就要成獨這個盟約
[00:06:35.000 --> 00:06:38.000]  然後第五個的元素
[00:06:38.000 --> 00:06:40.000]  就是有見證人
[00:06:40.000 --> 00:06:43.000]  當時那些是拜多神的文化
[00:06:43.000 --> 00:06:46.000]  他們就會召喚所有的神的名字
[00:06:46.000 --> 00:06:48.000]  月神、太陽神、星星等等
[00:06:48.000 --> 00:06:51.000]  然後叫他們做見證人
[00:06:51.000 --> 00:06:55.000]  最後第六樣
[00:06:55.000 --> 00:06:58.000]  就是有祝福和奏訟
