
[00:00:00.000 --> 00:00:08.080]  大兄姊妹早晨
[00:00:08.080 --> 00:00:12.280]  好高興今日可以同大家一齊去敬拜主
[00:00:12.280 --> 00:00:13.680]  我們一齊去唱詩
[00:00:13.680 --> 00:00:15.280]  我們去讚美我們的主
[00:00:15.280 --> 00:00:21.280]  今日我們的講題是屬靈的力量
[00:00:21.280 --> 00:00:26.480]  我們會去看約翰福音的五章一到十八節
[00:00:26.480 --> 00:00:28.320]  如果你有你的聖經
[00:00:28.320 --> 00:00:34.520]  你也可以去翻開到約翰福音五章一到十八節
[00:00:34.520 --> 00:00:40.720]  約翰福音五章一到十八節
[00:00:40.720 --> 00:00:43.320]  不知道大家講起屬靈的力量
[00:00:43.320 --> 00:00:45.120]  你會想起甚麼
[00:00:45.120 --> 00:00:47.320]  我們一聽屬靈的力量
[00:00:47.320 --> 00:00:51.120]  很多時候會想起一些比較神秘的東西
[00:00:51.120 --> 00:00:53.720]  例如我們會想起好似Harry Potter
[00:00:53.720 --> 00:00:57.320]  你有些咒術可以去施魔法
[00:00:57.320 --> 00:01:02.120]  或者我們東方人會想起一些風水的東西
[00:01:02.120 --> 00:01:04.120]  我們會想起一些風水命理
[00:01:04.120 --> 00:01:06.120]  可能放一塊石頭在某個位置
[00:01:06.120 --> 00:01:09.720]  就可能加你的運氣
[00:01:09.720 --> 00:01:11.920]  我們見到西方也有很多這些
[00:01:11.920 --> 00:01:15.320]  他們喜歡玩塔羅牌
[00:01:15.320 --> 00:01:17.520]  我想特別在現在這個世代
[00:01:17.520 --> 00:01:20.320]  有一樣東西叫做新紀元運動
[00:01:20.320 --> 00:01:21.520]  是甚麼來的呢
[00:01:21.520 --> 00:01:23.520]  它是由印度教裏面出來的
[00:01:23.520 --> 00:01:27.120]  它說在甚麼東西裏面都有些能量
[00:01:27.120 --> 00:01:29.320]  你透過攝取那些能量
[00:01:29.320 --> 00:01:32.120]  你就能夠有些不同的運氣
[00:01:32.120 --> 00:01:34.520]  它跟你說甚麼水晶
[00:01:34.520 --> 00:01:36.720]  就不知道跟你帶來甚麼運
[00:01:36.720 --> 00:01:40.320]  它還要說有甚麼磁場
[00:01:40.320 --> 00:01:44.520]  這個世界你會發現它也很執著
[00:01:44.520 --> 00:01:47.320]  在一些屬靈的力量裏面
[00:01:47.320 --> 00:01:49.520]  你會發覺這個世界的人
[00:01:49.520 --> 00:01:52.320]  他也很想要一些屬靈的力量
[00:01:52.320 --> 00:01:54.920]  很想去操縱一些東西
[00:01:54.920 --> 00:01:57.720]  而當然我們基督徒我們要很小心
[00:01:57.720 --> 00:02:00.920]  我們不會去跌入這些陷阱裏面
[00:02:00.920 --> 00:02:03.520]  我們不會去做這些事情
[00:02:03.520 --> 00:02:07.320]  但我想我們今天也要有一個小心的點
[00:02:07.320 --> 00:02:08.720]  就是我們也發現
[00:02:08.720 --> 00:02:11.920]  原來屬靈是一樣真實的東西
[00:02:11.920 --> 00:02:15.320]  原來屬靈的世界是一樣真實的東西
[00:02:15.320 --> 00:02:17.520]  我們當然不會跟他們一樣
[00:02:17.520 --> 00:02:20.320]  去濫用一些屬靈的力量
[00:02:20.320 --> 00:02:22.720]  但原來我們今天也沒有辦法
[00:02:22.720 --> 00:02:25.520]  去否定屬靈的真實
[00:02:25.520 --> 00:02:28.720]  屬靈的力量是真實的
[00:02:28.720 --> 00:02:32.520]  我們今天想去問一個問題
[00:02:32.520 --> 00:02:36.320]  究竟屬靈的力量在哪裏呢
[00:02:36.320 --> 00:02:38.920]  我們基督徒既然我們相信神
[00:02:38.920 --> 00:02:42.120]  我們相信屬靈世界的存在
[00:02:42.120 --> 00:02:43.720]  究竟今天我們基督徒
[00:02:43.720 --> 00:02:47.120]  可以怎樣去經歷這些屬靈的力量呢
[00:02:47.120 --> 00:02:49.120]  當我們不是玩風水
[00:02:49.120 --> 00:02:50.720]  我們不玩這些水晶
[00:02:50.720 --> 00:02:52.120]  我們不玩塔羅
[00:02:52.120 --> 00:02:56.120]  我們不相信這些儒家冥想
[00:02:56.120 --> 00:02:59.720]  我們可以怎樣去經歷屬靈的力量呢
[00:02:59.720 --> 00:03:01.320]  我們一起有個禱告好嗎
[00:03:01.320 --> 00:03:03.520]  我們求上帝帶領我們
[00:03:03.520 --> 00:03:07.920]  去進入真理裏面
[00:03:07.920 --> 00:03:09.920]  主啊我們去
[00:03:09.920 --> 00:03:13.120]  在你的面前我們求你的恩典
[00:03:13.120 --> 00:03:15.520]  我知道唯有靠著你的恩典
[00:03:15.520 --> 00:03:19.120]  我們才能夠明白你聖經的真理
[00:03:19.120 --> 00:03:20.120]  所以主啊我們求你
[00:03:20.120 --> 00:03:23.120]  今天帶我們進入約翰福音裏面
[00:03:23.120 --> 00:03:25.920]  求你讓我們更加明白你
[00:03:25.920 --> 00:03:27.120]  讓我們知道
[00:03:27.120 --> 00:03:30.120]  能夠怎樣在你裏面得到力量
[00:03:30.120 --> 00:03:32.120]  得到那份恩典
[00:03:32.120 --> 00:03:33.920]  主啊我們求你去幫助
[00:03:33.920 --> 00:03:34.920]  開我們的心
[00:03:34.920 --> 00:03:37.920]  讓我們去領受你自己的話語
[00:03:37.920 --> 00:03:38.920]  以神祷禱告
[00:03:38.920 --> 00:03:41.320]  是奉主耶穌的名祈求
[00:03:41.320 --> 00:03:43.320]  阿們
[00:03:43.320 --> 00:03:46.520]  我們今天會先看一段經文
[00:03:46.520 --> 00:03:49.120]  在我們去做一些反思之前
[00:03:49.120 --> 00:03:51.120]  我們一起享受一下這段經文
[00:03:51.120 --> 00:03:53.120]  我們享受一下故事
[00:03:53.120 --> 00:03:54.120]  我們一起看一下
[00:03:54.120 --> 00:03:58.120]  究竟耶穌做了些什麼
[00:03:58.120 --> 00:04:01.120]  我們今天看的約翰福音第五章
[00:04:01.120 --> 00:04:05.120]  是耶穌做的第三個神蹟
[00:04:05.120 --> 00:04:07.120]  如果你心水清的話
[00:04:07.120 --> 00:04:10.120]  你會知道約翰福音有七個神蹟
[00:04:10.120 --> 00:04:12.120]  七是完全的意思
[00:04:12.120 --> 00:04:16.120]  它說的是耶穌完全地啟示自己
[00:04:16.120 --> 00:04:18.120]  而今天我們看的是第三個
[00:04:18.120 --> 00:04:20.120]  如果你有印象
[00:04:20.120 --> 00:04:22.120]  第一個是水變酒
[00:04:22.120 --> 00:04:25.120]  是一個叫加拿芬宴的神蹟
[00:04:25.120 --> 00:04:29.120]  第二個是在約翰福音的第四章結尾
[00:04:29.120 --> 00:04:32.120]  是一個醫治的神蹟
[00:04:32.120 --> 00:04:33.120]  最奇怪的是
[00:04:33.120 --> 00:04:36.120]  在約翰福音的第五章開頭
[00:04:36.120 --> 00:04:39.120]  又是一個醫治的故事
[00:04:39.120 --> 00:04:40.120]  如果你看得聖經多
[00:04:40.120 --> 00:04:41.120]  你就在想
[00:04:41.120 --> 00:04:43.120]  為什麼聖經的東西這麼重複
[00:04:43.120 --> 00:04:46.120]  聖經的東西好像來來去去都一樣
[00:04:46.120 --> 00:04:49.120]  我們今天要看到的其實不一樣
[00:04:49.120 --> 00:04:52.120]  今天這個不單止是一個醫治的故事
[00:04:52.120 --> 00:04:55.120]  我們就一起進入經文裡面
[00:04:55.120 --> 00:04:58.120]  在第一至五節
[00:04:58.120 --> 00:05:01.120]  他交代了經文的背景
[00:05:01.120 --> 00:05:03.120]  他說這些事以後
[00:05:03.120 --> 00:05:05.120]  就是上一個神蹟之後
[00:05:05.120 --> 00:05:07.120]  到了猶太人的一個節期
[00:05:07.120 --> 00:05:09.120]  耶穌就去到耶路撒冷
